mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	4/4	2	1	G.V7{	-0.447302	-3.66923	/		G	I		V7		V		7				{	Mm7	0	0	2, 6, 3, 0		2	2	4	7	0.36363636363636365	0.5	3.875	0.11428571428571428
3	2	0	0	4/4	2	1	vii%65/IV				ii%65/ii	G	I		vii%65/IV		vii	%	65		IV			%7	0	0	2, -1, 3, 5		5	2	1	7	0.125	0.125	4.125	0.029411764705882353
3	2	3/4	3/4	4/4	2	1	ii2/IV	0.235664	-6	/	iv2/ii	G	I		ii2/IV		ii		2		IV			mm7	0	0	0, 2, -1, 3		2	0	0	3	0.0	0.0	0.625	0.0
3	2	7/8	7/8	4/4	2	1	Fr2/ii					G	I		Fr2/ii	Fr	V		2	b5	V/ii			Fr	0	0	3, 5, 9, -1		5	3	0	1	0.0	0.0	0.125	0.0
4	3	0	0	4/4	2	1	V43/ii					G	I		V43/ii		V		43		ii			Mm7	0	0	5, 2, 4, 8		4	5	0	6	0.0	0.0	2.75	0.0
4	3	1/4	1/4	4/4	2	1	Fr6/V				V43(b5)/ii	G	I		Fr6/V	Fr	V		43	b5	V/V			Fr	0	0	-2, 2, 4, 8		4	-2	0	1	0.0	0.0	0.25	0.0
4	3	1/2	1/2	4/4	2	1	V7/V					G	I		V7/V		V		7		V			Mm7	0	0	3, 7, 4, 1		3	3	4	8	0.3333333333333333	0.5	2.5	0.16666666666666666
5	4	0	0	4/4	2	1	V7}					G	I		V7		V		7				}	Mm7	0	0	2, 6, 3, 0		2	2	2	8	0.2	0.125	3.625	0.03333333333333333
5	4	1/4	1/4	4/4	2	1	V7(9)					G	I		V7(9)		V		7	9				Mm7	0	0	2, 6, 3, 0	4	2	2	4	9	0.3076923076923077	0.5	2.25	0.18181818181818182
6	5	0	0	4/4	2	1	I6{					G	I		I6		I		6				{	M	0	0	5, 2, 1		1	5	4	7	0.36363636363636365	0.75	3.5	0.17647058823529413
6	5	3/4	3/4	4/4	2	1	I6(#5)					G	I		I6(#5)		I		6	#5				M	0	0	5, 9, 1		1	5	2	3	0.4	0.25	0.5	0.3333333333333333
7	6	0	0	4/4	2	1	ii65					G	I		ii65		ii		65					mm7	0	0	0, 4, 1, 3		3	0	4	12	0.25	0.5	5.5	0.08333333333333333
8	7	0	0	4/4	2	1	vii%65/IV					G	I		vii%65/IV		vii	%	65		IV			%7	0	0	2, -1, 3, 5		5	2	2	10	0.16666666666666666	0.25	4.25	0.05555555555555555
8	7	3/4	3/4	4/4	2	1	bVI+					G	I		bVI+		bVI	+						+	0	0	-3, 1, 5		-3	-3	0	5	0.0	0.0	1.0	0.0
8	7	7/8	7/8	4/4	2	1	iv6					G	I		iv6		iv		6					m	0	0	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
9	8	0	0	4/4	2	1	V43(9)/V					G	I		V43(9)/V		V		43	9	V			Mm7	0	0	4, 1, 3, 7	5	3	4	0	19	0.0	0.0	6.125	0.0
10	9	0	0	4/4	2	1	V(964)					G	I		V(964)		V			964				M	0	0	2, 1, 5	4	2	2	4	9	0.3076923076923077	0.5	3.5	0.125
10	9	1/2	1/2	4/4	2	1	V7(94)					G	I		V7(94)		V		7	94				Mm7	0	0	2, 1, 3, 0	4	2	2	1	4	0.2	0.125	1.125	0.1
10	9	3/4	3/4	4/4	2	1	V7					G	I		V7		V		7					Mm7	0	0	2, 6, 3, 0		2	2	2	2	0.5	0.25	0.5	0.3333333333333333
11	10	0	0	4/4	2	1	I(9)}					G	I		I(9)		I			9			}	M	0	0	1, 5, 2	3	1	1	0	6	0.0	0.0	3.5	0.0
11	10	1/4	1/4	4/4	2	1	I|PAC					G	I		I		I					PAC		M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	1.0	0.0
12	11	0	0	4/4	2	1	i/iii{					G	I		i/iii		i				iii		{	m	0	0	5, 2, 6		5	5	4	14	0.2222222222222222	0.5	4.0	0.1111111111111111
13	12	0	0	4/4	2	1	i6/iii					G	I		i6/iii		i		6		iii			m	0	0	2, 6, 5		5	2	6	7	0.46153846153846156	1.25	1.75	0.4166666666666667
14	13	0	0	4/4	2	1	v/iii					G	I		v/iii		v				iii			m	0	0	6, 3, 7		6	6	6	10	0.375	1.0	4.0	0.2
15	14	0	0	4/4	2	1	iv/iv/iii					G	I		iv/iv/iii		iv				iv/iii			m	0	0	3, 0, 4		3	3	6	8	0.42857142857142855	1.25	2.75	0.3125
16	15	0	0	4/4	2	1	iv/iii					G	I		iv/iii		iv				iii			m	0	0	4, 1, 5		4	4	6	10	0.375	1.0	4.0	0.2
17	16	1/4	1/4	4/4	2	1	vi/iii					G	I		vi/iii		vi				iii			m	0	0	1, -2, 2		1	1	2	6	0.25	0.25	2.75	0.08333333333333333
18	17	0	0	4/4	2	1	V7(96)/iii					G	I		V7(96)/iii		V		7	96	iii			Mm7	0	0	6, 10, 2, 4	1	6	6	0	18	0.0	0.0	2.5	0.0
19	18	1/4	1/4	4/4	2	1	vi/iii					G	I		vi/iii		vi				iii			m	0	0	1, -2, 2		1	1	2	6	0.25	0.25	2.75	0.08333333333333333
