mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	2	1	eb.V[i{						eb	i	V	i	i						{	m	1	1	-3, -6, -2		-3.0	-3.0	5	31	0.1388888888888889	0.625	6.875	0.08333333333333333
5	5	0	0	2/2	2	1	V2/V						eb	i	V	V2/V	V		2		V			Mm7	1	1	-3, -1, 3, 0		-1.0	-3.0	6	14	0.3	1.25	4.5	0.21739130434782608
7	7	0	0	2/2	2	1	iv64					ii%2	eb	i	V	iv64	iv		64					m	1	1	-3, -4, -7		-4.0	-3.0	8	18	0.3076923076923077	1.5	3.75	0.2857142857142857
9	9	0	0	2/2	2	1	V(+4)]						eb	i	V	V(+4)	V			+4				M	1	1	-2, 2, -1	-3	-2.0	-2.0	2	17	0.10526315789473684	0.25	5.25	0.045454545454545456
11	11	0	0	2/2	2	1	III						eb	i		III	III							M	1	1	-6, -2, -5		-6.0	-6.0	3	10	0.23076923076923078	0.375	2.5	0.13043478260869565
12	12	0	0	2/2	2	1	VII					V/III	eb	i		VII	VII							M	1	1	-5, -1, -4		-5.0	-5.0	3	10	0.23076923076923078	0.375	2.5	0.13043478260869565
13	13	0	0	2/2	2	1	VI					IV/III	eb	i		VI	VI							M	1	1	-7, -3, -6		-7.0	-7.0	3	10	0.23076923076923078	0.375	2.5	0.13043478260869565
14	14	0	0	2/2	2	1	III						eb	i		III	III							M	1	1	-6, -2, -5		-6.0	-6.0	4	11	0.26666666666666666	0.5	2.625	0.16
15	15	0	0	2/2	2	1	iio					VII6	eb	i		iio	ii	o						o	1	1	-1, -4, -7		-1.0	-1.0	2	4	0.3333333333333333	0.25	0.75	0.25
15	15	1/2	1/2	2/2	2	1	i					VI6	eb	i		i	i							m	1	1	-3, -6, -2		-3.0	-3.0	2	4	0.3333333333333333	0.25	0.75	0.25
16	16	0	0	2/2	2	1	VII					v6	eb	i		VII	VII							M	1	1	-5, -1, -4		-5.0	-5.0	2	4	0.3333333333333333	0.25	0.75	0.25
16	16	1/2	1/2	2/2	2	1	#vi					IV6	eb	i		#vi	#vi							m	1	1	0, -3, 1		0.0	0.0	2	4	0.3333333333333333	0.25	0.75	0.25
18	18	0	0	2/2	2	1	VI					iv6	eb	i		VI	VI							M	1	1	-7, -3, -6		-7.0	-7.0	2	4	0.3333333333333333	0.25	0.75	0.25
19	19	0	0	2/2	2	1	v}					V}	eb	i		v	v						}	m	1	1	-2, -5, -1		-2.0	-2.0	0	15	0.0	0.0	4.25	0.0
21	20	0	3/4	2/2	2	1	#viio43{						eb	i		#viio43	#vii	o	43				{	o7	1	1	-4, -7, 2, -1		2.0	-4.0	5	20	0.2	0.625	6.625	0.08620689655172414
24	23	1/4	1/4	2/2	2	1	V						eb	i		V	V							M	1	1	-2, 2, -1		-2.0	-2.0	0	8	0.0	0.0	2.0	0.0
24	23	3/4	3/4	2/2	2	1	vi%7	-6.30933	3.57602		/	#viio2(#5)	eb	i		vi%7	vi	%	7					%7	1	1	-7, -10, -13, -9		-7.0	-7.0	6	2	0.75	1.5	0.5	0.75
25	24	1/4	1/4	2/2	2	1	#viio2						eb	i		#viio2	#vii	o	2					o7	1	1	-7, 2, -1, -4		2.0	-7.0	0	6	0.0	0.0	1.5	0.0
25	24	3/4	3/4	2/2	2	1	#viio2					#viio43/iii	eb	i		#viio2	#vii	o	2					o7	1	1	-7, 2, -1, -4		2.0	-7.0	12	13	0.48	2.875	4.375	0.39655172413793105
28	27	1/4	1/4	2/2	2	1	V/iii						eb	i		V/iii	V				iii			M	1	1	-5, -1, -4		-5.0	-5.0	0	8	0.0	0.0	2.0	0.0
