mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
24	24	0	0	6/8	2	1	Fr65/bi		a	i		Fr65/bi	Fr	V		65	b5	V/bi			Fr	1	1	2, -8, -4, -2		-2	2	0	9	0.0	0.0	1.875	0.0
24	24	3/8	3/8	6/8	2	1	V(4)/bi		a	i		V(4)/bi		V			4	bi			M	1	1	-3, -4, -2		-3	-3	0	9	0.0	0.0	1.875	0.0
25	25	0	0	6/8	2	1	ii%43/bi		a	i		ii%43/bi		ii	%	43		bi			%7	1	1	-8, -4, -2, -5		-2	-8	2	37	0.05128205128205128	0.25	7.25	0.03333333333333333
27	27	0	0	6/8	2	1	V43/iv		a	i		V43/iv		V		43		iv			Mm7	1	1	4, 1, 3, 7		3	4	2	38	0.05	0.25	7.25	0.03333333333333333
29	29	0	0	6/8	2	1	ii%43/bi		a	i		ii%43/bi		ii	%	43		bi			%7	1	1	-8, -4, -2, -5		-2	-8	2	37	0.05128205128205128	0.25	7.25	0.03333333333333333
31	31	0	0	6/8	2	1	V43/iv		a	i		V43/iv		V		43		iv			Mm7	1	1	4, 1, 3, 7		3	4	2	38	0.05	0.25	7.25	0.03333333333333333
33	33	0	0	6/8	2	1	bII64	VI64/iv	a	i		bII64		bII		64					M	1	1	-1, -2, 2		-2	-1	1	10	0.09090909090909091	0.0625	1.8125	0.03333333333333333
33	33	3/8	3/8	6/8	2	1	bIIM43	VIM43/iv	a	i		bIIM43		bII	M	43					MM7	1	1	-1, 3, -2, 2		-2	-1	2	19	0.09523809523809523	0.125	3.625	0.03333333333333333
34	34	3/8	3/8	6/8	2	1	bII64	VI64/iv	a	i		bII64		bII		64					M	1	1	-1, -2, 2		-2	-1	0	11	0.0	0.0	1.875	0.0
35	35	0	0	6/8	2	1	ii%65		a	i		ii%65		ii	%	65					%7	1	1	2, -1, 3, 5		5	2	0	21	0.0	0.0	4.5	0.0
36	36	3/8	3/8	6/8	2	1	#viio43		a	i		#viio43		#vii	o	43					o7	1	1	2, -1, 8, 5		8	2	1	8	0.1111111111111111	0.125	1.375	0.08333333333333333
37	37	0	0	6/8	2	1	VI64		a	i		VI64		VI		64					M	1	1	0, -1, 3		-1	0	1	10	0.09090909090909091	0.0625	1.8125	0.03333333333333333
37	37	3/8	3/8	6/8	2	1	VIM43		a	i		VIM43		VI	M	43					MM7	1	1	0, 4, -1, 3		-1	0	2	19	0.09523809523809523	0.125	3.625	0.03333333333333333
38	38	3/8	3/8	6/8	2	1	VI64		a	i		VI64		VI		64					M	1	1	0, -1, 3		-1	0	0	11	0.0	0.0	1.875	0.0
39	39	0	0	6/8	2	1	V43		a	i		V43		V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	14	0.0	0.0	3.0	0.0
40	40	0	0	6/8	2	1	V43(b5)	Fr6/iv	a	i		V43(b5)		V		43	b5				Mm7	1	1	-2, 2, 4, 8		4	-2	0	13	0.0	0.0	3.0	0.0
41	41	0	0	6/8	2	1	i}{		a	i		i		i						}{	m	1	1	3, 0, 4		3	3	2	30	0.0625	0.25	6.0	0.04
43	43	0	0	6/8	2	1	i7		a	i		i7		i		7					mm7	1	1	3, 0, 4, 1		3	3	1	30	0.03225806451612903	0.125	5.875	0.020833333333333332
45	45	0	0	6/8	2	1	v6		a	i		v6		v		6					m	1	1	1, 5, 4		4	1	0	14	0.0	0.0	3.0	0.0
46	46	0	0	6/8	2	1	ii%43(4)		a	i		ii%43(4)		ii	%	43	4				%7	1	1	-1, 3, 5, 4		5	-1	0	7	0.0	0.0	1.5	0.0
46	46	3/8	3/8	6/8	2	1	ii%43		a	i		ii%43		ii	%	43					%7	1	1	-1, 3, 5, 2		5	-1	2	8	0.2	0.125	1.375	0.08333333333333333
47	47	0	0	6/8	2	1	V		a	i		V		V							M	1	1	4, 8, 5		4	4	0	27	0.0	0.0	6.0	0.0
49	49	0	0	6/8	2	1	i/iv		a	i		i/iv		i				iv			m	1	1	2, -1, 3		2	2	2	30	0.0625	0.25	6.0	0.04
51	51	0	0	6/8	2	1	i7/iv		a	i		i7/iv		i		7		iv			mm7	1	1	2, -1, 3, 0		2	2	1	30	0.03225806451612903	0.125	5.875	0.020833333333333332
53	53	0	0	6/8	2	1	v6/iv		a	i		v6/iv		v		6		iv			m	1	1	0, 4, 3		3	0	0	14	0.0	0.0	3.0	0.0
54	54	0	0	6/8	2	1	ii%43(4)/iv		a	i		ii%43(4)/iv		ii	%	43	4	iv			%7	1	1	-2, 2, 4, 3		4	-2	0	7	0.0	0.0	1.5	0.0
54	54	3/8	3/8	6/8	2	1	ii%43/iv		a	i		ii%43/iv		ii	%	43		iv			%7	1	1	-2, 2, 4, 1		4	-2	2	8	0.2	0.125	1.375	0.08333333333333333
55	55	0	0	6/8	2	1	V/iv|HC}		a	i		V/iv		V				iv	HC	}	M	1	1	3, 7, 4		3	3	0	27	0.0	0.0	6.0	0.0
57	57	0	0	6/8	2	1	ii%43/iv{		a	i		ii%43/iv		ii	%	43		iv		{	%7	1	1	-2, 2, 4, 1		4	-2	2	37	0.05128205128205128	0.25	7.25	0.03333333333333333
59	59	0	0	6/8	2	1	ii%65/vi		a	i		ii%65/vi		ii	%	65		vi			%7	1	1	-2, -5, -1, 1		1	-2	0	18	0.0	0.0	3.75	0.0
60	60	0	0	6/8	2	1	Fr65/vi		a	i		Fr65/vi	Fr	V		65	b5	V/vi			Fr	1	1	5, -5, -1, 1		1	5	0	9	0.0	0.0	1.875	0.0
60	60	3/8	3/8	6/8	2	1	V(4)/vi		a	i		V(4)/vi		V			4	vi			M	1	1	0, -1, 1		0	0	0	9	0.0	0.0	1.875	0.0
61	61	0	0	6/8	2	1	ii%43/vi		a	i		ii%43/vi		ii	%	43		vi			%7	1	1	-5, -1, 1, -2		1	-5	2	37	0.05128205128205128	0.25	7.25	0.03333333333333333
63	63	0	0	6/8	2	1	ii%65/bi		a	i		ii%65/bi		ii	%	65		bi			%7	1	1	-5, -8, -4, -2		-2	-5	0	18	0.0	0.0	3.75	0.0
64	64	0	0	6/8	2	1	Fr65/bi		a	i		Fr65/bi	Fr	V		65	b5	V/bi			Fr	1	1	2, -8, -4, -2		-2	2	0	9	0.0	0.0	1.875	0.0
64	64	3/8	3/8	6/8	2	1	V(4)/bi		a	i		V(4)/bi		V			4	bi			M	1	1	-3, -4, -2		-3	-3	0	9	0.0	0.0	1.875	0.0
65	65	0	0	6/8	2	1	ii%43/bi		a	i		ii%43/bi		ii	%	43		bi			%7	1	1	-8, -4, -2, -5		-2	-8	2	37	0.05128205128205128	0.25	7.25	0.03333333333333333
67	67	0	0	6/8	2	1	V43/iv		a	i		V43/iv		V		43		iv			Mm7	1	1	4, 1, 3, 7		3	4	2	38	0.05	0.25	7.25	0.03333333333333333
69	69	0	0	6/8	2	1	ii%43/bi		a	i		ii%43/bi		ii	%	43		bi			%7	1	1	-8, -4, -2, -5		-2	-8	2	37	0.05128205128205128	0.25	7.25	0.03333333333333333
71	71	0	0	6/8	2	1	V43/iv		a	i		V43/iv		V		43		iv			Mm7	1	1	4, 1, 3, 7		3	4	2	38	0.05	0.25	7.25	0.03333333333333333
73	73	0	0	6/8	2	1	bII64	VI64/iv	a	i		bII64		bII		64					M	1	1	-1, -2, 2		-2	-1	1	10	0.09090909090909091	0.0625	1.8125	0.03333333333333333
73	73	3/8	3/8	6/8	2	1	bIIM43	VIM43/iv	a	i		bIIM43		bII	M	43					MM7	1	1	-1, 3, -2, 2		-2	-1	2	19	0.09523809523809523	0.125	3.625	0.03333333333333333
74	74	3/8	3/8	6/8	2	1	VI64/iv		a	i		VI64/iv		VI		64		iv			M	1	1	-1, -2, 2		-2	-1	0	11	0.0	0.0	1.875	0.0
75	75	0	0	6/8	2	1	ii%65		a	i		ii%65		ii	%	65					%7	1	1	2, -1, 3, 5		5	2	0	21	0.0	0.0	4.5	0.0
76	76	3/8	3/8	6/8	2	1	#viio43		a	i		#viio43		#vii	o	43					o7	1	1	2, -1, 8, 5		8	2	1	8	0.1111111111111111	0.125	1.375	0.08333333333333333
77	77	0	0	6/8	2	1	VI64		a	i		VI64		VI		64					M	1	1	0, -1, 3		-1	0	1	10	0.09090909090909091	0.0625	1.8125	0.03333333333333333
77	77	3/8	3/8	6/8	2	1	VIM43		a	i		VIM43		VI	M	43					MM7	1	1	0, 4, -1, 3		-1	0	2	19	0.09523809523809523	0.125	3.625	0.03333333333333333
78	78	3/8	3/8	6/8	2	1	VI64		a	i		VI64		VI		64					M	1	1	0, -1, 3		-1	0	0	11	0.0	0.0	1.875	0.0
79	79	0	0	6/8	2	1	V43		a	i		V43		V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	14	0.0	0.0	3.0	0.0
80	80	0	0	6/8	2	1	V43(b5)	Fr6/iv	a	i		V43(b5)		V		43	b5				Mm7	1	1	-2, 2, 4, 8		4	-2	0	13	0.0	0.0	3.0	0.0
81	81	0	0	6/8	2	1	i}{		a	i		i		i						}{	m	1	1	3, 0, 4		3	3	2	30	0.0625	0.25	6.0	0.04
83	83	0	0	6/8	2	1	i7		a	i		i7		i		7					mm7	1	1	3, 0, 4, 1		3	3	1	30	0.03225806451612903	0.125	5.875	0.020833333333333332
85	85	0	0	6/8	2	1	v6		a	i		v6		v		6					m	1	1	1, 5, 4		4	1	0	14	0.0	0.0	3.0	0.0
86	86	0	0	6/8	2	1	ii%43(4)		a	i		ii%43(4)		ii	%	43	4				%7	1	1	-1, 3, 5, 4		5	-1	0	7	0.0	0.0	1.5	0.0
86	86	3/8	3/8	6/8	2	1	ii%43		a	i		ii%43		ii	%	43					%7	1	1	-1, 3, 5, 2		5	-1	2	8	0.2	0.125	1.375	0.08333333333333333
87	87	0	0	6/8	2	1	V		a	i		V		V							M	1	1	4, 8, 5		4	4	0	27	0.0	0.0	6.0	0.0
89	89	0	0	6/8	2	1	i/iv		a	i		i/iv		i				iv			m	1	1	2, -1, 3		2	2	2	30	0.0625	0.25	6.0	0.04
91	91	0	0	6/8	2	1	i7/iv		a	i		i7/iv		i		7		iv			mm7	1	1	2, -1, 3, 0		2	2	1	30	0.03225806451612903	0.125	5.875	0.020833333333333332
93	93	0	0	6/8	2	1	v6/iv		a	i		v6/iv		v		6		iv			m	1	1	0, 4, 3		3	0	0	14	0.0	0.0	3.0	0.0
94	94	0	0	6/8	2	1	ii%43(4)/iv		a	i		ii%43(4)/iv		ii	%	43	4	iv			%7	1	1	-2, 2, 4, 3		4	-2	0	7	0.0	0.0	1.5	0.0
94	94	3/8	3/8	6/8	2	1	ii%43/iv		a	i		ii%43/iv		ii	%	43		iv			%7	1	1	-2, 2, 4, 1		4	-2	2	8	0.2	0.125	1.375	0.08333333333333333
95	95	0	0	6/8	2	1	V/iv|HC}		a	i		V/iv		V				iv	HC	}	M	1	1	3, 7, 4		3	3	0	14	0.0	0.0	3.0	0.0
96	96	0	0	6/8	2	1	bIIM2(4)	V(9+6)/iv	a	i		bIIM2(4)		bII	M	2	4				MM7	1	1	3, -2, 4, -1		-2	3	0	7	0.0	0.0	1.5	0.0
96	96	3/8	3/8	6/8	2	1	bIIM2	V(964)/iv	a	i		bIIM2		bII	M	2					MM7	1	1	3, -2, 2, -1		-2	3	0	7	0.0	0.0	1.5	0.0
97	97	0	0	6/8	2	1	i		a	i		i		i							m	1	1	3, 0, 4		3	3	0	14	0.0	0.0	3.0	0.0
98	98	0	0	6/8	2	1	#viio2(4)		a	i		#viio2(4)		#vii	o	2	4				o7	1	1	-1, 8, 0, 2		8	-1	0	7	0.0	0.0	1.5	0.0
98	98	3/8	3/8	6/8	2	1	Ger43/iv		a	i		Ger43/iv	Ger	vii	o	43	b3	V/iv			Ger	1	1	2, -1, 8, -2		8	2	0	7	0.0	0.0	1.5	0.0
99	99	0	0	6/8	2	1	I		a	i		I		I							M	1	1	3, 7, 4		3	3	0	14	0.0	0.0	3.0	0.0
100	100	0	0	6/8	2	1	#viio2(+2)		a	i		#viio2(+2)		#vii	o	2	+2				o7	1	1	-1, 8, 5, 2	3	8	-1	0	4	0.0	0.0	2.625	0.0
100	100	3/8	3/8	6/8	2	1	Ger43/iv		a	i		Ger43/iv	Ger	vii	o	43	b3	V/iv			Ger	1	1	2, -1, 8, -2		8	2	1	1	0.5	0.125	0.25	0.3333333333333333
101	101	0	0	6/8	2	1	I		a	i		I		I							M	1	1	3, 7, 4		3	3	0	14	0.0	0.0	3.0	0.0
102	102	0	0	6/8	2	1	#viio2(+2)		a	i		#viio2(+2)		#vii	o	2	+2				o7	1	1	-1, 8, 5, 2	3	8	-1	0	4	0.0	0.0	2.625	0.0
102	102	3/8	3/8	6/8	2	1	Ger43/iv		a	i		Ger43/iv	Ger	vii	o	43	b3	V/iv			Ger	1	1	2, -1, 8, -2		8	2	1	1	0.5	0.125	0.25	0.3333333333333333
103	103	0	0	6/8	2	1	I}		a	i		I		I						}	M	1	1	3, 7, 4		3	3	0	16	0.0	0.0	10.0	0.0
