mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	E.I[I{						E	I	I	I	I						{	M	0	0	4, 8, 5		4.0	4.0	1	4	0.2	0.125	1.625	0.07142857142857142
1	1	1/4	1/4	4/4	2	1	IV6					I(64)	E	I	I	IV6	IV		6					M	0	0	7, 4, 3		3.0	7.0	1	3	0.25	0.125	0.625	0.16666666666666666
1	1	1/2	1/2	4/4	2	1	IM7						E	I	I	IM7	I	M	7					MM7	0	0	4, 8, 5, 9		4.0	4.0	0	7	0.0	0.0	1.5	0.0
2	2	0	0	4/4	2	1	ii6						E	I	I	ii6	ii		6					m	0	0	3, 7, 6		6.0	3.0	1	3	0.25	1.0	0.75	0.5714285714285714
2	2	1/4	1/4	4/4	2	1	vii%65						E	I	I	vii%65	vii	%	65					%7	0	0	6, 3, 7, 9		9.0	6.0	0	3	0.0	0.0	0.75	0.0
2	2	1/2	1/2	4/4	2	1	I						E	I	I	I	I							M	0	0	4, 8, 5		4.0	4.0	3	7	0.3	0.625	2.625	0.19230769230769232
3	3	1/4	1/4	4/4	2	1	IV6					I(64)	E	I	I	IV6	IV		6					M	0	0	7, 4, 3		3.0	7.0	1	3	0.25	0.125	0.625	0.16666666666666666
3	3	1/2	1/2	4/4	2	1	IM7						E	I	I	IM7	I	M	7					MM7	0	0	4, 8, 5, 9		4.0	4.0	0	3	0.0	0.0	0.75	0.0
3	3	3/4	3/4	4/4	2	1	I						E	I	I	I	I							M	0	0	4, 8, 5		4.0	4.0	3	3	0.5	0.125	0.625	0.16666666666666666
4	4	0	0	4/4	2	1	ii6						E	I	I	ii6	ii		6					m	0	0	3, 7, 6		6.0	3.0	1	3	0.25	1.0	1.0	0.5
4	4	1/4	1/4	4/4	2	1	vii%65						E	I	I	vii%65	vii	%	65					%7	0	0	6, 3, 7, 9		9.0	6.0	0	2	0.0	0.0	0.5	0.0
4	4	1/2	1/2	4/4	2	1	I]						E	I	I	I	I							M	0	0	4, 8, 5		4.0	4.0	2	3	0.4	0.5	1.0	0.3333333333333333
5	5	0	0	4/4	2	1	vi						E	I		vi	vi							m	0	0	7, 4, 8		7.0	7.0	1	4	0.2	0.125	1.125	0.1
5	5	1/4	1/4	4/4	2	1	V64/V						E	I		V64/V	V		64		V			M	0	0	7, 6, 10		6.0	7.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
5	5	1/2	1/2	4/4	2	1	iii(4)						E	I		iii(4)	iii			4				m	0	0	8, 7, 9		8.0	8.0	0	4	0.0	0.0	1.5	0.0
5	5	3/4	3/4	4/4	2	1	iii						E	I		iii	iii							m	0	0	8, 5, 9		8.0	8.0	0	2	0.0	0.0	0.5	0.0
6	6	0	0	4/4	2	1	IV						E	I		IV	IV							M	0	0	3, 7, 4		3.0	3.0	1	4	0.2	0.125	1.125	0.1
6	6	1/4	1/4	4/4	2	1	viio64						E	I		viio64	vii	o	64					o	0	0	3, 9, 6		9.0	3.0	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
6	6	1/2	1/2	4/4	2	1	vii					ii/V	E	I		vii	vii							m	0	0	9, 6, 10		9.0	9.0	4	0	1.0	1.625	0.0	1.0
6	6	3/4	3/4	4/4	2	1	viio6/V	-0.6	-6	/		V43/V	E	I		viio6/V	vii	o	6		V			o	0	0	7, 4, 10		10.0	7.0	1	1	0.5	0.125	0.25	0.3333333333333333
7	7	0	0	4/4	2	1	ii7/V						E	I		ii7/V	ii		7		V			mm7	0	0	7, 4, 8, 5		7.0	7.0	1	4	0.2	0.125	1.125	0.1
7	7	1/4	1/4	4/4	2	1	ii7(9)/v						E	I		ii7(9)/v	ii		7	9	v			mm7	0	0	7, 4, 8, 5	2	7.0	7.0	2	3	0.4	0.25	0.5	0.3333333333333333
7	7	1/2	1/2	4/4	2	1	V7(9)/V						E	I		V7(9)/V	V		7	9	V			Mm7	0	0	6, 10, 7, 4	8	6.0	6.0	0	4	0.0	0.0	1.25	0.0
7	7	3/4	3/4	4/4	2	1	V7/V						E	I		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
8	8	0	0	4/4	2	1	I(64)/V}				1.0		E	I		I(64)/V	I			64	V		}	M	0	0	5, 4, 8		5.0	5.0	0	4	0.0	0.0	2.0	0.0
8	8	1/4	1/4	4/4	2	1	I/V|PAC				1.0		E	I		I/V	I				V	PAC		M	0	0	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.5	0.0
8	8	1/2	1/2	4/4	2	1	V7				1.0		E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	3	0.0	0.0	1.0	0.0
