mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	b.i{						b	i		i	i						{	m	1	1	5, 2, 6		5.0	5.0	0	7	0.0	0.0	1.25	0.0
2	2	0	0	2/4	2	1	i(#0)						b	i		i(#0)	i			#0				m	1	1	5, 2, 6		5.0	5.0	1	5	0.16666666666666666	0.25	1.0	0.2
3	3	0	0	2/4	2	1	i(0)						b	i		i(0)	i			0				m	1	1	5, 2, 6		5.0	5.0	2	5	0.2857142857142857	0.3125	0.9375	0.25
4	4	0	0	2/4	2	1	i64(v#6)						b	i		i64(v#6)	i		64	v#6				m	1	1	6, 5, 2	8	5.0	6.0	0	5	0.0	0.0	1.25	0.0
5	5	0	0	2/4	2	1	V(62)						b	i		V(62)	V			62				M	1	1	1, 10, 2		6.0	1.0	0	7	0.0	0.0	1.25	0.0
6	6	0	0	2/4	2	1	V(6)						b	i		V(6)	V			6				M	1	1	6, 10, 2		6.0	6.0	0	6	0.0	0.0	1.25	0.0
7	7	0	0	2/4	2	1	viio7(#4)/V						b	i		viio7(#4)/V	vii	o	7	#4	V			o7	1	1	11, 8, 17, 2		11.0	11.0	2	5	0.2857142857142857	0.375	0.875	0.3
8	8	0	0	2/4	2	1	ii%7						b	i		ii%7	ii	%	7					%7	1	1	7, 4, 1, 5		7.0	7.0	0	5	0.0	0.0	1.5	0.0
8	8	1/4	1/4	2/4	2	1	V7(94)|HC}	0	7.53184	0.2	/		b	i		V7(94)	V		7	94		HC	}	Mm7	1	1	6, 5, 7, 4	1	6.0	6.0	0	4	0.0	0.0	0.625	0.0
9	9	0	0	2/4	2	1	i{						b	i		i	i						{	m	1	1	5, 2, 6		5.0	5.0	0	10	0.0	0.0	1.75	0.0
10	10	0	0	2/4	2	1	i(#0)						b	i		i(#0)	i			#0				m	1	1	5, 2, 6		5.0	5.0	2	6	0.25	0.5	1.25	0.2857142857142857
11	11	0	0	2/4	2	1	i(0)						b	i		i(0)	i			0				m	1	1	5, 2, 6		5.0	5.0	4	6	0.4	0.625	1.125	0.35714285714285715
12	12	0	0	2/4	2	1	i64(v#6)						b	i		i64(v#6)	i		64	v#6				m	1	1	6, 5, 2	8	5.0	6.0	0	6	0.0	0.0	1.75	0.0
13	13	0	0	2/4	2	1	V(62)						b	i		V(62)	V			62				M	1	1	1, 10, 2		6.0	1.0	0	10	0.0	0.0	1.75	0.0
14	14	0	0	2/4	2	1	V(6)						b	i		V(6)	V			6				M	1	1	6, 10, 2		6.0	6.0	0	8	0.0	0.0	1.75	0.0
15	15	0	0	2/4	2	1	viio7(#4)/V						b	i		viio7(#4)/V	vii	o	7	#4	V			o7	1	1	11, 8, 17, 2		11.0	11.0	2	8	0.2	0.375	1.375	0.21428571428571427
16	16	0	0	2/4	2	1	ii%7						b	i		ii%7	ii	%	7					%7	1	1	7, 4, 1, 5		7.0	7.0	0	5	0.0	0.0	1.25	0.0
16	16	1/4	1/4	2/4	2	1	V7(94)|HC}						b	i		V7(94)	V		7	94		HC	}	Mm7	1	1	6, 5, 7, 4	1	6.0	6.0	0	5	0.0	0.0	0.875	0.0
17	17	0	0	2/4	2	1	i(#7){	0.537515	7.23627	-3.15517	/		b	i		i(#7)	i			#7			{	m	1	1	5, 2, 6	10	5.0	5.0	0	4	0.0	0.0	1.125	0.0
17	17	1/4	1/4	2/4	2	1	i(7)						b	i		i(7)	i			7				m	1	1	5, 2, 6	3	5.0	5.0	0	2	0.0	0.0	0.3125	0.0
17	17	3/8	3/8	2/4	2	1	i(v#6)						b	i		i(v#6)	i			v#6				m	1	1	5, 2, 6	8	5.0	5.0	0	2	0.0	0.0	0.1875	0.0
18	18	0	0	2/4	2	1	#vii%7					V6(#9)	b	i		#vii%7	#vii	%	7					%7	1	1	10, 7, 4, 8		10.0	10.0	0	4	0.0	0.0	1.125	0.0
18	18	1/4	1/4	2/4	2	1	V6(9)						b	i		V6(9)	V		6	9				M	1	1	10, 7, 6	1	6.0	10.0	0	2	0.0	0.0	0.375	0.0
18	18	3/8	3/8	2/4	2	1	V6						b	i		V6	V		6					M	1	1	10, 7, 6		6.0	10.0	0	1	0.0	0.0	0.125	0.0
19	19	1/16	1/16	2/4	2	1	i(#7)						b	i		i(#7)	i			#7				m	1	1	5, 2, 6	10	5.0	5.0	2	4	0.3333333333333333	0.125	0.9375	0.11764705882352941
19	19	1/4	1/4	2/4	2	1	i(7)						b	i		i(7)	i			7				m	1	1	5, 2, 6	3	5.0	5.0	2	3	0.4	0.0625	0.1875	0.25
19	19	3/8	3/8	2/4	2	1	i(v#6)						b	i		i(v#6)	i			v#6				m	1	1	5, 2, 6	8	5.0	5.0	0	3	0.0	0.0	0.25	0.0
20	20	0	0	2/4	2	1	#vii%7					V6(#9)	b	i		#vii%7	#vii	%	7					%7	1	1	10, 7, 4, 8		10.0	10.0	0	4	0.0	0.0	1.375	0.0
20	20	1/4	1/4	2/4	2	1	V6(9)						b	i		V6(9)	V		6	9				M	1	1	10, 7, 6	1	6.0	10.0	0	1	0.0	0.0	0.125	0.0
20	20	3/8	3/8	2/4	2	1	V6						b	i		V6	V		6					M	1	1	10, 7, 6		6.0	10.0	0	1	0.0	0.0	0.125	0.0
21	21	0	0	2/4	2	1	ii(#7)						b	i		ii(#7)	ii			#7				m	1	1	7, 4, 8	12	7.0	7.0	0	4	0.0	0.0	1.125	0.0
21	21	1/4	1/4	2/4	2	1	ii(7)						b	i		ii(7)	ii			7				m	1	1	7, 4, 8	5	7.0	7.0	0	2	0.0	0.0	0.3125	0.0
21	21	3/8	3/8	2/4	2	1	ii(v#6)						b	i		ii(v#6)	ii			v#6				m	1	1	7, 4, 8	10	7.0	7.0	0	2	0.0	0.0	0.1875	0.0
22	22	0	0	2/4	2	1	#vii%7/ii					V6(#9)/ii	b	i		#vii%7/ii	#vii	%	7		ii			%7	1	1	12, 9, 6, 10		12.0	12.0	0	4	0.0	0.0	1.125	0.0
