mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	d.i{		d	i		i		i						{	m	1	1	2, -1, 3		2	2	3	11	0.21428571428571427	0.25	2.75	0.08333333333333333
3	3	0	0	3/4	2	1	v6		d	i		v6		v		6					m	1	1	0, 4, 3		3	0	3	11	0.21428571428571427	0.25	2.75	0.08333333333333333
5	5	0	0	3/4	2	1	#vi%2		d	i		#vi%2		#vi	%	2					%7	1	1	3, 5, 2, -1		5	3	3	13	0.1875	0.25	2.5	0.09090909090909091
7	7	0	0	3/4	2	1	VIM2		d	i		VIM2		VI	M	2					MM7	1	1	3, -2, 2, -1		-2	3	0	9	0.0	0.0	2.0	0.0
8	8	0	0	3/4	2	1	v}		d	i		v		v						}	m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	2.0	0.0
9	9	0	0	3/4	2	1	iv7{	ii7/III{	d	i		iv7		iv		7				{	mm7	1	1	1, -2, 2, -1		1	1	4	21	0.16	0.5	5.625	0.08163265306122448
12	12	0	0	3/4	2	1	V(6)/III		d	i		V(6)/III		V			6	III			M	1	1	0, 4, 3		0	0	0	4	0.0	0.0	1.5	0.0
12	12	1/8	1/8	3/4	2	1	V/III		d	i		V/III		V				III			M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
12	12	1/4	1/4	3/4	2	1	I64/III		d	i		I64/III		I		64		III			M	1	1	0, -1, 3		-1	0	0	2	0.0	0.0	1.0	0.0
12	12	1/2	1/2	3/4	2	1	I/III		d	i		I/III		I				III			M	1	1	-1, 3, 0		-1	-1	0	1	0.0	0.0	0.25	0.0
13	13	0	0	3/4	2	1	bIIM7		d	i		bIIM7		bII	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	4	21	0.16	0.5	5.625	0.08163265306122448
