mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	Db.I{						Db	I		I	I						{	M	0	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	1.0	0.0
1	1	1/4	1/4	3/4	2	1	IVM7						Db	I		IVM7	IV	M	7					MM7	0	0	-6, -2, -5, -1		-6	-6	0	4	0.0	0.0	2.0	0.0
2	2	0	0	3/4	2	1	I						Db	I		I	I							M	0	0	-5, -1, -4		-5	-5	2	6	0.25	0.08333333333333333	0.9166666666666666	0.08333333333333333
2	2	1/4	1/4	3/4	2	1	IVM7						Db	I		IVM7	IV	M	7					MM7	0	0	-6, -2, -5, -1		-6	-6	0	4	0.0	0.0	2.0	0.0
3	3	0	0	3/4	2	1	IM7						Db	I		IM7	I	M	7					MM7	0	0	-5, -1, -4, 0		-5	-5	3	11	0.21428571428571427	0.3125	2.6875	0.10416666666666667
4	4	0	0	3/4	2	1	IM7(#2)						Db	I		IM7(#2)	I	M	7	#2				MM7	0	0	-5, 4, -4, 0		-5	-5	0	4	0.0	0.0	1.75	0.0
4	4	1/4	1/4	3/4	2	1	I						Db	I		I	I							M	0	0	-5, -1, -4		-5	-5	0	2	0.0	0.0	1.0	0.0
4	4	1/2	1/2	3/4	2	1	IM2						Db	I		IM2	I	M	2					MM7	0	0	0, -5, -1, -4		-5	0	0	1	0.0	0.0	0.25	0.0
5	5	0	0	3/4	2	1	vi						Db	I		vi	vi							m	0	0	-2, -5, -1		-2	-2	0	4	0.0	0.0	1.0	0.0
5	5	1/4	1/4	3/4	2	1	ii%7					iv%7/vi	Db	I		ii%7	ii	%	7					%7	0	0	-3, -6, -9, -5		-3	-3	0	4	0.0	0.0	2.0	0.0
6	6	0	0	3/4	2	1	vi						Db	I		vi	vi							m	0	0	-2, -5, -1		-2	-2	2	6	0.25	0.08333333333333333	0.9166666666666666	0.08333333333333333
6	6	1/4	1/4	3/4	2	1	ii%7					iv%7/vi	Db	I		ii%7	ii	%	7					%7	0	0	-3, -6, -9, -5		-3	-3	0	4	0.0	0.0	2.0	0.0
7	7	0	0	3/4	2	1	vi7	0	6.60554	-0.0951206	/	ii7/V	Db	I		vi7	vi		7					mm7	0	0	-2, -5, -1, -4		-2	-2	5	13	0.2777777777777778	0.4375	2.5625	0.14583333333333334
8	8	0	0	3/4	2	1	V7(6)/V						Db	I		V7(6)/V	V		7	6	V			Mm7	0	0	-3, 1, 0, -5		-3	-3	0	4	0.0	0.0	1.0	0.0
8	8	1/4	1/4	3/4	2	1	I/V|PAC}						Db	I		I/V	I				V	PAC	}	M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	1.5	0.0
9	9	0	0	3/4	2	1	V7{						Db	I		V7	V		7				{	Mm7	0	0	-4, 0, -3, -6		-4	-4	0	4	0.0	0.0	1.75	0.0
9	9	1/4	1/4	3/4	2	1	V7(94)					ii65(4)	Db	I		V7(94)	V		7	94				Mm7	0	0	-4, -5, -3, -6	-2	-4	-4	0	2	0.0	0.0	1.0	0.0
9	9	1/2	1/2	3/4	2	1	ii7						Db	I		ii7	ii		7					mm7	0	0	-3, -6, -2, -5		-3	-3	0	1	0.0	0.0	0.25	0.0
10	10	0	0	3/4	2	1	V7						Db	I		V7	V		7					Mm7	0	0	-4, 0, -3, -6		-4	-4	3	5	0.375	0.16666666666666666	1.5833333333333333	0.09523809523809523
10	10	1/4	1/4	3/4	2	1	V7(94)					ii65(4)	Db	I		V7(94)	V		7	94				Mm7	0	0	-4, -5, -3, -6	-2	-4	-4	0	2	0.0	0.0	0.875	0.0
10	10	1/2	1/2	3/4	2	1	ii7						Db	I		ii7	ii		7					mm7	0	0	-3, -6, -2, -5		-3	-3	0	1	0.0	0.0	0.25	0.0
10	10	5/8	5/8	3/4	2	1	ii%7						Db	I		ii%7	ii	%	7					%7	0	0	-3, -6, -9, -5		-3	-3	0	1	0.0	0.0	0.125	0.0
11	11	0	0	3/4	2	1	V7/bII						Db	I		V7/bII	V		7		bII			Mm7	0	0	-9, -5, -8, -11		-9	-9	4	0	1.0	1.75	0.0	1.0
11	11	1/4	1/4	3/4	2	1	V7(94)/bII					ii65(4)/bII	Db	I		V7(94)/bII	V		7	94	bII			Mm7	0	0	-9, -10, -8, -11	-7	-9	-9	2	0	1.0	1.0	0.0	1.0
11	11	1/2	1/2	3/4	2	1	ii7/bII						Db	I		ii7/bII	ii		7		bII			mm7	0	0	-8, -11, -7, -10		-8	-8	1	0	1.0	0.25	0.0	1.0
12	12	0	0	3/4	2	1	V7/bII						Db	I		V7/bII	V		7		bII			Mm7	0	0	-9, -5, -8, -11		-9	-9	8	0	1.0	1.75	0.0	1.0
12	12	1/4	1/4	3/4	2	1	V7(94)/bII					ii65(4)/bII	Db	I		V7(94)/bII	V		7	94	bII			Mm7	0	0	-9, -10, -8, -11	-7	-9	-9	2	0	1.0	0.875	0.0	1.0
12	12	1/2	1/2	3/4	2	1	ii7/bII						Db	I		ii7/bII	ii		7		bII			mm7	0	0	-8, -11, -7, -10		-8	-8	1	0	1.0	0.25	0.0	1.0
12	12	5/8	5/8	3/4	2	1	ii%7/bII						Db	I		ii%7/bII	ii	%	7		bII			%7	0	0	-8, -11, -14, -10		-8	-8	1	0	1.0	0.125	0.0	1.0
13	13	0	0	3/4	2	1	V7/II						Db	I		V7/II	V		7		II			Mm7	0	0	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	1.75	0.0
13	13	1/4	1/4	3/4	2	1	V7(94)/II					ii65(4)/II	Db	I		V7(94)/II	V		7	94	II			Mm7	0	0	-2, -3, -1, -4	0	-2	-2	0	2	0.0	0.0	0.875	0.0
13	13	1/2	1/2	3/4	2	1	ii7/II						Db	I		ii7/II	ii		7		II			mm7	0	0	-1, -4, 0, -3		-1	-1	0	1	0.0	0.0	0.25	0.0
13	13	5/8	5/8	3/4	2	1	ii%7/II						Db	I		ii%7/II	ii	%	7		II			%7	0	0	-1, -4, -7, -3		-1	-1	0	1	0.0	0.0	0.125	0.0
14	14	0	0	3/4	2	1	V7/bVI						Db	I		V7/bVI	V		7		bVI			Mm7	0	0	-8, -4, -7, -10		-8	-8	19	0	1.0	4.0	0.0	1.0
15	15	1/4	1/4	3/4	2	1	V7(94)/bVI					ii65(4)/bVI	Db	I		V7(94)/bVI	V		7	94	bVI			Mm7	0	0	-8, -9, -7, -10	-6	-8	-8	2	0	1.0	0.875	0.0	1.0
15	15	1/2	1/2	3/4	2	1	ii7/bVI						Db	I		ii7/bVI	ii		7		bVI			mm7	0	0	-7, -10, -6, -9		-7	-7	1	0	1.0	0.25	0.0	1.0
15	15	5/8	5/8	3/4	2	1	ii%7/bVI						Db	I		ii%7/bVI	ii	%	7		bVI			%7	0	0	-7, -10, -13, -9		-7	-7	1	0	1.0	0.125	0.0	1.0
