mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
2	1	0	0	3/4	2	1	b.#viio7{		b	i		#viio7		#vii	o	7				{	o7	1	1	10, 7, 4, 1		10.0	10.0	4	13	0.23529411764705882	0.25	1.8125	0.12121212121212122
5	4	0	0	3/4	2	1	i		b	i		i		i							m	1	1	5, 2, 6		5.0	5.0	0	7	0.0	0.0	1.8125	0.0
6	5	0	0	3/4	2	1	v6		b	i		v6		v		6					m	1	1	3, 7, 6		6.0	3.0	0	7	0.0	0.0	1.8125	0.0
7	6	0	0	3/4	2	1	VIM7		b	i		VIM7		VI	M	7					MM7	1	1	1, 5, 2, 6		1.0	1.0	0	7	0.0	0.0	1.8125	0.0
8	7	0	0	3/4	2	1	v		b	i		v		v							m	1	1	6, 3, 7		6.0	6.0	0	9	0.0	0.0	1.3125	0.0
9	8	0	0	3/4	2	1	iv(9)		b	i		iv(9)		iv			9				m	1	1	4, 1, 5	6	4.0	4.0	0	7	0.0	0.0	1.8125	0.0
10	9	0	0	3/4	2	1	i6		b	i		i6		i		6					m	1	1	2, 6, 5		5.0	2.0	1	5	0.16666666666666666	0.0625	1.5	0.04
11	10	0	0	3/4	2	1	V7/V|HC}		b	i		V7/V		V		7		V	HC	}	Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	8	0.0	0.0	2.0625	0.0
12	11	0	0	3/4	2	1	v.#viio7{		b	v		#viio7		#vii	o	7				{	o7	1	1	11, 8, 5, 2		11.0	11.0	2	7	0.2222222222222222	0.125	1.1875	0.09523809523809523
13	12	0	0	3/4	2	1	i		b	v		i		i							m	1	1	6, 3, 7		6.0	6.0	0	7	0.0	0.0	1.8125	0.0
14	13	0	0	3/4	2	1	iv6		b	v		iv6		iv		6					m	1	1	2, 6, 5		5.0	2.0	7	0	1.0	1.8125	0.0	1.0
15	14	0	0	3/4	2	1	VIM7		b	v		VIM7		VI	M	7					MM7	1	1	2, 6, 3, 7		2.0	2.0	0	7	0.0	0.0	1.8125	0.0
16	15	0	0	3/4	2	1	v		b	v		v		v							m	1	1	7, 4, 8		7.0	7.0	0	9	0.0	0.0	1.3125	0.0
17	16	0	0	3/4	2	1	iv(9)		b	v		iv(9)		iv			9				m	1	1	5, 2, 6	7	5.0	5.0	0	7	0.0	0.0	1.8125	0.0
18	17	0	0	3/4	2	1	i6		b	v		i6		i		6					m	1	1	3, 7, 6		6.0	3.0	1	5	0.16666666666666666	0.0625	1.5	0.04
19	18	0	0	3/4	2	1	V7/V|HC}		b	v		V7/V		V		7		V	HC	}	Mm7	1	1	8, 12, 9, 6		8.0	8.0	4	10	0.2857142857142857	0.5	2.375	0.17391304347826086
21	20	0	0	3/4	2	1	Ger43	Ger43/iv/V	b	v		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	6, 3, 12, 2		12.0	6.0	8	7	0.5333333333333333	1.125	1.75	0.391304347826087
23	22	0	0	3/4	2	1	V7/V		b	v		V7/V		V		7		V			Mm7	1	1	8, 12, 9, 6		8.0	8.0	4	11	0.26666666666666666	0.5	2.375	0.17391304347826086
25	24	0	0	3/4	2	1	i.V43/VI}		b	i		V43/VI		V		43		VI		}	Mm7	1	1	3, 0, 2, 6		2.0	3.0	2	14	0.125	0.0	4.0	0.0
26	25	11/16	11/16	3/4	2	1	VI{		b	i		VI		VI						{	M	1	1	1, 5, 2		1.0	1.0	0	8	0.0	0.0	0.75	0.0
27	26	7/16	7/16	4/4	2	1	VI6		b	i		VI6		VI		6					M	1	1	5, 2, 1		1.0	5.0	0	8	0.0	0.0	0.75	0.0
27	26	15/16	15/16	4/4	2	1	bII	IV/VI	b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	0	8	0.0	0.0	0.75	0.0
28	27	7/16	7/16	4/4	2	1	bII6	IV6/VI	b	i		bII6		bII		6					M	1	1	4, 1, 0		0.0	4.0	0	8	0.0	0.0	0.75	0.0
28	27	15/16	15/16	4/4	2	1	VI		b	i		VI		VI							M	1	1	1, 5, 2		1.0	1.0	0	8	0.0	0.0	0.75	0.0
29	28	7/16	7/16	4/4	2	1	VI6		b	i		VI6		VI		6					M	1	1	5, 2, 1		1.0	5.0	0	8	0.0	0.0	0.75	0.0
29	28	15/16	15/16	4/4	2	1	bII	IV/VI	b	i		bII		bII							M	1	1	0, 4, 1		0.0	0.0	0	8	0.0	0.0	0.75	0.0
30	29	7/16	7/16	4/4	2	1	bII6	IV6/VI	b	i		bII6		bII		6					M	1	1	4, 1, 0		0.0	4.0	0	8	0.0	0.0	0.75	0.0
31	30	0	0	3/4	2	1	V7(9)		b	i		V7(9)		V		7	9				Mm7	1	1	6, 10, 7, 4	1	6.0	6.0	1	19	0.05	0.0	2.375	0.0
34	33	3/16	3/16	4/4	2	1	#viio7		b	i		#viio7		#vii	o	7					o7	1	1	10, 7, 4, 1		10.0	10.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
34	33	11/16	11/16	4/4	2	1	#viio2		b	i		#viio2		#vii	o	2					o7	1	1	1, 10, 7, 4		10.0	1.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
35	34	3/16	3/16	4/4	2	1	#viio43		b	i		#viio43		#vii	o	43					o7	1	1	4, 1, 10, 7		10.0	4.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
35	34	11/16	11/16	4/4	2	1	#viio65		b	i		#viio65		#vii	o	65					o7	1	1	7, 4, 1, 10		10.0	7.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
36	35	3/16	3/16	4/4	2	1	#viio7		b	i		#viio7		#vii	o	7					o7	1	1	10, 7, 4, 1		10.0	10.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
36	35	11/16	11/16	4/4	2	1	#viio2		b	i		#viio2		#vii	o	2					o7	1	1	1, 10, 7, 4		10.0	1.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
37	36	3/16	3/16	4/4	2	1	#viio43		b	i		#viio43		#vii	o	43					o7	1	1	4, 1, 10, 7		10.0	4.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
37	36	11/16	11/16	4/4	2	1	#viio65		b	i		#viio65		#vii	o	65					o7	1	1	7, 4, 1, 10		10.0	7.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
38	37	3/16	3/16	4/4	2	1	iv2		b	i		iv2		iv		2					mm7	1	1	2, 4, 1, 5		4.0	2.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
38	37	11/16	11/16	4/4	2	1	#viio65		b	i		#viio65		#vii	o	65					o7	1	1	7, 4, 1, 10		10.0	7.0	2	8	0.2	0.125	0.8125	0.13333333333333333
40	39	3/16	3/16	4/4	2	1	iv2		b	i		iv2		iv		2					mm7	1	1	2, 4, 1, 5		4.0	2.0	1	5	0.16666666666666666	0.0625	0.5	0.1111111111111111
40	39	11/16	11/16	4/4	2	1	#viio65		b	i		#viio65		#vii	o	65					o7	1	1	7, 4, 1, 10		10.0	7.0	2	9	0.18181818181818182	0.125	0.875	0.125
42	41	1/4	1/4	3/4	2	1	Ger6/iv		b	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	0, 4, 1, 10		10.0	0.0	4	12	0.25	0.4375	1.6875	0.20588235294117646
44	43	1/4	1/4	3/4	2	1	iv43		b	i		iv43		iv		43					mm7	1	1	5, 2, 4, 1		4.0	5.0	3	11	0.21428571428571427	0.1875	1.75	0.0967741935483871
46	45	0	0	3/4	2	1	#viio7}{		b	i		#viio7		#vii	o	7				}{	o7	1	1	10, 7, 4, 1		10.0	10.0	2	7	0.2222222222222222	0.125	1.1875	0.09523809523809523
47	46	0	0	3/4	2	1	i		b	i		i		i							m	1	1	5, 2, 6		5.0	5.0	0	7	0.0	0.0	1.8125	0.0
48	47	0	0	3/4	2	1	v6		b	i		v6		v		6					m	1	1	3, 7, 6		6.0	3.0	0	7	0.0	0.0	1.8125	0.0
49	48	0	0	3/4	2	1	VIM7		b	i		VIM7		VI	M	7					MM7	1	1	1, 5, 2, 6		1.0	1.0	0	7	0.0	0.0	1.8125	0.0
50	49	0	0	3/4	2	1	v		b	i		v		v							m	1	1	6, 3, 7		6.0	6.0	0	9	0.0	0.0	1.3125	0.0
51	50	0	0	3/4	2	1	iv(9)		b	i		iv(9)		iv			9				m	1	1	4, 1, 5	6	4.0	4.0	0	7	0.0	0.0	1.8125	0.0
52	51	0	0	3/4	2	1	i6		b	i		i6		i		6					m	1	1	2, 6, 5		5.0	2.0	1	5	0.16666666666666666	0.0625	1.5	0.04
53	52	0	0	3/4	2	1	V7/V|HC}		b	i		V7/V		V		7		V	HC	}	Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	8	0.0	0.0	2.0625	0.0
54	53	0	0	3/4	2	1	v.#viio7{		b	v		#viio7		#vii	o	7				{	o7	1	1	11, 8, 5, 2		11.0	11.0	2	7	0.2222222222222222	0.125	1.1875	0.09523809523809523
55	54	0	0	3/4	2	1	i		b	v		i		i							m	1	1	6, 3, 7		6.0	6.0	0	7	0.0	0.0	1.8125	0.0
56	55	0	0	3/4	2	1	iv6		b	v		iv6		iv		6					m	1	1	2, 6, 5		5.0	2.0	7	0	1.0	1.8125	0.0	1.0
57	56	0	0	3/4	2	1	VIM7		b	v		VIM7		VI	M	7					MM7	1	1	2, 6, 3, 7		2.0	2.0	0	7	0.0	0.0	1.8125	0.0
58	57	0	0	3/4	2	1	v		b	v		v		v							m	1	1	7, 4, 8		7.0	7.0	0	9	0.0	0.0	1.3125	0.0
59	58	0	0	3/4	2	1	iv(9)		b	v		iv(9)		iv			9				m	1	1	5, 2, 6	7	5.0	5.0	0	7	0.0	0.0	1.8125	0.0
60	59	0	0	3/4	2	1	i6		b	v		i6		i		6					m	1	1	3, 7, 6		6.0	3.0	1	5	0.16666666666666666	0.0625	1.5	0.04
61	60	0	0	3/4	2	1	V7/V|HC}		b	v		V7/V		V		7		V	HC	}	Mm7	1	1	8, 12, 9, 6		8.0	8.0	4	10	0.2857142857142857	0.5	2.375	0.17391304347826086
63	62	0	0	3/4	2	1	Ger43	Ger43/iv/V	b	v		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	6, 3, 12, 2		12.0	6.0	8	7	0.5333333333333333	1.125	1.75	0.391304347826087
65	64	0	0	3/4	2	1	V7/V		b	v		V7/V		V		7		V			Mm7	1	1	8, 12, 9, 6		8.0	8.0	4	11	0.26666666666666666	0.5	2.375	0.17391304347826086
67	66	0	0	3/4	2	1	i.V43/VI		b	i		V43/VI		V		43		VI			Mm7	1	1	3, 0, 2, 6		2.0	3.0	2	14	0.125	0.0	4.0	0.0
69	68	0	0	3/4	2	1	V7/bII		b	i		V7/bII		V		7		bII			Mm7	1	1	1, 5, 2, -1		1.0	1.0	5	26	0.16129032258064516	0.5	6.375	0.07272727272727272
73	72	0	0	3/4	2	1	V43/bV	Ger6/iv	b	i		V43/bV		V		43		bV			Mm7	1	1	1, -2, 0, 4		0.0	1.0	5	10	0.3333333333333333	0.5	2.375	0.17391304347826086
75	74	0	0	3/4	2	1	V7		b	i		V7		V		7					Mm7	1	1	6, 10, 7, 4		6.0	6.0	1	7	0.125	0.0	2.0	0.0
76	75	0	0	3/4	2	1	V7(9)		b	i		V7(9)		V		7	9				Mm7	1	1	6, 10, 7, 4	1	6.0	6.0	1	8	0.1111111111111111	0.0	2.25	0.0
77	76	0	0	3/4	2	1	I|IAC}{		b	i		I		I					IAC	}{	M	1	1	5, 9, 6		5.0	5.0	5	11	0.3125	0.625	2.5	0.2
79	78	0	0	3/4	2	1	IV(9)		b	i		IV(9)		IV			9				M	1	1	4, 8, 5	6	4.0	4.0	0	18	0.0	0.0	4.5	0.0
81	80	0	0	3/4	2	1	I		b	i		I		I							M	1	1	5, 9, 6		5.0	5.0	5	11	0.3125	0.625	2.75	0.18518518518518517
83	82	0	0	3/4	2	1	IV(9)		b	i		IV(9)		IV			9				M	1	1	4, 8, 5	6	4.0	4.0	0	18	0.0	0.0	4.5	0.0
85	84	0	0	3/4	2	1	I|PC}		b	i		I		I					PC	}	M	1	1	5, 9, 6		5.0	5.0	6	32	0.15789473684210525	0.75	8.25	0.08333333333333333
