mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	2	1	a.i6{				III{	a	i		i6		i		6				{	m	1	1	0, 4, 3		3.0	0.0	0	1	0.0	0.0	0.75	0.0
2	2	0	0	6/8	2	1	V(6)					a	i		V(6)		V			6				M	1	1	4, 8, 0		4.0	4.0	2	4	0.3333333333333333	0.125	0.875	0.125
2	2	1/4	1/4	6/8	2	1	V7					a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4.0	4.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
2	2	3/8	3/8	6/8	2	1	VI(#964)					a	i		VI(#964)		VI			#964				M	1	1	-1, 5, 2	8	-1.0	-1.0	0	4	0.0	0.0	0.875	0.0
2	2	5/8	5/8	6/8	2	1	VI					a	i		VI		VI							M	1	1	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
3	3	0	0	6/8	2	1	V(6)/III					a	i		V(6)/III		V			6	III			M	1	1	1, 5, 4		1.0	1.0	4	2	0.6666666666666666	0.5625	0.4375	0.5625
3	3	1/4	1/4	6/8	2	1	V7/III					a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1.0	1.0	4	1	0.8	0.3125	0.0625	0.8333333333333334
3	3	3/8	3/8	6/8	2	1	iv(64)	-0.394626	-5.95358	/	vi(64)/III	a	i		iv(64)		iv			64				m	1	1	2, 1, 5		2.0	2.0	1	3	0.25	0.25	0.75	0.25
3	3	5/8	5/8	6/8	2	1	iv				vi/III	a	i		iv		iv							m	1	1	2, -1, 3		2.0	2.0	0	3	0.0	0.0	0.375	0.0
4	4	0	0	6/8	2	1	V(6)/iv					a	i		V(6)/iv		V			6	iv			M	1	1	3, 7, -1		3.0	3.0	2	4	0.3333333333333333	0.125	0.875	0.125
4	4	1/4	1/4	6/8	2	1	V7/iv					a	i		V7/iv		V		7		iv			Mm7	1	1	3, 7, 4, 1		3.0	3.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
4	4	3/8	3/8	6/8	2	1	V7(9)/VII				ii6(42)	a	i		V7(9)/VII		V		7	9	VII			Mm7	1	1	2, 6, 3, 0	4	2.0	2.0	0	4	0.0	0.0	1.0	0.0
4	4	5/8	5/8	6/8	2	1	V(6)/VII				ii6	a	i		V(6)/VII		V			6	VII			M	1	1	2, 6, 5		2.0	2.0	0	3	0.0	0.0	0.375	0.0
5	5	0	0	6/8	2	1	Ger7(b86)					a	i		Ger7(b86)	Ger	vii	o	7	b86b3	V			Ger	1	1	9, -1, 5, 0		9.0	9.0	1	3	0.25	0.25	0.75	0.25
