mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	e.i{	0	-6.67476		/		e	i		i	i						{	m	1	1	4, 1, 5		4	4	5	16	0.23809523809523808	0.6666666666666666	1.8333333333333333	0.26666666666666666
3	3	0	0	3/4	2	1	V						e	i		V	V							M	1	1	5, 9, 6		5	5	2	8	0.2	0.3333333333333333	0.9166666666666666	0.26666666666666666
4	4	0	0	3/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	7	24	0.22580645161290322	1.0	2.75	0.26666666666666666
7	7	0	0	3/4	2	1	V						e	i		V	V							M	1	1	5, 9, 6		5	5	2	8	0.2	0.3333333333333333	0.9166666666666666	0.26666666666666666
8	8	0	0	3/4	2	1	i|PAC}						e	i		i	i					PAC	}	m	1	1	4, 1, 5		4	4	5	21	0.19230769230769232	0.6666666666666666	3.5833333333333335	0.1568627450980392
11	11	0	0	3/4	2	1	V						e	i		V	V							M	1	1	5, 9, 6		5	5	2	8	0.2	0.3333333333333333	0.9166666666666666	0.26666666666666666
12	12	0	0	3/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	7	24	0.22580645161290322	1.0	2.75	0.26666666666666666
15	15	0	0	3/4	2	1	V						e	i		V	V							M	1	1	5, 9, 6		5	5	2	8	0.2	0.3333333333333333	0.9166666666666666	0.26666666666666666
16	16	0	0	3/4	2	1	i|PAC}						e	i		i	i					PAC	}	m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	1.75	0.0
17	17	0	0	3/4	2	1	viio/VI{						e	i		viio/VI	vii	o			VI		{	o	1	1	5, 2, -1		5	5	4	18	0.18181818181818182	0.5	7.0	0.06666666666666667
21	21	0	0	3/4	2	1	viio7/VI						e	i		viio7/VI	vii	o	7		VI			o7	1	1	5, 2, -1, -4		5	5	3	14	0.17647058823529413	0.5	7.0	0.06666666666666667
23	23	0	0	3/4	2	1	iv/VI						e	i		iv/VI	iv				VI			m	1	1	-1, -4, 0		-1	-1	3	12	0.2	0.5	4.0	0.1111111111111111
25	25	0	0	3/4	2	1	viio/#VII						e	i		viio/#VII	vii	o			#VII			o	1	1	14, 11, 8		14	14	22	0	1.0	7.5	0.0	1.0
29	29	0	0	3/4	2	1	viio7/#VII						e	i		viio7/#VII	vii	o	7		#VII			o7	1	1	14, 11, 8, 5		14	14	17	0	1.0	7.5	0.0	1.0
31	31	0	0	3/4	2	1	iv/#VII						e	i		iv/#VII	iv				#VII			m	1	1	8, 5, 9		8	8	15	0	1.0	4.5	0.0	1.0
34	34	0	0	3/4	2	1	#viio7						e	i		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	3	12	0.2	0.75	3.75	0.16666666666666666
38	38	0	0	3/4	2	1	viio7/V						e	i		viio7/V	vii	o	7		V			o7	1	1	10, 7, 4, 1		10	10	3	12	0.2	0.75	3.75	0.16666666666666666
42	42	0	0	3/4	2	1	V(64)						e	i		V(64)	V			64				M	1	1	5, 4, 1		5	5	1	7	0.125	0.25	1.5	0.14285714285714285
44	44	0	0	3/4	2	1	V7|HC}						e	i		V7	V		7			HC	}	Mm7	1	1	5, 9, 6, 3		5	5	1	7	0.125	0.25	1.5	0.14285714285714285
46	46	0	0	3/4	2	1	i[i{						e	i	i	i	i						{	m	1	1	4, 1, 5		4	4	7	18	0.28	1.5	6.0	0.2
50	50	0	0	3/4	2	1	V						e	i	i	V	V							M	1	1	5, 9, 6		5	5	3	5	0.375	1.25	1.0	0.5555555555555556
51	51	0	0	3/4	2	1	i						e	i	i	i	i							m	1	1	4, 1, 5		4	4	6	15	0.2857142857142857	1.25	4.75	0.20833333333333334
54	54	0	0	3/4	2	1	V						e	i	i	V	V							M	1	1	5, 9, 6		5	5	3	5	0.375	1.25	1.0	0.5555555555555556
55	55	0	0	3/4	2	1	i]						e	i	i	i	i							m	1	1	4, 1, 5		4	4	20	54	0.2702702702702703	3.5	8.5	0.2916666666666667
69	69	0	0	3/4	2	1	i64					V(64)	e	i		i64	i		64					m	1	1	5, 4, 1		4	5	0	8	0.0	0.0	2.0	0.0
70	70	0	0	3/4	2	1	i}						e	i		i	i						}	m	1	1	4, 1, 5		4	4	0	3	0.0	0.0	0.75	0.0
71	71	0	0	3/4	2	1	I.I{						e	I		I	I						{	M	1	0	4, 8, 5		4	4	1	5	0.16666666666666666	0.25	3.5	0.06666666666666667
72	72	0	0	3/4	2	1	IM2						e	I		IM2	I	M	2					MM7	1	0	9, 4, 8, 5		4	9	1	7	0.125	0.25	4.25	0.05555555555555555
73	73	0	0	3/4	2	1	vi7					I64(6)	e	I		vi7	vi		7					mm7	1	0	7, 4, 8, 5		7	7	0	7	0.0	0.0	3.75	0.0
74	74	0	0	3/4	2	1	vi2					I64(+6)	e	I		vi2	vi		2					mm7	1	0	5, 7, 4, 8		7	5	0	5	0.0	0.0	3.75	0.0
75	75	0	0	3/4	2	1	vii%43						e	I		vii%43	vii	%	43					%7	1	0	3, 7, 9, 6		9	3	1	5	0.16666666666666666	0.25	2.75	0.08333333333333333
76	76	0	0	3/4	2	1	I6						e	I		I6	I		6					M	1	0	8, 5, 4		4	8	0	4	0.0	0.0	3.0	0.0
77	77	0	0	3/4	2	1	V43						e	I		V43	V		43					Mm7	1	0	6, 3, 5, 9		5	6	2	5	0.2857142857142857	0.5	3.25	0.13333333333333333
78	78	0	0	3/4	2	1	V7/IV						e	I		V7/IV	V		7		IV			Mm7	1	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	3.0	0.0
79	79	0	0	3/4	2	1	IV						e	I		IV	IV							M	1	0	3, 7, 4		3	3	1	5	0.16666666666666666	0.25	3.5	0.06666666666666667
80	80	0	0	3/4	2	1	I6						e	I		I6	I		6					M	1	0	8, 5, 4		4	8	1	6	0.14285714285714285	0.25	3.5	0.06666666666666667
81	81	0	0	3/4	2	1	V43						e	I		V43	V		43					Mm7	1	0	6, 3, 5, 9		5	6	2	5	0.2857142857142857	0.5	3.0	0.14285714285714285
82	82	0	0	3/4	2	1	I						e	I		I	I							M	1	0	4, 8, 5		4	4	1	4	0.2	0.25	2.75	0.08333333333333333
83	83	0	0	3/4	2	1	V43/V						e	I		V43/V	V		43		V			Mm7	1	0	7, 4, 6, 10		6	7	2	5	0.2857142857142857	0.5	3.25	0.13333333333333333
84	84	0	0	3/4	2	1	V7						e	I		V7	V		7					Mm7	1	0	5, 9, 6, 3		5	5	0	6	0.0	0.0	3.75	0.0
85	85	0	0	3/4	2	1	I|PAC}						e	I		I	I					PAC	}	M	1	0	4, 8, 5		4	4	0	10	0.0	0.0	6.25	0.0
87	87	0	0	3/4	2	1	I[V2/V{						e	I	I	V2/V	V		2		V		{	Mm7	1	0	4, 6, 10, 7		6	4	0	6	0.0	0.0	4.0	0.0
88	88	0	0	3/4	2	1	V64					V2(64)/V	e	I	I	V64	V		64					M	1	0	6, 5, 9		5	6	1	7	0.125	0.75	3.75	0.16666666666666666
89	89	0	0	3/4	2	1	V2/V						e	I	I	V2/V	V		2		V			Mm7	1	0	4, 6, 10, 7		6	4	0	8	0.0	0.0	4.5	0.0
90	90	0	0	3/4	2	1	V64(+6)	-9.57742	3.5		/	V2(964)/V	e	I	I	V64(+6)	V		64	+6				M	1	0	6, 5, 9	8	5	6	2	8	0.2	0.75	3.5	0.17647058823529413
91	91	0	0	3/4	2	1	V2/V						e	I	I	V2/V	V		2		V			Mm7	1	0	4, 6, 10, 7		6	4	0	6	0.0	0.0	4.0	0.0
92	92	0	0	3/4	2	1	V64					V2(64)/V	e	I	I	V64	V		64					M	1	0	6, 5, 9		5	6	1	7	0.125	0.75	3.5	0.17647058823529413
93	93	0	0	3/4	2	1	V2/V						e	I	I	V2/V	V		2		V			Mm7	1	0	4, 6, 10, 7		6	4	0	7	0.0	0.0	4.5	0.0
94	94	0	0	3/4	2	1	V64(+6)					V2(964)/V	e	I	I	V64(+6)	V		64	+6				M	1	0	6, 5, 9	8	5	6	1	4	0.2	0.75	2.5	0.23076923076923078
94	94	1/2	1/2	3/4	2	1	V2/V]}	-1.72394	3.59577		/		e	I	I	V2/V	V		2		V		}	Mm7	1	0	4, 6, 10, 7		6	4	0	2	0.0	0.0	0.5	0.0
95	95	0	0	3/4	2	1	IV[V2{	-0.383097	3.59577	-2.21234	/		e	I	IV	V2	V		2				{	Mm7	1	0	3, 5, 9, 6		5	3	0	7	0.0	0.0	4.75	0.0
96	96	0	0	3/4	2	1	I64					V2(64)	e	I	IV	I64	I		64					M	1	0	5, 4, 8		4	5	1	7	0.125	0.75	3.75	0.16666666666666666
97	97	0	0	3/4	2	1	V2						e	I	IV	V2	V		2					Mm7	1	0	3, 5, 9, 6		5	3	0	8	0.0	0.0	4.5	0.0
98	98	0	0	3/4	2	1	I64(+6)	-3.54365	3.31099	0.212677	/	V2(964)	e	I	IV	I64(+6)	I		64	+6				M	1	0	5, 4, 8	7	4	5	2	8	0.2	0.75	3.75	0.16666666666666666
