mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	e.i{		e	i		i		i						{	m	1	1	4, 1, 5		4	4	0	8	0.0	0.0	2.0	0.0
1	1	1/2	1/2	3/4	2	1	VI		e	i		VI		VI							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
2	2	0	0	3/4	2	1	i		e	i		i		i							m	1	1	4, 1, 5		4	4	3	15	0.16666666666666666	0.375	3.375	0.1
3	3	1/2	1/2	3/4	2	1	iv64	i(64)	e	i		iv64		iv		64					m	1	1	4, 3, 0		3	4	1	3	0.25	0.125	0.625	0.16666666666666666
4	4	0	0	3/4	2	1	i		e	i		i		i							m	1	1	4, 1, 5		4	4	1	6	0.14285714285714285	0.125	1.125	0.1
5	5	0	0	3/4	2	1	v		e	i		v		v							m	1	1	5, 2, 6		5	5	0	8	0.0	0.0	2.0	0.0
5	5	1/2	1/2	3/4	2	1	III	VI/v	e	i		III		III							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
6	6	0	0	3/4	2	1	v		e	i		v		v							m	1	1	5, 2, 6		5	5	1	9	0.1	0.125	2.125	0.05555555555555555
7	7	0	0	3/4	2	1	v64	V(64)/V	e	i		v64		v		64					m	1	1	6, 5, 2		5	6	0	3	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/4	2	1	v6		e	i		v6		v		6					m	1	1	2, 6, 5		5	2	1	4	0.2	0.125	0.5	0.2
7	7	1/2	1/2	3/4	2	1	V/V		e	i		V/V		V				V			M	1	1	6, 10, 7		6	6	0	4	0.0	0.0	0.625	0.0
8	8	0	0	3/4	2	1	V64}		e	i		V64		V		64				}	M	1	1	6, 5, 9		5	6	0	7	0.0	0.0	1.25	0.0
8	8	1/2	1/2	3/4	2	1	V|HC		e	i		V		V					HC		M	1	1	5, 9, 6		5	5	0	4	0.0	0.0	0.625	0.0
9	9	0	0	3/4	2	1	i{		e	i		i		i						{	m	1	1	4, 1, 5		4	4	0	8	0.0	0.0	2.0	0.0
9	9	1/2	1/2	3/4	2	1	VI		e	i		VI		VI							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
10	10	0	0	3/4	2	1	i		e	i		i		i							m	1	1	4, 1, 5		4	4	3	15	0.16666666666666666	0.375	3.375	0.1
11	11	1/2	1/2	3/4	2	1	iv64	i(64)	e	i		iv64		iv		64					m	1	1	4, 3, 0		3	4	1	3	0.25	0.125	0.625	0.16666666666666666
12	12	0	0	3/4	2	1	i		e	i		i		i							m	1	1	4, 1, 5		4	4	1	8	0.1111111111111111	0.125	1.625	0.07142857142857142
13	13	0	0	3/4	2	1	v		e	i		v		v							m	1	1	5, 2, 6		5	5	0	8	0.0	0.0	2.0	0.0
13	13	1/2	1/2	3/4	2	1	III	VI/v	e	i		III		III							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
14	14	0	0	3/4	2	1	v		e	i		v		v							m	1	1	5, 2, 6		5	5	1	9	0.1	0.125	2.125	0.05555555555555555
15	15	0	0	3/4	2	1	v64	V(64)/V	e	i		v64		v		64					m	1	1	6, 5, 2		5	6	0	3	0.0	0.0	0.5	0.0
15	15	1/4	1/4	3/4	2	1	v6		e	i		v6		v		6					m	1	1	2, 6, 5		5	2	1	4	0.2	0.125	0.5	0.2
15	15	1/2	1/2	3/4	2	1	V/V		e	i		V/V		V				V			M	1	1	6, 10, 7		6	6	0	4	0.0	0.0	0.625	0.0
16	16	0	0	3/4	2	1	V64}		e	i		V64		V		64				}	M	1	1	6, 5, 9		5	6	0	7	0.0	0.0	1.25	0.0
16	16	1/2	1/2	3/4	2	1	V|HC		e	i		V		V					HC		M	1	1	5, 9, 6		5	5	1	15	0.0625	0.125	3.25	0.037037037037037035
