mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	G.I[I{						G	I	I	I	I						{	M	0	0	1, 5, 2		1.0	1.0	3	21	0.125	0.2916666666666667	3.75	0.07216494845360824
3	3	3/8	3/8	2/4	2	1	V7						G	I	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	4	0.0	0.0	0.4583333333333333	0.0
4	4	0	0	2/4	2	1	I						G	I	I	I	I							M	0	0	1, 5, 2		1.0	1.0	0	7	0.0	0.0	1.375	0.0
5	5	0	0	2/4	2	1	IM7					V7(6)	G	I	I	IM7	I	M	7					MM7	0	0	1, 5, 2, 6		1.0	1.0	0	4	0.0	0.0	1.125	0.0
5	5	1/8	1/8	2/4	2	1	V7						G	I	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	6	0.0	0.0	1.25	0.0
6	6	0	0	2/4	2	1	IM7					V7(6)	G	I	I	IM7	I	M	7					MM7	0	0	1, 5, 2, 6		1.0	1.0	0	4	0.0	0.0	1.125	0.0
6	6	1/8	1/8	2/4	2	1	V7						G	I	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	6	0.0	0.0	1.25	0.0
7	7	0	0	2/4	2	1	IM7					V7(6)	G	I	I	IM7	I	M	7					MM7	0	0	1, 5, 2, 6		1.0	1.0	1	5	0.16666666666666666	0.08333333333333333	0.4583333333333333	0.15384615384615385
7	7	1/8	1/8	2/4	2	1	V7						G	I	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	4	8	0.3333333333333333	0.3333333333333333	1.0833333333333333	0.23529411764705885
8	8	0	0	2/4	2	1	IM7					V7(6)	G	I	I	IM7	I	M	7					MM7	0	0	1, 5, 2, 6		1.0	1.0	0	4	0.0	0.0	1.125	0.0
8	8	1/8	1/8	2/4	2	1	V7						G	I	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	6	0.0	0.0	1.25	0.0
9	9	0	0	2/4	2	1	I(+6)						G	I	I	I(+6)	I			+6				M	0	0	1, 5, 2	4	1.0	1.0	0	4	0.0	0.0	0.625	0.0
9	9	1/8	1/8	2/4	2	1	I						G	I	I	I	I							M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	1.25	0.0
10	10	0	0	2/4	2	1	I(+6)						G	I	I	I(+6)	I			+6				M	0	0	1, 5, 2	4	1.0	1.0	0	4	0.0	0.0	0.625	0.0
10	10	1/8	1/8	2/4	2	1	I						G	I	I	I	I							M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	1.25	0.0
11	11	0	0	2/4	2	1	I(+6)						G	I	I	I(+6)	I			+6				M	0	0	1, 5, 2	4	1.0	1.0	0	6	0.0	0.0	0.4583333333333333	0.0
11	11	1/8	1/8	2/4	2	1	I						G	I	I	I	I							M	0	0	1, 5, 2		1.0	1.0	2	4	0.3333333333333333	0.20833333333333334	0.6666666666666666	0.2380952380952381
11	11	3/8	3/8	2/4	2	1	V7						G	I	I	V7	V		7					Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	4	0.0	0.0	0.4583333333333333	0.0
12	12	0	0	2/4	2	1	I(+6)						G	I	I	I(+6)	I			+6				M	0	0	1, 5, 2	4	1.0	1.0	0	4	0.0	0.0	0.625	0.0
12	12	1/8	1/8	2/4	2	1	I]						G	I	I	I	I							M	0	0	1, 5, 2		1.0	1.0	0	6	0.0	0.0	1.25	0.0
13	13	0	0	2/4	2	1	V[V(+6)					V[I64(9)	G	I	V	V(+6)	V			+6				M	0	0	2, 6, 3	5	2.0	2.0	0	7	0.0	0.0	2.125	0.0
13	13	1/4	1/4	2/4	2	1	I64						G	I	V	I64	I		64					M	0	0	2, 1, 5		1.0	2.0	0	5	0.0	0.0	0.875	0.0
14	14	0	0	2/4	2	1	V(b6+2)					viio2(62)/V	G	I	V	V(b6+2)	V			b6+2				M	0	0	2, 6, -2	4	2.0	2.0	1	6	0.14285714285714285	0.25	1.625	0.13333333333333333
