mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	D.I[I{					D	I	I	I	I						{	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	2.5	0.0
1	1	1/4	1/4	3/4	2	1	V7					D	I	I	V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.25	0.0
1	1	1/2	1/2	3/4	2	1	I					D	I	I	I	I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.25	0.0
2	2	0	0	3/4	2	1	V					D	I	I	V	V							M	0	0	3, 7, 4		3	3	1	5	0.16666666666666666	0.75	2.25	0.25
3	3	0	0	3/4	2	1	vi					D	I	I	vi	vi							m	0	0	5, 2, 6		5	5	1	3	0.25	0.75	1.75	0.3
3	3	1/4	1/4	3/4	2	1	IM7					D	I	I	IM7	I	M	7					MM7	0	0	2, 6, 3, 7		2	2	0	2	0.0	0.0	0.25	0.0
3	3	1/2	1/2	3/4	2	1	IV					D	I	I	IV	IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
4	4	0	0	3/4	2	1	I					D	I	I	I	I							M	0	0	2, 6, 3		2	2	0	10	0.0	0.0	5.5	0.0
5	5	1/4	1/4	3/4	2	1	V7					D	I	I	V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.25	0.0
5	5	1/2	1/2	3/4	2	1	I					D	I	I	I	I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.25	0.0
6	6	0	0	3/4	2	1	V					D	I	I	V	V							M	0	0	3, 7, 4		3	3	1	5	0.16666666666666666	0.75	2.25	0.25
7	7	0	0	3/4	2	1	vi					D	I	I	vi	vi							m	0	0	5, 2, 6		5	5	1	3	0.25	0.75	1.75	0.3
7	7	1/4	1/4	3/4	2	1	IM7					D	I	I	IM7	I	M	7					MM7	0	0	2, 6, 3, 7		2	2	0	2	0.0	0.0	0.25	0.0
7	7	1/2	1/2	3/4	2	1	IV					D	I	I	IV	IV							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.4166666666666667	0.0
8	8	0	0	3/4	2	1	I(4)}					D	I	I	I(4)	I			4			}	M	0	0	2, 1, 3		2	2	0	5	0.0	0.0	3.25	0.0
8	8	1/4	1/4	3/4	2	1	I]					D	I	I	I	I							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.5	0.0
9	9	0	0	3/4	2	1	V{					D	I		V	V						{	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	2.25	0.0
9	9	1/4	1/4	3/4	2	1	V43(4)/V					D	I		V43(4)/V	V		43	4	V			Mm7	0	0	5, 2, 4, 3		4	5	0	2	0.0	0.0	0.25	0.0
9	9	1/2	1/2	3/4	2	1	V2					D	I		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	4	0.0	0.0	0.5	0.0
10	10	0	0	3/4	2	1	I6(6)					D	I		I6(6)	I		6	6				M	0	0	6, 5, 2		2	6	1	3	0.25	0.5	1.25	0.2857142857142857
10	10	1/4	1/4	3/4	2	1	I6					D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	1	0.0	0.0	0.25	0.0
10	10	1/2	1/2	3/4	2	1	V43					D	I		V43	V		43					Mm7	0	0	4, 1, 3, 7		3	4	0	5	0.0	0.0	1.25	0.0
11	11	0	0	3/4	2	1	I(9)					D	I		I(9)	I			9				M	0	0	2, 6, 3	4	2	2	0	5	0.0	0.0	1.125	0.0
11	11	1/8	1/8	3/4	2	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
11	11	1/4	1/4	3/4	2	1	IV					D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	1.25	0.0
11	11	1/2	1/2	3/4	2	1	I(9)					D	I		I(9)	I			9				M	0	0	2, 6, 3	4	2	2	0	5	0.0	0.0	1.125	0.0
11	11	5/8	5/8	3/4	2	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
12	12	0	0	3/4	2	1	V(4)					D	I		V(4)	V			4				M	0	0	3, 2, 4		3	3	0	5	0.0	0.0	2.25	0.0
12	12	1/4	1/4	3/4	2	1	V|HC}					D	I		V	V					HC	}	M	0	0	3, 7, 4		3	3	0	7	0.0	0.0	3.0	0.0
13	13	1/4	1/4	3/4	2	1	V43(4)/V					D	I		V43(4)/V	V		43	4	V			Mm7	0	0	5, 2, 4, 3		4	5	0	2	0.0	0.0	0.25	0.0
13	13	1/2	1/2	3/4	2	1	V2					D	I		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	4	0.0	0.0	0.5	0.0
