mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	f#.V{					f#	i		V		V						{	M	1	1	7, 11, 8		7.0	7.0	0	1	0.0	0.0	0.25	0.0
2	1	0	0	3/4	2	1	i					f#	i		i		i							m	1	1	6, 3, 7		6.0	6.0	1	3	0.25	0.0625	0.6875	0.08333333333333333
2	1	1/4	1/4	3/4	2	1	#viio7					f#	i		#viio7		#vii	o	7					o7	1	1	11, 8, 5, 2		11.0	11.0	0	4	0.0	0.0	1.0	0.0
2	1	1/2	1/2	3/4	2	1	#viio7(4)					f#	i		#viio7(4)		#vii	o	7	4				o7	1	1	11, 3, 5, 2		11.0	11.0	0	4	0.0	0.0	1.0	0.0
3	2	0	0	3/4	2	1	i					f#	i		i		i							m	1	1	6, 3, 7		6.0	6.0	0	4	0.0	0.0	0.75	0.0
3	2	1/4	1/4	3/4	2	1	#viio65					f#	i		#viio65		#vii	o	65					o7	1	1	8, 5, 2, 11		11.0	8.0	0	4	0.0	0.0	1.0	0.0
3	2	1/2	1/2	3/4	2	1	iv64				#viio7(2)	f#	i		iv64		iv		64					m	1	1	6, 5, 2		5.0	6.0	0	4	0.0	0.0	0.75	0.0
3	2	5/8	5/8	3/4	2	1	#viio7					f#	i		#viio7		#vii	o	7					o7	1	1	11, 8, 5, 2		11.0	11.0	0	2	0.0	0.0	0.25	0.0
4	3	0	0	3/4	2	1	i					f#	i		i		i							m	1	1	6, 3, 7		6.0	6.0	2	3	0.4	0.16666666666666666	0.5833333333333334	0.2222222222222222
4	3	1/4	1/4	3/4	2	1	ii%7(4)					f#	i		ii%7(4)		ii	%	7	4				%7	1	1	8, 7, 2, 6		8.0	8.0	0	6	0.0	0.0	0.875	0.0
4	3	3/8	3/8	3/4	2	1	ii%7					f#	i		ii%7		ii	%	7					%7	1	1	8, 5, 2, 6		8.0	8.0	0	6	0.0	0.0	1.125	0.0
5	4	0	0	3/4	2	1	i					f#	i		i		i							m	1	1	6, 3, 7		6.0	6.0	1	12	0.07692307692307693	0.0625	2.6875	0.022727272727272728
6	5	1/4	1/4	3/4	2	1	#viio7					f#	i		#viio7		#vii	o	7					o7	1	1	11, 8, 5, 2		11.0	11.0	2	9	0.18181818181818182	0.08333333333333333	1.9166666666666667	0.041666666666666664
7	6	0	0	3/4	2	1	iv64				i(64)	f#	i		iv64		iv		64					m	1	1	6, 5, 2		5.0	6.0	0	5	0.0	0.0	2.0	0.0
7	6	1/4	1/4	3/4	2	1	#viio65					f#	i		#viio65		#vii	o	65					o7	1	1	8, 5, 2, 11		11.0	8.0	0	2	0.0	0.0	0.5	0.0
7	6	1/2	1/2	3/4	2	1	iv64				i(64)	f#	i		iv64		iv		64					m	1	1	6, 5, 2		5.0	6.0	0	3	0.0	0.0	0.5	0.0
8	7	0	0	3/4	2	1	VII					f#	i		VII		VII							M	1	1	4, 8, 5		4.0	4.0	0	3	0.0	0.0	0.625	0.0
8	7	1/8	1/8	3/4	2	1	v6					f#	i		v6		v		6					m	1	1	4, 8, 7		7.0	4.0	0	1	0.0	0.0	0.125	0.0
8	7	1/4	1/4	3/4	2	1	bII6					f#	i		bII6		bII		6					M	1	1	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.625	0.0
8	7	3/8	3/8	3/4	2	1	iv					f#	i		iv		iv							m	1	1	5, 2, 6		5.0	5.0	0	1	0.0	0.0	0.125	0.0
8	7	1/2	1/2	3/4	2	1	V					f#	i		V		V							M	1	1	7, 11, 8		7.0	7.0	0	5	0.0	0.0	0.75	0.0
9	8	0	0	3/4	2	1	i(9#74)}					f#	i		i(9#74)		i			9#74			}	m	1	1	6, 5, 7	8, 11	6.0	6.0	0	6	0.0	0.0	2.5	0.0
9	8	1/4	1/4	3/4	2	1	i|PAC					f#	i		i		i					PAC		m	1	1	6, 3, 7		6.0	6.0	0	2	0.0	0.0	1.0	0.0
10	9	0	0	3/4	2	1	i6{					f#	i		i6		i		6				{	m	1	1	3, 7, 6		6.0	3.0	1	5	0.16666666666666666	0.0	1.5	0.0
10	9	1/4	1/4	3/4	2	1	V43(+4)					f#	i		V43(+4)		V		43	+4				Mm7	1	1	8, 5, 7, 11	6	7.0	8.0	0	4	0.0	0.0	0.75	0.0
10	9	1/2	1/2	3/4	2	1	i6					f#	i		i6		i		6					m	1	1	3, 7, 6		6.0	3.0	0	3	0.0	0.0	0.75	0.0
11	10	0	0	3/4	2	1	III.IV6					f#	III		IV6		IV		6					M	1	0	6, 3, 2		2.0	6.0	1	5	0.16666666666666666	0.0	1.5	0.0
11	10	1/4	1/4	3/4	2	1	V43(+4)/IV					f#	III		V43(+4)/IV		V		43	+4	IV			Mm7	1	0	4, 1, 3, 7	2	3.0	4.0	0	4	0.0	0.0	0.75	0.0
11	10	1/2	1/2	3/4	2	1	IV6					f#	III		IV6		IV		6					M	1	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.75	0.0
12	11	0	0	3/4	2	1	I6					f#	III		I6		I		6					M	1	0	7, 4, 3		3.0	7.0	1	5	0.16666666666666666	0.0	1.5	0.0
12	11	1/4	1/4	3/4	2	1	V43(+4)					f#	III		V43(+4)		V		43	+4				Mm7	1	0	5, 2, 4, 8	3	4.0	5.0	0	4	0.0	0.0	0.75	0.0
12	11	1/2	1/2	3/4	2	1	IM65					f#	III		IM65		I	M	65					MM7	1	0	7, 4, 8, 3		3.0	7.0	0	4	0.0	0.0	0.75	0.0
13	12	0	0	3/4	2	1	V7(9)					f#	III		V7(9)		V		7	9				Mm7	1	0	4, 8, 5, 2	6	4.0	4.0	0	6	0.0	0.0	1.5	0.0
13	12	1/4	1/4	3/4	2	1	I|IAC}					f#	III		I		I					IAC	}	M	1	0	3, 7, 4		3.0	3.0	0	5	0.0	0.0	2.5	0.0
14	13	0	0	3/4	2	1	IV6{					f#	III		IV6		IV		6				{	M	1	0	6, 3, 2		2.0	6.0	1	5	0.16666666666666666	0.0	2.25	0.0
14	13	1/4	1/4	3/4	2	1	IVM65					f#	III		IVM65		IV	M	65					MM7	1	0	6, 3, 7, 2		2.0	6.0	0	2	0.0	0.0	0.25	0.0
14	13	1/2	1/2	3/4	2	1	vii%2					f#	III		vii%2		vii	%	2					%7	1	0	6, 8, 5, 2		8.0	6.0	0	2	0.0	0.0	0.5	0.0
