mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/4	1/4	4/4	2	1	b.v{		b	i		v		v						{	m	1	1	6, 3, 7		6.0	6.0	3	4	0.42857142857142855	0.375	0.625	0.375
2	2	1/4	1/4	4/4	2	1	i6		b	i		i6		i		6					m	1	1	2, 6, 5		5.0	2.0	0	1	0.0	0.0	0.5	0.0
2	2	3/4	3/4	4/4	2	1	V64		b	i		V64		V		64					M	1	1	7, 6, 10		6.0	7.0	0	1	0.0	0.0	0.25	0.0
3	3	0	0	4/4	2	1	i[i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	0	3	0.0	0.0	0.375	0.0
3	3	1/2	1/2	4/4	2	1	v		b	i	i	v		v							m	1	1	6, 3, 7		6.0	6.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
4	4	0	0	4/4	2	1	i}{		b	i	i	i		i						}{	m	1	1	5, 2, 6		5.0	5.0	1	5	0.16666666666666666	0.03125	0.84375	0.03571428571428571
4	4	1/2	1/2	4/4	2	1	v		b	i	i	v		v							m	1	1	6, 3, 7		6.0	6.0	1	3	0.25	0.125	0.75	0.14285714285714285
5	5	0	0	4/4	2	1	i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	1	6	0.14285714285714285	0.08333333333333333	0.7916666666666666	0.09523809523809523
5	5	1/2	1/2	4/4	2	1	v		b	i	i	v		v							m	1	1	6, 3, 7		6.0	6.0	1	3	0.25	0.125	0.75	0.14285714285714285
6	6	0	0	4/4	2	1	i7		b	i	i	i7		i		7					mm7	1	1	5, 2, 6, 3		5.0	5.0	1	11	0.08333333333333333	0.03125	0.84375	0.03571428571428571
6	6	1/2	1/2	4/4	2	1	v7		b	i	i	v7		v		7					mm7	1	1	6, 3, 7, 4		6.0	6.0	1	7	0.125	0.125	1.125	0.1
7	7	1/16	1/16	4/4	2	1	V64		b	i	i	V64		V		64					M	1	1	7, 6, 10		6.0	7.0	7	6	0.5384615384615384	0.5	0.6875	0.42105263157894735
7	7	1/2	1/2	4/4	2	1	ii%7/vii]		b	i	i	ii%7/vii		ii	%	7		vii			%7	1	1	5, 2, -1, 3		5.0	5.0	0	8	0.0	0.0	1.25	0.0
8	8	0	0	4/4	2	1	IV	V/vii	b	i		IV		IV							M	1	1	4, 8, 5		4.0	4.0	0	7	0.0	0.0	1.75	0.0
8	8	1/2	1/2	4/4	2	1	VI		b	i		VI		VI							M	1	1	1, 5, 2		1.0	1.0	0	6	0.0	0.0	0.75	0.0
9	9	0	0	4/4	2	1	i|PC}		b	i		i		i					PC	}	m	1	1	5, 2, 6		5.0	5.0	0	10	0.0	0.0	2.25	0.0
10	10	0	0	4/4	2	1	v.i[i{		b	v	i	i		i						{	m	1	1	6, 3, 7		6.0	6.0	1	5	0.16666666666666666	0.03125	0.84375	0.03571428571428571
10	10	1/2	1/2	4/4	2	1	v		b	v	i	v		v							m	1	1	7, 4, 8		7.0	7.0	1	3	0.25	0.125	0.75	0.14285714285714285
11	11	0	0	4/4	2	1	i		b	v	i	i		i							m	1	1	6, 3, 7		6.0	6.0	1	6	0.14285714285714285	0.08333333333333333	0.7916666666666666	0.09523809523809523
11	11	1/2	1/2	4/4	2	1	v		b	v	i	v		v							m	1	1	7, 4, 8		7.0	7.0	1	3	0.25	0.125	0.75	0.14285714285714285
12	12	0	0	4/4	2	1	i7		b	v	i	i7		i		7					mm7	1	1	6, 3, 7, 4		6.0	6.0	1	11	0.08333333333333333	0.03125	0.84375	0.03571428571428571
12	12	1/2	1/2	4/4	2	1	v7		b	v	i	v7		v		7					mm7	1	1	7, 4, 8, 5		7.0	7.0	1	7	0.125	0.125	1.125	0.1
13	13	1/16	1/16	4/4	2	1	V64		b	v	i	V64		V		64					M	1	1	8, 7, 11		7.0	8.0	9	4	0.6923076923076923	0.75	0.4375	0.631578947368421
13	13	1/2	1/2	4/4	2	1	ii%7/vii]		b	v	i	ii%7/vii		ii	%	7		vii			%7	1	1	6, 3, 0, 4		6.0	6.0	0	8	0.0	0.0	1.25	0.0
14	14	0	0	4/4	2	1	IV	V/vii	b	v		IV		IV							M	1	1	5, 9, 6		5.0	5.0	0	7	0.0	0.0	1.75	0.0
14	14	1/2	1/2	4/4	2	1	VI		b	v		VI		VI							M	1	1	2, 6, 3		2.0	2.0	0	6	0.0	0.0	0.75	0.0
15	15	0	0	4/4	2	1	i|PC}		b	v		i		i					PC	}	m	1	1	6, 3, 7		6.0	6.0	0	10	0.0	0.0	2.25	0.0
16	16	0	0	4/4	2	1	vii.ii%43{		b	vii		ii%43		ii	%	43				{	%7	1	1	-1, 3, 5, 2		5.0	-1.0	2	7	0.2222222222222222	0.0625	1.3125	0.045454545454545456
16	16	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	vii		i64(9)		i		64	9				m	1	1	4, 3, 0	5	3.0	4.0	0	5	0.0	0.0	1.375	0.0
17	17	0	0	4/4	2	1	ii%43		b	vii		ii%43		ii	%	43					%7	1	1	-1, 3, 5, 2		5.0	-1.0	2	9	0.18181818181818182	0.16666666666666666	1.2083333333333333	0.1212121212121212
17	17	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	vii		i64(9)		i		64	9				m	1	1	4, 3, 0	5	3.0	4.0	0	5	0.0	0.0	1.375	0.0
18	18	0	0	4/4	2	1	ii%65		b	vii		ii%65		ii	%	65					%7	1	1	2, -1, 3, 5		5.0	2.0	8	14	0.36363636363636365	1.0	1.75	0.36363636363636365
19	19	0	0	4/4	2	1	i6	ii%7(2)	b	vii		i6		i		6					m	1	1	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.625	0.0
19	19	1/4	1/4	4/4	2	1	ii%7		b	vii		ii%7		ii	%	7					%7	1	1	5, 2, -1, 3		5.0	5.0	8	28	0.2222222222222222	1.0	3.4375	0.22535211267605634
21	21	0	0	4/4	2	1	i.ii%43		b	i		ii%43		ii	%	43					%7	1	1	1, 5, 7, 4		7.0	1.0	2	7	0.2222222222222222	0.0625	1.3125	0.045454545454545456
21	21	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	i		i64(9)		i		64	9				m	1	1	6, 5, 2	7	5.0	6.0	0	5	0.0	0.0	1.375	0.0
22	22	0	0	4/4	2	1	ii%43		b	i		ii%43		ii	%	43					%7	1	1	1, 5, 7, 4		7.0	1.0	2	9	0.18181818181818182	0.16666666666666666	1.2083333333333333	0.1212121212121212
22	22	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	i		i64(9)		i		64	9				m	1	1	6, 5, 2	7	5.0	6.0	0	5	0.0	0.0	1.375	0.0
23	23	0	0	4/4	2	1	ii%65		b	i		ii%65		ii	%	65					%7	1	1	4, 1, 5, 7		7.0	4.0	8	14	0.36363636363636365	1.0	1.75	0.36363636363636365
24	24	0	0	4/4	2	1	i6	ii%7(2)	b	i		i6		i		6					m	1	1	2, 6, 5		5.0	2.0	0	3	0.0	0.0	0.625	0.0
24	24	1/4	1/4	4/4	2	1	ii%7		b	i		ii%7		ii	%	7					%7	1	1	7, 4, 1, 5		7.0	7.0	0	20	0.0	0.0	2.4375	0.0
25	25	0	0	4/4	2	1	i6	V7(2)/V	b	i		i6		i		6					m	1	1	2, 6, 5		5.0	2.0	0	3	0.0	0.0	0.625	0.0
25	25	1/4	1/4	4/4	2	1	V7/V		b	i		V7/V		V		7		V			Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	18	0.0	0.0	2.1875	0.0
25	25	7/8	7/8	4/4	2	1	viio2/V		b	i		viio2/V		vii	o	2		V			o7	1	1	2, 11, 8, 5		11.0	2.0	14	20	0.4117647058823529	1.75	3.0	0.3684210526315789
28	28	1/4	1/4	4/4	2	1	#viio2}		b	i		#viio2		#vii	o	2				}	o7	1	1	1, 10, 7, 4		10.0	1.0	12	20	0.375	1.5	4.25	0.2608695652173913
30	30	3/4	3/4	4/4	2	1	Ger6/iv		b	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	0, 4, 1, 10		10.0	0.0	0	2	0.0	0.0	0.5	0.0
31	31	0	0	4/4	2	1	i[i{		b	i	i	i		i						{	m	1	1	5, 2, 6		5.0	5.0	4	16	0.2	1.0625	3.0625	0.25757575757575757
31	31	5/8	5/8	4/4	2	1	v7		b	i	i	v7		v		7					mm7	1	1	6, 3, 7, 4		6.0	6.0	0	10	0.0	0.0	1.875	0.0
32	32	0	0	4/4	2	1	i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	4	16	0.2	1.1666666666666667	2.7083333333333335	0.3010752688172043
32	32	5/8	5/8	4/4	2	1	v7		b	i	i	v7		v		7					mm7	1	1	6, 3, 7, 4		6.0	6.0	0	10	0.0	0.0	1.875	0.0
33	33	0	0	4/4	2	1	i7		b	i	i	i7		i		7					mm7	1	1	5, 2, 6, 3		5.0	5.0	2	28	0.06666666666666667	0.0625	3.25	0.018867924528301886
33	33	5/8	5/8	4/4	2	1	v7		b	i	i	v7		v		7					mm7	1	1	6, 3, 7, 4		6.0	6.0	0	12	0.0	0.0	2.375	0.0
34	34	1/16	1/16	4/4	2	1	V43	#viio65	b	i	i	V43		V		43					Mm7	1	1	7, 4, 6, 10		6.0	7.0	12	12	0.5	1.0	1.5	0.4
34	34	1/2	1/2	4/4	2	1	ii%7/vii]		b	i	i	ii%7/vii		ii	%	7		vii			%7	1	1	5, 2, -1, 3		5.0	5.0	0	14	0.0	0.0	2.875	0.0
35	35	0	0	4/4	2	1	IV	V/vii	b	i		IV		IV							M	1	1	4, 8, 5		4.0	4.0	0	12	0.0	0.0	3.875	0.0
35	35	1/2	1/2	4/4	2	1	VI		b	i		VI		VI							M	1	1	1, 5, 2		1.0	1.0	0	10	0.0	0.0	1.875	0.0
36	36	0	0	4/4	2	1	i|PC}		b	i		i		i					PC	}	m	1	1	5, 2, 6		5.0	5.0	0	14	0.0	0.0	5.5	0.0
37	37	0	0	4/4	2	1	vii.ii%43{		b	vii		ii%43		ii	%	43				{	%7	1	1	-1, 3, 5, 2		5.0	-1.0	2	7	0.2222222222222222	0.0625	1.3125	0.045454545454545456
37	37	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	vii		i64(9)		i		64	9				m	1	1	4, 3, 0	5	3.0	4.0	0	5	0.0	0.0	1.375	0.0
38	38	0	0	4/4	2	1	ii%43		b	vii		ii%43		ii	%	43					%7	1	1	-1, 3, 5, 2		5.0	-1.0	2	9	0.18181818181818182	0.16666666666666666	1.2083333333333333	0.1212121212121212
38	38	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	vii		i64(9)		i		64	9				m	1	1	4, 3, 0	5	3.0	4.0	0	5	0.0	0.0	1.375	0.0
39	39	0	0	4/4	2	1	ii%65		b	vii		ii%65		ii	%	65					%7	1	1	2, -1, 3, 5		5.0	2.0	8	14	0.36363636363636365	1.0	1.75	0.36363636363636365
40	40	0	0	4/4	2	1	i6	ii%7(2)	b	vii		i6		i		6					m	1	1	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.625	0.0
40	40	1/4	1/4	4/4	2	1	ii%7		b	vii		ii%7		ii	%	7					%7	1	1	5, 2, -1, 3		5.0	5.0	8	28	0.2222222222222222	1.0	3.4375	0.22535211267605634
42	42	0	0	4/4	2	1	i.ii%43		b	i		ii%43		ii	%	43					%7	1	1	1, 5, 7, 4		7.0	1.0	2	7	0.2222222222222222	0.0625	1.3125	0.045454545454545456
42	42	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	i		i64(9)		i		64	9				m	1	1	6, 5, 2	7	5.0	6.0	0	5	0.0	0.0	1.375	0.0
43	43	0	0	4/4	2	1	ii%43		b	i		ii%43		ii	%	43					%7	1	1	1, 5, 7, 4		7.0	1.0	2	9	0.18181818181818182	0.16666666666666666	1.2083333333333333	0.1212121212121212
43	43	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	i		i64(9)		i		64	9				m	1	1	6, 5, 2	7	5.0	6.0	0	5	0.0	0.0	1.375	0.0
44	44	0	0	4/4	2	1	ii%65		b	i		ii%65		ii	%	65					%7	1	1	4, 1, 5, 7		7.0	4.0	8	14	0.36363636363636365	1.0	1.75	0.36363636363636365
45	45	0	0	4/4	2	1	i6	ii%7(2)	b	i		i6		i		6					m	1	1	2, 6, 5		5.0	2.0	0	3	0.0	0.0	0.625	0.0
45	45	1/4	1/4	4/4	2	1	ii%7		b	i		ii%7		ii	%	7					%7	1	1	7, 4, 1, 5		7.0	7.0	0	20	0.0	0.0	2.4375	0.0
46	46	0	0	4/4	2	1	i6	V7(2)/V	b	i		i6		i		6					m	1	1	2, 6, 5		5.0	2.0	0	3	0.0	0.0	0.625	0.0
46	46	1/4	1/4	4/4	2	1	V7/V		b	i		V7/V		V		7		V			Mm7	1	1	7, 11, 8, 5		7.0	7.0	0	18	0.0	0.0	2.1875	0.0
46	46	7/8	7/8	4/4	2	1	viio2/V		b	i		viio2/V		vii	o	2		V			o7	1	1	2, 11, 8, 5		11.0	2.0	14	20	0.4117647058823529	1.75	3.0	0.3684210526315789
49	49	1/4	1/4	4/4	2	1	#viio2}		b	i		#viio2		#vii	o	2				}	o7	1	1	1, 10, 7, 4		10.0	1.0	12	20	0.375	1.5	4.25	0.2608695652173913
51	51	3/4	3/4	4/4	2	1	Ger6/iv		b	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	0, 4, 1, 10		10.0	0.0	0	2	0.0	0.0	0.5	0.0
52	52	0	0	4/4	2	1	i[i{		b	i	i	i		i						{	m	1	1	5, 2, 6		5.0	5.0	4	16	0.2	1.0625	3.0625	0.25757575757575757
52	52	5/8	5/8	4/4	2	1	v7		b	i	i	v7		v		7					mm7	1	1	6, 3, 7, 4		6.0	6.0	0	10	0.0	0.0	1.875	0.0
53	53	0	0	4/4	2	1	i		b	i	i	i		i							m	1	1	5, 2, 6		5.0	5.0	4	16	0.2	1.1666666666666667	2.7083333333333335	0.3010752688172043
53	53	5/8	5/8	4/4	2	1	v7		b	i	i	v7		v		7					mm7	1	1	6, 3, 7, 4		6.0	6.0	0	10	0.0	0.0	1.875	0.0
54	54	0	0	4/4	2	1	i7		b	i	i	i7		i		7					mm7	1	1	5, 2, 6, 3		5.0	5.0	2	28	0.06666666666666667	0.0625	3.25	0.018867924528301886
54	54	5/8	5/8	4/4	2	1	v7		b	i	i	v7		v		7					mm7	1	1	6, 3, 7, 4		6.0	6.0	0	12	0.0	0.0	2.375	0.0
55	55	1/16	1/16	4/4	2	1	V43	#viio65	b	i	i	V43		V		43					Mm7	1	1	7, 4, 6, 10		6.0	7.0	12	12	0.5	1.0	1.5	0.4
55	55	1/2	1/2	4/4	2	1	ii%7/vii]		b	i	i	ii%7/vii		ii	%	7		vii			%7	1	1	5, 2, -1, 3		5.0	5.0	0	14	0.0	0.0	2.875	0.0
56	56	0	0	4/4	2	1	IV	V/vii	b	i		IV		IV							M	1	1	4, 8, 5		4.0	4.0	0	12	0.0	0.0	3.875	0.0
56	56	1/2	1/2	4/4	2	1	VI		b	i		VI		VI							M	1	1	1, 5, 2		1.0	1.0	0	10	0.0	0.0	1.875	0.0
57	57	0	0	4/4	2	1	i|PC}		b	i		i		i					PC	}	m	1	1	5, 2, 6		5.0	5.0	0	21	0.0	0.0	12.5	0.0
