mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	2	1	F.I[I{						F	I	I	I	I						{	M	0	0	-1, 3, 0		-1.0	-1.0	2	5	0.2857142857142857	0.125	1.75	0.06666666666666667
1	1	3/8	3/8	6/8	2	1	IVM43					I(6+4)	F	I	I	IVM43	IV	M	43					MM7	0	0	-1, 3, -2, 2		-2.0	-1.0	0	4	0.0	0.0	1.125	0.0
2	2	0	0	6/8	2	1	IM7						F	I	I	IM7	I	M	7					MM7	0	0	-1, 3, 0, 4		-1.0	-1.0	2	5	0.2857142857142857	0.125	1.75	0.06666666666666667
2	2	3/8	3/8	6/8	2	1	IVM43	-4.40762	5.06678		/	I(6+4)	F	I	I	IVM43	IV	M	43					MM7	0	0	-1, 3, -2, 2		-2.0	-1.0	0	3	0.0	0.0	1.125	0.0
3	3	0	0	6/8	2	1	IM7	0.107503	5.97452	-7.99273	/		F	I	I	IM7	I	M	7					MM7	0	0	-1, 3, 0, 4		-1.0	-1.0	2	6	0.25	0.125	2.5	0.047619047619047616
3	3	3/8	3/8	6/8	2	1	I(4)					V7(4)	F	I	I	I(4)	I			4				M	0	0	-1, -2, 0		-1.0	-1.0	0	3	0.0	0.0	0.875	0.0
3	3	5/8	5/8	6/8	2	1	V+7						F	I	I	V+7	V	+	7					+7	0	0	0, 4, 8, -2		0.0	0.0	0	2	0.0	0.0	0.25	0.0
4	4	0	0	6/8	2	1	I]|IAC}						F	I	I	I	I					IAC	}	M	0	0	-1, 3, 0		-1.0	-1.0	0	10	0.0	0.0	3.125	0.0
5	5	0	0	6/8	2	1	i/iii[i/iii{						F	I	i/iii	i/iii	i				iii		{	m	0	0	3, 0, 4		3.0	3.0	2	5	0.2857142857142857	0.125	1.75	0.06666666666666667
5	5	3/8	3/8	6/8	2	1	iv43/iii					i(6+4)/iii	F	I	i/iii	iv43/iii	iv		43		iii			mm7	0	0	3, 0, 2, -1		2.0	3.0	0	4	0.0	0.0	1.125	0.0
6	6	0	0	6/8	2	1	i7/iii						F	I	i/iii	i7/iii	i		7		iii			mm7	0	0	3, 0, 4, 1		3.0	3.0	2	5	0.2857142857142857	0.125	1.75	0.06666666666666667
6	6	3/8	3/8	6/8	2	1	iv43/iii	-5.26764	4.74679		/	i(6+4)/iii	F	I	i/iii	iv43/iii	iv		43		iii			mm7	0	0	3, 0, 2, -1		2.0	3.0	0	3	0.0	0.0	1.125	0.0
7	7	0	0	6/8	2	1	i7/iii	-0.215006	4.7945	-8.96026	/		F	I	i/iii	i7/iii	i		7		iii			mm7	0	0	3, 0, 4, 1		3.0	3.0	2	6	0.25	0.125	2.5	0.047619047619047616
7	7	3/8	3/8	6/8	2	1	i(4)/iii	-1.29003	3.5		/	V7(4)/iii	F	I	i/iii	i(4)/iii	i			4	iii			m	0	0	3, 2, 4		3.0	3.0	0	3	0.0	0.0	0.875	0.0
7	7	5/8	5/8	6/8	2	1	V7(6)/iii	-3.44603	3.24175		/		F	I	i/iii	V7(6)/iii	V		7	6	iii			Mm7	0	0	4, 8, 0, 2		4.0	4.0	0	2	0.0	0.0	0.25	0.0
8	8	0	0	6/8	2	1	i/iii]|IAC}	-0.537515	4.53179	-5.95017	/		F	I	i/iii	i/iii	i				iii	IAC	}	m	0	0	3, 0, 4		3.0	3.0	2	7	0.2222222222222222	0.25	3.5	0.06666666666666667
9	9	0	0	6/8	2	1	V7/V/V						F	I		V7/V/V	V		7		V/V			Mm7	0	0	2, 6, 3, 0		2.0	2.0	2	6	0.25	0.25	2.75	0.08333333333333333
10	10	0	0	6/8	2	1	V7/V						F	I		V7/V	V		7		V			Mm7	0	0	1, 5, 2, -1		1.0	1.0	0	11	0.0	0.0	3.125	0.0
11	11	0	0	6/8	2	1	V7/V/V						F	I		V7/V/V	V		7		V/V			Mm7	0	0	2, 6, 3, 0		2.0	2.0	2	6	0.25	0.25	2.625	0.08695652173913043
12	12	0	0	6/8	2	1	V7/V	-0.322509	5.062	-9.17526	/		F	I		V7/V	V		7		V			Mm7	0	0	1, 5, 2, -1		1.0	1.0	3	7	0.3	0.375	3.375	0.1
13	13	0	0	6/8	2	1	ii65/V	-0.537515	5.10235	-10.0353	/		F	I		ii65/V	ii		65		V			mm7	0	0	-1, 3, 0, 2		2.0	-1.0	5	22	0.18518518518518517	0.625	5.75	0.09803921568627451
16	16	0	0	6/8	2	1	viio2(4)/V	-1.07503	5.72915	-6.48769	/		F	I		viio2(4)/V	vii	o	2	4	V			o7	0	0	-4, 5, 4, -1		5.0	-4.0	0	5	0.0	0.0	2.875	0.0
16	16	5/8	5/8	6/8	2	1	V7(6)/V	-2.11562	-2.97863		/		F	I		V7(6)/V	V		7	6	V			Mm7	0	0	1, 5, 4, -1		1.0	1.0	0	1	0.0	0.0	0.125	0.0
17	17	0	0	6/8	2	1	I/V	0.430012	5.83071	-6.35229	/		F	I		I/V	I				V			M	0	0	0, 4, 1		0.0	0.0	2	5	0.2857142857142857	0.125	1.375	0.08333333333333333
17	17	3/8	3/8	6/8	2	1	viio2(4)/V	-1.72599	5.19777	-9.82028	/		F	I		viio2(4)/V	vii	o	2	4	V			o7	0	0	-4, 5, 4, -1		5.0	-4.0	0	5	0.0	0.0	1.875	0.0
18	18	0	0	6/8	2	1	I/V	0.322509	6.36822	-8.53024	/		F	I		I/V	I				V			M	0	0	0, 4, 1		0.0	0.0	2	5	0.2857142857142857	0.125	1.375	0.08333333333333333
18	18	3/8	3/8	6/8	2	1	viio2(4)/V	-1.18253	4.87526	-10.1428	/		F	I		viio2(4)/V	vii	o	2	4	V			o7	0	0	-4, 5, 4, -1		5.0	-4.0	0	5	0.0	0.0	1.875	0.0
19	19	0	0	6/8	2	1	I/V|IAC}	-0.537515	7.01562	-11.8628	/		F	I		I/V	I				V	IAC	}	M	0	0	0, 4, 1		0.0	0.0	0	16	0.0	0.0	4.0	0.0
