mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	d.i[i{					d	i	i	i		i						{	m	1	1	2, -1, 3		2.0	2.0	2	20	0.09090909090909091	0.0625	2.3125	0.02631578947368421
3	3	3/8	3/8	2/4	2	1	i(+#7)					d	i	i	i(+#7)		i			+#7				m	1	1	2, -1, 3	7	2.0	2.0	0	8	0.0	0.0	1.0	0.0
4	4	1/8	1/8	2/4	2	1	i(+7)					d	i	i	i(+7)		i			+7				m	1	1	2, -1, 3	0	2.0	2.0	0	8	0.0	0.0	1.0	0.0
4	4	3/8	3/8	2/4	2	1	i(+#6)					d	i	i	i(+#6)		i			+#6				m	1	1	2, -1, 3	5	2.0	2.0	0	8	0.0	0.0	1.0	0.0
5	5	1/8	1/8	2/4	2	1	i(+6)					d	i	i	i(+6)		i			+6				m	1	1	2, -1, 3	-2	2.0	2.0	0	8	0.0	0.0	1.0	0.0
5	5	3/8	3/8	2/4	2	1	i					d	i	i	i		i							m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
6	6	0	0	2/4	2	1	V64(+4)/V					d	i	i	V64(+4)/V		V		64	+4	V			M	1	1	5, 4, 8	3	4.0	5.0	5	9	0.35714285714285715	0.34375	1.40625	0.19642857142857142
7	7	0	0	2/4	2	1	iv(+2)					d	i	i	iv(+2)		iv			+2				m	1	1	1, -2, 2	3	1.0	1.0	0	10	0.0	0.0	1.25	0.0
7	7	3/8	3/8	2/4	2	1	iv(+#7+2)					d	i	i	iv(+#7+2)		iv			+#7+2				m	1	1	1, -2, 2	6, 3	1.0	1.0	0	8	0.0	0.0	1.0	0.0
8	8	1/8	1/8	2/4	2	1	iv(+7+2)					d	i	i	iv(+7+2)		iv			+7+2				m	1	1	1, -2, 2	-1, 3	1.0	1.0	0	8	0.0	0.0	1.0	0.0
8	8	3/8	3/8	2/4	2	1	iv(+6+2)					d	i	i	iv(+6+2)		iv			+6+2				m	1	1	1, -2, 2	4, 3	1.0	1.0	0	8	0.0	0.0	1.0	0.0
9	9	1/8	1/8	2/4	2	1	iv(+b6+2)					d	i	i	iv(+b6+2)		iv			+b6+2				m	1	1	1, -2, 2	-3, 3	1.0	1.0	0	8	0.0	0.0	1.0	0.0
9	9	3/8	3/8	2/4	2	1	iv(+2)					d	i	i	iv(+2)		iv			+2				m	1	1	1, -2, 2	3	1.0	1.0	0	4	0.0	0.0	0.5	0.0
10	10	0	0	2/4	2	1	V]|HC}					d	i	i	V		V					HC	}	M	1	1	3, 7, 4		3.0	3.0	2	8	0.2	0.25	1.375	0.15384615384615385
11	11	0	0	2/4	2	1	VIM7{					d	i		VIM7		VI	M	7				{	MM7	1	1	-2, 2, -1, 3		-2.0	-2.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
11	11	1/4	1/4	2/4	2	1	III(9)					d	i		III(9)		III			9				M	1	1	-1, 3, 0	1	-1.0	-1.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
12	12	0	0	2/4	2	1	iv7					d	i		iv7		iv		7					mm7	1	1	1, -2, 2, -1		1.0	1.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
12	12	1/4	1/4	2/4	2	1	i(9)					d	i		i(9)		i			9				m	1	1	2, -1, 3	4	2.0	2.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
13	13	0	0	2/4	2	1	bIIM7					d	i		bIIM7		bII	M	7					MM7	1	1	-3, 1, -2, 2		-3.0	-3.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
13	13	1/4	1/4	2/4	2	1	VI(9)					d	i		VI(9)		VI			9				M	1	1	-2, 2, -1	0	-2.0	-2.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
14	14	0	0	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	6	0.0	0.0	1.25	0.0
15	15	0	0	2/4	2	1	bIIM7					d	i		bIIM7		bII	M	7					MM7	1	1	-3, 1, -2, 2		-3.0	-3.0	4	10	0.2857142857142857	0.125	0.875	0.125
16	16	0	0	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	6	0.0	0.0	1.25	0.0
17	17	0	0	2/4	2	1	bIIM7					d	i		bIIM7		bII	M	7					MM7	1	1	-3, 1, -2, 2		-3.0	-3.0	4	10	0.2857142857142857	0.125	0.875	0.125
18	18	0	0	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
18	18	1/4	1/4	2/4	2	1	bIIM7					d	i		bIIM7		bII	M	7					MM7	1	1	-3, 1, -2, 2		-3.0	-3.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
19	19	0	0	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
19	19	1/4	1/4	2/4	2	1	bIIM7					d	i		bIIM7		bII	M	7					MM7	1	1	-3, 1, -2, 2		-3.0	-3.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
20	20	0	0	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
20	20	1/4	1/4	2/4	2	1	bIIM7					d	i		bIIM7		bII	M	7					MM7	1	1	-3, 1, -2, 2		-3.0	-3.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
21	21	0	0	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
21	21	1/4	1/4	2/4	2	1	bIIM7					d	i		bIIM7		bII	M	7					MM7	1	1	-3, 1, -2, 2		-3.0	-3.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
22	22	0	0	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	5	0.0	0.0	0.625	0.0
22	22	1/4	1/4	2/4	2	1	#viio2				V(2)	d	i		#viio2		#vii	o	2					o7	1	1	-2, 7, 4, 1		7.0	-2.0	0	5	0.0	0.0	0.625	0.0
23	23	0	0	2/4	2	1	V(#0)					d	i		V(#0)		V			#0				M	1	1	3, 7, 4		3.0	3.0	2	3	0.4	0.25	0.375	0.4
23	23	1/4	1/4	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	5	0.0	0.0	0.625	0.0
24	24	0	0	2/4	2	1	#viio2				V(2)	d	i		#viio2		#vii	o	2					o7	1	1	-2, 7, 4, 1		7.0	-2.0	0	5	0.0	0.0	0.625	0.0
24	24	1/4	1/4	2/4	2	1	#vii%2				V(#2)	d	i		#vii%2		#vii	%	2					%7	1	1	5, 7, 4, 1		7.0	5.0	0	5	0.0	0.0	0.625	0.0
25	25	0	0	2/4	2	1	V6(+b3)					d	i		V6(+b3)		V		6	+b3				M	1	1	7, 4, 3	0	3.0	7.0	0	5	0.0	0.0	0.625	0.0
25	25	1/4	1/4	2/4	2	1	#vii%2				V(#2)	d	i		#vii%2		#vii	%	2					%7	1	1	5, 7, 4, 1		7.0	5.0	0	5	0.0	0.0	0.625	0.0
26	26	0	0	2/4	2	1	#viio2				V(2)	d	i		#viio2		#vii	o	2					o7	1	1	-2, 7, 4, 1		7.0	-2.0	0	5	0.0	0.0	0.625	0.0
26	26	1/4	1/4	2/4	2	1	V					d	i		V		V							M	1	1	3, 7, 4		3.0	3.0	0	5	0.0	0.0	0.625	0.0
27	27	0	0	2/4	2	1	V(#0)					d	i		V(#0)		V			#0				M	1	1	3, 7, 4		3.0	3.0	2	3	0.4	0.25	0.375	0.4
27	27	1/4	1/4	2/4	2	1	#viio43				V2(#2)	d	i		#viio43		#vii	o	43					o7	1	1	1, -2, 7, 4		7.0	1.0	0	5	0.0	0.0	0.625	0.0
28	28	0	0	2/4	2	1	V64(#62)					d	i		V64(#62)		V		64	#62				M	1	1	4, -2, 7	6	3.0	4.0	0	5	0.0	0.0	0.625	0.0
28	28	1/4	1/4	2/4	2	1	V64(b62)					d	i		V64(b62)		V		64	b62				M	1	1	-8, -2, 7		3.0	-8.0	2	3	0.4	0.25	0.375	0.4
29	29	0	0	2/4	2	1	V64					d	i		V64		V		64					M	1	1	4, 3, 7		3.0	4.0	0	5	0.0	0.0	0.625	0.0
29	29	1/4	1/4	2/4	2	1	Fr6/iv				V64(b5)	d	i		Fr6/iv	Fr	V		43	b5	V/iv			Fr	1	1	-3, 1, 3, 7		3.0	-3.0	0	6	0.0	0.0	0.75	0.0
30	30	0	0	2/4	2	1	i[i|PAC}{					d	i	i	i		i					PAC	}{	m	1	1	2, -1, 3		2.0	2.0	2	31	0.06060606060606061	0.0625	3.6875	0.016666666666666666
32	32	3/8	3/8	2/4	2	1	i(+#7)					d	i	i	i(+#7)		i			+#7				m	1	1	2, -1, 3	7	2.0	2.0	0	10	0.0	0.0	1.25	0.0
33	33	1/8	1/8	2/4	2	1	i7					d	i	i	i7		i		7					mm7	1	1	2, -1, 3, 0		2.0	2.0	0	10	0.0	0.0	1.25	0.0
33	33	3/8	3/8	2/4	2	1	i(+#6)					d	i	i	i(+#6)		i			+#6				m	1	1	2, -1, 3	5	2.0	2.0	0	10	0.0	0.0	1.25	0.0
34	34	1/8	1/8	2/4	2	1	i(+6)					d	i	i	i(+6)		i			+6				m	1	1	2, -1, 3	-2	2.0	2.0	0	10	0.0	0.0	1.25	0.0
34	34	3/8	3/8	2/4	2	1	i					d	i	i	i		i							m	1	1	2, -1, 3		2.0	2.0	0	5	0.0	0.0	0.625	0.0
35	35	0	0	2/4	2	1	V64(+4)/V					d	i	i	V64(+4)/V		V		64	+4	V			M	1	1	5, 4, 8	3	4.0	5.0	7	11	0.3888888888888889	0.59375	1.65625	0.2638888888888889
36	36	0	0	2/4	2	1	iv(+2)					d	i	i	iv(+2)		iv			+2				m	1	1	1, -2, 2	3	1.0	1.0	0	13	0.0	0.0	1.625	0.0
36	36	3/8	3/8	2/4	2	1	iv(+#7+2)					d	i	i	iv(+#7+2)		iv			+#7+2				m	1	1	1, -2, 2	6, 3	1.0	1.0	0	10	0.0	0.0	1.25	0.0
37	37	1/8	1/8	2/4	2	1	iv(+7+2)					d	i	i	iv(+7+2)		iv			+7+2				m	1	1	1, -2, 2	-1, 3	1.0	1.0	0	10	0.0	0.0	1.25	0.0
37	37	3/8	3/8	2/4	2	1	iv(+6+2)					d	i	i	iv(+6+2)		iv			+6+2				m	1	1	1, -2, 2	4, 3	1.0	1.0	0	10	0.0	0.0	1.25	0.0
38	38	1/8	1/8	2/4	2	1	iv(+b6+2)					d	i	i	iv(+b6+2)		iv			+b6+2				m	1	1	1, -2, 2	-3, 3	1.0	1.0	0	10	0.0	0.0	1.25	0.0
38	38	3/8	3/8	2/4	2	1	iv(+2)					d	i	i	iv(+2)		iv			+2				m	1	1	1, -2, 2	3	1.0	1.0	0	5	0.0	0.0	0.625	0.0
