mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	e.i{						e	i		i	i						{	m	1	1	4, 1, 5		4.0	4.0	0	9	0.0	0.0	2.5	0.0
2	2	0	0	3/4	2	1	ii%2					i(642)	e	i		ii%2	ii	%	2					%7	1	1	4, 6, 3, 0		6.0	4.0	2	9	0.18181818181818182	0.125	2.375	0.05
3	3	0	0	3/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	0	17	0.0	0.0	5.0	0.0
5	5	0	0	3/4	2	1	iv[iv						e	i	iv	iv	iv							m	1	1	3, 0, 4		3.0	3.0	0	9	0.0	0.0	2.5	0.0
6	6	0	0	3/4	2	1	#viio2/iv	-2.45779	7.42419	0.420717	/	iv(#7642)	e	i	iv	#viio2/iv	#vii	o	2		iv			o7	1	1	-1, 8, 5, 2		8.0	-1.0	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
6	6	1/2	1/2	3/4	2	1	#viio2(4)/iv	-6.75598	7.18542		/	iv(#76+4)	e	i	iv	#viio2(4)/iv	#vii	o	2	4	iv			o7	1	1	-1, 8, 0, 2		8.0	-1.0	0	4	0.0	0.0	1.0	0.0
7	7	0	0	3/4	2	1	iv]	0.554984	7.2913		/		e	i	iv	iv	iv							m	1	1	3, 0, 4		3.0	3.0	2	11	0.15384615384615385	0.25	3.25	0.07142857142857142
9	9	0	0	3/4	2	1	iv65					VI(+6)	e	i		iv65	iv		65					mm7	1	1	0, 4, 1, 3		3.0	0.0	1	7	0.125	0.0	1.5	0.0
10	10	0	0	3/4	2	1	iv7						e	i		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	1	7	0.125	0.125	1.375	0.08333333333333333
11	11	0	0	3/4	2	1	iv65					VI(+6)	e	i		iv65	iv		65					mm7	1	1	0, 4, 1, 3		3.0	0.0	1	6	0.14285714285714285	0.0	1.25	0.0
11	11	1/2	1/2	3/4	2	1	iv7						e	i		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	0	3	0.0	0.0	0.75	0.0
12	12	0	0	3/4	2	1	viio7/V						e	i		viio7/V	vii	o	7		V			o7	1	1	10, 7, 4, 1		10.0	10.0	2	5	0.2857142857142857	0.25	1.0	0.2
13	13	0	0	3/4	2	1	V[V						e	i	V	V	V							M	1	1	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.5	0.0
13	13	1/4	1/4	3/4	2	1	V7/VI						e	i	V	V7/VI	V		7		VI			Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	4	0.2	0.125	0.875	0.125
13	13	1/2	1/2	3/4	2	1	V65/iv						e	i	V	V65/iv	V		65		iv			Mm7	1	1	8, 5, 2, 4		4.0	8.0	0	6	0.0	0.0	1.5	0.0
14	14	1/4	1/4	3/4	2	1	iv						e	i	V	iv	iv							m	1	1	3, 0, 4		3.0	3.0	2	5	0.2857142857142857	0.25	1.0	0.2
15	15	0	0	3/4	2	1	V7]						e	i	V	V7	V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	1	4	0.2	0.0	3.0	0.0
16	16	0	0	3/4	2	1	i|PAC}						e	i		i	i					PAC	}	m	1	1	4, 1, 5		4.0	4.0	0	4	0.0	0.0	2.0	0.0
17	17	0	0	3/4	2	1	#viio7{					V65{	e	i		#viio7	#vii	o	7				{	o7	1	1	9, 6, 3, 0		9.0	9.0	2	6	0.25	0.25	1.25	0.16666666666666666
18	18	0	0	3/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	2	6	0.25	0.25	1.25	0.16666666666666666
19	19	0	0	3/4	2	1	ii%43						e	i		ii%43	ii	%	43					%7	1	1	0, 4, 6, 3		6.0	0.0	2	6	0.25	0.25	1.25	0.16666666666666666
20	20	0	0	3/4	2	1	V						e	i		V	V							M	1	1	5, 9, 6		5.0	5.0	1	7	0.125	0.125	1.375	0.08333333333333333
21	21	0	0	3/4	2	1	#viio7						e	i		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9.0	9.0	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
22	22	0	0	3/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
23	23	0	0	3/4	2	1	ii%43						e	i		ii%43	ii	%	43					%7	1	1	0, 4, 6, 3		6.0	0.0	1	5	0.16666666666666666	0.125	0.875	0.125
23	23	1/2	1/2	3/4	2	1	V/V						e	i		V/V	V				V			M	1	1	6, 10, 7		6.0	6.0	0	3	0.0	0.0	0.5	0.0
24	24	0	0	3/4	2	1	V|HC}						e	i		V	V					HC	}	M	1	1	5, 9, 6		5.0	5.0	0	6	0.0	0.0	1.0	0.0
25	25	0	0	3/4	2	1	#viio7{						e	i		#viio7	#vii	o	7				{	o7	1	1	9, 6, 3, 0		9.0	9.0	2	6	0.25	0.25	1.25	0.16666666666666666
26	26	0	0	3/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	2	6	0.25	0.25	1.25	0.16666666666666666
27	27	0	0	3/4	2	1	ii%43						e	i		ii%43	ii	%	43					%7	1	1	0, 4, 6, 3		6.0	0.0	2	6	0.25	0.25	1.25	0.16666666666666666
28	28	0	0	3/4	2	1	V						e	i		V	V							M	1	1	5, 9, 6		5.0	5.0	1	7	0.125	0.125	1.375	0.08333333333333333
29	29	0	0	3/4	2	1	#viio7						e	i		#viio7	#vii	o	7					o7	1	1	9, 6, 3, 0		9.0	9.0	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
30	30	0	0	3/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	2	7	0.2222222222222222	0.25	1.25	0.16666666666666666
31	31	0	0	3/4	2	1	ii%43						e	i		ii%43	ii	%	43					%7	1	1	0, 4, 6, 3		6.0	0.0	1	5	0.16666666666666666	0.125	0.875	0.125
31	31	1/2	1/2	3/4	2	1	V/V						e	i		V/V	V				V			M	1	1	6, 10, 7		6.0	6.0	0	3	0.0	0.0	0.5	0.0
32	32	0	0	3/4	2	1	V|HC}						e	i		V	V					HC	}	M	1	1	5, 9, 6		5.0	5.0	16	15	0.5161290322580645	2.0	3.0	0.4
38	38	0	0	3/4	2	1	i{						e	i		i	i						{	m	1	1	4, 1, 5		4.0	4.0	0	9	0.0	0.0	2.5	0.0
39	39	0	0	3/4	2	1	ii%2					i(642)	e	i		ii%2	ii	%	2					%7	1	1	4, 6, 3, 0		6.0	4.0	2	9	0.18181818181818182	0.125	2.375	0.05
40	40	0	0	3/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4.0	4.0	0	9	0.0	0.0	2.5	0.0
41	41	0	0	3/4	2	1	V7/iv						e	i		V7/iv	V		7		iv			Mm7	1	1	4, 8, 5, 2		4.0	4.0	0	8	0.0	0.0	2.5	0.0
42	42	0	0	3/4	2	1	iv[iv						e	i	iv	iv	iv							m	1	1	3, 0, 4		3.0	3.0	0	9	0.0	0.0	2.5	0.0
43	43	0	0	3/4	2	1	#viio2/iv	-1.9028	7.58276		/	iv(#7642)	e	i	iv	#viio2/iv	#vii	o	2		iv			o7	1	1	-1, 8, 5, 2		8.0	-1.0	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
43	43	1/2	1/2	3/4	2	1	#viio2(4)/iv	-7.53192	7.50256		/	iv(#76+4)	e	i	iv	#viio2(4)/iv	#vii	o	2	4	iv			o7	1	1	-1, 8, 0, 2		8.0	-1.0	0	4	0.0	0.0	1.0	0.0
44	44	0	0	3/4	2	1	iv]	0.317134	7.52883		/		e	i	iv	iv	iv							m	1	1	3, 0, 4		3.0	3.0	2	11	0.15384615384615385	0.25	3.25	0.07142857142857142
46	46	0	0	3/4	2	1	iv65					VI(+6)	e	i		iv65	iv		65					mm7	1	1	0, 4, 1, 3		3.0	0.0	1	7	0.125	0.0	1.5	0.0
47	47	0	0	3/4	2	1	iv7						e	i		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	1	7	0.125	0.125	1.375	0.08333333333333333
48	48	0	0	3/4	2	1	iv65					VI(+6)	e	i		iv65	iv		65					mm7	1	1	0, 4, 1, 3		3.0	0.0	1	6	0.14285714285714285	0.0	1.25	0.0
48	48	1/2	1/2	3/4	2	1	iv7						e	i		iv7	iv		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	0	3	0.0	0.0	0.75	0.0
49	49	0	0	3/4	2	1	viio7/V						e	i		viio7/V	vii	o	7		V			o7	1	1	10, 7, 4, 1		10.0	10.0	2	5	0.2857142857142857	0.25	1.0	0.2
50	50	0	0	3/4	2	1	V[V						e	i	V	V	V							M	1	1	5, 9, 6		5.0	5.0	0	2	0.0	0.0	0.5	0.0
50	50	1/4	1/4	3/4	2	1	V7/VI						e	i	V	V7/VI	V		7		VI			Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	4	0.2	0.125	0.875	0.125
50	50	1/2	1/2	3/4	2	1	V65/iv						e	i	V	V65/iv	V		65		iv			Mm7	1	1	8, 5, 2, 4		4.0	8.0	0	6	0.0	0.0	1.5	0.0
51	51	1/4	1/4	3/4	2	1	iv						e	i	V	iv	iv							m	1	1	3, 0, 4		3.0	3.0	2	5	0.2857142857142857	0.25	1.0	0.2
52	52	0	0	3/4	2	1	V7]						e	i	V	V7	V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	1	4	0.2	0.0	3.0	0.0
53	53	0	0	3/4	2	1	i|PAC}						e	i		i	i					PAC	}	m	1	1	4, 1, 5		4.0	4.0	0	4	0.0	0.0	2.0	0.0
