mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	1/4	1/4	2/2	2	1	B.ii{		B	I		ii		ii						{	m	0	0	7, 4, 8		7	7	0	5	0.0	0.0	3.75	0.0
2	2	1/4	1/4	2/2	2	1	V		B	I		V		V							M	0	0	6, 10, 7		6	6	0	5	0.0	0.0	3.75	0.0
3	3	0	0	2/2	2	1	I[I		B	I	I	I		I							M	0	0	5, 9, 6		5	5	2	27	0.06896551724137931	0.25	3.75	0.0625
5	5	0	0	2/2	2	1	ii(+4)		B	I	I	ii(+4)		ii			+4				m	0	0	7, 4, 8	6	7	7	3	18	0.14285714285714285	0.375	2.625	0.125
6	6	0	0	2/2	2	1	I(94)	ii7(+4)	B	I	I	I(94)		I			94				M	0	0	5, 4, 6	7	5	5	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
6	6	1/2	1/2	2/2	2	1	I]		B	I	I	I		I							M	0	0	5, 9, 6		5	5	1	10	0.09090909090909091	0.125	1.375	0.08333333333333333
7	7	0	0	2/2	2	1	V43/V		B	I		V43/V		V		43		V			Mm7	0	0	8, 5, 7, 11		7	8	1	10	0.09090909090909091	0.125	1.375	0.08333333333333333
7	7	1/2	1/2	2/2	2	1	V7(9)|HC}		B	I		V7(9)		V		7	9		HC	}	Mm7	0	0	6, 10, 7, 4	8	6	6	0	7	0.0	0.0	2.0	0.0
8	8	0	0	2/2	2	1	I[I{		B	I	I	I		I						{	M	0	0	5, 9, 6		5	5	6	19	0.24	0.5	2.5	0.16666666666666666
9	9	0	0	2/2	2	1	ii(+4)		B	I	I	ii(+4)		ii			+4				m	0	0	7, 4, 8	6	7	7	3	19	0.13636363636363635	0.375	2.625	0.125
10	10	0	0	2/2	2	1	I(94)	ii7(+4)	B	I	I	I(94)		I			94				M	0	0	5, 4, 6	7	5	5	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
10	10	1/2	1/2	2/2	2	1	I		B	I	I	I		I							M	0	0	5, 9, 6		5	5	0	10	0.0	0.0	1.5	0.0
11	11	0	0	2/2	2	1	V7(9)		B	I	I	V7(9)		V		7	9				Mm7	0	0	6, 10, 7, 4	8	6	6	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
11	11	1/2	1/2	2/2	2	1	I]|PAC}		B	I	I	I		I					PAC	}	M	0	0	5, 9, 6		5	5	0	6	0.0	0.0	1.0	0.0
12	12	0	0	2/2	2	1	V.I{		B	V		I		I						{	M	0	0	6, 10, 7		6	6	2	9	0.18181818181818182	0.25	1.25	0.16666666666666666
12	12	1/2	1/2	2/2	2	1	vi7	ii7/V	B	V		vi7		vi		7					mm7	0	0	9, 6, 10, 7		9	9	1	10	0.09090909090909091	0.125	1.375	0.08333333333333333
13	13	0	0	2/2	2	1	V7/V		B	V		V7/V		V		7		V			Mm7	0	0	8, 12, 9, 6		8	8	1	10	0.09090909090909091	0.125	1.375	0.08333333333333333
13	13	1/2	1/2	2/2	2	1	V		B	V		V		V							M	0	0	7, 11, 8		7	7	0	10	0.0	0.0	1.5	0.0
14	14	0	0	2/2	2	1	V(64)/V	I64/V	B	V		V(64)/V		V			64	V			M	0	0	8, 7, 11		8	8	4	22	0.15384615384615385	0.5	2.75	0.15384615384615385
15	15	0	0	2/2	2	1	V7/V		B	V		V7/V		V		7		V			Mm7	0	0	8, 12, 9, 6		8	8	1	12	0.07692307692307693	0.125	1.5	0.07692307692307693
15	15	1/2	1/2	2/2	2	1	I/V|PAC}		B	V		I/V		I				V	PAC	}	M	0	0	7, 11, 8		7	7	0	10	0.0	0.0	1.625	0.0
16	16	0	0	2/2	2	1	v.i[i{		B	v	i	i		i						{	m	0	1	6, 3, 7		6	6	2	20	0.09090909090909091	0.25	2.75	0.08333333333333333
17	17	0	0	2/2	2	1	#viio2		B	v	i	#viio2		#vii	o	2					o7	0	1	2, 11, 8, 5		11	2	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
17	17	1/2	1/2	2/2	2	1	i		B	v	i	i		i							m	0	1	6, 3, 7		6	6	0	6	0.0	0.0	1.0	0.0
18	18	0	0	2/2	2	1	IV.ii		B	IV	ii	ii		ii							m	0	0	6, 3, 7		6	6	4	19	0.17391304347826086	0.5	2.5	0.16666666666666666
19	19	0	0	2/2	2	1	V43]		B	IV	ii	V43		V		43					Mm7	0	0	6, 3, 5, 9		5	6	1	11	0.08333333333333333	0.125	1.375	0.08333333333333333
19	19	1/2	1/2	2/2	2	1	I|IAC}		B	IV		I		I					IAC	}	M	0	0	4, 8, 5		4	4	0	10	0.0	0.0	1.5	0.0
20	20	0	0	2/2	2	1	iv.i[i{		B	iv	i	i		i						{	m	0	1	4, 1, 5		4	4	2	20	0.09090909090909091	0.25	2.75	0.08333333333333333
21	21	0	0	2/2	2	1	#viio2		B	iv	i	#viio2		#vii	o	2					o7	0	1	0, 9, 6, 3		9	0	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
21	21	1/2	1/2	2/2	2	1	i		B	iv	i	i		i							m	0	1	4, 1, 5		4	4	0	6	0.0	0.0	1.0	0.0
22	22	0	0	2/2	2	1	bIII.ii		B	bIII	ii	ii		ii							m	0	0	4, 1, 5		4	4	4	19	0.17391304347826086	0.5	2.5	0.16666666666666666
23	23	0	0	2/2	2	1	V43]		B	bIII	ii	V43		V		43					Mm7	0	0	4, 1, 3, 7		3	4	1	11	0.08333333333333333	0.125	1.375	0.08333333333333333
23	23	1/2	1/2	2/2	2	1	I|IAC}		B	bIII		I		I					IAC	}	M	0	0	2, 6, 3		2	2	0	10	0.0	0.0	1.5	0.0
24	24	0	0	2/2	2	1	biii.i{		B	biii		i		i						{	m	0	1	2, -1, 3		2	2	0	6	0.0	0.0	0.875	0.0
24	24	1/2	1/2	2/2	2	1	bII.ii		B	bII		ii		ii							m	0	0	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
25	25	0	0	2/2	2	1	V43		B	bII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2	1	11	0.08333333333333333	0.125	1.375	0.08333333333333333
25	25	1/2	1/2	2/2	2	1	I.Ger2		B	I		Ger2	Ger	vii	o	2	b3	V			Ger	0	0	2, 11, 1, 5		11	2	1	3	0.25	0.125	0.375	0.25
26	26	0	0	2/2	2	1	V7/V		B	I		V7/V		V		7		V			Mm7	0	0	7, 11, 8, 5		7	7	2	21	0.08695652173913043	0.25	2.75	0.08333333333333333
27	27	0	0	2/2	2	1	V43(9)		B	I		V43(9)		V		43	9				Mm7	0	0	7, 4, 6, 10	8	6	7	18	72	0.2	2.25	11.0	0.16981132075471697
31	31	0	0	2/2	2	1	V7(13)|HC}		B	I		V7(13)		V		7	13		HC	}	Mm7	0	0	6, 10, 7, 4	9	6	6	4	39	0.09302325581395349	0.3333333333333333	7.541666666666667	0.042328042328042326
35	35	1/4	1/4	2/2	2	1	ii{		B	I		ii		ii						{	m	0	0	7, 4, 8		7	7	0	7	0.0	0.0	3.75	0.0
