mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	6/8	2	1	g.i{						g	i		i	i						{	m	1	1	1, -2, 2		1	1	9	23	0.28125	1.125	5.25	0.17647058823529413
6	5	0	0	6/8	2	1	V64(6)/VI						g	i		V64(6)/VI	V		64	6	VI			M	1	1	1, -2, 2		-2	1	1	3	0.25	0.75	1.375	0.35294117647058826
6	5	1/4	1/4	6/8	2	1	V64/VI						g	i		V64/VI	V		64		VI			M	1	1	-1, -2, 2		-2	-1	1	2	0.3333333333333333	0.125	0.375	0.25
7	6	0	0	6/8	2	1	ii%2(9)/VI						g	i		ii%2(9)/VI	ii	%	2	9	VI			%7	1	1	-3, -1, -4, -7	1	-1	-3	0	4	0.0	0.0	2.125	0.0
7	6	1/4	1/4	6/8	2	1	ii%2/VI						g	i		ii%2/VI	ii	%	2		VI			%7	1	1	-3, -1, -4, -7		-1	-3	1	2	0.3333333333333333	0.125	0.375	0.25
8	7	0	0	6/8	2	1	VI(9)						g	i		VI(9)	VI			9				M	1	1	-3, 1, -2	-1	-3	-3	0	5	0.0	0.0	1.375	0.0
8	7	1/4	1/4	6/8	2	1	VI						g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	1	0.0	0.0	0.125	0.0
8	7	3/8	3/8	6/8	2	1	V7(b54)/V						g	i		V7(b54)/V	V		7	b54	V			Mm7	1	1	3, 2, -3, 1		3	3	0	4	0.0	0.0	1.25	0.0
8	7	1/2	1/2	6/8	2	1	V7(b5)/V						g	i		V7(b5)/V	V		7	b5	V			Mm7	1	1	3, 7, -3, 1		3	3	0	2	0.0	0.0	0.25	0.0
9	8	0	0	6/8	2	1	V(4)}						g	i		V(4)	V			4			}	M	1	1	2, 1, 3		2	2	0	4	0.0	0.0	1.375	0.0
9	8	1/4	1/4	6/8	2	1	V|HC						g	i		V	V					HC		M	1	1	2, 6, 3		2	2	0	5	0.0	0.0	1.125	0.0
9	8	5/8	5/8	6/8	2	1	i{						g	i		i	i						{	m	1	1	1, -2, 2		1	1	9	23	0.28125	1.125	5.25	0.17647058823529413
14	13	0	0	6/8	2	1	V64(6)/VI						g	i		V64(6)/VI	V		64	6	VI			M	1	1	1, -2, 2		-2	1	1	3	0.25	0.75	1.375	0.35294117647058826
14	13	1/4	1/4	6/8	2	1	V64/VI						g	i		V64/VI	V		64		VI			M	1	1	-1, -2, 2		-2	-1	1	2	0.3333333333333333	0.125	0.375	0.25
15	14	0	0	6/8	2	1	ii%2(9)/VI						g	i		ii%2(9)/VI	ii	%	2	9	VI			%7	1	1	-3, -1, -4, -7	1	-1	-3	0	4	0.0	0.0	2.125	0.0
15	14	1/4	1/4	6/8	2	1	ii%2/VI						g	i		ii%2/VI	ii	%	2		VI			%7	1	1	-3, -1, -4, -7		-1	-3	1	2	0.3333333333333333	0.125	0.375	0.25
16	15	0	0	6/8	2	1	VI(9)						g	i		VI(9)	VI			9				M	1	1	-3, 1, -2	-1	-3	-3	0	4	0.0	0.0	1.25	0.0
16	15	1/8	1/8	6/8	2	1	VI						g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
16	15	3/8	3/8	6/8	2	1	V7(b54)/V						g	i		V7(b54)/V	V		7	b54	V			Mm7	1	1	3, 2, -3, 1		3	3	0	4	0.0	0.0	1.25	0.0
16	15	1/2	1/2	6/8	2	1	V7(b5)/V						g	i		V7(b5)/V	V		7	b5	V			Mm7	1	1	3, 7, -3, 1		3	3	0	2	0.0	0.0	0.25	0.0
17	16	0	0	6/8	2	1	V(4)}						g	i		V(4)	V			4			}	M	1	1	2, 1, 3		2	2	0	4	0.0	0.0	1.375	0.0
17	16	1/4	1/4	6/8	2	1	V|HC						g	i		V	V					HC		M	1	1	2, 6, 3		2	2	0	6	0.0	0.0	1.25	0.0
19	17	0	0	6/8	2	1	VM65						g	i		VM65	V	M	65					MM7	1	1	6, 3, 7, 2		2	6	0	4	0.0	0.0	1.75	0.0
19	17	1/4	1/4	6/8	2	1	V65						g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	1	0.0	0.0	0.125	0.0
19	17	3/8	3/8	6/8	2	1	I						g	i		I	I							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	1.0	0.0
19	17	5/8	5/8	6/8	2	1	i						g	i		i	i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.125	0.0
20	18	0	0	6/8	2	1	V(4)						g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	4	0.0	0.0	1.125	0.0
20	18	1/4	1/4	6/8	2	1	V						g	i		V	V							M	1	1	2, 6, 3		2	2	3	7	0.3	0.28125	1.21875	0.1875
21	19	3/8	3/8	6/8	2	1	ii%43/ii						g	i		ii%43/ii	ii	%	43		ii			%7	1	1	-1, 3, 5, 2		5	-1	5	6	0.45454545454545453	0.234375	1.265625	0.15625
22	20	0	0	6/8	2	1	V(4)/ii						g	i		V(4)/ii	V			4	ii			M	1	1	4, 3, 5		4	4	0	2	0.0	0.0	0.25	0.0
22	20	1/8	1/8	6/8	2	1	V/ii						g	i		V/ii	V				ii			M	1	1	4, 8, 5		4	4	0	7	0.0	0.0	1.125	0.0
23	21	0	0	6/8	2	1	VM65/ii						g	i		VM65/ii	V	M	65		ii			MM7	1	1	8, 5, 9, 4		4	8	0	4	0.0	0.0	1.75	0.0
23	21	1/4	1/4	6/8	2	1	V65/ii						g	i		V65/ii	V		65		ii			Mm7	1	1	8, 5, 2, 4		4	8	0	1	0.0	0.0	0.125	0.0
23	21	3/8	3/8	6/8	2	1	I/ii						g	i		I/ii	I				ii			M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
23	21	5/8	5/8	6/8	2	1	i/ii						g	i		i/ii	i				ii			m	1	1	3, 0, 4		3	3	0	1	0.0	0.0	0.125	0.0
24	22	0	0	6/8	2	1	V(4)/ii						g	i		V(4)/ii	V			4	ii			M	1	1	4, 3, 5		4	4	0	4	0.0	0.0	1.125	0.0
