mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	Eb.I6{						Eb	I		I6	I		6				{	M	0	0	1, -2, -3		-3.0	1.0	0	1	0.0	0.0	0.25	0.0
2	1	0	0	3/4	2	1	I						Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	0	11	0.0	0.0	3.0	0.0
3	2	0	0	3/4	2	1	I64						Eb	I		I64	I		64					M	0	0	-2, -3, 1		-3.0	-2.0	0	12	0.0	0.0	3.0	0.0
4	3	0	0	3/4	2	1	V43(9)/V						Eb	I		V43(9)/V	V		43	9	V			Mm7	0	0	0, -3, -1, 3	1	-1.0	0.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
5	4	0	0	3/4	2	1	V7/V						Eb	I		V7/V	V		7		V			Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	10	0.0	0.0	3.0	0.0
6	5	0	0	3/4	2	1	ii%43						Eb	I		ii%43	ii	%	43					%7	0	0	-7, -3, -1, -4		-1.0	-7.0	0	11	0.0	0.0	3.0	0.0
7	6	0	0	3/4	2	1	V7						Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	12	0.0	0.0	3.0	0.0
8	7	0	0	3/4	2	1	V(134)					I64(97)	Eb	I		V(134)	V			134				M	0	0	-2, -3, -1	1	-2.0	-2.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
9	8	0	0	3/4	2	1	I|PAC}						Eb	I		I	I					PAC	}	M	0	0	-3, 1, -2		-3.0	-3.0	0	10	0.0	0.0	3.0	0.0
10	9	0	0	3/4	2	1	iii.ii%65{						Eb	iii		ii%65	ii	%	65				{	%7	0	1	0, -3, 1, 3		3.0	0.0	0	11	0.0	0.0	3.5	0.0
11	10	0	0	3/4	2	1	VIM43					i6(+6)	Eb	iii		VIM43	VI	M	43					MM7	0	1	-2, 2, -3, 1		-3.0	-2.0	0	12	0.0	0.0	3.5	0.0
12	11	0	0	3/4	2	1	ii%7						Eb	iii		ii%7	ii	%	7					%7	0	1	3, 0, -3, 1		3.0	3.0	0	11	0.0	0.0	3.5	0.0
13	12	0	0	3/4	2	1	V(964)					i64(+6)	Eb	iii		V(964)	V			964				M	0	1	2, 1, -2	-3	2.0	2.0	0	10	0.0	0.0	3.5	0.0
14	13	0	0	3/4	2	1	ii%65						Eb	iii		ii%65	ii	%	65					%7	0	1	0, -3, 1, 3		3.0	0.0	0	11	0.0	0.0	3.5	0.0
15	14	0	0	3/4	2	1	VIM43					i6(+6)	Eb	iii		VIM43	VI	M	43					MM7	0	1	-2, 2, -3, 1		-3.0	-2.0	0	12	0.0	0.0	3.5	0.0
16	15	0	0	3/4	2	1	ii%7						Eb	iii		ii%7	ii	%	7					%7	0	1	3, 0, -3, 1		3.0	3.0	0	11	0.0	0.0	3.5	0.0
17	16	0	0	3/4	2	1	V(964)					i64(+6)	Eb	iii		V(964)	V			964				M	0	1	2, 1, -2	-3	2.0	2.0	0	10	0.0	0.0	3.5	0.0
18	17	0	0	3/4	2	1	ii%65						Eb	iii		ii%65	ii	%	65					%7	0	1	0, -3, 1, 3		3.0	0.0	3	12	0.2	0.75	3.5	0.17647058823529413
20	19	0	0	3/4	2	1	#viio2						Eb	iii		#viio2	#vii	o	2					o7	0	1	-3, 6, 3, 0		6.0	-3.0	0	6	0.0	0.0	2.5	0.0
21	20	0	0	3/4	2	1	I.I					VI/iii	Eb	I		I	I							M	0	0	-3, 1, -2		-3.0	-3.0	0	6	0.0	0.0	2.5	0.0
22	21	0	0	3/4	2	1	IV					ii65	Eb	I		IV	IV							M	0	0	-4, 0, -3		-4.0	-4.0	4	9	0.3076923076923077	1.0	2.75	0.26666666666666666
24	23	0	0	3/4	2	1	i64(#11)					V(#7b64)	Eb	I		i64(#11)	i		64	#11				m	0	0	-2, -3, -6	3	-3.0	-2.0	0	10	0.0	0.0	4.625	0.0
25	24	1/4	1/4	3/4	2	1	i64}						Eb	I		i64	i		64				}	m	0	0	-2, -3, -6		-3.0	-2.0	0	5	0.0	0.0	0.875	0.0
26	25	0	0	3/4	2	1	VII.I{						Eb	VII		I	I						{	M	0	0	2, 6, 3		2.0	2.0	0	12	0.0	0.0	3.25	0.0
27	26	0	0	3/4	2	1	I64						Eb	VII		I64	I		64					M	0	0	3, 2, 6		2.0	3.0	0	12	0.0	0.0	3.0	0.0
28	27	0	0	3/4	2	1	V43(9)/V						Eb	VII		V43(9)/V	V		43	9	V			Mm7	0	0	5, 2, 4, 8	6	4.0	5.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
29	28	0	0	3/4	2	1	V7/V						Eb	VII		V7/V	V		7		V			Mm7	0	0	4, 8, 5, 2		4.0	4.0	0	10	0.0	0.0	3.0	0.0
30	29	0	0	3/4	2	1	ii%43						Eb	VII		ii%43	ii	%	43					%7	0	0	-2, 2, 4, 1		4.0	-2.0	0	11	0.0	0.0	3.0	0.0
31	30	0	0	3/4	2	1	V7						Eb	VII		V7	V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	12	0.0	0.0	3.0	0.0
32	31	0	0	3/4	2	1	V(134)					I64(97)	Eb	VII		V(134)	V			134				M	0	0	3, 2, 4	6	3.0	3.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
33	32	0	0	3/4	2	1	I|PAC}						Eb	VII		I	I					PAC	}	M	0	0	2, 6, 3		2.0	2.0	0	10	0.0	0.0	3.0	0.0
34	33	0	0	3/4	2	1	V.I{						Eb	V		I	I						{	M	0	0	-2, 2, -1		-2.0	-2.0	0	11	0.0	0.0	3.0	0.0
35	34	0	0	3/4	2	1	I64						Eb	V		I64	I		64					M	0	0	-1, -2, 2		-2.0	-1.0	0	12	0.0	0.0	3.0	0.0
36	35	0	0	3/4	2	1	V43(9)/V						Eb	V		V43(9)/V	V		43	9	V			Mm7	0	0	1, -2, 0, 4	2	0.0	1.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
37	36	0	0	3/4	2	1	V7/V						Eb	V		V7/V	V		7		V			Mm7	0	0	0, 4, 1, -2		0.0	0.0	0	10	0.0	0.0	3.0	0.0
38	37	0	0	3/4	2	1	ii%43						Eb	V		ii%43	ii	%	43					%7	0	0	-6, -2, 0, -3		0.0	-6.0	0	11	0.0	0.0	3.0	0.0
39	38	0	0	3/4	2	1	V7						Eb	V		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	12	0.0	0.0	3.0	0.0
40	39	0	0	3/4	2	1	V(134)						Eb	V		V(134)	V			134				M	0	0	-1, -2, 0	2	-1.0	-1.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
41	40	0	0	3/4	2	1	I|PAC}						Eb	V		I	I					PAC	}	M	0	0	-2, 2, -1		-2.0	-2.0	0	10	0.0	0.0	3.0	0.0
42	41	0	0	3/4	2	1	I64/bVI{						Eb	V		I64/bVI	I		64		bVI		{	M	0	0	-5, -6, -2		-6.0	-5.0	1	8	0.1111111111111111	0.25	2.25	0.1
43	42	0	0	3/4	2	1	I/bVI						Eb	V		I/bVI	I				bVI			M	0	0	-6, -2, -5		-6.0	-6.0	0	8	0.0	0.0	2.5	0.0
44	43	0	0	3/4	2	1	V43/vi						Eb	V		V43/vi	V		43		vi			Mm7	0	0	3, 0, 2, 6		2.0	3.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
45	44	0	0	3/4	2	1	V7/vi						Eb	V		V7/vi	V		7		vi			Mm7	0	0	2, 6, 3, 0		2.0	2.0	0	10	0.0	0.0	3.0	0.0
46	45	0	0	3/4	2	1	I.V7/vi					Ger6/bvi	Eb	I		V7/vi	V		7		vi			Mm7	0	0	1, 5, 2, -1		1.0	1.0	0	2	0.0	0.0	0.5	0.0
46	45	1/4	1/4	3/4	2	1	V7(b94)/vi	0	4.25007		/	Ger6(b94)/bvi	Eb	I		V7(b94)/vi	V		7	b94	vi			Mm7	0	0	1, 0, 2, -1	-11	1.0	1.0	1	5	0.16666666666666666	0.25	1.25	0.16666666666666666
46	45	1/2	1/2	3/4	2	1	V7(9)/vi	-14.5951	4.35496		/	Ger(9)/bvi	Eb	I		V7(9)/vi	V		7	9	vi			Mm7	0	0	1, 5, 2, -1	-4	1.0	1.0	1	5	0.16666666666666666	0.25	1.25	0.16666666666666666
47	46	0	0	3/4	2	1	V(+6)/bvi	-1.9004	4.8548	0.347968	/	Ger6(+6)/V	Eb	I		V(+6)/bvi	V			+6	bvi			M	0	0	-6, -2, -5	-10	-6.0	-6.0	8	0	1.0	2.0	0.0	1.0
47	46	1/2	1/2	3/4	2	1	V(64)/bvi	-7.47831	4.84708		/	Ger6(6b4)/V	Eb	I		V(64)/bvi	V			64	bvi			M	0	0	-6, -7, -10		-6.0	-6.0	6	0	1.0	1.5	0.0	1.0
48	47	0	0	3/4	2	1	V43						Eb	I		V43	V		43					Mm7	0	0	-1, -4, -2, 2		-2.0	-1.0	0	2	0.0	0.0	0.5	0.0
48	47	1/4	1/4	3/4	2	1	V7(+#7)						Eb	I		V7(+#7)	V		7	+#7				Mm7	0	0	-2, 2, -1, -4	3	-2.0	-2.0	0	6	0.0	0.0	1.5	0.0
48	47	1/2	1/2	3/4	2	1	V7|HC}						Eb	I		V7	V		7			HC	}	Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	6	6	0.5	0.5625	1.1875	0.32142857142857145
50	49	0	0	3/4	2	1	I.I{						Eb	I		I	I						{	M	0	0	-3, 1, -2		-3.0	-3.0	0	11	0.0	0.0	3.0	0.0
51	50	0	0	3/4	2	1	I64						Eb	I		I64	I		64					M	0	0	-2, -3, 1		-3.0	-2.0	0	12	0.0	0.0	3.0	0.0
52	51	0	0	3/4	2	1	V43(9)/V						Eb	I		V43(9)/V	V		43	9	V			Mm7	0	0	0, -3, -1, 3	1	-1.0	0.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
53	52	0	0	3/4	2	1	V7/V						Eb	I		V7/V	V		7		V			Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	10	0.0	0.0	3.0	0.0
54	53	0	0	3/4	2	1	ii%43						Eb	I		ii%43	ii	%	43					%7	0	0	-7, -3, -1, -4		-1.0	-7.0	0	11	0.0	0.0	3.0	0.0
55	54	0	0	3/4	2	1	V7						Eb	I		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	12	0.0	0.0	3.0	0.0
56	55	0	0	3/4	2	1	V(134)					I64(97)	Eb	I		V(134)	V			134				M	0	0	-2, -3, -1	1	-2.0	-2.0	1	10	0.09090909090909091	0.25	2.75	0.08333333333333333
57	56	0	0	3/4	2	1	I|PAC}						Eb	I		I	I					PAC	}	M	0	0	-3, 1, -2		-3.0	-3.0	0	10	0.0	0.0	3.0	0.0
58	57	0	0	3/4	2	1	IM2{						Eb	I		IM2	I	M	2				{	MM7	0	0	2, -3, 1, -2		-3.0	2.0	0	9	0.0	0.0	3.0	0.0
59	58	0	0	3/4	2	1	V43/V						Eb	I		V43/V	V		43		V			Mm7	0	0	0, -3, -1, 3		-1.0	0.0	1	9	0.1	0.25	2.75	0.08333333333333333
