@piece: op.54_no.2

@key: C
@meter: 6/8

m1	1	"I @alt i
m1	4	IM7 @alt iM7
m2	1	IVM43
m2	4	V6(6)
m3	1	I(9)
m3	4	IV64(6)
m4	1	ii65
m4	4	IM7
m5	1	vii%65
m5	4	I(6)"
m6	1	"V
m6	4	V2/V
m7	1	V
m7	4	V2/V
m8	1	V"
m9	1	"I
m9	4	IM7
m10	1	IVM43
m10	4	V6(6)
m11	1	I(9)
m11	4	IV64(6)
m12	1	ii65
m12	4	IM7
m13	1	vii%65
m13	4	I(6)"
m14	1	"V
m14	4	V2/V
m15	1	V
m15	4	V2/V
m16	1	V"
m18	1	#viio43/vi
m18	4	vi64(6)
m19	1	III
m20	1	IIIM43
m20	4	V7(#9)/III
m21	1	III
m22	1	viio43
m22	4	i64(b6)
m23	1	V
m24	1	VM43
m24	4	V7(9)/V
m25	1	V
m25	4	V43/V
m26	1	V
m26	6	ii43
m27	1	"V
m27	3	V43/V
m27	4	V
m27	6	ii43
m28	1	"V
m28	3	V43/V
m28	4	V
m28	6	ii43
m29	1	V7
m29	3	ii2
m29	4	V7"
m29	6	vii%7
m30	1	I
m30	3	IM2
m30	4	I
m30	6	IM2
m31	1	IVM7
m31	3	vi7
m31	4	IVM7
m31	6	vi7
m32	1	viio
m32	3	vii%2
m32	4	viio
m32	6	vii%2
m33	1	iii7
m33	3	V7
m33	4	iii7
m33	6	V7
m34	1	vi
m34	3	vi2
m34	4	vi
m34	6	vi2
m35	1	ii7
m35	3	IVM7
m35	4	ii
m37	1	V
m37	3	vii%43
m37	4	V
m41	1	I64
m41	4	V(6)
m42	1	I64
m43	1	I
m45	1	IVM43
m45	4	V43(6)
m46	1	iii2
m46	4	IVM65
m47	1	ii43
m47	4	V(64)
m48	1	IM2
m48	4	ii65
m49	1	vii%43
m49	4	iii(64)
m50	1	vi43
m50	4	II(64)
m51	1	V43
m51	4	I(64)
m52	1	IVM2
m52	4	V43
m53	1	IVM43
m53	4	V43(6)
m54	1	iii2
m54	4	IVM65
m55	1	ii43
m55	4	V(64)
