mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	4.0		0	0	4/4	2	2	1		1	1	1	4	52	E3	3	15
1	1	0	1.0		0	0	4/4	2	1	1/4		1/4	1		5	59	B3	3	11
1	1	0	1.0		0	0	4/4	1	2	1/4		1/4	1		8	68	G#4	4	7
1	1	0	0.5		0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	0
1	1	1/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		7	73	C#5	5	1
1	1	1	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		7	61	C#4	4	12
1	1	1	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		3	69	A4	4	8
1	1	1	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		9	75	D#5	5	2
1	1	3/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	3
1	1	2	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		5	59	B3	3	13
1	1	2	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		8	68	G#4	4	9
1	1	2	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		9	75	D#5	5	4
1	1	3	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		8	56	G#3	3	14
1	1	3	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	10
1	1	3	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	5
1	1	7/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		9	75	D#5	5	6
2	2	4	4.0		0	0	4/4	2	2	1		1	1	-1	4	52	E3	3	27
2	2	4	1.0		0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	23
2	2	4	1.0		0	0	4/4	1	2	1/4		1/4	1		6	66	F#4	4	19
2	2	4	1.0		0	0	4/4	1	1	1/4		1/4	1		7	73	C#5	5	16
2	2	5	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	24
2	2	5	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	20
2	2	5	1.0		1/4	1/4	4/4	1	1	1/4		1/4	1		7	73	C#5	5	17
2	2	6	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		8	56	G#3	3	25
2	2	6	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		4	64	E4	4	21
2	2	6	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	18
2	2	7	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	26
2	2	7	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		6	66	F#4	4	22
3	3	8	4.0		0	0	4/4	2	2	1		1	1	1	4	52	E3	3	45
3	3	8	1.0		0	0	4/4	2	1	1/4		1/4	1		5	59	B3	3	41
3	3	8	1.0		0	0	4/4	1	2	1/4		1/4	1		8	68	G#4	4	37
3	3	8	0.5		0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	28
3	3	17/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		7	73	C#5	5	29
3	3	9	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		7	61	C#4	4	42
3	3	9	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		3	69	A4	4	38
3	3	9	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		9	75	D#5	5	30
3	3	19/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	31
3	3	10	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		5	59	B3	3	43
3	3	10	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		8	68	G#4	4	39
3	3	10	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		9	75	D#5	5	32
3	3	11	0.0		3/4	3/4	4/4	1	1	0	grace16	1/16	1		7	73	C#5	5	33
3	3	11	0.0		3/4	3/4	4/4	1	1	0	grace16	1/16	1		9	75	D#5	5	34
3	3	11	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		8	56	G#3	3	44
3	3	11	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	40
3	3	11	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		7	73	C#5	5	35
3	3	23/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	36
4	4	12	4.0		0	0	4/4	2	2	1		1	1	-1	4	52	E3	3	56
4	4	12	1.0		0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	52
4	4	12	1.0		0	0	4/4	1	2	1/4		1/4	1		6	66	F#4	4	48
4	4	12	2.0		0	0	4/4	1	1	1/2		1/2	1		7	73	C#5	5	46
4	4	13	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	53
4	4	13	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	49
4	4	14	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		8	56	G#3	3	54
4	4	14	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		4	64	E4	4	50
4	4	14	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	47
4	4	15	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	55
4	4	15	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		6	66	F#4	4	51
5	5	16	2.0		0	0	4/4	2	2	1/2		1/2	1		7	49	C#3	3	72
5	5	16	1.0		0	0	4/4	2	1	1/4		1/4	1		8	56	G#3	3	68
5	5	16	1.0		0	0	4/4	1	2	1/4		1/4	1		4	64	E4	4	65
5	5	16	0.5		0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5	57
5	5	33/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		9	75	D#5	5	58
5	5	17	0.0		1/4	1/4	4/4	1	1	0	grace32	1/16	1		7	73	C#5	5	59
5	5	17	0.0		1/4	1/4	4/4	1	1	0	grace32	1/16	1		9	75	D#5	5	60
5	5	17	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		10	58	A#3	3	69
5	5	17	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		6	66	F#4	4	66
5	5	17	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		7	73	C#5	5	61
5	5	35/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	62
5	5	18	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		8	56	G#3	3	73
5	5	18	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		7	61	C#4	4	70
5	5	18	2.0		1/2	1/2	4/4	1	2	1/2		1/2	1		9	63	D#4	4	67
5	5	18	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		8	68	G#4	4	63
5	5	19	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		5	59	B3	3	71
5	5	19	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		8	68	G#4	4	64
6	6	20	2.0		0	0	4/4	2	2	1/2		1/2	1		3	45	A2	2	89
6	6	20	1.0		0	0	4/4	2	1	1/4		1/4	1		4	52	E3	3	85
6	6	20	1.0		0	0	4/4	1	2	1/4		1/4	1		7	61	C#4	4	82
6	6	20	0.5		0	0	4/4	1	1	1/8		1/8	1		7	73	C#5	5	74
6	6	41/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	75
6	6	21	0.0		1/4	1/4	4/4	1	1	0	grace32	1/16	1		3	69	A4	4	76
6	6	21	0.0		1/4	1/4	4/4	1	1	0	grace32	1/16	1		5	71	B4	4	77
6	6	21	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	86
6	6	21	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	83
6	6	21	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	78
6	6	43/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		8	68	G#4	4	79
6	6	22	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1	1	7	49	C#3	3	90
6	6	22	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		8	56	G#3	3	87
6	6	22	1.5		1/2	1/2	4/4	1	1	3/8		1/4	3/2		4	64	E4	4	80
6	6	22	2.0		1/2	1/2	4/4	1	2	1/2		1/2	1		4	64	E4	4	84
6	6	23	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		10	58	A#3	3	88
6	6	47/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		6	66	F#4	4	81
7	7	24	2.0		0	0	4/4	2	2	1/2		1/2	1	-1	7	49	C#3	3	109
7	7	24	1.0		0	0	4/4	2	1	1/4		1/4	1		5	59	B3	3	104
7	7	24	1.0		0	0	4/4	1	2	1/4		1/4	1		4	64	E4	4	100
7	7	24	0.5		0	0	4/4	1	1	1/8		1/8	1		8	68	G#4	4	91
7	7	49/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		10	70	A#4	4	92
7	7	25	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		9	63	D#4	4	105
7	7	25	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		8	68	G#4	4	101
