mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
85	84	166	168	0.25	2	0	0	2/4	1	1	1/16		1/16	1		5	59	B3	3	718
85	84	665/4	673/4	0.25	2	1/16	1/16	2/4	1	1	1/16		1/16	1		-1	53	F3	3	719
85	84	665/4	673/4	0.25	2	1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	719
85	84	333/2	337/2	0.25	2	1/8	1/8	2/4	1	1	1/16		1/16	1		1	55	G3	3	720
85	84	333/2	337/2	0.25	2	1/8	1/8	2/4	1	1	1/16		1/16	1		5	59	B3	3	720
85	84	667/4	675/4	0.25	2	3/16	3/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	723
85	84	667/4	675/4	0.25	2	3/16	3/16	2/4	1	1	1/16		1/16	1		-1	53	F3	3	721
85	84	667/4	675/4	0.25	2	3/16	3/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	721
85	84	167	169	0.75	2	1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	724
85	84	671/4	679/4	0.25	2	7/16	7/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	725
86	85	168	170	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	726
86	85	675/4	683/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	727
86	85	169	171	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	728
86	85	679/4	687/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	729
87	86	170	172	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	734
87	86	170	172	0.25		0	0	2/4	1	1	1/16		1/16	1		1	55	G3	3	730
87	86	170	172	0.25		0	0	2/4	1	1	1/16		1/16	1		5	59	B3	3	730
87	86	681/4	689/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		-1	53	F3	3	731
87	86	681/4	689/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	731
87	86	341/2	345/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	55	G3	3	732
87	86	341/2	345/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	59	B3	3	732
87	86	683/4	691/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	735
87	86	683/4	691/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		-1	53	F3	3	733
87	86	683/4	691/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	733
87	86	171	173	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	736
87	86	687/4	695/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	737
88	87	172	174	0.75		0	0	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	738
88	87	691/4	699/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	739
88	87	173	175	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		1	43	G2	2	740
88	87	695/4	703/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	741
90	89	176	178	0.5		0	0	2/4	2	2	1/8		1/8	1		1	43	G2	2	747
90	89	176	178	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	742
90	89	353/2	357/2	0.25		1/8	1/8	2/4	2	2	1/16		1/16	1		1	43	G2	2	748
90	89	353/2	357/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		1	55	G3	3	743
90	89	707/4	715/4	0.25		3/16	3/16	2/4	2	2	1/16		1/16	1		0	48	C3	3	749
90	89	707/4	715/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	60	C4	4	744
90	89	177	179	0.75		1/4	1/4	2/4	2	2	3/16		1/8	3/2		0	36	C2	2	750
90	89	177	179	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	48	C3	3	745
90	89	711/4	719/4	0.25		7/16	7/16	2/4	2	2	1/16		1/16	1		0	48	C3	3	751
90	89	711/4	719/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		0	60	C4	4	746
91	90	178	180	0.75		0	0	2/4	2	2	3/16		1/8	3/2		6	42	F#2	2	756
91	90	178	180	0.75		0	0	2/4	2	1	3/16		1/8	3/2		6	54	F#3	3	752
91	90	715/4	723/4	0.25		3/16	3/16	2/4	2	2	1/16		1/16	1		5	47	B2	2	757
91	90	715/4	723/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		5	59	B3	3	753
91	90	179	181	0.75		1/4	1/4	2/4	2	2	3/16		1/8	3/2		5	35	B1	1	758
91	90	179	181	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		5	47	B2	2	754
91	90	719/4	727/4	0.25		7/16	7/16	2/4	2	2	1/16		1/16	1		5	47	B2	2	759
91	90	719/4	727/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		5	59	B3	3	755
92	91	180	182	0.5		0	0	2/4	2	2	1/8		1/8	1		-1	41	F2	2	765
92	91	180	182	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	760
92	91	361/2	365/2	0.25		1/8	1/8	2/4	2	2	1/16		1/16	1		-1	41	F2	2	766
92	91	361/2	365/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		-1	53	F3	3	761
92	91	723/4	731/4	0.25		3/16	3/16	2/4	2	2	1/16		1/16	1		-2	46	Bb2	2	767
92	91	723/4	731/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-2	58	Bb3	3	762
92	91	181	183	0.75		1/4	1/4	2/4	2	2	3/16		1/8	3/2		-2	34	Bb1	1	768
92	91	181	183	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		-2	46	Bb2	2	763
92	91	727/4	735/4	0.25		7/16	7/16	2/4	2	2	1/16		1/16	1		-2	46	Bb2	2	769
92	91	727/4	735/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-2	58	Bb3	3	764
93	92	182	184	0.75		0	0	2/4	2	2	3/16		1/8	3/2		4	40	E2	2	774
93	92	182	184	0.75		0	0	2/4	2	1	3/16		1/8	3/2		4	52	E3	3	770
93	92	731/4	739/4	0.25		3/16	3/16	2/4	2	2	1/16		1/16	1		3	45	A2	2	775
93	92	731/4	739/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		3	57	A3	3	771
93	92	183	185	0.75		1/4	1/4	2/4	2	2	3/16		1/8	3/2		3	33	A1	1	776
93	92	183	185	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		3	45	A2	2	772
93	92	735/4	743/4	0.25		7/16	7/16	2/4	2	2	1/16		1/16	1		3	45	A2	2	777
93	92	735/4	743/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		3	57	A3	3	773
94	93	184	186	0.5		0	0	2/4	2	2	1/8		1/8	1		-3	39	Eb2	2	783
94	93	184	186	0.5		0	0	2/4	2	1	1/8		1/8	1		-3	51	Eb3	3	778
94	93	369/2	373/2	0.25		1/8	1/8	2/4	2	2	1/16		1/16	1		-3	39	Eb2	2	784
94	93	369/2	373/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		-3	51	Eb3	3	779
94	93	739/4	747/4	0.25		3/16	3/16	2/4	2	2	1/16		1/16	1		-4	44	Ab2	2	785
94	93	739/4	747/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-4	56	Ab3	3	780
94	93	185	187	0.75		1/4	1/4	2/4	2	2	3/16		1/8	3/2		-4	32	Ab1	1	786
94	93	185	187	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		-4	44	Ab2	2	781
94	93	743/4	751/4	0.25		7/16	7/16	2/4	2	2	1/16		1/16	1		-4	44	Ab2	2	787
94	93	743/4	751/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-4	56	Ab3	3	782
95	94	186	188	0.5		0	0	2/4	2	2	1/8		1/8	1		2	38	D2	2	797
95	94	186	188	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	791
95	94	373/2	377/2	0.25		1/8	1/8	2/4	2	2	1/16		1/16	1		2	38	D2	2	798
95	94	373/2	377/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		2	50	D3	3	792
95	94	747/4	755/4	0.25		3/16	3/16	2/4	2	2	1/16		1/16	1		1	43	G2	2	799
95	94	747/4	755/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	55	G3	3	793
95	94	187	189	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	31	G1	1	794
95	94	187	189	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		1	43	G2	2	788
95	94	375/2	379/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		2	50	D3	3	795
95	94	375/2	379/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	62	D4	4	789
95	94	751/4	759/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	55	G3	3	796
95	94	751/4	759/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	67	G4	4	790
96	95	188	190	0.5		0	0	2/4	2	1	1/8		1/8	1		1	43	G2	2	806
96	95	188	190	0.5		0	0	2/4	1	1	1/8		1/8	1		1	55	G3	3	800
96	95	377/2	381/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		2	62	D4	4	807
96	95	377/2	381/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	801
96	95	755/4	763/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		1	67	G4	4	808
96	95	755/4	763/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	802
96	95	189	191	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	809
96	95	189	191	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		1	67	G4	4	803
96	95	379/2	383/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		2	74	D5	5	810
96	95	379/2	383/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	86	D6	6	804
96	95	759/4	767/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		1	79	G5	5	811
96	95	759/4	767/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	91	G6	6	805
98	97	192	194	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	815
98	97	192	194	0.5		0	0	2/4	1	1	1/8		1/8	1		1	67	G4	4	812
98	97	192	194	0.5		0	0	2/4	2	1	1/8		1/8	1		1	67	G4	4	815
98	97	192	194	0.5		0	0	2/4	1	1	1/8		1/8	1		1	79	G5	5	812
98	97	385/2	389/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		1	55	G3	3	816
98	97	385/2	389/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	67	G4	4	813
98	97	385/2	389/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		1	67	G4	4	816
98	97	385/2	389/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		1	79	G5	5	813
98	97	771/4	779/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	60	C4	4	817
98	97	771/4	779/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	72	C5	5	814
98	97	771/4	779/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		0	72	C5	5	817
98	97	771/4	779/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		0	84	C6	6	814
98	97	193	195	1.0		1/4	1/4	2/4	2	2	1/4	1/8_c32_1	1/4	1		0	24	C1	1	819
98	97	193	195	1.0		1/4	1/4	2/4	2	3	1/4		1/4	1	1	1	31	G1	1	821
98	97	193	195	1.0		1/4	1/4	2/4	2	2	1/4	1/8_c32_2	1/4	1		0	36	C2	2	820
98	97	193	195	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	0	48	C3	3	818
98	97	193	195	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	1	55	G3	3	818
98	97	193	195	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	0	60	C4	4	818
99	98	194	196	2.0		0	0	2/4	2	2	1/2	1/4_c32_1	1/2	1		0	24	C1	1	823
99	98	194	196	2.0		0	0	2/4	2	3	1/2		1/2	1	-1	1	31	G1	1	825
99	98	194	196	2.0		0	0	2/4	2	2	1/2	1/4_c32_2	1/2	1		0	36	C2	2	824
99	98	194	196	2.0		0	0	2/4	2	1	1/2		1/2	1	-1	0	48	C3	3	822
99	98	194	196	2.0		0	0	2/4	2	1	1/2		1/2	1	-1	1	55	G3	3	822
99	98	194	196	2.0		0	0	2/4	2	1	1/2		1/2	1	-1	0	60	C4	4	822
