mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5		0	5/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	0
2	1	1/2	1/2	1.0		0	0	6/8	1	1	1/4		1/4	1		7	73	C#5	5	1
2	1	3/2	3/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		-2	70	Bb4	4	2
2	1	2	2	0.0		3/8	3/8	6/8	1	1	0	grace16	1/16	1		3	69	A4	4	3
2	1	2	2	0.0		3/8	3/8	6/8	1	1	0	grace16	1/16	1		-2	70	Bb4	4	4
2	1	2	2	1.0		3/8	3/8	6/8	1	1	1/4		1/4	1		3	69	A4	4	5
2	1	3	3	0.5		5/8	5/8	6/8	1	1	1/8		1/8	1		1	67	G4	4	6
3	2	7/2	7/2	1.5		0	0	6/8	2	1	3/8		1/4	3/2		1	43	G2	2	10
3	2	7/2	7/2	1.5		0	0	6/8	2	1	3/8		1/4	3/2		2	50	D3	3	10
3	2	7/2	7/2	1.5		0	0	6/8	2	1	3/8		1/4	3/2		-2	58	Bb3	3	10
3	2	7/2	7/2	1.5		0	0	6/8	1	1	3/8		1/4	3/2	1	2	62	D4	4	7
3	2	5	5	1.0		3/8	3/8	6/8	2	1	1/4		1/4	1		1	31	G1	1	11
3	2	5	5	1.0		3/8	3/8	6/8	2	1	1/4		1/4	1		2	38	D2	2	11
3	2	5	5	1.0		3/8	3/8	6/8	1	1	1/4		1/4	1	-1	2	62	D4	4	8
3	2	6	6	0.5		5/8	5/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	9
4	3	13/2	13/2	0.5		0	0	6/8	1	1	1/8		1/8	1		-3	75	Eb5	5	12
4	3	7	7	0.5		1/8	1/8	6/8	1	1	1/8		1/8	1		2	74	D5	5	13
4	3	15/2	15/2	0.5		1/4	1/4	6/8	1	1	1/8		1/8	1		7	73	C#5	5	14
4	3	8	8	0.5		3/8	3/8	6/8	1	1	1/8		1/8	1		-2	70	Bb4	4	15
4	3	17/2	17/2	0.0		1/2	1/2	6/8	1	1	0	grace16	1/16	1		3	69	A4	4	16
4	3	17/2	17/2	0.0		1/2	1/2	6/8	1	1	0	grace16	1/16	1		-2	70	Bb4	4	17
4	3	17/2	17/2	0.5		1/2	1/2	6/8	1	1	1/8		1/8	1		3	69	A4	4	18
4	3	9	9	0.5		5/8	5/8	6/8	1	1	1/8		1/8	1		1	67	G4	4	19
5	4	19/2	19/2	1.5		0	0	6/8	2	1	3/8		1/4	3/2		1	43	G2	2	24
5	4	19/2	19/2	1.5		0	0	6/8	2	1	3/8		1/4	3/2		2	50	D3	3	24
5	4	19/2	19/2	1.5		0	0	6/8	2	1	3/8		1/4	3/2		-2	58	Bb3	3	24
5	4	19/2	19/2	1.5		0	0	6/8	1	1	3/8		1/4	3/2	1	2	62	D4	4	20
5	4	11	11	1.0		3/8	3/8	6/8	2	1	1/4		1/4	1		1	31	G1	1	25
5	4	11	11	1.0		3/8	3/8	6/8	2	1	1/4		1/4	1		2	38	D2	2	25
5	4	11	11	0.5		3/8	3/8	6/8	1	1	1/8		1/8	1	-1	2	62	D4	4	21
