mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/4	2	1	1/8	1/8	1		5	71		0
1	1	0	0	2/4	2	1	1/8	1/8	1		-1	77		0
1	1	0	0	2/4	2	1	1/8	1/8	1		3	81		0
1	1	1/8	1/8	2/4	2	1	1/8	1/8	1		1	55		1
1	1	1/8	1/8	2/4	2	1	1/8	1/8	1		2	62		1
1	1	1/4	1/4	2/4	2	1	1/8	1/8	1		5	83		2
1	1	1/4	1/4	2/4	2	1	1/8	1/8	1		-1	89		2
1	1	1/4	1/4	2/4	2	1	1/8	1/8	1		3	93		2
1	1	3/8	3/8	2/4	2	1	1/8	1/8	1		1	67		3
1	1	3/8	3/8	2/4	2	1	1/8	1/8	1		2	74		3
3	3	0	0	2/4	2	1	3/16	1/8	3/2		1	55		4
3	3	3/16	3/16	2/4	2	1	1/16	1/16	1		0	48		5
3	3	1/4	1/4	2/4	2	1	3/16	1/8	3/2		1	55		6
3	3	7/16	7/16	2/4	2	1	1/16	1/16	1		0	48		7
4	4	0	0	2/4	2	1	3/16	1/8	3/2		1	55		9
4	4	3/16	3/16	2/4	2	1	1/16	1/16	1		0	48		10
4	4	1/4	1/4	2/4	2	1	3/16	1/8	3/2		1	55		11
4	4	7/16	7/16	2/4	2	1	1/16	1/16	1		0	48		12
4	4	7/16	7/16	2/4	1	1	1/16	1/16	1		1	79		8
5	5	0	0	2/4	2	1	3/16	1/8	3/2		1	55		18
5	5	0	0	2/4	1	1	1/8	1/8	1		2	74		13
5	5	0	0	2/4	1	1	1/8	1/8	1		-1	77		13
5	5	1/8	1/8	2/4	1	1	1/16	1/16	1		-1	77		14
5	5	3/16	3/16	2/4	2	1	1/16	1/16	1		0	48		19
5	5	3/16	3/16	2/4	1	1	1/16	1/16	1		3	81		15
5	5	1/4	1/4	2/4	2	1	3/16	1/8	3/2		1	55		20
5	5	1/4	1/4	2/4	1	1	3/16	1/8	3/2		5	71		16
5	5	1/4	1/4	2/4	1	1	3/16	1/8	3/2		2	74		16
5	5	7/16	7/16	2/4	2	1	1/16	1/16	1		0	48		21
5	5	7/16	7/16	2/4	1	1	1/16	1/16	1		-1	77		17
6	6	0	0	2/4	2	1	3/16	1/8	3/2		1	55		27
6	6	0	0	2/4	1	1	1/8	1/8	1		0	72		22
6	6	0	0	2/4	1	1	1/8	1/8	1		4	76		22
6	6	1/8	1/8	2/4	1	1	1/16	1/16	1		4	76		23
6	6	3/16	3/16	2/4	2	1	1/16	1/16	1		0	48		28
6	6	3/16	3/16	2/4	1	1	1/16	1/16	1		1	79		24
6	6	1/4	1/4	2/4	2	1	3/16	1/8	3/2		1	55		29
6	6	1/4	1/4	2/4	1	1	3/16	1/8	3/2		3	69		25
6	6	1/4	1/4	2/4	1	1	3/16	1/8	3/2		0	72		25
6	6	7/16	7/16	2/4	2	1	1/16	1/16	1		0	48		30
6	6	7/16	7/16	2/4	1	1	1/16	1/16	1		4	76		26
7	7	0	0	2/4	2	1	3/16	1/8	3/2		1	55		37
7	7	0	0	2/4	1	1	1/8	1/8	1		5	71		31
7	7	0	0	2/4	1	1	1/8	1/8	1		2	74		31
7	7	1/8	1/8	2/4	1	1	1/16	1/16	1		2	74		32
7	7	3/16	3/16	2/4	2	1	1/16	1/16	1		0	48		38
7	7	3/16	3/16	2/4	1	1	1/16	1/16	1		-1	77		33
7	7	1/4	1/4	2/4	2	1	3/16	1/8	3/2		1	55		39
7	7	1/4	1/4	2/4	1	1	1/8	1/8	1		-1	65		34
7	7	1/4	1/4	2/4	1	1	1/8	1/8	1		3	69		34
7	7	3/8	3/8	2/4	1	1	1/16	1/16	1		3	69		35
7	7	7/16	7/16	2/4	2	1	1/16	1/16	1		0	48		40
7	7	7/16	7/16	2/4	1	1	1/16	1/16	1		0	72		36
8	8	0	0	2/4	2	1	3/16	1/8	3/2		1	55		46
8	8	0	0	2/4	1	1	1/8	1/8	1		1	67		41
8	8	0	0	2/4	1	1	1/8	1/8	1		5	71		41
8	8	1/8	1/8	2/4	1	1	1/16	1/16	1		5	71		42
8	8	3/16	3/16	2/4	2	1	1/16	1/16	1		0	48		47
8	8	3/16	3/16	2/4	1	1	1/16	1/16	1		2	74		43
8	8	1/4	1/4	2/4	2	1	3/16	1/8	3/2		1	55		48
8	8	1/4	1/4	2/4	1	1	1/8	1/8	1		4	64		44
8	8	1/4	1/4	2/4	1	1	1/8	1/8	1		0	72		44
8	8	7/16	7/16	2/4	2	1	1/16	1/16	1		0	48		49
8	8	7/16	7/16	2/4	1	1	1/16	1/16	1		1	67		45
