mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	0	2	6/8	1/8	5/8	firstMeasure				1	2
2	1	2	6/8	3/4	0						3
3	2	2	6/8	3/4	0						4
4	3	2	6/8	3/4	0						5
5	4	2	6/8	3/4	0						6
6	5	2	6/8	3/4	0						7
7	6	2	6/8	3/4	0						8
8	7	2	6/8	3/4	0						9
9	8	2	6/8	3/4	0						10
10	9	2	6/8	3/4	0						11
11	10	2	6/8	3/4	0						12
12	11	2	6/8	3/4	0						13
13	12	2	6/8	3/4	0						14
14	13	2	6/8	3/4	0						15
15	14	2	6/8	3/4	0						16
16	15	2	6/8	3/4	0						17
17	16	2	6/8	3/4	0						18
18	17	2	6/8	3/4	0						19
19	18	2	6/8	3/4	0						20
20	19	2	6/8	3/4	0						21
21	20	2	6/8	3/4	0						22
22	21	2	6/8	3/4	0						23
23	22	2	6/8	3/4	0						24
24	23	2	6/8	3/4	0						25
25	24	2	6/8	3/4	0						26
26	25	2	6/8	3/4	0						27
27	26	2	6/8	3/4	0						28
28	27	2	6/8	3/4	0						29
29	28	2	6/8	3/4	0						30
30	29	2	6/8	3/4	0						31
31	30	2	6/8	5/8	0	lastMeasure		end			-1
