mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	3	6/8	3/4	0	firstMeasure					2
2	2	3	6/8	3/4	0						3
3	3	3	6/8	3/4	0						4
4	4	3	6/8	3/4	0						5
5	5	3	6/8	3/4	0						6
6	6	3	6/8	3/4	0						7
7	7	3	6/8	3/4	0						8
8	8	3	6/8	3/4	0						9
9	9	3	6/8	3/4	0						10
10	10	3	6/8	3/4	0						11
11	11	3	6/8	3/4	0						12
12	12	3	6/8	3/4	0						13
13	13	3	6/8	3/4	0						14
14	14	3	6/8	3/4	0						15
15	15	3	6/8	3/4	0						16
16	16	3	6/8	3/4	0						17
17	17	3	6/8	3/4	0						18
18	18	3	6/8	3/4	0						19
19	19	3	6/8	3/4	0						20
20	20	3	6/8	3/4	0						21
21	21	3	6/8	3/4	0						22
22	22	3	6/8	3/4	0						23
23	23	3	6/8	3/4	0						24
24	24	3	6/8	3/4	0						25
25	25	3	6/8	3/4	0						26
26	26	3	6/8	3/4	0						27
27	27	3	6/8	3/4	0						28
28	28	3	6/8	3/4	0						29
29	29	3	6/8	3/4	0						30
30	30	3	6/8	3/4	0						31
31	31	3	6/8	3/4	0						32
32	32	3	6/8	3/4	0						33
33	33	3	6/8	3/4	0						34
34	34	3	6/8	3/4	0						35
35	35	3	6/8	3/4	0						36
36	36	3	6/8	3/4	0						37
37	37	3	6/8	3/4	0						38
38	38	3	6/8	3/4	0						39
39	39	3	6/8	3/4	0						40
40	40	3	6/8	3/4	0						41
41	41	3	6/8	3/4	0						42
42	42	3	6/8	3/4	0						43
43	43	3	6/8	3/4	0						44
44	44	3	6/8	3/4	0						45
45	45	3	6/8	3/4	0						46
46	46	3	6/8	3/4	0						47
47	47	3	6/8	3/4	0						48
48	48	3	6/8	3/4	0						49
49	49	3	6/8	3/4	0						50
50	50	3	6/8	3/4	0						51
51	51	3	6/8	3/4	0						52
52	52	3	6/8	3/4	0						53
53	53	3	6/8	3/4	0						54
54	54	3	6/8	3/4	0						55
55	55	3	6/8	3/4	0						56
56	56	3	6/8	3/4	0						57
57	57	3	6/8	3/4	0						58
58	58	3	6/8	3/4	0						59
59	59	3	6/8	3/4	0						60
60	60	3	6/8	3/4	0						61
61	61	3	6/8	3/4	0						62
62	62	3	6/8	3/4	0	lastMeasure		end			-1
