mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	6	4/4	1	0	firstMeasure					2
2	2	6	4/4	1	0						3
3	3	6	4/4	1	0						4
4	4	6	4/4	1	0						5
5	5	6	4/4	1	0						6
6	6	6	4/4	1	0						7
7	7	6	4/4	1	0						8
8	8	6	4/4	1	0						9
9	9	6	4/4	1	0						10
10	10	6	4/4	1	0						11
11	11	6	4/4	1	0						12
12	12	6	4/4	1	0						13
13	13	6	4/4	1	0						14
14	14	6	4/4	1	0						15
15	15	6	4/4	1	0						16
16	16	6	4/4	1	0						17
17	17	6	4/4	1	0						18
18	18	6	4/4	1	0						19
19	19	6	4/4	1	0						20
20	20	6	4/4	1	0						21
21	21	6	4/4	1	0						22
22	22	6	4/4	1	0						23
23	23	6	4/4	1	0						24
24	24	6	4/4	1	0						25
25	25	6	4/4	1	0						26
26	26	6	4/4	1	0						27
27	27	6	4/4	1	0						28
28	28	6	4/4	1	0						29
29	29	6	4/4	1	0						30
30	30	6	4/4	1	0						31
31	31	6	4/4	1	0						32
32	32	6	4/4	1	0						33
33	33	6	4/4	1	0						34
34	34	6	4/4	1	0						35
35	35	6	4/4	1	0	lastMeasure		end			-1
