mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-6	2/2	1	0	firstMeasure					2
2	2	-6	2/2	1	0						3
3	3	-6	2/2	1	0						4
4	4	-6	2/2	1	0						5
5	5	-6	2/2	1	0						6
6	6	-6	2/2	1	0						7
7	7	-6	2/2	1	0						8
8	8	-6	2/2	1	0						9
9	9	-6	2/2	1	0						10
10	10	-6	2/2	1	0						11
11	11	-6	2/2	1	0						12
12	12	-6	2/2	1	0						13
13	13	-6	2/2	1	0						14
14	14	-6	2/2	1	0						15
15	15	-6	2/2	1	0						16
16	16	-6	2/2	1	0						17
17	17	-6	2/2	1	0						18
18	18	-6	2/2	1	0						19
19	19	-6	2/2	1	0						20
20	20	-6	2/2	3/4	0			start-repeat			21
21	20	-6	2/2	1/4	3/4	startRepeat		start-repeat		1	22
22	21	-6	2/2	1	0						23
23	22	-6	2/2	1	0						24
24	23	-6	2/2	1	0						25
25	24	-6	2/2	1	0						26
26	25	-6	2/2	1	0						27
27	26	-6	2/2	1	0						28
28	27	-6	2/2	1	0						29
29	28	-6	2/2	1	0						30
30	29	-6	2/2	1	0						31
31	30	-6	2/2	1	0						32
32	31	-6	2/2	1	0						33
33	32	-6	2/2	1	0						34
34	33	-6	2/2	1	0						35
35	34	-6	2/2	1	0						36
36	35	-6	2/2	1	0						37
37	36	-6	2/2	1	0						38
38	37	-6	2/2	1	0						39
39	38	-6	2/2	1	0						40
40	39	-6	2/2	1	0						41
41	40	-6	2/2	1	0						42
42	41	-6	2/2	1	0						43
43	42	-6	2/2	1	0						44
44	43	-6	2/2	1	0						45
45	44	-6	2/2	1	0						46
46	45	-6	2/2	1	0						47
47	46	-6	2/2	1	0						48
48	47	-6	2/2	1	0						49
49	48	-6	2/2	1	0						50
50	49	-6	2/2	1	0						51
51	50	-6	2/2	1	0						52
52	51	-6	2/2	1	0						53
53	52	-6	2/2	1	0						54
54	53	-6	2/2	1	0						55
55	54	-6	2/2	1	0						56
56	55	-6	2/2	1	0						57
57	56	-6	2/2	1	0						58
58	57	-6	2/2	1	0						59
59	58	-6	2/2	1	0						60
60	59	-6	2/2	1	0						61
61	60	-6	2/2	1	0						62
62	61	-6	2/2	1	0						63
63	62	-6	2/2	1	0						64
64	63	-6	2/2	1	0						65
65	64	-6	2/2	1	0						66
66	65	-6	2/2	1	0						67
67	66	-6	2/2	1	0						68
68	67	-6	2/2	1	0						69
69	68	-6	2/2	1	0						70
70	69	-6	2/2	1	0						71
71	70	-6	2/2	1	0						72
72	71	-6	2/2	1	0						73
73	72	-6	2/2	1	0						74
74	73	-6	2/2	1	0						75
75	74	-6	2/2	1	0						76
76	75	-6	2/2	1	0						77
77	76	-6	2/2	1	0						78
78	77	-6	2/2	1	0						79
79	78	-6	2/2	1	0						80
80	79	-6	2/2	3/4	0	endRepeat					21, -1
