mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	6.0	0	0	6/8	2	1	a.i{		a	i		i		i						{	m	1	1	0, -3, 1		0	0
3	3	6	6.0	0	0	6/8	2	1	i7		a	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
5	5	12	3.0	0	0	6/8	2	1	v6		a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
6	6	15	1.5	0	0	6/8	2	1	ii%43(4)		a	i		ii%43(4)		ii	%	43	4				%7	1	1	-4, 0, 2, 1		2	-4
6	6	33/2	1.5	3/8	3/8	6/8	2	1	ii%43		a	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
7	7	18	6.0	0	0	6/8	2	1	V		a	i		V		V							M	1	1	1, 5, 2		1	1
9	9	24	6.0	0	0	6/8	2	1	i/iv		a	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1
11	11	30	6.0	0	0	6/8	2	1	i7/iv		a	i		i7/iv		i		7		iv			mm7	1	1	-1, -4, 0, -3		-1	-1
13	13	36	3.0	0	0	6/8	2	1	v6/iv		a	i		v6/iv		v		6		iv			m	1	1	-3, 1, 0		0	-3
14	14	39	1.5	0	0	6/8	2	1	ii%43(4)/iv		a	i		ii%43(4)/iv		ii	%	43	4	iv			%7	1	1	-5, -1, 1, 0		1	-5
14	14	81/2	1.5	3/8	3/8	6/8	2	1	ii%43/iv		a	i		ii%43/iv		ii	%	43		iv			%7	1	1	-5, -1, 1, -2		1	-5
15	15	42	6.0	0	0	6/8	2	1	V/iv|HC}		a	i		V/iv		V				iv	HC	}	M	1	1	0, 4, 1		0	0
17	17	48	6.0	0	0	6/8	2	1	ii%43/iv{		a	i		ii%43/iv		ii	%	43		iv		{	%7	1	1	-5, -1, 1, -2		1	-5
19	19	54	3.0	0	0	6/8	2	1	ii%65/vi		a	i		ii%65/vi		ii	%	65		vi			%7	1	1	-5, -8, -4, -2		-2	-5
20	20	57	1.5	0	0	6/8	2	1	Fr65/vi		a	i		Fr65/vi	Fr	V		65	b5	V/vi			Fr	1	1	2, -8, -4, -2		-2	2
20	20	117/2	1.5	3/8	3/8	6/8	2	1	V(4)/vi		a	i		V(4)/vi		V			4	vi			M	1	1	-3, -4, -2		-3	-3
21	21	60	6.0	0	0	6/8	2	1	ii%43/vi		a	i		ii%43/vi		ii	%	43		vi			%7	1	1	-8, -4, -2, -5		-2	-8
23	23	66	3.0	0	0	6/8	2	1	ii%65/bi		a	i		ii%65/bi		ii	%	65		bi			%7	1	1	-8, -11, -7, -5		-5	-8
24	24	69	1.5	0	0	6/8	2	1	Fr65/bi		a	i		Fr65/bi	Fr	V		65	b5	V/bi			Fr	1	1	-1, -11, -7, -5		-5	-1
24	24	141/2	1.5	3/8	3/8	6/8	2	1	V(4)/bi		a	i		V(4)/bi		V			4	bi			M	1	1	-6, -7, -5		-6	-6
25	25	72	6.0	0	0	6/8	2	1	ii%43/bi		a	i		ii%43/bi		ii	%	43		bi			%7	1	1	-11, -7, -5, -8		-5	-11
27	27	78	6.0	0	0	6/8	2	1	V43/iv		a	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
29	29	84	6.0	0	0	6/8	2	1	ii%43/bi		a	i		ii%43/bi		ii	%	43		bi			%7	1	1	-11, -7, -5, -8		-5	-11
31	31	90	6.0	0	0	6/8	2	1	V43/iv		a	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
33	33	96	1.5	0	0	6/8	2	1	bII64	VI64/iv	a	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
33	33	195/2	3.0	3/8	3/8	6/8	2	1	bIIM43	VIM43/iv	a	i		bIIM43		bII	M	43					MM7	1	1	-4, 0, -5, -1		-5	-4
34	34	201/2	1.5	3/8	3/8	6/8	2	1	bII64	VI64/iv	a	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
35	35	102	4.5	0	0	6/8	2	1	ii%65		a	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
36	36	213/2	1.5	3/8	3/8	6/8	2	1	#viio43		a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
37	37	108	1.5	0	0	6/8	2	1	VI64		a	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
37	37	219/2	3.0	3/8	3/8	6/8	2	1	VIM43		a	i		VIM43		VI	M	43					MM7	1	1	-3, 1, -4, 0		-4	-3
38	38	225/2	1.5	3/8	3/8	6/8	2	1	VI64		a	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
39	39	114	3.0	0	0	6/8	2	1	V43		a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
40	40	117	3.0	0	0	6/8	2	1	V43(b5)	Fr6/iv	a	i		V43(b5)		V		43	b5				Mm7	1	1	-5, -1, 1, 5		1	-5
41	41	120	6.0	0	0	6/8	2	1	i}{		a	i		i		i						}{	m	1	1	0, -3, 1		0	0
43	43	126	6.0	0	0	6/8	2	1	i7		a	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
45	45	132	3.0	0	0	6/8	2	1	v6		a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
46	46	135	1.5	0	0	6/8	2	1	ii%43(4)		a	i		ii%43(4)		ii	%	43	4				%7	1	1	-4, 0, 2, 1		2	-4
46	46	273/2	1.5	3/8	3/8	6/8	2	1	ii%43		a	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
47	47	138	6.0	0	0	6/8	2	1	V		a	i		V		V							M	1	1	1, 5, 2		1	1
49	49	144	6.0	0	0	6/8	2	1	i/iv		a	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1
51	51	150	6.0	0	0	6/8	2	1	i7/iv		a	i		i7/iv		i		7		iv			mm7	1	1	-1, -4, 0, -3		-1	-1
53	53	156	3.0	0	0	6/8	2	1	v6/iv		a	i		v6/iv		v		6		iv			m	1	1	-3, 1, 0		0	-3
54	54	159	1.5	0	0	6/8	2	1	ii%43(4)/iv		a	i		ii%43(4)/iv		ii	%	43	4	iv			%7	1	1	-5, -1, 1, 0		1	-5
54	54	321/2	1.5	3/8	3/8	6/8	2	1	ii%43/iv		a	i		ii%43/iv		ii	%	43		iv			%7	1	1	-5, -1, 1, -2		1	-5
55	55	162	6.0	0	0	6/8	2	1	V/iv|HC}		a	i		V/iv		V				iv	HC	}	M	1	1	0, 4, 1		0	0
57	57	168	6.0	0	0	6/8	2	1	ii%43/iv{		a	i		ii%43/iv		ii	%	43		iv		{	%7	1	1	-5, -1, 1, -2		1	-5
59	59	174	3.0	0	0	6/8	2	1	ii%65/vi		a	i		ii%65/vi		ii	%	65		vi			%7	1	1	-5, -8, -4, -2		-2	-5
60	60	177	1.5	0	0	6/8	2	1	Fr65/vi		a	i		Fr65/vi	Fr	V		65	b5	V/vi			Fr	1	1	2, -8, -4, -2		-2	2
60	60	357/2	1.5	3/8	3/8	6/8	2	1	V(4)/vi		a	i		V(4)/vi		V			4	vi			M	1	1	-3, -4, -2		-3	-3
61	61	180	6.0	0	0	6/8	2	1	ii%43/vi		a	i		ii%43/vi		ii	%	43		vi			%7	1	1	-8, -4, -2, -5		-2	-8
63	63	186	3.0	0	0	6/8	2	1	ii%65/bi		a	i		ii%65/bi		ii	%	65		bi			%7	1	1	-8, -11, -7, -5		-5	-8
64	64	189	1.5	0	0	6/8	2	1	Fr65/bi		a	i		Fr65/bi	Fr	V		65	b5	V/bi			Fr	1	1	-1, -11, -7, -5		-5	-1
64	64	381/2	1.5	3/8	3/8	6/8	2	1	V(4)/bi		a	i		V(4)/bi		V			4	bi			M	1	1	-6, -7, -5		-6	-6
65	65	192	6.0	0	0	6/8	2	1	ii%43/bi		a	i		ii%43/bi		ii	%	43		bi			%7	1	1	-11, -7, -5, -8		-5	-11
67	67	198	6.0	0	0	6/8	2	1	V43/iv		a	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
69	69	204	6.0	0	0	6/8	2	1	ii%43/bi		a	i		ii%43/bi		ii	%	43		bi			%7	1	1	-11, -7, -5, -8		-5	-11
71	71	210	6.0	0	0	6/8	2	1	V43/iv		a	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
73	73	216	1.5	0	0	6/8	2	1	bII64	VI64/iv	a	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
73	73	435/2	3.0	3/8	3/8	6/8	2	1	bIIM43	VIM43/iv	a	i		bIIM43		bII	M	43					MM7	1	1	-4, 0, -5, -1		-5	-4
74	74	441/2	1.5	3/8	3/8	6/8	2	1	VI64/iv		a	i		VI64/iv		VI		64		iv			M	1	1	-4, -5, -1		-5	-4
75	75	222	4.5	0	0	6/8	2	1	ii%65		a	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
