mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/2	2	1		A.I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	2/2	2	1		V		A	I		V	V							M	0	0	1, 5, 2		1	1
1	1	3/4	3/4	2/2	2	1		V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	0	0	2/2	2	1		V(64)		A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
2	2	1/4	1/4	2/2	2	1		V7(94)		A	I		V7(94)	V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
2	2	1/2	1/2	2/2	2	1		I		A	I		I	I							M	0	0	0, 4, 1		0	0
3	3	0	0	2/2	2	1		V[V(4)		A	I	V	V(4)	V			4				M	0	0	1, 0, 2		1	1
3	3	1/2	1/2	2/2	2	1		vii%7/V		A	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
4	4	0	0	2/2	2	1		V7(4)		A	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
4	4	1/4	1/4	2/2	2	1		V7]		A	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	1/2	1/2	2/2	2	1		I|PAC}		A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
5	5	0	0	2/2	2	1		{		A	I									{		0	0				
5	5	1/2	1/2	2/2	2	1		V		A	I		V	V							M	0	0	1, 5, 2		1	1
5	5	3/4	3/4	2/2	2	1		V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	0	0	2/2	2	1		V(964)		A	I		V(964)	V			964				M	0	0	1, 0, 4	3	1	1
6	6	1/4	1/4	2/2	2	1		V7(94)		A	I		V7(94)	V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
6	6	1/2	1/2	2/2	2	1		I		A	I		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	2/2	2	1		V[V(64)		A	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	1/2	1/2	2/2	2	1		vii%7/V		A	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
8	8	0	0	2/2	2	1		V7(4)		A	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
8	8	1/4	1/4	2/2	2	1		V7]		A	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	1/2	1/2	2/2	2	1		I|PAC}		A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
9	9	0	0	2/2	2	1		I/V{		A	I		I/V	I				V		{	M	0	0	1, 5, 2		1	1
9	9	1/2	1/2	2/2	2	1		I(64)/V		A	I		I(64)/V	I			64	V			M	0	0	1, 0, 4		1	1
10	10	0	0	2/2	2	1		I/V		A	I		I/V	I				V			M	0	0	1, 5, 2		1	1
10	10	1/4	1/4	2/2	2	1		I(4)/V		A	I		I(4)/V	I			4	V			M	0	0	1, 0, 2		1	1
10	10	1/2	1/2	2/2	2	1		I/V		A	I		I/V	I				V			M	0	0	1, 5, 2		1	1
11	11	0	0	2/2	2	1		V/V[#vii%43/V/V		A	I	V/V	#vii%43/V/V	#vii	%	43		V/V			%7	0	0	1, 5, 7, 4		7	1
12	12	0	0	2/2	2	1		V7(11b9)/V]		A	I	V/V	V7(11b9)/V	V		7	11b9	V			Mm7	0	0	2, 6, 3, 0	1, -3	2	2
12	12	1/2	1/2	2/2	2	1		I/V|PAC}		A	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
13	13	0	0	2/2	2	1		{		A	I									{		0	0				
13	13	1/2	1/2	2/2	2	1		I(64)/V		A	I		I(64)/V	I			64	V			M	0	0	1, 0, 4		1	1
14	14	0	0	2/2	2	1		I(4)/V		A	I		I(4)/V	I			4	V			M	0	0	1, 0, 2		1	1
14	14	1/2	1/2	2/2	2	1		I/V		A	I		I/V	I				V			M	0	0	1, 5, 2		1	1
15	15	0	0	2/2	2	1		V/V[#vii%43/V/V		A	I	V/V	#vii%43/V/V	#vii	%	43		V/V			%7	0	0	1, 5, 7, 4		7	1
16	16	0	0	2/2	2	1		V7(11b9)/V]		A	I	V/V	V7(11b9)/V	V		7	11b9	V			Mm7	0	0	2, 6, 3, 0	1, -3	2	2
16	16	1/2	1/2	2/2	2	1		I/V|PAC}		A	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
17	17	0	0	2/2	2	1		V[ii7{		A	I	V	ii7	ii		7				{	mm7	0	0	2, -1, 3, 0		2	2
18	18	1/4	1/4	2/2	2	1		ii65		A	I	V	ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
20	20	0	0	2/2	2	1		ii7		A	I	V	ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
21	21	0	0	2/2	2	1		ii(9)		A	I	V	ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
21	21	1/4	1/4	2/2	2	1		IVM65		A	I	V	IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
23	23	0	0	2/2	2	1		vii%43/V		A	I	V	vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
25	25	0	0	2/2	2	1		bIIM43/V		A	I	V	bIIM43/V	bII	M	43		V			MM7	0	0	-3, 1, -4, 0		-4	-3
27	27	0	0	2/2	2	1		iv43/V		A	I	V	iv43/V	iv		43		V			mm7	0	0	1, -2, 0, -3		0	1
28	28	0	0	2/2	2	1		vii%65/V/V	#vii%65/ii	A	I	V	vii%65/V/V	vii	%	65		V/V			%7	0	0	4, 1, 5, 7		7	4
29	29	0	0	2/2	2	1		bIIM65		A	I	V	bIIM65	bII	M	65					MM7	0	0	-1, -4, 0, -5		-5	-1
31	31	0	0	2/2	2	1		V7]		A	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	2/2	2	1		V7(9)		A	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
32	32	1/2	1/2	2/2	2	1		V(64)		A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
33	33	1/2	1/2	2/2	2	1		V(b6)		A	I		V(b6)	V			b6				M	0	0	1, 5, -3		1	1
33	33	3/4	3/4	2/2	2	1		V(64)/III		A	I		V(64)/III	V			64	III			M	0	0	5, 4, 8		5	5
34	34	3/4	3/4	2/2	2	1		V(b6+4)/III		A	I		V(b6+4)/III	V			b6+4	III			M	0	0	5, 9, 1	4	5	5
35	35	1/2	1/2	2/2	2	1		V(b6)/III		A	I		V(b6)/III	V			b6	III			M	0	0	5, 9, 1		5	5
