mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	10.0	0	0	3/4	2	1	e.iv{		e	i		iv		iv						{	m	1	1	-1, -4, 0		-1	-1
4	4	10	1.0	1/4	1/4	3/4	2	1	iv(+#4)		e	i		iv(+#4)		iv			+#4				m	1	1	-1, -4, 0	5	-1	-1
4	4	11	1.0	1/2	1/2	3/4	2	1	IV		e	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
5	5	12	4.0	0	0	3/4	2	1	i6(#7)		e	i		i6(#7)		i		6	#7				m	1	1	-3, 1, 5		0	-3
6	6	16	1.0	1/4	1/4	3/4	2	1	i6(#6)		e	i		i6(#6)		i		6	#6				m	1	1	-3, 1, 0	3	0	-3
6	6	17	1.0	1/2	1/2	3/4	2	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	7	18	6.0	0	0	3/4	2	1	V43(#9)		e	i		V43(#9)		V		43	#9				Mm7	1	1	2, -1, 1, 5	3	1	2
9	9	24	6.0	0	0	3/4	2	1	i|IAC}		e	i		i		i					IAC	}	m	1	1	0, -3, 1		0	0
11	11	30	4.0	0	0	3/4	2	1	iv/v{		e	i		iv/v		iv				v		{	m	1	1	0, -3, 1		0	0
12	12	34	1.0	1/4	1/4	3/4	2	1	iv(+#4)/v		e	i		iv(+#4)/v		iv			+#4	v			m	1	1	0, -3, 1	6	0	0
12	12	35	1.0	1/2	1/2	3/4	2	1	IV/v		e	i		IV/v		IV				v			M	1	1	0, 4, 1		0	0
13	13	36	4.0	0	0	3/4	2	1	i6(#7)/v		e	i		i6(#7)/v		i		6	#7	v			m	1	1	-2, 2, 6		1	-2
14	14	40	2.0	1/4	1/4	3/4	2	1	i6/v		e	i		i6/v		i		6		v			m	1	1	-2, 2, 1		1	-2
15	15	42	6.0	0	0	3/4	2	1	V43(#9)/V		e	i		V43(#9)/V		V		43	#9	V			Mm7	1	1	3, 0, 2, 6	11	2	3
17	17	48	6.0	0	0	3/4	2	1	I/V|HC}		e	i		I/V		I				V	HC	}	M	1	1	1, 5, 2		1	1
19	19	54	7.0	0	0	3/4	2	1	ii%43{		e	i		ii%43		ii	%	43				{	%7	1	1	-4, 0, 2, -1		2	-4
21	21	61	4.0	1/4	1/4	3/4	2	1	V(13)		e	i		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
22	22	65	1.0	1/2	1/2	3/4	2	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
23	23	66	7.0	0	0	3/4	2	1	ii%43		e	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
25	25	73	4.0	1/4	1/4	3/4	2	1	V(13)		e	i		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
26	26	77	1.0	1/2	1/2	3/4	2	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
27	27	78	2.0	0	0	3/4	2	1	iio64		e	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
27	27	80	1.0	1/2	1/2	3/4	2	1	V7/V	Fr6	e	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
28	28	81	3.0	0	0	3/4	2	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
29	29	84	2.0	0	0	3/4	2	1	iio64		e	i		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
29	29	86	1.0	1/2	1/2	3/4	2	1	V7/V	Fr6	e	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
30	30	87	15.0	0	0	3/4	2	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
35	35	102	2.0	0	0	3/4	2	1	iv6		e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
35	35	104	1.0	1/2	1/2	3/4	2	1	iv6(+b6)	bIIM43	e	i		iv6(+b6)		iv		6	+b6				m	1	1	-4, 0, -1	-5	-1	-4
36	36	105	3.0	0	0	3/4	2	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	108	2.0	0	0	3/4	2	1	iv6/VII		e	i		iv6/VII		iv		6		VII			m	1	1	-6, -2, -3		-3	-6
37	37	110	1.0	1/2	1/2	3/4	2	1	iv6(+b6)/VII	bIIM43/VII	e	i		iv6(+b6)/VII		iv		6	+b6	VII			m	1	1	-6, -2, -3	-7	-3	-6
