mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	9	34	1.0	1/4	1/4	4/4	2	1		vii%43/V/III		e	i		vii%43/V/III	vii	%	43		V/III			%7	1	1	-3, 1, 3, 0		3	-3
11	9	35	1.0	1/2	1/2	4/4	2	1		V(6)/III		e	i		V(6)/III	V			6	III			M	1	1	-2, 2, 1		-2	-2
11	9	36	1.0	3/4	3/4	4/4	2	1		V/III		e	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	10	37	1.0	0	0	4/4	2	1		IV/III		e	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
12	10	38	1.0	1/4	1/4	4/4	2	1		vii%43/III		e	i		vii%43/III	vii	%	43		III			%7	1	1	-4, 0, 2, -1		2	-4
12	10	39	1.0	1/2	1/2	4/4	2	1		III[I/III		e	i	III	I/III	I				III			M	1	1	-3, 1, -2		-3	-3
12	10	40	1.0	3/4	3/4	4/4	2	1		V/III		e	i	III	V/III	V				III			M	1	1	-2, 2, -1		-2	-2
13	11	41	1.0	0	0	4/4	2	1		vi6/III	i6	e	i	III	vi6/III	vi		6		III			m	1	1	-3, 1, 0		0	-3
13	11	42	1.0	1/4	1/4	4/4	2	1		V6/III	VII6	e	i	III	V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
13	11	43	1.0	1/2	1/2	4/4	2	1		IV6/III	VI6	e	i	III	IV6/III	IV		6		III			M	1	1	0, -3, -4		-4	0
13	11	44	1.0	3/4	3/4	4/4	2	1		iii6/III	v6	e	i	III	iii6/III	iii		6		III			m	1	1	-2, 2, 1		1	-2
14	12	45	1.0	0	0	4/4	2	1		ii6/III	iv6	e	i	III	ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
14	12	46	1.0	1/4	1/4	4/4	2	1		V]		e	i	III	V	V							M	1	1	1, 5, 2		1	1
14	12	47	1.0	1/2	1/2	4/4	2	1		V64(#7)		e	i		V64(#7)	V		64	#7				M	1	1	2, 6, 5		1	2
14	12	48	1.0	3/4	3/4	4/4	2	1		V43(b5)|HC}		e	i		V43(b5)	V		43	b5		HC	}	Mm7	1	1	-5, -1, 1, 5		1	-5
15	13	49	1.0	0	0	4/4	2	1		i{		e	i		i	i						{	m	1	1	0, -3, 1		0	0
15	13	50	1.0	1/4	1/4	4/4	2	1		i2		e	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
15	13	51	1.0	1/2	1/2	4/4	2	1		#vi%7		e	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
15	13	52	1.0	3/4	3/4	4/4	2	1		VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
16	14	53	1.0	0	0	4/4	2	1		v		e	i		v	v							m	1	1	1, -2, 2		1	1
16	14	54	1.0	1/4	1/4	4/4	2	1		iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	14	55	1.0	1/2	1/2	4/4	2	1		V64(6)		e	i		V64(6)	V		64	6				M	1	1	-3, 1, 5		1	-3
16	14	56	0.5	3/4	3/4	4/4	2	1		V43		e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
16	14	113/2	0.5	7/8	7/8	4/4	2	1		#viio65		e	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
17	15	57	1.0	0	0	4/4	2	1		bII		e	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
17	15	58	1.0	1/4	1/4	4/4	2	1		VIM7	IVM7/III	e	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
17	15	59	1.0	1/2	1/2	4/4	2	1		VII	V/III	e	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
17	15	60	2.0	3/4	3/4	4/4	2	1		iv7		e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
18	16			0	0	4/4	2	1	1	V		e	i		V	V							M	1	1	1, 5, 2		1	1
18	16			1/4	1/4	4/4	2	1	1	i|PAC}		e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
19	16	62	3.0	1/4	1/4	4/4	2	1	2	V|HC}		e	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
20	17	65	9.0	0	0	3/4	2	1		I.I[I{		e	I	I	I	I						{	M	1	0	0, 4, 1		0	0
23	20	74	6.0	0	0	3/4	2	1		ii64(+4)		e	I	I	ii64(+4)	ii		64	+4				m	1	0	3, 2, -1	1	2	3
25	22	80	6.0	0	0	3/4	2	1		IM7		e	I	I	IM7	I	M	7					MM7	1	0	0, 4, 1, 5		0	0
27	24	86	4.0	0	0	3/4	2	1		ii6(+4)		e	I	I	ii6(+4)	ii		6	+4				m	1	0	-1, 3, 2	1	2	-1
28	25	90	2.0	1/4	1/4	3/4	2	1		V		e	I	I	V	V							M	1	0	1, 5, 2		1	1
29	26	92	3.0	0	0	3/4	2	1		I]|PAC}		e	I	I	I	I					PAC	}	M	1	0	0, 4, 1		0	0
30	27	95	3.0	0	0	3/4	2	1		V[I/V{		e	I	V	I/V	I				V		{	M	1	0	1, 5, 2		1	1
31	28	98	6.0	0	0	3/4	2	1		ii64(+4)/V		e	I	V	ii64(+4)/V	ii		64	+4	V			m	1	0	4, 3, 0	2	3	4
33	30	104	6.0	0	0	3/4	2	1		IM7/V		e	I	V	IM7/V	I	M	7		V			MM7	1	0	1, 5, 2, 6		1	1
35	32	110	3.0	0	0	3/4	2	1		ii6(+4)/V		e	I	V	ii6(+4)/V	ii		6	+4	V			m	1	0	0, 4, 3	2	3	0
36	33	113	3.0	0	0	3/4	2	1		V/V		e	I	V	V/V	V				V			M	1	0	2, 6, 3		2	2
37	34	116	3.0	0	0	3/4	2	1		I/V]|PAC}		e	I	V	I/V	I				V	PAC	}	M	1	0	1, 5, 2		1	1
38	35	119	3.0	0	0	3/4	2	1		vii.i{		e	vii		i	i						{	m	1	1	0, -3, 1		0	0
39	36	122	3.0	0	0	3/4	2	1		IV		e	vii		IV	IV							M	1	1	-1, 3, 0		-1	-1
40	37	125	3.0	0	0	3/4	2	1		i		e	vii		i	i							m	1	1	0, -3, 1		0	0
41	38	128	3.0	0	0	3/4	2	1		V		e	vii		V	V							M	1	1	1, 5, 2		1	1
42	39	131	3.0	0	0	3/4	2	1		i/v		e	vii		i/v	i				v			m	1	1	1, -2, 2		1	1
43	40	134	3.0	0	0	3/4	2	1		IV/v		e	vii		IV/v	IV				v			M	1	1	0, 4, 1		0	0
44	41	137	3.0	0	0	3/4	2	1		i/v		e	vii		i/v	i				v			m	1	1	1, -2, 2		1	1
45	42	140	3.0	0	0	3/4	2	1		V/v		e	vii		V/v	V				v			M	1	1	2, 6, 3		2	2
46	43	143	3.0	0	0	3/4	2	1		i/ii		e	vii		i/ii	i				ii			m	1	1	2, -1, 3		2	2
47	44	146	3.0	0	0	3/4	2	1		IV/ii		e	vii		IV/ii	IV				ii			M	1	1	1, 5, 2		1	1
48	45	149	3.0	0	0	3/4	2	1		i/ii		e	vii		i/ii	i				ii			m	1	1	2, -1, 3		2	2
49	46	152	3.0	0	0	3/4	2	1		V/ii		e	vii		V/ii	V				ii			M	1	1	3, 7, 4		3	3
50	47	155	3.0	0	0	3/4	2	1		i/#vi		e	vii		i/#vi	i				#vi			m	1	1	3, 0, 4		3	3
51	48	158	3.0	0	0	3/4	2	1		IV/#vi		e	vii		IV/#vi	IV				#vi			M	1	1	2, 6, 3		2	2
52	49	161	3.0	0	0	3/4	2	1		i/#vi		e	vii		i/#vi	i				#vi			m	1	1	3, 0, 4		3	3
53	50	164	3.0	0	0	3/4	2	1		IV/#vi		e	vii		IV/#vi	IV				#vi			M	1	1	2, 6, 3		2	2
54	51	167	1.0	0	0	3/4	2	1		i/#vi		e	vii		i/#vi	i				#vi			m	1	1	3, 0, 4		3	3
54	51	168	2.0	1/4	1/4	3/4	2	1		IV/#vi		e	vii		IV/#vi	IV				#vi			M	1	1	2, 6, 3		2	2
55	52	170	1.0	0	0	3/4	2	1		i/#vi		e	vii		i/#vi	i				#vi			m	1	1	3, 0, 4		3	3
55	52	171	2.0	1/4	1/4	3/4	2	1		IV/#vi		e	vii		IV/#vi	IV				#vi			M	1	1	2, 6, 3		2	2
56	53	173	1.0	0	0	3/4	2	1		i/#vi		e	vii		i/#vi	i				#vi			m	1	1	3, 0, 4		3	3
56	53	174	2.0	1/4	1/4	3/4	2	1		IV/#vi		e	vii		IV/#vi	IV				#vi			M	1	1	2, 6, 3		2	2
57	54	176	1.0	0	0	3/4	2	1		i/#vi		e	vii		i/#vi	i				#vi			m	1	1	3, 0, 4		3	3
57	54	177	12.0	1/4	1/4	3/4	2	1		IV/#vi		e	vii		IV/#vi	IV				#vi			M	1	1	2, 6, 3		2	2
61	58	189	2.0	1/4	1/4	3/4	2	1		I.bII		e	I		bII	bII							M	1	0	-5, -1, -4		-5	-5
62	59	191	12.0	0	0	3/4	2	1		V|HC}		e	I		V	V					HC	}	M	1	0	1, 5, 2		1	1
66	63	203	3.0	0	0	3/4	2	1		I[I{		e	I	I	I	I						{	M	1	0	0, 4, 1		0	0
67	64	206	6.0	0	0	3/4	2	1		ii64(+4)		e	I	I	ii64(+4)	ii		64	+4				m	1	0	3, 2, -1	1	2	3
69	66	212	6.0	0	0	3/4	2	1		IM7		e	I	I	IM7	I	M	7					MM7	1	0	0, 4, 1, 5		0	0
71	68	218	4.0	0	0	3/4	2	1		ii6(+4)		e	I	I	ii6(+4)	ii		6	+4				m	1	0	-1, 3, 2	1	2	-1
72	69	222	2.0	1/4	1/4	3/4	2	1		V		e	I	I	V	V							M	1	0	1, 5, 2		1	1
73	70	224	7.0	0	0	3/4	2	1		I|PAC}		e	I	I	I	I					PAC	}	M	1	0	0, 4, 1		0	0
75	72	230	0.0	0	0	3/4	2	2		{		e	I	I								{		1	0				
75	72	231	2.0	1/4	1/4	3/4	2	1		V		e	I	I	V	V							M	1	0	1, 5, 2		1	1
76	73	233	7.0	0	0	3/4	2	1		I		e	I	I	I	I							M	1	0	0, 4, 1		0	0
78	75	240	9.0	1/4	1/4	3/4	2	1		V]|HC}		e	I	I	V	V					HC	}	M	1	0	1, 5, 2		1	1
81	78	249	1.0	1/4	1/4	2/4	2	1		V{		e	I		V	V						{	M	1	0	1, 5, 2		1	1
82	79	250	1.0	0	0	4/4	2	1		i.i		e	i		i	i							m	1	1	0, -3, 1		0	0
82	79	251	1.0	1/4	1/4	4/4	2	1		i2		e	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
82	79	252	1.0	1/2	1/2	4/4	2	1		#vi%7		e	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
82	79	253	1.0	3/4	3/4	4/4	2	1		VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
83	80	254	1.0	0	0	4/4	2	1		v		e	i		v	v							m	1	1	1, -2, 2		1	1
83	80	255	1.0	1/4	1/4	4/4	2	1		iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
83	80	256	1.0	1/2	1/2	4/4	2	1		V64(6)		e	i		V64(6)	V		64	6				M	1	1	-3, 1, 5		1	-3
83	80	257	0.5	3/4	3/4	4/4	2	1		V43		e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
83	80	515/2	0.5	7/8	7/8	4/4	2	1		#viio65		e	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
84	81	258	1.0	0	0	4/4	2	1		bII		e	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
84	81	259	1.0	1/4	1/4	4/4	2	1		VIM7	IVM7/III	e	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
84	81	260	1.0	1/2	1/2	4/4	2	1		VII	V/III	e	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
84	81	261	1.0	3/4	3/4	4/4	2	1		iv7		e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
85	82	262	1.0	0	0	4/4	2	1		V		e	i		V	V							M	1	1	1, 5, 2		1	1
85	82	263	2.0	1/4	1/4	4/4	2	1		i[i|PAC}{		e	i	i	i	i					PAC	}{	m	1	1	0, -3, 1		0	0
85	82	265	1.0	3/4	3/4	4/4	2	1		V64		e	i	i	V64	V		64					M	1	1	2, 1, 5		1	2
86	83	266	1.0	0	0	4/4	2	1		VIM65	i(+6)	e	i	i	VIM65	VI	M	65					MM7	1	1	0, -3, 1, -4		-4	0
86	83	267	1.0	1/4	1/4	4/4	2	1		i7		e	i	i	i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
86	83	268	1.0	1/2	1/2	4/4	2	1		i]		e	i	i	i	i							m	1	1	0, -3, 1		0	0
86	83	269	1.0	3/4	3/4	4/4	2	1		ii7(9)		e	i		ii7(9)	ii		7	9				mm7	1	1	2, -1, 3, 0	-3	2	2
87	84	270	1.0	0	0	4/4	2	1		IIIM7		e	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
87	84	271	1.0	1/4	1/4	4/4	2	1		iv7		e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
87	84	272	1.0	1/2	1/2	4/4	2	1		v		e	i		v	v							m	1	1	1, -2, 2		1	1
87	84	273	1.0	3/4	3/4	4/4	2	1		V7/VI		e	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
88	85	274	0.5	0	0	4/4	2	1		bII	IV/VI	e	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
88	85	549/2	0.5	1/8	1/8	4/4	2	1		vii%43/VI		e	i		vii%43/VI	vii	%	43		VI			%7	1	1	-5, -1, 1, -2		1	-5
88	85	275	1.0	1/4	1/4	4/4	2	1		VI	IV/III	e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
88	85	276	0.5	1/2	1/2	4/4	2	1		VII	V/III	e	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
88	85	553/2	0.5	5/8	5/8	4/4	2	1		IIIM43		e	i		IIIM43	III	M	43					MM7	1	1	-2, 2, -3, 1		-3	-2
88	85	277	1.0	3/4	3/4	4/4	2	1		iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
89	86	278	1.0	0	0	4/4	2	1		V		e	i		V	V							M	1	1	1, 5, 2		1	1
89	86	279	2.0	1/4	1/4	4/4	2	1		i|PAC}		e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
89	86	281	1.0	3/4	3/4	4/4	2	1		V/III{		e	i		V/III	V				III		{	M	1	1	-2, 2, -1		-2	-2
90	87	282	1.0	0	0	4/4	2	1		I/III		e	i		I/III	I				III			M	1	1	-3, 1, -2		-3	-3
90	87	283	1.0	1/4	1/4	4/4	2	1		vii%43/V/III		e	i		vii%43/V/III	vii	%	43		V/III			%7	1	1	-3, 1, 3, 0		3	-3
90	87	284	1.0	1/2	1/2	4/4	2	1		V(6)/III		e	i		V(6)/III	V			6	III			M	1	1	-2, 2, 1		-2	-2
90	87	285	1.0	3/4	3/4	4/4	2	1		V/III		e	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
91	88	286	1.0	0	0	4/4	2	1		IV/III		e	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
91	88	287	1.0	1/4	1/4	4/4	2	1		vii%43/III		e	i		vii%43/III	vii	%	43		III			%7	1	1	-4, 0, 2, -1		2	-4
91	88	288	1.0	1/2	1/2	4/4	2	1		III[I/III		e	i	III	I/III	I				III			M	1	1	-3, 1, -2		-3	-3
91	88	289	1.0	3/4	3/4	4/4	2	1		V/III		e	i	III	V/III	V				III			M	1	1	-2, 2, -1		-2	-2
92	89	290	1.0	0	0	4/4	2	1		vi6/III	i6	e	i	III	vi6/III	vi		6		III			m	1	1	-3, 1, 0		0	-3
92	89	291	1.0	1/4	1/4	4/4	2	1		V6/III	VII6	e	i	III	V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
92	89	292	1.0	1/2	1/2	4/4	2	1		IV6/III	VI6	e	i	III	IV6/III	IV		6		III			M	1	1	0, -3, -4		-4	0
92	89	293	1.0	3/4	3/4	4/4	2	1		iii6/III	v6	e	i	III	iii6/III	iii		6		III			m	1	1	-2, 2, 1		1	-2
93	90	294	1.0	0	0	4/4	2	1		ii6/III	iv6	e	i	III	ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
93	90	295	1.0	1/4	1/4	4/4	2	1		V]		e	i	III	V	V							M	1	1	1, 5, 2		1	1
93	90	296	1.0	1/2	1/2	4/4	2	1		V64(#7)		e	i		V64(#7)	V		64	#7				M	1	1	2, 6, 5		1	2
93	90	297	1.0	3/4	3/4	4/4	2	1		V43(b5)|HC}		e	i		V43(b5)	V		43	b5		HC	}	Mm7	1	1	-5, -1, 1, 5		1	-5
94	91	298	1.0	0	0	4/4	2	1		i{		e	i		i	i						{	m	1	1	0, -3, 1		0	0
94	91	299	1.0	1/4	1/4	4/4	2	1		i2		e	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
94	91	300	1.0	1/2	1/2	4/4	2	1		#vi%7		e	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
94	91	301	1.0	3/4	3/4	4/4	2	1		VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
95	92	302	1.0	0	0	4/4	2	1		v		e	i		v	v							m	1	1	1, -2, 2		1	1
95	92	303	1.0	1/4	1/4	4/4	2	1		iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
95	92	304	1.0	1/2	1/2	4/4	2	1		V64(6)		e	i		V64(6)	V		64	6				M	1	1	-3, 1, 5		1	-3
95	92	305	0.5	3/4	3/4	4/4	2	1		V43		e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
95	92	611/2	0.5	7/8	7/8	4/4	2	1		#viio65		e	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
96	93	306	1.0	0	0	4/4	2	1		bII		e	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
96	93	307	1.0	1/4	1/4	4/4	2	1		VIM7	IVM7/III	e	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
96	93	308	1.0	1/2	1/2	4/4	2	1		VII	V/III	e	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
96	93	309	2.0	3/4	3/4	4/4	2	1		iv7		e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
97	94	311	2.0	1/4	1/4	4/4	2	1		V		e	i		V	V							M	1	1	1, 5, 2		1	1
97	94	313	4.0	3/4	3/4	4/4	2	1		i|PAC}		e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
