mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	2	1		Eb.I[I{		Eb	I	I	I	I						{	M	0	0	0, 4, 1		0	0
2	2	0	0	2/4	2	1		viio2(4)		Eb	I	I	viio2(4)	vii	o	2	4				o7	0	0	-4, 5, 4, -1		5	-4
2	2	1/8	1/8	2/4	2	1		viio2(#2)		Eb	I	I	viio2(#2)	vii	o	2	#2				o7	0	0	-4, 5, 7, -1		5	-4
2	2	1/4	1/4	2/4	2	1		viio2		Eb	I	I	viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
4	4	0	0	2/4	2	1		I(9)		Eb	I	I	I(9)	I			9				M	0	0	0, 4, 1	2	0	0
4	4	1/8	1/8	2/4	2	1		I(7)		Eb	I	I	I(7)	I			7				M	0	0	0, 4, 1	5	0	0
4	4	1/4	1/4	2/4	2	1		I]		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
5	5	0	0	2/4	2	1		iii.ii%65		Eb	iii		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
5	5	1/4	1/4	2/4	2	1		i6(+6)		Eb	iii		i6(+6)	i		6	+6				m	0	1	-3, 1, 0	-4	0	-3
6	6	0	0	2/4	2	1		ii%7		Eb	iii		ii%7	ii	%	7					%7	0	1	2, -1, -4, 0		2	2
6	6	1/4	1/4	2/4	2	1		VIM2	V64(+6)	Eb	iii		VIM2	VI	M	2					MM7	0	1	1, -4, 0, -3		-4	1
7	7	0	0	2/4	2	1		ii%65		Eb	iii		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
7	7	1/4	1/4	2/4	2	1		i6(+6)		Eb	iii		i6(+6)	i		6	+6				m	0	1	-3, 1, 0	-4	0	-3
8	8	0	0	2/4	2	1		ii%7		Eb	iii		ii%7	ii	%	7					%7	0	1	2, -1, -4, 0		2	2
8	8	1/4	1/4	2/4	2	1		VIM2	V64(+6)	Eb	iii		VIM2	VI	M	2					MM7	0	1	1, -4, 0, -3		-4	1
9	9	0	0	2/4	2	1		ii%65		Eb	iii		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
9	9	1/8	1/8	2/4	2	1		iv7	ii%65	Eb	iii		iv7	iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
10	10	0	0	2/4	2	1		VI(6#4#2)		Eb	iii		VI(6#4#2)	VI			6#4#2				M	0	1	-4, 5, 9, -1		-4	-4
10	10	1/4	1/4	2/4	2	1		VI		Eb	iii		VI	VI							M	0	1	-4, 0, -3		-4	-4
11	11	0	0	2/4	2	1		I.ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	1/8	1/8	2/4	2	1		IVM7	ii65	Eb	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
12	12	0	0	2/4	2	1		V(#7#54)		Eb	I		V(#7#54)	V			#7#54				M	0	0	1, 0, 9	6	1	1
12	12	3/8	3/8	2/4	2	1		V(64)|HC}		Eb	I		V(64)	V			64		HC	}	M	0	0	1, 0, 4		1	1
13	13	0	0	2/4	2	1		I[I{		Eb	I	I	I	I						{	M	0	0	0, 4, 1		0	0
14	14	0	0	2/4	2	1		viio2(4)		Eb	I	I	viio2(4)	vii	o	2	4				o7	0	0	-4, 5, 4, -1		5	-4
14	14	1/8	1/8	2/4	2	1		viio2(#2)		Eb	I	I	viio2(#2)	vii	o	2	#2				o7	0	0	-4, 5, 7, -1		5	-4
14	14	1/4	1/4	2/4	2	1		viio2		Eb	I	I	viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
16	16	0	0	2/4	2	1		I(9)		Eb	I	I	I(9)	I			9				M	0	0	0, 4, 1	2	0	0
16	16	1/8	1/8	2/4	2	1		I(7)		Eb	I	I	I(7)	I			7				M	0	0	0, 4, 1	5	0	0
16	16	1/4	1/4	2/4	2	1		I]		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
17	17	0	0	2/4	2	1		V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
17	17	1/4	1/4	2/4	2	1		V43/V		Eb	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
18	18	0	0	2/4	2	1		ii7		Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
18	18	1/4	1/4	2/4	2	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	19	0	0	2/4	2	1		ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
19	19	1/8	1/8	2/4	2	1		IVM7	ii65	Eb	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
20	20	0	0	2/4	2	1		#viio7/vi		Eb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
20	20	1/4	1/4	2/4	2	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
21	21	0	0	2/4	2	1		ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
21	21	1/8	1/8	2/4	2	1		IVM7	ii65	Eb	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
22	22	0	0	2/4	2	1		V(#7#54)		Eb	I		V(#7#54)	V			#7#54				M	0	0	1, 0, 9	6	1	1
22	22	3/8	3/8	2/4	2	1		V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
23	23	0	0	2/4	2	1		I|IAC}		Eb	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
