mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
18	18	53	1.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
19	19	54	2.0	0	0	3/4	2	1	ii7(9)		C	I	V	ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
19	19	56	1.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
20	20	57	2.0	0	0	3/4	2	1	ii7(9)		C	I	V	ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
20	20	59	4.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
22	22	63	2.0	0	0	3/4	2	1	V7		C	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	22	65	2.0	1/2	1/2	3/4	2	1	V7(6)		C	I	V	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
23	23	67	2.0	1/4	1/4	3/4	2	1	V7]		C	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	69	3.0	0	0	3/4	2	1	I(764)}		C	I		I(764)		I			764			}	M	0	0	0, -1, 3	5	0	0
25	25	72	3.0	0	0	3/4	2	1	I|PAC		C	I		I		I					PAC		M	0	0	0, 4, 1		0	0
26	26	75	3.0	0	0	3/4	2	1	V2/V{		C	I		V2/V		V		2		V		{	Mm7	0	0	0, 2, 6, 3		2	0
27	27	78	3.0	0	0	3/4	2	1	IM65/V		C	I		IM65/V		I	M	65		V			MM7	0	0	5, 2, 6, 1		1	5
28	28	81	3.0	0	0	3/4	2	1	IVM2/V		C	I		IVM2/V		IV	M	2		V			MM7	0	0	5, 0, 4, 1		0	5
29	29	84	3.0	0	0	3/4	2	1	vii%65/V	ii%65/vi/V	C	I		vii%65/V		vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
30	30	87	3.0	0	0	3/4	2	1	V2/vi/V		C	I		V2/vi/V		V		2		vi/V			Mm7	0	0	3, 5, 9, 6		5	3
31	31	90	1.0	0	0	3/4	2	1	i6/vi/V		C	I		i6/vi/V		i		6		vi/V			m	0	0	1, 5, 4		4	1
31	31	91	2.0	1/4	1/4	3/4	2	1	IV/vi/V		C	I		IV/vi/V		IV				vi/V			M	0	0	3, 7, 4		3	3
32	32	93	2.0	0	0	3/4	2	1	V7/vi/V		C	I		V7/vi/V		V		7		vi/V			Mm7	0	0	5, 9, 6, 3		5	5
32	32	95	4.0	1/2	1/2	3/4	2	1	i/vi/V|PAC}		C	I		i/vi/V		i				vi/V	PAC	}	m	0	0	4, 1, 5		4	4
33	33	193/2	0.0	1/8	1/8	3/4	2	1	{		C	I										{		0	0				
34	34	99	2.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
34	34	101	1.0	1/2	1/2	3/4	2	1	ii2		C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
35	35	102	2.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
35	35	104	1.0	1/2	1/2	3/4	2	1	I6(11)		C	I		I6(11)		I		6	11				M	0	0	4, 1, 0	-1	0	4
36	36	105	2.0	0	0	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
36	36	107	1.0	1/2	1/2	3/4	2	1	ii2		C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
37	37	108	3.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	38	111	3.0	0	0	3/4	2	1	ii43		C	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
39	39	114	3.0	0	0	3/4	2	1	ii7(6)		C	I		ii7(6)		ii		7	6				mm7	0	0	2, -1, 5, 0		2	2
40	40	117	3.0	0	0	3/4	2	1	ii2(13)		C	I		ii2(13)		ii		2	13				mm7	0	0	0, 2, -1, 3	5	2	0
41	41	120	3.0	0	0	3/4	2	1	ii2		C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
42	42	123	2.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	125	1.0	1/2	1/2	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	43	126	2.0	0	0	3/4	2	1	V(6)		C	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
43	43	128	1.0	1/2	1/2	3/4	2	1	V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
44	44	129	2.0	0	0	3/4	2	1	I6(11)		C	I		I6(11)		I		6	11				M	0	0	4, 1, 0	-1	0	4
44	44	131	1.0	1/2	1/2	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
45	45	132	3.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
46	46	135	3.0	0	0	3/4	2	1	ii64/bIII		C	I		ii64/bIII		ii		64		bIII			m	0	0	0, -1, -4		-1	0
47	47	138	3.0	0	0	3/4	2	1	ii6(#7)/bIII		C	I		ii6(#7)/bIII		ii		6	#7	bIII			m	0	0	-4, 0, 4		-1	-4
48	48	141	3.0	0	0	3/4	2	1	ii65/bIII		C	I		ii65/bIII		ii		65		bIII			mm7	0	0	-4, 0, -3, -1		-1	-4
49	49	144	3.0	0	0	3/4	2	1	vii%43/bIII		C	I		vii%43/bIII		vii	%	43		bIII			%7	0	0	-4, 0, 2, -1		2	-4
50	50	147	3.0	0	0	3/4	2	1	V7(4)/bIII		C	I		V7(4)/bIII		V		7	4	bIII			Mm7	0	0	-2, -3, -1, -4		-2	-2
51	51	150	3.0	0	0	3/4	2	1	V7(9)/bIII		C	I		V7(9)/bIII		V		7	9	bIII			Mm7	0	0	-2, 2, -1, -4	0	-2	-2
52	52	153	3.0	0	0	3/4	2	1	I(1374)/bIII}		C	I		I(1374)/bIII		I			1374	bIII		}	M	0	0	-3, -4, -2	0, 2	-3	-3
53	53	156	3.0	0	0	3/4	2	1	I/bIII|PAC		C	I		I/bIII		I				bIII	PAC		M	0	0	-3, 1, -2		-3	-3
54	54	159	3.0	0	0	3/4	2	1	ii%65/V/bIII{		C	I		ii%65/V/bIII		ii	%	65		V/bIII		{	%7	0	0	-3, -6, -2, 0		0	-3
55	55	162	3.0	0	0	3/4	2	1	V(4)/V/bIII		C	I		V(4)/V/bIII		V			4	V/bIII			M	0	0	-1, -2, 0		-1	-1
56	56	165	6.0	0	0	3/4	2	1	ii%43/V/bIII		C	I		ii%43/V/bIII		ii	%	43		V/bIII			%7	0	0	-6, -2, 0, -3		0	-6
58	58	171	3.0	0	0	3/4	2	1	ii%65/bII		C	I		ii%65/bII		ii	%	65		bII			%7	0	0	-6, -9, -5, -3		-3	-6
59	59	174	3.0	0	0	3/4	2	1	V(4)/bII		C	I		V(4)/bII		V			4	bII			M	0	0	-4, -5, -3		-4	-4
60	60	177	6.0	0	0	3/4	2	1	ii%43/bII		C	I		ii%43/bII		ii	%	43		bII			%7	0	0	-9, -5, -3, -6		-3	-9
62	62	183	6.0	0	0	3/4	2	1	V43/V		C	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
64	64	189	12.0	0	0	3/4	2	1	Ger6		C	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
68	68	201	6.0	0	0	3/4	2	1	V7/V}		C	I		V7/V		V		7		V		}	Mm7	0	0	2, 6, 3, 0		2	2
70	70	207	2.0	0	0	3/4	2	1	V[ii7(9){		C	I	V	ii7(9)		ii		7	9			{	mm7	0	0	2, -1, 3, 0	4	2	2
70	70	209	1.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
71	71	210	2.0	0	0	3/4	2	1	ii7(9)		C	I	V	ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
71	71	212	1.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
72	72	213	2.0	0	0	3/4	2	1	ii7(9)		C	I	V	ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
72	72	215	4.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
74	74	219	2.0	0	0	3/4	2	1	V7		C	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	221	2.0	1/2	1/2	3/4	2	1	V7(6)		C	I	V	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
75	75	223	2.0	1/4	1/4	3/4	2	1	V7]		C	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	225	3.0	0	0	3/4	2	1	I(764)}		C	I		I(764)		I			764			}	M	0	0	0, -1, 3	5	0	0
77	77	228	3.0	0	0	3/4	2	1	I|PAC		C	I		I		I					PAC		M	0	0	0, 4, 1		0	0
78	78	231	3.0	0	0	3/4	2	1	V2/V{		C	I		V2/V		V		2		V		{	Mm7	0	0	0, 2, 6, 3		2	0
79	79	234	3.0	0	0	3/4	2	1	V6(+6)	ii43/V/V	C	I		V6(+6)		V		6	+6				M	0	0	5, 2, 1	4	1	5
80	80	237	3.0	0	0	3/4	2	1	V2/iii		C	I		V2/iii		V		2		iii			Mm7	0	0	3, 5, 9, 6		5	3
81	81	240	3.0	0	0	3/4	2	1	iii6(+#6)	ii%43/V/iii	C	I		iii6(+#6)		iii		6	+#6				m	0	0	1, 5, 4	7	4	1
82	82	243	3.0	0	0	3/4	2	1	V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
83	83	246	1.0	0	0	3/4	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
83	83	247	2.0	1/4	1/4	3/4	2	1	IV		C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
84	84	249	2.0	0	0	3/4	2	2	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	84	251	4.0	1/2	1/2	3/4	2	1	I|PAC}		C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
85	85	505/2	0.0	1/8	1/8	3/4	2	1	{		C	I										{		0	0				
86	86	255	2.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
86	86	257	1.0	1/2	1/2	3/4	2	1	ii2		C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
87	87	258	2.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
87	87	260	1.0	1/2	1/2	3/4	2	1	I6(11)		C	I		I6(11)		I		6	11				M	0	0	4, 1, 0	-1	0	4
88	88	261	2.0	0	0	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
88	88	263	1.0	1/2	1/2	3/4	2	1	ii2		C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
89	89	264	3.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
90	90	267	3.0	0	0	3/4	2	1	ii43		C	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
91	91	270	3.0	0	0	3/4	2	1	ii7(6)		C	I		ii7(6)		ii		7	6				mm7	0	0	2, -1, 5, 0		2	2
92	92	273	3.0	0	0	3/4	2	1	ii2(13)		C	I		ii2(13)		ii		2	13				mm7	0	0	0, 2, -1, 3	5	2	0
93	93	276	3.0	0	0	3/4	2	1	ii2		C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
94	94	279	2.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
94	94	281	1.0	1/2	1/2	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
95	95	282	2.0	0	0	3/4	2	1	V6(6)		C	I		V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
95	95	284	1.0	1/2	1/2	3/4	2	1	V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
96	96	285	2.0	0	0	3/4	2	1	I6(11)		C	I		I6(11)		I		6	11				M	0	0	4, 1, 0	-1	0	4
96	96	287	1.0	1/2	1/2	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
97	97	288	3.0	0	0	3/4	2	1	V65		C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
98	98	291	4.0	0	0	3/4	2	1	ii64/bIII		C	I		ii64/bIII		ii		64		bIII			m	0	0	0, -1, -4		-1	0
99	99	295	2.0	1/4	1/4	3/4	2	1	ii6(#7)/bIII		C	I		ii6(#7)/bIII		ii		6	#7	bIII			m	0	0	-4, 0, 4		-1	-4
100	100	297	3.0	0	0	3/4	2	1	ii65/bIII		C	I		ii65/bIII		ii		65		bIII			mm7	0	0	-4, 0, -3, -1		-1	-4
101	101	300	3.0	0	0	3/4	2	1	vii%43/bIII		C	I		vii%43/bIII		vii	%	43		bIII			%7	0	0	-4, 0, 2, -1		2	-4
102	102	303	4.0	0	0	3/4	2	1	V7(4)/bIII		C	I		V7(4)/bIII		V		7	4	bIII			Mm7	0	0	-2, -3, -1, -4		-2	-2
103	103	307	2.0	1/4	1/4	3/4	2	1	V7(9)/bIII		C	I		V7(9)/bIII		V		7	9	bIII			Mm7	0	0	-2, 2, -1, -4	0	-2	-2
104	104	309	3.0	0	0	3/4	2	1	I(1374)/bIII}		C	I		I(1374)/bIII		I			1374	bIII		}	M	0	0	-3, -4, -2	0, 2	-3	-3
105	105	312	3.0	0	0	3/4	2	1	I/bIII|PAC		C	I		I/bIII		I				bIII	PAC		M	0	0	-3, 1, -2		-3	-3
106	106	315	3.0	0	0	3/4	2	1	ii%65/V/bIII{		C	I		ii%65/V/bIII		ii	%	65		V/bIII		{	%7	0	0	-3, -6, -2, 0		0	-3
107	107	318	3.0	0	0	3/4	2	1	V(4)/V/bIII		C	I		V(4)/V/bIII		V			4	V/bIII			M	0	0	-1, -2, 0		-1	-1
108	108	321	6.0	0	0	3/4	2	1	ii%43/V/bIII		C	I		ii%43/V/bIII		ii	%	43		V/bIII			%7	0	0	-6, -2, 0, -3		0	-6
110	110	327	3.0	0	0	3/4	2	1	ii%65/bII		C	I		ii%65/bII		ii	%	65		bII			%7	0	0	-6, -9, -5, -3		-3	-6
111	111	330	3.0	0	0	3/4	2	1	V(4)/bII		C	I		V(4)/bII		V			4	bII			M	0	0	-4, -5, -3		-4	-4
112	112	333	6.0	0	0	3/4	2	1	ii%43/bII		C	I		ii%43/bII		ii	%	43		bII			%7	0	0	-9, -5, -3, -6		-3	-9
114	114	339	6.0	0	0	3/4	2	1	V43/V		C	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
116	116	345	12.0	0	0	3/4	2	1	Ger6		C	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
120	120	357	6.0	0	0	3/4	2	1	V7/V}		C	I		V7/V		V		7		V		}	Mm7	0	0	2, 6, 3, 0		2	2
122	122	363	2.0	0	0	3/4	2	1	V[ii7(9){		C	I	V	ii7(9)		ii		7	9			{	mm7	0	0	2, -1, 3, 0	4	2	2
122	122	365	1.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
123	123	366	2.0	0	0	3/4	2	1	ii7(9)		C	I	V	ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
123	123	368	1.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
124	124	369	2.0	0	0	3/4	2	1	ii7(9)		C	I	V	ii7(9)		ii		7	9				mm7	0	0	2, -1, 3, 0	4	2	2
124	124	371	4.0	1/2	1/2	3/4	2	1	ii7		C	I	V	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
126	126	375	2.0	0	0	3/4	2	1	V7		C	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
126	126	377	2.0	1/2	1/2	3/4	2	1	V7(6)		C	I	V	V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
127	127	379	2.0	1/4	1/4	3/4	2	1	V7]		C	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	128	381	3.0	0	0	3/4	2	1	I(764)}		C	I		I(764)		I			764			}	M	0	0	0, -1, 3	5	0	0
129	129	384	3.0	0	0	3/4	2	1	I|PAC		C	I		I		I					PAC		M	0	0	0, 4, 1		0	0
130	130	387	3.0	0	0	3/4	2	1	V2/V{		C	I		V2/V		V		2		V		{	Mm7	0	0	0, 2, 6, 3		2	0
131	131	390	3.0	0	0	3/4	2	1	V6(+6)		C	I		V6(+6)		V		6	+6				M	0	0	5, 2, 1	4	1	5
132	132	393	3.0	0	0	3/4	2	1	V2/iii		C	I		V2/iii		V		2		iii			Mm7	0	0	3, 5, 9, 6		5	3
133	133	396	3.0	0	0	3/4	2	1	iii6(+#6)		C	I		iii6(+#6)		iii		6	+#6				m	0	0	1, 5, 4	7	4	1
134	134	399	3.0	0	0	3/4	2	1	V2		C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
135	135	402	1.0	0	0	3/4	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
135	135	403	2.0	1/4	1/4	3/4	2	1	IV		C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
136	136	405	2.0	0	0	3/4	2	1	V7		C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
136	136	407	2.0	1/2	1/2	3/4	2	1	I|PAC}		C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
137	137	409	2.0	1/4	1/4	3/4	2	1	V2/IV{		C	I		V2/IV		V		2		IV		{	Mm7	0	0	-2, 0, 4, 1		0	-2
138	138	411	2.0	0	0	3/4	2	1	viio65(2)/V		C	I		viio65(2)/V		vii	o	65	2	V			o7	0	0	3, 0, -3, 1		6	3
138	138	413	1.0	1/2	1/2	3/4	2	1	viio65/V		C	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
139	139	414	2.0	0	0	3/4	2	1	ii%43(4)	vii%43(4)/bIII	C	I		ii%43(4)		ii	%	43	4				%7	0	0	-4, 0, 2, 1		2	-4
139	139	416	1.0	1/2	1/2	3/4	2	1	ii%43	vii%43/bIII	C	I		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
140	140	417	2.0	0	0	3/4	2	1	V43(4)/IV		C	I		V43(4)/IV		V		43	4	IV			Mm7	0	0	1, -2, 0, -1		0	1
140	140	419	1.0	1/2	1/2	3/4	2	1	V43/IV		C	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
141	141	420	3.0	0	0	3/4	2	1	V65/V		C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
142	142	423	2.0	0	0	3/4	2	1	ii%43(2)		C	I		ii%43(2)		ii	%	43	2				%7	0	0	-4, 0, 4, -1		2	-4
142	142	425	1.0	1/2	1/2	3/4	2	1	ii%43		C	I		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
143	143	426	2.0	0	0	3/4	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
143	143	428	1.0	1/2	1/2	3/4	2	1	viio2(94)/V		C	I		viio2(94)/V		vii	o	2	94	V			o7	0	0	-3, 6, 5, 0	1	6	-3
144	144	429	2.0	0	0	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
144	144	431	1.0	1/2	1/2	3/4	2	1	V43(b5)	Fr6/IV	C	I		V43(b5)		V		43	b5				Mm7	0	0	-5, -1, 1, 5		1	-5
145	145	432	3.0	0	0	3/4	2	1	V2/IV		C	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
146	146	435	2.0	0	0	3/4	2	1	viio65(2)/V		C	I		viio65(2)/V		vii	o	65	2	V			o7	0	0	3, 0, -3, 1		6	3
146	146	437	1.0	1/2	1/2	3/4	2	1	viio65/V		C	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
147	147	438	2.0	0	0	3/4	2	1	ii%43(4)	vii%43(4)/bIII	C	I		ii%43(4)		ii	%	43	4				%7	0	0	-4, 0, 2, 1		2	-4
147	147	440	1.0	1/2	1/2	3/4	2	1	ii%43	vii%43/bIII	C	I		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
148	148	441	2.0	0	0	3/4	2	1	V43(4)/IV		C	I		V43(4)/IV		V		43	4	IV			Mm7	0	0	1, -2, 0, -1		0	1
148	148	443	1.0	1/2	1/2	3/4	2	1	V43/IV		C	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
149	149	444	3.0	0	0	3/4	2	1	V65/V		C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
150	150	447	2.0	0	0	3/4	2	1	ii%43(2)		C	I		ii%43(2)		ii	%	43	2				%7	0	0	-4, 0, 4, -1		2	-4
150	150	449	1.0	1/2	1/2	3/4	2	1	ii%43		C	I		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
151	151	450	2.0	0	0	3/4	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
151	151	452	1.0	1/2	1/2	3/4	2	1	viio2(94)/V		C	I		viio2(94)/V		vii	o	2	94	V			o7	0	0	-3, 6, 5, 0	1	6	-3
152	152	453	2.0	0	0	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
152	152	455	1.0	1/2	1/2	3/4	2	1	V43(b5)	Fr6/IV	C	I		V43(b5)		V		43	b5				Mm7	0	0	-5, -1, 1, 5		1	-5
153	153	456	2.0	0	0	3/4	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
153	153	458	2.0	1/2	1/2	3/4	2	1	viio2(94)/V		C	I		viio2(94)/V		vii	o	2	94	V			o7	0	0	-3, 6, 5, 0	1	6	-3
154	154	460	1.0	1/4	1/4	3/4	2	1	V43		C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
154	154	461	1.0	1/2	1/2	3/4	2	1	V43(b5)	Fr6/IV	C	I		V43(b5)		V		43	b5				Mm7	0	0	-5, -1, 1, 5		1	-5
155	155	462	1.0	0	0	3/4	2	1	I[I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
155	155	463	1.0	1/4	1/4	3/4	2	1	V43		C	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
155	155	464	1.0	1/2	1/2	3/4	2	1	V43(b5)	Fr6/IV	C	I	I	V43(b5)		V		43	b5				Mm7	0	0	-5, -1, 1, 5		1	-5
156	156	465	1.0	0	0	3/4	2	1	I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
156	156	466	1.0	1/4	1/4	3/4	2	1	V43		C	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
156	156	467	1.0	1/2	1/2	3/4	2	1	V43(b5)	Fr6/IV	C	I	I	V43(b5)		V		43	b5				Mm7	0	0	-5, -1, 1, 5		1	-5
157	157	468	1.0	0	0	3/4	2	1	I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
157	157	469	1.0	1/4	1/4	3/4	2	1	I(7)		C	I	I	I(7)		I			7				M	0	0	0, 4, 1	5	0	0
157	157	470	2.0	1/2	1/2	3/4	2	1	I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
158	158	472	1.0	1/4	1/4	3/4	2	1	I(#9)		C	I	I	I(#9)		I			#9				M	0	0	0, 4, 1	9	0	0
158	158	473	2.0	1/2	1/2	3/4	2	1	I		C	I	I	I		I							M	0	0	0, 4, 1		0	0
