mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	26	1/2	1/2	3/4	1	1	viio7/III	b	i		viio7/III		vii	o	7		III			o7	1	1	2, -1, -4, -7		2	2
27	27	0	0	3/4	1	1	.Ger6/iv	b	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	-5, -1, -4, 5		5	-5
27	27	1/4	1/4	3/4	1	1	iv43	b	i		iv43		iv		43					mm7	1	1	0, -3, -1, -4		-1	0
27	27	1/2	1/2	3/4	1	1	#viio7	b	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
28	28	0	0	3/4	1	1	vii7	b	i		vii7		vii		7					mm7	1	1	-2, -5, -1, -4		-2	-2
28	28	1/4	1/4	3/4	1	1	IV6(+2)	b	i		IV6(+2)		IV		6	+2				M	1	1	3, 0, -1	1	-1	3
28	28	1/2	1/2	3/4	1	1	iv6(+2)	b	i		iv6(+2)		iv		6	+2				m	1	1	-4, 0, -1	1	-1	-4
29	29	0	0	3/4	1	1	V7}	b	i		V7		V		7				}	Mm7	1	1	1, 5, 2, -1		1	1
33	33	0	0	3/4	1	1	i[i{	b	i	i	i		i						{	m	1	1	0, -3, 1		0	0
35	35	1/2	1/2	3/4	1	1	V7	b	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
36	36	0	0	3/4	1	1	i]	b	i	i	i		i							m	1	1	0, -3, 1		0	0
37	37	0	0	3/4	1	1	VI	b	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
38	38	0	0	3/4	1	1	.bII	b	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
39	39	1/16	1/16	3/4	1	1	V2	b	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
39	39	1/4	1/4	3/4	1	1	#iii	b	i		#iii		#iii							m	1	1	4, 1, 5		4	4
39	39	3/8	3/8	3/4	1	1	III+	b	i		III+		III	+						+	1	1	-3, 1, 5		-3	-3
39	39	1/2	1/2	3/4	1	1	V64	b	i		V64		V		64					M	1	1	2, 1, 5		1	2
39	39	5/8	5/8	3/4	1	1	V64(b5)	b	i		V64(b5)		V		64	b5				M	1	1	-5, 1, 5		1	-5
40	40	0	0	3/4	1	1	i}	b	i		i		i						}	m	1	1	0, -3, 1		0	0
41	41	0	0	3/4	1	1	V2{	b	i		V2		V		2				{	Mm7	1	1	-1, 1, 5, 2		1	-1
42	42	0	0	3/4	1	1	i6	b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
43	43	0	0	3/4	1	1	V+2/bII	b	i		V+2/bII		V	+	2		bII			+7	1	1	-6, -4, 0, 4		-4	-6
44	44	0	0	3/4	1	1	.bII6	b	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
45	45	0	0	3/4	1	1	V2/III	b	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
46	46	0	0	3/4	1	1	iii6	b	i		iii6		iii		6					m	1	1	-6, -2, -3		-3	-6
47	47	0	0	3/4	1	1	V+2/bIV	b	i		V+2/bIV		V	+	2		bIV			+7	1	1	-9, -7, -3, 1		-7	-9
48	48	0	0	3/4	1	1	.bIV6	b	i		bIV6		bIV		6					M	1	1	-4, -7, -8		-8	-4
49	49	0	0	3/4	1	1	.Ger6/bI	b	i		Ger6/bI	Ger	vii	o	65	b3	V/bI			Ger	1	1	-11, -7, -10, -1		-1	-11
49	49	1/4	1/4	3/4	1	1	.bi43	b	i		bi43		bi		43					mm7	1	1	-6, -9, -7, -10		-7	-6
49	49	1/2	1/2	3/4	1	1	viio7/bV	b	i		viio7/bV		vii	o	7		bV			o7	1	1	-1, -4, -7, -10		-1	-1
50	50	0	0	3/4	1	1	.Ger6/VI	b	i		Ger6/VI	Ger	vii	o	65	b3	V/VI			Ger	1	1	-8, -4, -7, 2		2	-8
50	50	1/4	1/4	3/4	1	1	vi43	b	i		vi43		vi		43					mm7	1	1	-3, -6, -4, -7		-4	-3
50	50	1/2	1/2	3/4	1	1	viio7/III	b	i		viio7/III		vii	o	7		III			o7	1	1	2, -1, -4, -7		2	2
51	51	0	0	3/4	1	1	.Ger6/iv	b	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	-5, -1, -4, 5		5	-5
51	51	1/4	1/4	3/4	1	1	iv43	b	i		iv43		iv		43					mm7	1	1	0, -3, -1, -4		-1	0
51	51	1/2	1/2	3/4	1	1	#viio7	b	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
52	52	0	0	3/4	1	1	vii7	b	i		vii7		vii		7					mm7	1	1	-2, -5, -1, -4		-2	-2
52	52	1/4	1/4	3/4	1	1	IV6(+2)	b	i		IV6(+2)		IV		6	+2				M	1	1	3, 0, -1	1	-1	3
52	52	1/2	1/2	3/4	1	1	iv6(+2)	b	i		iv6(+2)		iv		6	+2				m	1	1	-4, 0, -1	1	-1	-4
53	53	0	0	3/4	1	1	V7}	b	i		V7		V		7				}	Mm7	1	1	1, 5, 2, -1		1	1
57	57	0	0	3/4	1	1	i[i{	b	i	i	i		i						{	m	1	1	0, -3, 1		0	0
59	59	1/2	1/2	3/4	1	1	V7	b	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
60	60	0	0	3/4	1	1	i]	b	i	i	i		i							m	1	1	0, -3, 1		0	0
61	61	0	0	3/4	1	1	VI	b	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
62	62	0	0	3/4	1	1	.bII	b	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
63	63	1/16	1/16	3/4	1	1	V2	b	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
63	63	1/4	1/4	3/4	1	1	#iii	b	i		#iii		#iii							m	1	1	4, 1, 5		4	4
63	63	3/8	3/8	3/4	1	1	III+	b	i		III+		III	+						+	1	1	-3, 1, 5		-3	-3
63	63	1/2	1/2	3/4	1	1	V64	b	i		V64		V		64					M	1	1	2, 1, 5		1	2
63	63	5/8	5/8	3/4	1	1	V64(b5)	b	i		V64(b5)		V		64	b5				M	1	1	-5, 1, 5		1	-5
64	64	0	0	3/4	1	1	i}	b	i		i		i						}	m	1	1	0, -3, 1		0	0
65	65	0	0	3/4	1	1	iv{	b	i		iv		iv						{	m	1	1	-1, -4, 0		-1	-1
66	66	0	0	3/4	1	1	i(#119)	b	i		i(#119)		i			#119				m	1	1	0, -3, 1	6, 2	0	0
66	66	1/4	1/4	3/4	1	1	i	b	i		i		i							m	1	1	0, -3, 1		0	0
67	67	0	0	3/4	1	1	iv	b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
68	68	0	0	3/4	1	1	i(#119)	b	i		i(#119)		i			#119				m	1	1	0, -3, 1	6, 2	0	0
68	68	1/4	1/4	3/4	1	1	i	b	i		i		i							m	1	1	0, -3, 1		0	0
69	69	0	0	2/4	1	1	iv	b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
70	70	0	0	2/4	1	1	i	b	i		i		i							m	1	1	0, -3, 1		0	0
71	71	0	0	2/4	1	1	iv	b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
72	72	0	0	2/4	1	1	i	b	i		i		i							m	1	1	0, -3, 1		0	0
73	73	0	0	2/4	1	1	iv	b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
74	74	0	0	3/4	1	1	i	b	i		i		i							m	1	1	0, -3, 1		0	0
79	79	0	0	3/4	1	1	VI6	b	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
80	80	1/4	1/4	3/4	1	1	i}	b	i		i		i						}	m	1	1	0, -3, 1		0	0
