mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	2	1		C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	2/4	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	2	0	0	2/4	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/4	1/4	2/4	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	0	0	2/4	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	2/4	2	1		IV(+9+6)		C	I		IV(+9+6)	IV			+9+6				M	0	0	-1, 3, 0	1, 2	-1	-1
4	4	0	0	2/4	2	1		I(+9+6)		C	I		I(+9+6)	I			+9+6				M	0	0	0, 4, 1	2, 3	0	0
4	4	1/4	1/4	2/4	2	1		IV(+6)		C	I		IV(+6)	IV			+6				M	0	0	-1, 3, 0	2	-1	-1
5	5	0	0	2/4	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
5	5	1/4	1/4	2/4	2	1		IV(+9+6)		C	I		IV(+9+6)	IV			+9+6				M	0	0	-1, 3, 0	1, 2	-1	-1
6	6	0	0	2/4	2	1		I(+9+6)		C	I		I(+9+6)	I			+9+6				M	0	0	0, 4, 1	2, 3	0	0
6	6	1/4	1/4	2/4	2	1		IV(+6)		C	I		IV(+6)	IV			+6				M	0	0	-1, 3, 0	2	-1	-1
7	7	0	0	2/4	2	1		I(+9)		C	I		I(+9)	I			+9				M	0	0	0, 4, 1	2	0	0
7	7	1/4	1/4	2/4	2	1		IV(+9+6)		C	I		IV(+9+6)	IV			+9+6				M	0	0	-1, 3, 0	1, 2	-1	-1
8	8	0	0	2/4	2	1		I(+9+6)		C	I		I(+9+6)	I			+9+6				M	0	0	0, 4, 1	2, 3	0	0
8	8	1/4	1/4	2/4	2	1		IVM7		C	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
9	9	0	0	2/4	2	1		I(+9)		C	I		I(+9)	I			+9				M	0	0	0, 4, 1	2	0	0
9	9	1/4	1/4	2/4	2	1		IV(+9+6)		C	I		IV(+9+6)	IV			+9+6				M	0	0	-1, 3, 0	1, 2	-1	-1
10	10	0	0	2/4	2	1		I(+9+6)		C	I		I(+9+6)	I			+9+6				M	0	0	0, 4, 1	2, 3	0	0
10	10	1/4	1/4	2/4	2	1		IVM7		C	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
