mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
2	1	1/4	9.0	0	0	3/4	2	1	b.#viio7{		b	i		#viio7		#vii	o	7				{	o7	1	1	5, 2, -1, -4		5	5
5	4	37/4	3.0	0	0	3/4	2	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
6	5	49/4	3.0	0	0	3/4	2	1	v6		b	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
7	6	61/4	3.0	0	0	3/4	2	1	VIM7		b	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
8	7	73/4	3.0	0	0	3/4	2	1	v		b	i		v		v							m	1	1	1, -2, 2		1	1
9	8	85/4	3.0	0	0	3/4	2	1	iv(9)		b	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
10	9	97/4	3.0	0	0	3/4	2	1	i6		b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	10	109/4	3.0	0	0	3/4	2	1	V7/V|HC}		b	i		V7/V		V		7		V	HC	}	Mm7	1	1	2, 6, 3, 0		2	2
12	11	121/4	3.0	0	0	3/4	2	1	v.#viio7{		b	v		#viio7		#vii	o	7				{	o7	1	1	5, 2, -1, -4		5	5
13	12	133/4	3.0	0	0	3/4	2	1	i		b	v		i		i							m	1	1	0, -3, 1		0	0
14	13	145/4	3.0	0	0	3/4	2	1	iv6		b	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
15	14	157/4	3.0	0	0	3/4	2	1	VIM7		b	v		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
16	15	169/4	3.0	0	0	3/4	2	1	v		b	v		v		v							m	1	1	1, -2, 2		1	1
17	16	181/4	3.0	0	0	3/4	2	1	iv(9)		b	v		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
18	17	193/4	3.0	0	0	3/4	2	1	i6		b	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
19	18	205/4	6.0	0	0	3/4	2	1	V7/V|HC}		b	v		V7/V		V		7		V	HC	}	Mm7	1	1	2, 6, 3, 0		2	2
19	18	215/4	0.0	5/8	5/8	3/4	2	1	{		b	v										{		1	1				
21	20	229/4	6.0	0	0	3/4	2	1	Ger43	Ger43/iv/V	b	v		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	0, -3, 6, -4		6	0
23	22	253/4	6.0	0	0	3/4	2	1	V7/V		b	v		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
25	24	277/4	5.75	0	0	3/4	2	1	i.V43/VI}		b	i		V43/VI		V		43		VI		}	Mm7	1	1	-2, -5, -3, 1		-3	-2
26	25	75	2.0	11/16	11/16	3/4	2	1	VI{		b	i		VI		VI						{	M	1	1	-4, 0, -3		-4	-4
27	26	77	2.0	7/16	7/16	4/4	2	1	VI6		b	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
27	26	79	2.0	15/16	15/16	4/4	2	1	bII	IV/VI	b	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
28	27	81	2.0	7/16	7/16	4/4	2	1	bII6	IV6/VI	b	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
28	27	83	2.0	15/16	15/16	4/4	2	1	VI		b	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
29	28	85	2.0	7/16	7/16	4/4	2	1	VI6		b	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
29	28	87	2.0	15/16	15/16	4/4	2	1	bII	IV/VI	b	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
30	29	89	2.25	7/16	7/16	4/4	2	1	bII6	IV6/VI	b	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
31	30	365/4	9.75	0	0	3/4	2	1	V7(9)		b	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
34	33	101	2.0	3/16	3/16	4/4	2	1	#viio7		b	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
34	33	103	2.0	11/16	11/16	4/4	2	1	#viio2		b	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
35	34	105	2.0	3/16	3/16	4/4	2	1	#viio43		b	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
35	34	107	2.0	11/16	11/16	4/4	2	1	#viio65		b	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
36	35	109	2.0	3/16	3/16	4/4	2	1	#viio7		b	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
36	35	111	2.0	11/16	11/16	4/4	2	1	#viio2		b	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
37	36	113	2.0	3/16	3/16	4/4	2	1	#viio43		b	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
37	36	115	2.0	11/16	11/16	4/4	2	1	#viio65		b	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
38	37	117	2.0	3/16	3/16	4/4	2	1	iv2		b	i		iv2		iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
38	37	119	4.0	11/16	11/16	4/4	2	1	#viio65		b	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
40	39	123	2.0	3/16	3/16	4/4	2	1	iv2		b	i		iv2		iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
40	39	125	4.25	11/16	11/16	4/4	2	1	#viio65		b	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
42	41	517/4	6.0	1/4	1/4	3/4	2	1	Ger6/iv		b	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	-5, -1, -4, 5		5	-5
44	43	541/4	5.0	1/4	1/4	3/4	2	1	iv43		b	i		iv43		iv		43					mm7	1	1	0, -3, -1, -4		-1	0
46	45	561/4	3.0	0	0	3/4	2	1	#viio7}{		b	i		#viio7		#vii	o	7				}{	o7	1	1	5, 2, -1, -4		5	5
47	46	573/4	3.0	0	0	3/4	2	1	i		b	i		i		i							m	1	1	0, -3, 1		0	0
48	47	585/4	3.0	0	0	3/4	2	1	v6		b	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
49	48	597/4	3.0	0	0	3/4	2	1	VIM7		b	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
50	49	609/4	3.0	0	0	3/4	2	1	v		b	i		v		v							m	1	1	1, -2, 2		1	1
51	50	621/4	3.0	0	0	3/4	2	1	iv(9)		b	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
52	51	633/4	3.0	0	0	3/4	2	1	i6		b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
53	52	645/4	3.0	0	0	3/4	2	1	V7/V|HC}		b	i		V7/V		V		7		V	HC	}	Mm7	1	1	2, 6, 3, 0		2	2
54	53	657/4	3.0	0	0	3/4	2	1	v.#viio7{		b	v		#viio7		#vii	o	7				{	o7	1	1	5, 2, -1, -4		5	5
55	54	669/4	3.0	0	0	3/4	2	1	i		b	v		i		i							m	1	1	0, -3, 1		0	0
56	55	681/4	3.0	0	0	3/4	2	1	iv6		b	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
57	56	693/4	3.0	0	0	3/4	2	1	VIM7		b	v		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
58	57	705/4	3.0	0	0	3/4	2	1	v		b	v		v		v							m	1	1	1, -2, 2		1	1
59	58	717/4	3.0	0	0	3/4	2	1	iv(9)		b	v		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
60	59	729/4	3.0	0	0	3/4	2	1	i6		b	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
61	60	741/4	6.0	0	0	3/4	2	1	V7/V|HC}		b	v		V7/V		V		7		V	HC	}	Mm7	1	1	2, 6, 3, 0		2	2
61	60	751/4	0.0	5/8	5/8	3/4	2	1	{		b	v										{		1	1				
63	62	765/4	6.0	0	0	3/4	2	1	Ger43	Ger43/iv/V	b	v		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	0, -3, 6, -4		6	0
65	64	789/4	6.0	0	0	3/4	2	1	V7/V		b	v		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
