mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	1	1	.a.i6{	III{	a	i		i6		i		6			{	m	1	1	-3, 1, 0		0	-3
2	2	0	0	6/8	1	1	V7(6)		a	i		V7(6)		V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
2	2	3/8	3/8	6/8	1	1	#viio2		a	i		#viio2		#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
2	2	5/8	5/8	6/8	1	1	VI		a	i		VI		VI						M	1	1	-4, 0, -3		-4	-4
3	3	0	0	6/8	1	1	V7(6)/III		a	i		V7(6)/III		V		7	6	III		Mm7	1	1	-2, 2, 1, -4		-2	-2
3	3	3/8	3/8	6/8	1	1	iv(64)		a	i		iv(64)		iv			64			m	1	1	-1, -2, 2		-1	-1
3	3	5/8	5/8	6/8	1	1	iv		a	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
4	4	0	0	6/8	1	1	V7(6)/iv		a	i		V7(6)/iv		V		7	6	iv		Mm7	1	1	0, 4, -4, -2		0	0
4	4	3/8	3/8	6/8	1	1	V7(9)/VII		a	i		V7(9)/VII		V		7	9	VII		Mm7	1	1	-1, 3, 0, -3	1	-1	-1
4	4	5/8	5/8	6/8	1	1	V(6)/VII		a	i		V(6)/VII		V			6	VII		M	1	1	-1, 3, 2		-1	-1
5	5	0	0	6/8	1	1	.Ger7		a	i		Ger7	Ger	vii	o	7	b3	V		Ger	1	1	6, -4, 0, -3		6	6
5	5	3/8	3/8	6/8	1	1	#viio2		a	i		#viio2		#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
5	5	1/2	1/2	6/8	1	2	V		a	i		V		V						M	1	1	1, 5, 2		1	1
6	6	0	0	6/8	1	1	V2(6)		a	i		V2(6)		V		2	6			Mm7	1	1	-1, 1, 5, -3		1	-1
6	6	3/8	3/8	6/8	1	1	i6(2)		a	i		i6(2)		i		6	2			m	1	1	-3, 1, 2		0	-3
6	6	5/8	5/8	6/8	1	1	i6		a	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
7	7	0	0	6/8	1	1	VII6(+62)		a	i		VII6(+62)		VII		6	+62			M	1	1	2, -1, 0	1	-2	2
7	7	3/8	3/8	6/8	1	1	VIM65(2)		a	i		VIM65(2)		VI	M	65	2			MM7	1	1	0, -3, 1, -2		-4	0
7	7	5/8	5/8	6/8	1	1	VIM65		a	i		VIM65		VI	M	65				MM7	1	1	0, -3, 1, -4		-4	0
8	8	0	0	6/8	1	1	v6(2)		a	i		v6(2)		v		6	2			m	1	1	-2, 2, -4		1	-2
8	8	3/8	3/8	6/8	1	1	iv6(2)		a	i		iv6(2)		iv		6	2			m	1	1	-4, 0, 1		-1	-4
8	8	5/8	5/8	6/8	1	1	iv6		a	i		iv6		iv		6				m	1	1	-4, 0, -1		-1	-4
9	9	0	0	6/8	1	1	V(6)		a	i		V(6)		V			6			M	1	1	1, 5, -3		1	1
9	9	1/4	1/4	6/8	1	1	V		a	i		V		V						M	1	1	1, 5, 2		1	1
9	9	3/8	3/8	6/8	1	1	i}		a	i		i		i					}	m	1	1	0, -3, 1		0	0
10	10	0	0	6/8	1	1	V{		a	i		V		V					{	M	1	1	1, 5, 2		1	1
10	10	3/8	3/8	6/8	1	1	V(#94)		a	i		V(#94)		V			#94			M	1	1	1, 0, 2	3	1	1
10	10	5/8	5/8	6/8	1	1	V		a	i		V		V						M	1	1	1, 5, 2		1	1
11	11	0	0	6/8	1	1	V(#7)		a	i		V(#7)		V			#7			M	1	1	1, 5, 2	6	1	1
11	11	3/8	3/8	6/8	1	1	V(#64)		a	i		V(#64)		V			#64			M	1	1	1, 0, 2	4	1	1
11	11	5/8	5/8	6/8	1	1	V		a	i		V		V						M	1	1	1, 5, 2		1	1
12	12	0	0	6/8	1	1	#vii%65/V/V		a	i		#vii%65/V/V		#vii	%	65		V/V		%7	1	1	11, 8, 12, 14		14	11
12	12	3/8	3/8	6/8	1	1	#vii%65(b3)/V/V		a	i		#vii%65(b3)/V/V		#vii	%	65	b3	V/V		%7	1	1	4, 8, 12, 14		14	4
13	13	0	0	6/8	1	1	V7(#6)/V		a	i		V7(#6)/V		V		7	#6	V		Mm7	1	1	2, 6, 3, 12		2	2
13	13	3/8	3/8	6/8	1	1	V}		a	i		V		V					}	M	1	1	1, 5, 2		1	1
14	14	0	0	6/8	1	1	VII{		a	i		VII		VII					{	M	1	1	-2, 2, -1		-2	-2
14	14	3/8	3/8	6/8	1	1	VII(94)		a	i		VII(94)		VII			94			M	1	1	-2, -3, -1	0	-2	-2
14	14	5/8	5/8	6/8	1	1	VII		a	i		VII		VII						M	1	1	-2, 2, -1		-2	-2
15	15	0	0	6/8	1	1	VII(#7)		a	i		VII(#7)		VII			#7			M	1	1	-2, 2, -1	3	-2	-2
15	15	3/8	3/8	6/8	1	1	VII(64)		a	i		VII(64)		VII			64			M	1	1	-2, -3, 1		-2	-2
15	15	5/8	5/8	6/8	1	1	VII		a	i		VII		VII						M	1	1	-2, 2, -1		-2	-2
16	16	0	0	6/8	1	1	#vii%65/V/VII		a	i		#vii%65/V/VII		#vii	%	65		V/VII		%7	1	1	8, 5, 9, 11		11	8
16	16	3/8	3/8	6/8	1	1	#vii%65(b3)/V/VII		a	i		#vii%65(b3)/V/VII		#vii	%	65	b3	V/VII		%7	1	1	1, 5, 9, 11		11	1
17	17	0	0	6/8	1	1	V7(6)/VII		a	i		V7(6)/VII		V		7	6	VII		Mm7	1	1	-1, 3, 2, -3		-1	-1
17	17	3/8	3/8	6/8	1	1	VII}		a	i		VII		VII					}	M	1	1	-2, 2, -1		-2	-2
18	18	0	0	6/8	1	1	VII[V7/III{		a	i	VII	V7/III		V		7		III	{	Mm7	1	1	-2, 2, -1, -4		-2	-2
18	18	3/8	3/8	6/8	1	1	IV6/III		a	i	VII	IV6/III		IV		6		III		M	1	1	0, -3, -4		-4	0
19	19	0	0	6/8	1	1	V7(9)/III		a	i	VII	V7(9)/III		V		7	9	III		Mm7	1	1	-2, 2, -1, -4	0	-2	-2
19	19	3/8	3/8	6/8	1	1	V(b94)/III		a	i	VII	V(b94)/III		V			b94	III		M	1	1	-2, -3, -1	-7	-2	-2
20	20	0	0	6/8	1	1	V7(6)/III		a	i	VII	V7(6)/III		V		7	6	III		Mm7	1	1	-2, 2, 1, -4		-2	-2
20	20	3/8	3/8	6/8	1	1	ii2(6)/III		a	i	VII	ii2(6)/III		ii		2	6	III		mm7	1	1	-3, -1, -4, 2		-1	-3
20	20	9/16	9/16	6/8	1	1	ii2/III		a	i	VII	ii2/III		ii		2		III		mm7	1	1	-3, -1, -4, 0		-1	-3
21	21	0	0	9/8	1	1	V7(6)/III]}		a	i	VII	V7(6)/III		V		7	6	III	}	Mm7	1	1	-2, 2, 1, -4		-2	-2
22	22	0	0	6/8	1	1	V[V7{		a	i	V	V7		V		7			{	Mm7	1	1	1, 5, 2, -1		1	1
22	22	3/8	3/8	6/8	1	1	iv		a	i	V	iv		iv						m	1	1	-1, -4, 0		-1	-1
23	23	0	0	6/8	1	1	V(9)		a	i	V	V(9)		V			9			M	1	1	1, 5, 2	-4	1	1
23	23	3/8	3/8	6/8	1	1	ii%7		a	i	V	ii%7		ii	%	7				%7	1	1	2, -1, -4, 0		2	2
24	24	0	0	6/8	1	1	V7(6)		a	i	V	V7(6)		V		7	6			Mm7	1	1	1, 5, -3, -1		1	1
24	24	3/8	3/8	6/8	1	1	ii%2(6)		a	i	V	ii%2(6)		ii	%	2	6			%7	1	1	0, 2, -1, -2		2	0
24	24	9/16	9/16	6/8	1	1	ii%2		a	i	V	ii%2		ii	%	2				%7	1	1	0, 2, -1, -4		2	0
25	25	0	0	9/8	1	1	V7(6)]}		a	i	V	V7(6)		V		7	6		}	Mm7	1	1	1, 5, -3, -1		1	1
27	27	0	0	6/8	1	1	V{		a	i		V		V					{	M	1	1	1, 5, 2		1	1
27	27	3/8	3/8	6/8	1	1	.bIII		a	i		bIII		bIII						M	1	1	-10, -6, -9		-10	-10
28	28	0	0	6/8	1	1	vii6		a	i		vii6		vii		6				m	1	1	-5, -1, -2		-2	-5
28	28	3/8	3/8	6/8	1	1	.Fr6/#iii		a	i		Fr6/#iii	Fr	V		7	b5	V/#iii		Fr	1	1	6, 10, 0, 4		6	6
29	29	0	0	6/8	1	1	#iii64		a	i		#iii64		#iii		64				m	1	1	5, 4, 1		4	5
29	29	3/8	3/8	6/8	1	1	vii%7		a	i		vii%7		vii	%	7				%7	1	1	-2, -5, -8, -4		-2	-2
30	30	0	0	6/8	1	1	V7(b5)/ii		a	i		V7(b5)/ii		V		7	b5	ii		Mm7	1	1	3, 7, -3, 1		3	3
30	30	3/8	3/8	6/8	1	1	.Fr6		a	i		Fr6	Fr	V		7	b5	V		Fr	1	1	2, 6, -4, 0		2	2
31	31	0	0	6/8	1	1	V7(6)}{		a	i		V7(6)		V		7	6		}{	Mm7	1	1	1, 5, -3, -1		1	1
31	31	3/8	3/8	6/8	1	1	#viio2		a	i		#viio2		#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
31	31	5/8	5/8	6/8	1	1	VI		a	i		VI		VI						M	1	1	-4, 0, -3		-4	-4
32	32	0	0	6/8	1	1	V7(6)/III		a	i		V7(6)/III		V		7	6	III		Mm7	1	1	-2, 2, 1, -4		-2	-2
32	32	3/8	3/8	6/8	1	1	iv(64)		a	i		iv(64)		iv			64			m	1	1	-1, -2, 2		-1	-1
32	32	5/8	5/8	6/8	1	1	iv		a	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
33	33	0	0	6/8	1	1	V7(6)/iv		a	i		V7(6)/iv		V		7	6	iv		Mm7	1	1	0, 4, -4, -2		0	0
33	33	3/8	3/8	6/8	1	1	V7(9)/VII		a	i		V7(9)/VII		V		7	9	VII		Mm7	1	1	-1, 3, 0, -3	1	-1	-1
33	33	5/8	5/8	6/8	1	1	V(6)/VII		a	i		V(6)/VII		V			6	VII		M	1	1	-1, 3, 2		-1	-1
34	34	0	0	6/8	1	1	.Ger7		a	i		Ger7	Ger	vii	o	7	b3	V		Ger	1	1	6, -4, 0, -3		6	6
34	34	3/8	3/8	6/8	1	1	#viio2		a	i		#viio2		#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
34	34	1/2	1/2	6/8	1	1	V		a	i		V		V						M	1	1	1, 5, 2		1	1
35	35	0	0	6/8	1	1	V2(6)		a	i		V2(6)		V		2	6			Mm7	1	1	-1, 1, 5, -3		1	-1
35	35	3/8	3/8	6/8	1	1	i6(2)		a	i		i6(2)		i		6	2			m	1	1	-3, 1, 2		0	-3
35	35	5/8	5/8	6/8	1	1	i6		a	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
36	36	0	0	6/8	1	1	VII6(+62)		a	i		VII6(+62)		VII		6	+62			M	1	1	2, -1, 0	1	-2	2
36	36	3/8	3/8	6/8	1	1	VIM65(2)		a	i		VIM65(2)		VI	M	65	2			MM7	1	1	0, -3, 1, -2		-4	0
36	36	5/8	5/8	6/8	1	1	VIM65		a	i		VIM65		VI	M	65				MM7	1	1	0, -3, 1, -4		-4	0
37	37	0	0	6/8	1	1	v6(2)		a	i		v6(2)		v		6	2			m	1	1	-2, 2, -4		1	-2
37	37	3/8	3/8	6/8	1	1	iv6(2)		a	i		iv6(2)		iv		6	2			m	1	1	-4, 0, 1		-1	-4
37	37	5/8	5/8	6/8	1	1	iv6		a	i		iv6		iv		6				m	1	1	-4, 0, -1		-1	-4
38	38	0	0	6/8	1	1	V(6)		a	i		V(6)		V			6			M	1	1	1, 5, -3		1	1
38	38	1/4	1/4	6/8	1	1	V		a	i		V		V						M	1	1	1, 5, 2		1	1
38	38	3/8	3/8	6/8	1	1	i}		a	i		i		i					}	m	1	1	0, -3, 1		0	0
39	39	0	0	6/8	1	1	V		a	i		V		V						M	1	1	1, 5, 2		1	1
39	39	3/8	3/8	6/8	1	1	V(#94)		a	i		V(#94)		V			#94			M	1	1	1, 0, 2	3	1	1
39	39	5/8	5/8	6/8	1	1	V		a	i		V		V						M	1	1	1, 5, 2		1	1
40	40	0	0	6/8	1	1	V(#7)		a	i		V(#7)		V			#7			M	1	1	1, 5, 2	6	1	1
40	40	3/8	3/8	6/8	1	1	V(#64)		a	i		V(#64)		V			#64			M	1	1	1, 0, 2	4	1	1
40	40	5/8	5/8	6/8	1	1	V		a	i		V		V						M	1	1	1, 5, 2		1	1
41	41	0	0	6/8	1	1	#vii%65/ii		a	i		#vii%65/ii		#vii	%	65		ii		%7	1	1	4, 1, 5, 7		7	4
41	41	3/8	3/8	6/8	1	1	#vii%65(b3)/ii		a	i		#vii%65(b3)/ii		#vii	%	65	b3	ii		%7	1	1	-3, 1, 5, 7		7	-3
42	42	0	0	6/8	1	1	V7(#6)/V		a	i		V7(#6)/V		V		7	#6	V		Mm7	1	1	2, 6, 3, 12		2	2
42	42	3/8	3/8	6/8	1	1	V}		a	i		V		V					}	M	1	1	1, 5, 2		1	1
43	43	0	0	6/8	1	1	VII{		a	i		VII		VII					{	M	1	1	-2, 2, -1		-2	-2
43	43	3/8	3/8	6/8	1	1	VII(94)		a	i		VII(94)		VII			94			M	1	1	-2, -3, -1	0	-2	-2
43	43	5/8	5/8	6/8	1	1	VII		a	i		VII		VII						M	1	1	-2, 2, -1		-2	-2
44	44	0	0	6/8	1	1	VII(#7)		a	i		VII(#7)		VII			#7			M	1	1	-2, 2, -1	3	-2	-2
44	44	3/8	3/8	6/8	1	1	VII(64)		a	i		VII(64)		VII			64			M	1	1	-2, -3, 1		-2	-2
44	44	5/8	5/8	6/8	1	1	VII		a	i		VII		VII						M	1	1	-2, 2, -1		-2	-2
45	45	0	0	6/8	1	1	#vii%65/iv		a	i		#vii%65/iv		#vii	%	65		iv		%7	1	1	1, -2, 2, 4		4	1
45	45	3/8	3/8	6/8	1	1	#vii%65(b3)/iv		a	i		#vii%65(b3)/iv		#vii	%	65	b3	iv		%7	1	1	-6, -2, 2, 4		4	-6
46	46	0	0	6/8	1	1	V7(6)/VII		a	i		V7(6)/VII		V		7	6	VII		Mm7	1	1	-1, 3, 2, -3		-1	-1
46	46	3/8	3/8	6/8	1	1	VII}		a	i		VII		VII					}	M	1	1	-2, 2, -1		-2	-2
47	47	0	0	6/8	1	1	VII[V7/III{		a	i	VII	V7/III		V		7		III	{	Mm7	1	1	-2, 2, -1, -4		-2	-2
