mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
29	29	1/4	vi7	Db	I		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
29	29	1/2	V7/V	Db	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
30	30	0	V7(6)	Db	I		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
31	31	0	I\\	Db	I		I	I					\\	M	0	0	0, 4, 1		0	0
32	32	0	V7	Db	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
32	32	1/4	V7(94)	Db	I		V7(94)	V		7	94			Mm7	0	0	1, 0, 2, -1	3	1	1
32	32	1/2	ii7	Db	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
33	33	0	V7	Db	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
33	33	1/4	V7(94)	Db	I		V7(94)	V		7	94			Mm7	0	0	1, 0, 2, -1	3	1	1
33	33	1/2	ii7	Db	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
34	34	0	V7/#I	Db	I		V7/#I	V		7		#I		Mm7	0	0	8, 12, 9, 6		8	8
34	34	1/4	V7(94)/#I	Db	I		V7(94)/#I	V		7	94	#I		Mm7	0	0	8, 7, 9, 6	10	8	8
34	34	1/2	#ii7	Db	I		#ii7	#ii		7				mm7	0	0	9, 6, 10, 7		9	9
35	35	0	V7/#I	Db	I		V7/#I	V		7		#I		Mm7	0	0	8, 12, 9, 6		8	8
35	35	1/4	V7(94)/#I	Db	I		V7(94)/#I	V		7	94	#I		Mm7	0	0	8, 7, 9, 6	10	8	8
35	35	1/2	#ii7	Db	I		#ii7	#ii		7				mm7	0	0	9, 6, 10, 7		9	9
36	36	0	V7/ii	Db	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
36	36	1/4	V7(94)/ii	Db	I		V7(94)/ii	V		7	94	ii		Mm7	0	0	3, 2, 4, 1	-2	3	3
36	36	1/2	iii7	Db	I		iii7	iii		7				mm7	0	0	4, 1, 5, 2		4	4
37	37	0	V7/#V	Db	I		V7/#V	V		7		#V		Mm7	0	0	9, 13, 10, 7		9	9
38	38	1/4	V7(94)/#V	Db	I		V7(94)/#V	V		7	94	#V		Mm7	0	0	9, 8, 10, 7	11	9	9
38	38	1/2	#vi7	Db	I		#vi7	#vi		7				mm7	0	0	10, 7, 11, 8		10	10
39	39	0	V7/ii	Db	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
40	40	0	V43/#IV	Db	I		V43/#IV	V		43		#IV		Mm7	0	0	8, 5, 7, 11		7	8
41	41	0	V7\\	Db	I		V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	I	Db	I		I	I						M	0	0	0, 4, 1		0	0
43	43	1/4	V7/iii	Db	I		V7/iii	V		7		iii		Mm7	0	0	5, 9, 6, 3		5	5
44	44	0	I	Db	I		I	I						M	0	0	0, 4, 1		0	0
44	44	1/4	V7/iii	Db	I		V7/iii	V		7		iii		Mm7	0	0	5, 9, 6, 3		5	5
45	45	0	vi7	Db	I		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
45	45	11/16	V7(6)/V	Db	I		V7(6)/V	V		7	6	V		Mm7	0	0	2, 6, 5, 0		2	2
46	46	1/4	V\\	Db	I		V	V					\\	M	0	0	1, 5, 2		1	1
47	47	0	IV	Db	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
47	47	1/4	V7/vi	Db	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
48	48	0	IV	Db	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
48	48	1/4	V7/vi	Db	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
49	49	0	ii7	Db	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
49	49	11/16	V7(6)	Db	I		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
50	50	1/4	I\\	Db	I		I	I					\\	M	0	0	0, 4, 1		0	0
51	51	0	V7/IV	Db	I		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
51	51	1/4	IV	Db	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
52	52	0	V7/vi	Db	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
52	52	1/4	vi7	Db	I		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
52	52	1/2	V7/V	Db	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
53	53	0	V7(6)	Db	I		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
54	54	0	I\\	Db	I		I	I					\\	M	0	0	0, 4, 1		0	0
