mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	5/8	6/8	2	1		b.i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	0	0	6/8	2	1		i2		b	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
2	1	1/4	1/4	6/8	2	1		i64		b	i		i64	i		64					m	1	1	1, 0, -3		0	1
2	1	5/8	5/8	6/8	2	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
3	2	0	0	6/8	2	1		i2		b	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
3	2	1/4	1/4	6/8	2	1		i64		b	i		i64	i		64					m	1	1	1, 0, -3		0	1
3	2	5/8	5/8	6/8	2	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
4	3	0	0	6/8	2	1		i6		b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	3	1/4	1/4	6/8	2	1		i64		b	i		i64	i		64					m	1	1	1, 0, -3		0	1
4	3	3/8	3/8	6/8	2	1		V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	5/8	5/8	6/8	2	1		V7(9)		b	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
5	4	0	0	6/8	2	1		i(964)}		b	i		i(964)	i			964			}	m	1	1	0, -1, -4	2	0	0
5	4	1/8	1/8	6/8	2	1		i|PAC		b	i		i	i					PAC		m	1	1	0, -3, 1		0	0
5	4	5/8	5/8	6/8	2	1		III.I{		b	III		I	I						{	M	1	0	0, 4, 1		0	0
6	5	0	0	6/8	2	1		IM2		b	III		IM2	I	M	2					MM7	1	0	5, 0, 4, 1		0	5
6	5	1/4	1/4	6/8	2	1		I64		b	III		I64	I		64					M	1	0	1, 0, 4		0	1
6	5	5/8	5/8	6/8	2	1		I		b	III		I	I							M	1	0	0, 4, 1		0	0
7	6	0	0	6/8	2	1		IM2		b	III		IM2	I	M	2					MM7	1	0	5, 0, 4, 1		0	5
7	6	1/4	1/4	6/8	2	1		I64		b	III		I64	I		64					M	1	0	1, 0, 4		0	1
7	6	5/8	5/8	6/8	2	1		I		b	III		I	I							M	1	0	0, 4, 1		0	0
8	7	0	0	6/8	2	1		I6		b	III		I6	I		6					M	1	0	4, 1, 0		0	4
8	7	1/4	1/4	6/8	2	1		I64		b	III		I64	I		64					M	1	0	1, 0, 4		0	1
8	7	3/8	3/8	6/8	2	1		V7		b	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
8	7	5/8	5/8	6/8	2	1		V7(9)		b	III		V7(9)	V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
