mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	2/4	2	1	F.I[I{		F	I	I	I		I						{	M	0	0	0, 4, 1		0	0
1	1	1	0.5	1/4	1/4	2/4	2	1	V(4)		F	I	I	V(4)		V			4				M	0	0	1, 0, 2		1	1
1	1	3/2	0.5	3/8	3/8	2/4	2	1	V		F	I	I	V		V							M	0	0	1, 5, 2		1	1
2	2	2	1.0	0	0	2/4	2	1	I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
2	2	3	0.5	1/4	1/4	2/4	2	1	V(4)		F	I	I	V(4)		V			4				M	0	0	1, 0, 2		1	1
2	2	7/2	0.5	3/8	3/8	2/4	2	1	V]		F	I	I	V		V							M	0	0	1, 5, 2		1	1
3	3	4	1.0	0	0	2/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	5	0.5	1/4	1/4	2/4	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	11/2	0.25	3/8	3/8	2/4	2	1	IV6(9)		F	I		IV6(9)		IV		6	9				M	0	0	3, 0, -1	1	-1	3
3	3	23/4	0.25	7/16	7/16	2/4	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
4	4	6	0.5	0	0	2/4	2	1	V7(6)		F	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
4	4	13/2	1.0	1/8	1/8	2/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	15/2	0.5	3/8	3/8	2/4	2	1	V7(6)		F	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
