mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	2/2	2	1	C.I{		C	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	2	2.0	1/2	1/2	2/2	2	1	vi		C	I		vi		vi							m	0	0	3, 0, 4		3	3
2	2	4	1.0	0	0	2/2	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
2	2	5	1.0	1/4	1/4	2/2	2	1	I64		C	I		I64		I		64					M	0	0	1, 0, 4		0	1
2	2	6	1.0	1/2	1/2	2/2	2	1	I		C	I		I		I							M	0	0	0, 4, 1		0	0
2	2	7	1.0	3/4	3/4	2/2	2	1	IV6		C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
3	3	8	1.0	0	0	2/2	2	1	IV(42)	V(+4)	C	I		IV(42)		IV			42				M	0	0	1, 5, 0		-1	1
3	3	9	1.0	1/4	1/4	2/2	2	1	IV		C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	10	1.0	1/2	1/2	2/2	2	1	I6		C	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	11	1.0	3/4	3/4	2/2	2	1	IV		C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	4	12	1.0	0	0	2/2	2	1	V		C	I		V		V							M	0	0	1, 5, 2		1	1
4	4	13	1.0	1/4	1/4	2/2	2	1	ii7(4)		C	I		ii7(4)		ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
4	4	14	1.0	1/2	1/2	2/2	2	1	V64}		C	I		V64		V		64				}	M	0	0	2, 1, 5		1	2
4	4	15	1.0	3/4	3/4	2/2	2	1	V|HC		C	I		V		V					HC		M	0	0	1, 5, 2		1	1
5	5	16	2.0	0	0	2/2	2	1	i/iii{		C	I		i/iii		i				iii		{	m	0	0	4, 1, 5		4	4
5	5	18	2.0	1/2	1/2	2/2	2	1	VI/iii		C	I		VI/iii		VI				iii			M	0	0	0, 4, 1		0	0
6	6	20	1.0	0	0	2/2	2	1	i/ii		C	I		i/ii		i				ii			m	0	0	2, -1, 3		2	2
6	6	21	1.0	1/4	1/4	2/2	2	1	i64/iii		C	I		i64/iii		i		64		iii			m	0	0	5, 4, 1		4	5
6	6	22	1.0	1/2	1/2	2/2	2	1	i/iii		C	I		i/iii		i				iii			m	0	0	4, 1, 5		4	4
6	6	23	1.0	3/4	3/4	2/2	2	1	iv7/iii	ii7/V	C	I		iv7/iii		iv		7		iii			mm7	0	0	3, 0, 4, 1		3	3
7	7	24	1.0	0	0	2/2	2	1	V(6)/V		C	I		V(6)/V		V			6	V			M	0	0	2, 6, 5		2	2
7	7	25	1.0	1/4	1/4	2/2	2	1	V2/V		C	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
7	7	26	1.0	1/2	1/2	2/2	2	1	I6/V		C	I		I6/V		I		6		V			M	0	0	5, 2, 1		1	5
7	7	27	1.0	3/4	3/4	2/2	2	1	IV/V		C	I		IV/V		IV				V			M	0	0	0, 4, 1		0	0
8	8	28	1.0	0	0	2/2	2	1	V/V		C	I		V/V		V				V			M	0	0	2, 6, 3		2	2
8	8	29	1.0	1/4	1/4	2/2	2	1	I/V}		C	I		I/V		I				V		}	M	0	0	1, 5, 2		1	1
8	8	30	1.0	1/2	1/2	2/2	2	1	I64/V		C	I		I64/V		I		64		V			M	0	0	2, 1, 5		1	2
8	8	31	1.0	3/4	3/4	2/2	2	1	I/V|PAC		C	I		I/V		I				V	PAC		M	0	0	1, 5, 2		1	1
