mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	4.0	1/4	1/4	2/2	2	1	B.ii{		B	I		ii		ii						{	m	0	0	2, -1, 3		2	2
2	2	5	3.0	1/4	1/4	2/2	2	1	V		B	I		V		V							M	0	0	1, 5, 2		1	1
3	3	8	8.0	0	0	2/2	2	1	I[I		B	I	I	I		I							M	0	0	0, 4, 1		0	0
5	5	16	4.0	0	0	2/2	2	1	ii(+4)		B	I	I	ii(+4)		ii			+4				m	0	0	2, -1, 3	1	2	2
6	6	20	2.0	0	0	2/2	2	1	I(94)	ii7(+4)	B	I	I	I(94)		I			94				M	0	0	0, -1, 1	2	0	0
6	6	22	2.0	1/2	1/2	2/2	2	1	I]		B	I	I	I		I							M	0	0	0, 4, 1		0	0
7	7	24	2.0	0	0	2/2	2	1	V43/V		B	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
7	7	26	2.0	1/2	1/2	2/2	2	1	V7(9)|HC}		B	I		V7(9)		V		7	9		HC	}	Mm7	0	0	1, 5, 2, -1	3	1	1
8	8	28	4.0	0	0	2/2	2	1	I[I{		B	I	I	I		I						{	M	0	0	0, 4, 1		0	0
9	9	32	4.0	0	0	2/2	2	1	ii(+4)		B	I	I	ii(+4)		ii			+4				m	0	0	2, -1, 3	1	2	2
10	10	36	2.0	0	0	2/2	2	1	I(94)	ii7(+4)	B	I	I	I(94)		I			94				M	0	0	0, -1, 1	2	0	0
10	10	38	2.0	1/2	1/2	2/2	2	1	I		B	I	I	I		I							M	0	0	0, 4, 1		0	0
11	11	40	2.0	0	0	2/2	2	1	V7(9)		B	I	I	V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
11	11	42	2.0	1/2	1/2	2/2	2	1	I]|PAC}		B	I	I	I		I					PAC	}	M	0	0	0, 4, 1		0	0
12	12	44	2.0	0	0	2/2	2	1	V.I{		B	V		I		I						{	M	0	0	0, 4, 1		0	0
12	12	46	2.0	1/2	1/2	2/2	2	1	vi7	ii7/V	B	V		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
13	13	48	2.0	0	0	2/2	2	1	V7/V		B	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
13	13	50	2.0	1/2	1/2	2/2	2	1	V		B	V		V		V							M	0	0	1, 5, 2		1	1
14	14	52	4.0	0	0	2/2	2	1	V(64)/V	I64/V	B	V		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
15	15	56	2.0	0	0	2/2	2	1	V7/V		B	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
15	15	58	2.0	1/2	1/2	2/2	2	1	I/V|PAC}		B	V		I/V		I				V	PAC	}	M	0	0	1, 5, 2		1	1
16	16	60	4.0	0	0	2/2	2	1	v.i[i{		B	v	i	i		i						{	m	0	1	0, -3, 1		0	0
17	17	64	2.0	0	0	2/2	2	1	#viio2		B	v	i	#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
17	17	66	2.0	1/2	1/2	2/2	2	1	i		B	v	i	i		i							m	0	1	0, -3, 1		0	0
18	18	68	4.0	0	0	2/2	2	1	IV.ii		B	IV	ii	ii		ii							m	0	0	2, -1, 3		2	2
19	19	72	2.0	0	0	2/2	2	1	V43]		B	IV	ii	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	19	74	2.0	1/2	1/2	2/2	2	1	I|IAC}		B	IV		I		I					IAC	}	M	0	0	0, 4, 1		0	0
20	20	76	4.0	0	0	2/2	2	1	iv.i[i{		B	iv	i	i		i						{	m	0	1	0, -3, 1		0	0
21	21	80	2.0	0	0	2/2	2	1	#viio2		B	iv	i	#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
21	21	82	2.0	1/2	1/2	2/2	2	1	i		B	iv	i	i		i							m	0	1	0, -3, 1		0	0
22	22	84	4.0	0	0	2/2	2	1	bIII.ii		B	bIII	ii	ii		ii							m	0	0	2, -1, 3		2	2
