mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.0	0	3/8	2/4	2	1	e.i[i{		e	i	i	i		i						{	m	1	1	0, -3, 1		0	0
2	1	2	0.5	3/8	3/8	2/4	2	1	#viio2		e	i	i	#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
3	2	5/2	2.0	0	0	2/4	2	1	i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
4	3	9/2	2.0	0	0	2/4	2	1	V7		e	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	4	13/2	3.0	0	0	2/4	2	1	i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
6	5	19/2	0.5	1/4	1/4	2/4	2	1	I		e	i	i	I		I							M	1	1	0, 4, 1		0	0
6	5	10	0.5	3/8	3/8	2/4	2	1	#viio2		e	i	i	#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
7	6	21/2	2.0	0	0	2/4	2	1	i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
8	7	25/2	2.0	0	0	2/4	2	1	V7		e	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	29/2	2.0	0	0	2/4	2	1	i]|IAC}		e	i	i	i		i					IAC	}	m	1	1	0, -3, 1		0	0
10	9	33/2	3.5	0	0	2/4	2	1	III.I{		e	III		I		I						{	M	1	0	0, 4, 1		0	0
11	10	20	1.0	3/8	3/8	2/4	2	1	I6		e	III		I6		I		6					M	1	0	4, 1, 0		0	4
12	11	21	3.5	1/8	1/8	2/4	2	1	V7		e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
14	13	49/2	3.5	0	0	2/4	2	1	I		e	III		I		I							M	1	0	0, 4, 1		0	0
