mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.5	0	0	6/8	2	1	A.V43(9){		A	I		V43(9)		V		43	9			{	Mm7	0	0	2, -1, 1, 5	3	1	2
1	1	3/2	1.5	3/8	3/8	6/8	2	1	V7(9)		A	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
2	2	3	1.5	0	0	6/8	2	1	V43(9^6#4#2)		A	I		V43(9^6#4#2)		V		43	9^6#4#2				Mm7	0	0	7, 4, 1, 10	3	1	7
2	2	9/2	1.5	3/8	3/8	6/8	2	1	V7(9^6#4#2)		A	I		V7(9^6#4#2)		V		7	9^6#4#2				Mm7	0	0	1, 10, 7, 4	3	1	1
3	3	6	1.5	0	0	6/8	2	1	V43(9)		A	I		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
3	3	15/2	1.5	3/8	3/8	6/8	2	1	V43(9^6#4#2)		A	I		V43(9^6#4#2)		V		43	9^6#4#2				Mm7	0	0	7, 4, 1, 10	3	1	7
4	4	9	3.0	0	0	6/8	2	1	V43(9)		A	I		V43(9)		V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
5	5	12	1.5	0	0	6/8	2	1	V43(9)/bIII		A	I		V43(9)/bIII		V		43	9	bIII			Mm7	0	0	-1, -4, -2, 2	0	-2	-1
5	5	27/2	1.5	3/8	3/8	6/8	2	1	V7(9)/bIII		A	I		V7(9)/bIII		V		7	9	bIII			Mm7	0	0	-2, 2, -1, -4	0	-2	-2
6	6	15	1.5	0	0	6/8	2	1	V43(9^6#4#2)/bIII		A	I		V43(9^6#4#2)/bIII		V		43	9^6#4#2	bIII			Mm7	0	0	4, 1, -2, 7	0	-2	4
6	6	33/2	1.5	3/8	3/8	6/8	2	1	V7(9^6#4#2)/bIII		A	I		V7(9^6#4#2)/bIII		V		7	9^6#4#2	bIII			Mm7	0	0	-2, 7, 4, 1	0	-2	-2
7	7	18	1.5	0	0	6/8	2	1	V43(9)/bIII		A	I		V43(9)/bIII		V		43	9	bIII			Mm7	0	0	-1, -4, -2, 2	0	-2	-1
7	7	39/2	1.5	3/8	3/8	6/8	2	1	V43(9^6#4#2)/bIII		A	I		V43(9^6#4#2)/bIII		V		43	9^6#4#2	bIII			Mm7	0	0	4, 1, -2, 7	0	-2	4
8	8	21	3.0	0	0	6/8	2	1	V43(9)/bIII		A	I		V43(9)/bIII		V		43	9	bIII			Mm7	0	0	-1, -4, -2, 2	0	-2	-1
