mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	2	1	e.i{		e	i		i		i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	1.0	1/2	1/2	3/4	2	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
2	2	3	3	5.0	0	0	3/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
3	3	8	8	1.0	1/2	1/2	3/4	2	1	iv64	i(64)	e	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
4	4	9	9	3.0	0	0	3/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
5	5	12	12	2.0	0	0	3/4	2	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
5	5	14	14	1.0	1/2	1/2	3/4	2	1	III	VI/v	e	i		III		III							M	1	1	-3, 1, -2		-3	-3
6	6	15	15	3.0	0	0	3/4	2	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
7	7	18	18	1.0	0	0	3/4	2	1	v64	V(64)/V	e	i		v64		v		64					m	1	1	2, 1, -2		1	2
7	7	19	19	1.0	1/4	1/4	3/4	2	1	v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
7	7	20	20	1.0	1/2	1/2	3/4	2	1	V/V		e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
8	8	21	21	2.0	0	0	3/4	2	1	V64}		e	i		V64		V		64				}	M	1	1	2, 1, 5		1	2
8	8	23	23	1.0	1/2	1/2	3/4	2	1	V|HC		e	i		V		V					HC		M	1	1	1, 5, 2		1	1
9	9	24	24	2.0	0	0	3/4	2	1	i{		e	i		i		i						{	m	1	1	0, -3, 1		0	0
9	9	26	26	1.0	1/2	1/2	3/4	2	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
10	10	27	27	5.0	0	0	3/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
11	11	32	32	1.0	1/2	1/2	3/4	2	1	iv64	i(64)	e	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
12	12	33	33	3.0	0	0	3/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
13	13	36	36	2.0	0	0	3/4	2	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
13	13	38	38	1.0	1/2	1/2	3/4	2	1	III	VI/v	e	i		III		III							M	1	1	-3, 1, -2		-3	-3
14	14	39	39	3.0	0	0	3/4	2	1	v		e	i		v		v							m	1	1	1, -2, 2		1	1
15	15	42	42	1.0	0	0	3/4	2	1	v64	V(64)/V	e	i		v64		v		64					m	1	1	2, 1, -2		1	2
15	15	43	43	1.0	1/4	1/4	3/4	2	1	v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
15	15	44	44	1.0	1/2	1/2	3/4	2	1	V/V		e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
16	16	45	45	2.0	0	0	3/4	2	1	V64}		e	i		V64		V		64				}	M	1	1	2, 1, 5		1	2
16	16	47	47	7.0	1/2	1/2	3/4	2	1	V|HC		e	i		V		V					HC		M	1	1	1, 5, 2		1	1
17	17	48	48	0.0	0	0	3/4	2	1	{		e	i										{		1	1				
