mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	1	1	.D.I[I{	D	I	I	I	I					{	M	0	0	0, 4, 1		0	0
9	9	0	0	2/4	1	1	V	D	I	I	V	V						M	0	0	1, 5, 2		1	1
13	13	0	0	2/4	1	1	V(9)	D	I	I	V(9)	V			9			M	0	0	1, 5, 2	3	1	1
14	14	0	0	2/4	1	1	V7	D	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
14	14	1/4	1/4	2/4	1	1	I	D	I	I	I	I						M	0	0	0, 4, 1		0	0
14	14	3/8	3/8	2/4	1	1	V	D	I	I	V	V						M	0	0	1, 5, 2		1	1
17	17	0	0	2/4	1	1	V(9)	D	I	I	V(9)	V			9			M	0	0	1, 5, 2	3	1	1
18	18	0	0	2/4	1	1	V7	D	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
18	18	1/4	1/4	2/4	1	1	I	D	I	I	I	I						M	0	0	0, 4, 1		0	0
18	18	3/8	3/8	2/4	1	1	V	D	I	I	V	V						M	0	0	1, 5, 2		1	1
21	21	0	0	2/4	1	1	V7	D	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
21	21	1/4	1/4	2/4	1	1	I	D	I	I	I	I						M	0	0	0, 4, 1		0	0
22	22	0	0	2/4	1	1	V7	D	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
22	22	1/4	1/4	2/4	1	1	I	D	I	I	I	I						M	0	0	0, 4, 1		0	0
23	23	0	0	2/4	1	1	V	D	I	I	V	V						M	0	0	1, 5, 2		1	1
25	25	0	0	2/4	1	1	V7	D	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
25	25	1/4	1/4	2/4	1	1	I	D	I	I	I	I						M	0	0	0, 4, 1		0	0
26	26	0	0	2/4	1	1	V7	D	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
26	26	1/4	1/4	2/4	1	1	I	D	I	I	I	I						M	0	0	0, 4, 1		0	0
27	27	0	0	2/4	1	1	V	D	I	I	V	V						M	0	0	1, 5, 2		1	1
29	29	0	0	2/4	1	1	I]}	D	I	I	I	I					}	M	0	0	0, 4, 1		0	0
