mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	2.0	1/4	1/4	3/4	2	1	g.V{		g	i		V		V						{	M	1	1	1, 5, 2		1	1
2	2	3	12.0	0	0	3/4	2	1	VI	iv6	g	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
6	6	15	2.0	0	0	3/4	2	1	V(13)		g	i		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
6	6	17	4.0	1/2	1/2	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	21	2.0	0	0	3/4	2	1	V(13)		g	i		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
8	8	23	4.0	1/2	1/2	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	10	27	2.0	0	0	3/4	2	1	V(13)		g	i		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
10	10	29	4.0	1/2	1/2	3/4	2	1	V7(13)		g	i		V7(13)		V		7	13				Mm7	1	1	1, 5, 2, -1	-3	1	1
12	12	33	2.0	0	0	3/4	2	1	V7(9)/iv		g	i		V7(9)/iv		V		7	9	iv			Mm7	1	1	0, 4, 1, -2	-5	0	0
12	12	35	4.0	1/2	1/2	3/4	2	1	V7/iv		g	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
14	14	39	2.0	0	0	3/4	2	1	V/VII		g	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
14	14	41	3.0	1/2	1/2	3/4	2	1	V7(9)/VII		g	i		V7(9)/VII		V		7	9	VII			Mm7	1	1	-1, 3, 0, -3	1	-1	-1
15	15	44	1.0	1/2	1/2	3/4	2	1	V7/VII		g	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
16	16	45	2.0	0	0	3/4	2	1	V/VII		g	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
16	16	47	3.0	1/2	1/2	3/4	2	1	V7(9)/VII		g	i		V7(9)/VII		V		7	9	VII			Mm7	1	1	-1, 3, 0, -3	1	-1	-1
17	17	50	1.0	1/2	1/2	3/4	2	1	V7/VII		g	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
18	18	51	2.0	0	0	3/4	2	1	V/VII		g	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
18	18	53	2.0	1/2	1/2	3/4	2	1	V7(9)/VII		g	i		V7(9)/VII		V		7	9	VII			Mm7	1	1	-1, 3, 0, -3	1	-1	-1
19	19	55	1.5	1/4	1/4	3/4	2	1	V(13)/VII		g	i		V(13)/VII		V			13	VII			M	1	1	-1, 3, 0	2	-1	-1
19	19	113/2	0.5	5/8	5/8	3/4	2	1	V7/VII		g	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
20	20	57	2.0	0	0	3/4	2	1	VII(1311)		g	i		VII(1311)		VII			1311				M	1	1	-2, 2, -1	1, -3	-2	-2
20	20	59	1.0	1/2	1/2	3/4	2	1	VII		g	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
21	21	60	3.0	0	0	3/4	2	1	bII6}		g	i		bII6		bII		6				}	M	1	1	-1, -4, -5		-5	-1
22	22	63	2.0	0	0	3/4	2	1	V(13){		g	i		V(13)		V			13			{	M	1	1	1, 5, 2	-3	1	1
22	22	65	4.0	1/2	1/2	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
24	24	69	2.0	0	0	3/4	2	1	V(13)		g	i		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
24	24	71	4.0	1/2	1/2	3/4	2	1	V7		g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	75	2.0	0	0	3/4	2	1	V(13)		g	i		V(13)		V			13				M	1	1	1, 5, 2	-3	1	1
26	26	77	4.0	1/2	1/2	3/4	2	1	V7(13)		g	i		V7(13)		V		7	13				Mm7	1	1	1, 5, 2, -1	-3	1	1
28	28	81	2.0	0	0	3/4	2	1	V7(139)/#vii		g	i		V7(139)/#vii		V		7	139	#vii			Mm7	1	1	6, 10, 7, 4	2, 1	6	6
28	28	83	4.0	1/2	1/2	3/4	2	1	V7(9)/#vii		g	i		V7(9)/#vii		V		7	9	#vii			Mm7	1	1	6, 10, 7, 4	1	6	6
30	30	87	2.0	0	0	3/4	2	1	V7(13)/#iii		g	i		V7(13)/#iii		V		7	13	#iii			Mm7	1	1	5, 9, 6, 3	1	5	5
30	30	89	4.0	1/2	1/2	3/4	2	1	V7/#iii	Ger6/III	g	i		V7/#iii		V		7		#iii			Mm7	1	1	5, 9, 6, 3		5	5
32	32	93	2.0	0	0	3/4	2	1	V7(64)/III		g	i		V7(64)/III		V		7	64	III			Mm7	1	1	-2, -3, 1, -4		-2	-2
32	32	95	4.0	1/2	1/2	3/4	2	1	V(64)/III		g	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
