mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.5	0	0	6/8	2	1	C.I[I{		C	I	I	I		I						{	M	0	0	0, 4, 1		0	0
1	1	3/2	3/2	1.5	3/8	3/8	6/8	2	1	IM7	I(7)	C	I	I	IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
2	2	3	3	1.5	0	0	6/8	2	1	IVM43	I(6+4)	C	I	I	IVM43		IV	M	43					MM7	0	0	0, 4, -1, 3		-1	0
2	2	9/2	9/2	0.5	3/8	3/8	6/8	2	1	V6(6)		C	I	I	V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
2	2	5	5	1.0	1/2	1/2	6/8	2	1	V6		C	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
3	3	6	6	1.5	0	0	6/8	2	1	I(9)		C	I	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
3	3	15/2	15/2	0.5	3/8	3/8	6/8	2	1	IV64(6)	I(964)	C	I	I	IV64(6)		IV		64	6				M	0	0	2, -1, 3		-1	2
3	3	8	8	1.0	1/2	1/2	6/8	2	1	IV64	I(64)	C	I	I	IV64		IV		64					M	0	0	0, -1, 3		-1	0
4	4	9	9	1.5	0	0	6/8	2	1	ii65	I(964)	C	I	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
4	4	21/2	21/2	1.5	3/8	3/8	6/8	2	1	IM7	I(7)	C	I	I	IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
5	5	12	12	1.5	0	0	6/8	2	1	vii%65		C	I	I	vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
5	5	27/2	27/2	0.5	3/8	3/8	6/8	2	1	I(6)		C	I	I	I(6)		I			6				M	0	0	0, 4, 3		0	0
5	5	14	14	1.0	1/2	1/2	6/8	2	1	I]		C	I	I	I		I							M	0	0	0, 4, 1		0	0
6	6	15	15	1.5	0	0	6/8	2	1	V[V		C	I	V	V		V							M	0	0	1, 5, 2		1	1
6	6	33/2	33/2	0.5	3/8	3/8	6/8	2	1	V2(4)/V		C	I	V	V2(4)/V		V		2	4	V			Mm7	0	0	0, 2, 1, 3		2	0
6	6	17	17	1.0	1/2	1/2	6/8	2	1	V2/V		C	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
7	7	18	18	1.5	0	0	6/8	2	1	V		C	I	V	V		V							M	0	0	1, 5, 2		1	1
7	7	39/2	39/2	0.5	3/8	3/8	6/8	2	1	V2(4)/V		C	I	V	V2(4)/V		V		2	4	V			Mm7	0	0	0, 2, 1, 3		2	0
7	7	20	20	1.0	1/2	1/2	6/8	2	1	V2/V		C	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
8	8	21	21	3.0	0	0	6/8	2	1	V]|HC}		C	I	V	V		V					HC	}	M	0	0	1, 5, 2		1	1
9	9	24	24	1.5	0	0	6/8	2	1	I[I{		C	I	I	I		I						{	M	0	0	0, 4, 1		0	0
9	9	51/2	51/2	1.5	3/8	3/8	6/8	2	1	IM7	I(7)	C	I	I	IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
10	10	27	27	1.5	0	0	6/8	2	1	IVM43	I(6+4)	C	I	I	IVM43		IV	M	43					MM7	0	0	0, 4, -1, 3		-1	0
10	10	57/2	57/2	0.5	3/8	3/8	6/8	2	1	V6(6)		C	I	I	V6(6)		V		6	6				M	0	0	5, 4, 1		1	5
10	10	29	29	1.0	1/2	1/2	6/8	2	1	V6		C	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
11	11	30	30	1.5	0	0	6/8	2	1	I(9)		C	I	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
11	11	63/2	63/2	0.5	3/8	3/8	6/8	2	1	IV64(6)	I(964)	C	I	I	IV64(6)		IV		64	6				M	0	0	2, -1, 3		-1	2
11	11	32	32	1.0	1/2	1/2	6/8	2	1	IV64	I(64)	C	I	I	IV64		IV		64					M	0	0	0, -1, 3		-1	0
12	12	33	33	1.5	0	0	6/8	2	1	ii65	I(964)	C	I	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
12	12	69/2	69/2	1.5	3/8	3/8	6/8	2	1	IM7	I(7)	C	I	I	IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
13	13	36	36	1.5	0	0	6/8	2	1	vii%65		C	I	I	vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
13	13	75/2	75/2	0.5	3/8	3/8	6/8	2	1	I(6)		C	I	I	I(6)		I			6				M	0	0	0, 4, 3		0	0
13	13	38	38	1.0	1/2	1/2	6/8	2	1	I]		C	I	I	I		I							M	0	0	0, 4, 1		0	0
14	14	39	39	1.5	0	0	6/8	2	1	V[V		C	I	V	V		V							M	0	0	1, 5, 2		1	1
14	14	81/2	81/2	0.5	3/8	3/8	6/8	2	1	V2(4)/V		C	I	V	V2(4)/V		V		2	4	V			Mm7	0	0	0, 2, 1, 3		2	0
14	14	41	41	1.0	1/2	1/2	6/8	2	1	V2/V		C	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
15	15	42	42	1.5	0	0	6/8	2	1	V		C	I	V	V		V							M	0	0	1, 5, 2		1	1
15	15	87/2	87/2	0.5	3/8	3/8	6/8	2	1	V2(4)/V		C	I	V	V2(4)/V		V		2	4	V			Mm7	0	0	0, 2, 1, 3		2	0
15	15	44	44	1.0	1/2	1/2	6/8	2	1	V2/V		C	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
16	16	45	45	5.0	0	0	6/8	2	1	V]|HC}		C	I	V	V		V					HC	}	M	0	0	1, 5, 2		1	1
17	17	50	50	2.5	1/2	1/2	6/8	2	1	#viio43/vi{		C	I		#viio43/vi		#vii	o	43		vi		{	o7	0	0	2, -1, 8, 5		8	2
18	18	105/2	105/2	1.5	3/8	3/8	6/8	2	1	Ger7/vi		C	I		Ger7/vi	Ger	vii	o	7	b3	V/vi			Ger	0	0	9, -1, 3, 0		9	9
19	19	54	54	3.0	0	0	6/8	2	1	V/vi		C	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
20	20	57	57	1.5	0	0	6/8	2	1	V7(6+4)/V/vi		C	I		V7(6+4)/V/vi		V		7	6+4	V/vi			Mm7	0	0	5, 9, 8, 3	4	5	5
