mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6.0	0	0	3/4	2	1	d.i{		d	i		i		i						{	m	1	1	0, -3, 1		0	0
3	3	6	6	6.0	0	0	3/4	2	1	v6		d	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
5	5	12	12	6.0	0	0	3/4	2	1	#vi%2		d	i		#vi%2		#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
7	7	18	18	3.0	0	0	3/4	2	1	VIM2		d	i		VIM2		VI	M	2					MM7	1	1	1, -4, 0, -3		-4	1
8	8	21	21	3.0	0	0	3/4	2	1	v}		d	i		v		v						}	m	1	1	1, -2, 2		1	1
9	9	24	24	9.0	0	0	3/4	2	1	iv7{	ii7/III{	d	i		iv7		iv		7				{	mm7	1	1	-1, -4, 0, -3		-1	-1
12	12	33	33	0.5	0	0	3/4	2	1	V(6)/III		d	i		V(6)/III		V			6	III			M	1	1	-2, 2, 1		-2	-2
12	12	67/2	67/2	0.5	1/8	1/8	3/4	2	1	V/III		d	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
12	12	34	34	1.0	1/4	1/4	3/4	2	1	I64/III		d	i		I64/III		I		64		III			M	1	1	-2, -3, 1		-3	-2
12	12	35	35	1.0	1/2	1/2	3/4	2	1	I/III		d	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3
13	13	36	36	9.0	0	0	3/4	2	1	bIIM7		d	i		bIIM7		bII	M	7					MM7	1	1	-5, -1, -4, 0		-5	-5
16	16	45	45	0.5	0	0	3/4	2	1	V(6)		d	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
16	16	91/2	91/2	0.5	1/8	1/8	3/4	2	1	V		d	i		V		V							M	1	1	1, 5, 2		1	1
16	16	46	46	1.0	1/4	1/4	3/4	2	1	i64		d	i		i64		i		64					m	1	1	1, 0, -3		0	1
16	16	47	47	1.0	1/2	1/2	3/4	2	1	i|PAC}		d	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
17	17	48	48	5.0	0	0	3/4	2	1	V[V7{		d	i	V	V7		V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
18	18	53	53	3.0	1/2	1/2	3/4	2	1	#vi%2	ii%2/V	d	i	V	#vi%2		#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
19	19	56	56	1.0	1/2	1/2	3/4	2	1	V		d	i	V	V		V							M	1	1	1, 5, 2		1	1
20	20	57	57	10.0	0	0	3/4	2	1	iv6	iv(2)	d	i	V	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
23	23	67	67	8.0	1/4	1/4	3/4	2	1	VI6	VIM2	d	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
26	26	75	75	2.0	0	0	3/4	2	1	VII6		d	i	V	VII6		VII		6					M	1	1	2, -1, -2		-2	2
26	26	77	77	1.0	1/2	1/2	3/4	2	1	i64	i6	d	i	V	i64		i		64					m	1	1	1, 0, -3		0	1
27	27	78	78	6.0	0	0	3/4	2	1	bII		d	i	V	bII		bII							M	1	1	-5, -1, -4		-5	-5
29	29	84	84	2.0	0	0	3/4	2	1	v		d	i	V	v		v							m	1	1	1, -2, 2		1	1
29	29	86	86	1.0	1/2	1/2	3/4	2	1	V]		d	i	V	V		V							M	1	1	1, 5, 2		1	1
30	30	87	87	2.0	0	0	3/4	2	1	iv	V2	d	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
30	30	89	89	1.0	1/2	1/2	3/4	2	1	V2		d	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
31	31	90	90	2.0	0	0	3/4	2	1	i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
31	31	92	92	1.0	1/2	1/2	3/4	2	1	V43(6)	i6(#7)	d	i		V43(6)		V		43	6				Mm7	1	1	-3, -1, 1, 5		1	-3
32	32	93	93	2.0	0	0	3/4	2	1	iio	V43	d	i		iio		ii	o						o	1	1	2, -1, -4		2	2
32	32	95	95	1.0	1/2	1/2	3/4	2	1	V43|HC}		d	i		V43		V		43			HC	}	Mm7	1	1	2, -1, 1, 5		1	2
33	33	96	96	6.0	0	0	3/4	2	1	i{		d	i		i		i						{	m	1	1	0, -3, 1		0	0
35	35	102	102	6.0	0	0	3/4	2	1	v6		d	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
37	37	108	108	6.0	0	0	3/4	2	1	#vi%2		d	i		#vi%2		#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
39	39	114	114	3.0	0	0	3/4	2	1	VIM2		d	i		VIM2		VI	M	2					MM7	1	1	1, -4, 0, -3		-4	1
40	40	117	117	3.0	0	0	3/4	2	1	v}		d	i		v		v						}	m	1	1	1, -2, 2		1	1
41	41	120	120	2.5	0	0	3/4	2	1	iv{		d	i		iv		iv						{	m	1	1	-1, -4, 0		-1	-1
41	41	245/2	245/2	0.5	5/8	5/8	3/4	2	1	ii7		d	i		ii7		ii		7					mm7	1	1	2, -1, 3, 0		2	2
42	42	123	123	2.5	0	0	3/4	2	1	iv64		d	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
42	42	251/2	251/2	0.5	5/8	5/8	3/4	2	1	iv7		d	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
43	43	126	126	2.5	0	0	3/4	2	1	VI64	IV64/III	d	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
43	43	257/2	257/2	0.5	5/8	5/8	3/4	2	1	VIM7	IVM7/III	d	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
44	44	129	129	0.5	0	0	3/4	2	1	V(6)/III		d	i		V(6)/III		V			6	III			M	1	1	-2, 2, 1		-2	-2
44	44	259/2	259/2	0.5	1/8	1/8	3/4	2	1	V/III		d	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
44	44	130	130	1.0	1/4	1/4	3/4	2	1	I64/III		d	i		I64/III		I		64		III			M	1	1	-2, -3, 1		-3	-2
44	44	131	131	1.0	1/2	1/2	3/4	2	1	I/III		d	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3
45	45	132	132	3.0	0	0	3/4	2	1	bII		d	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
46	46	135	135	2.5	0	0	3/4	2	1	bII64		d	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
46	46	275/2	275/2	0.5	5/8	5/8	3/4	2	1	bII7		d	i		bII7		bII		7					Mm7	1	1	-5, -1, -4, -7		-5	-5
47	47	138	138	2.5	0	0	3/4	2	1	iv64		d	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
47	47	281/2	281/2	0.5	5/8	5/8	3/4	2	1	iv7		d	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
48	48	141	141	0.5	0	0	3/4	2	1	V(6)		d	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
