mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	2	1		e.V{		e	i		V		V						{	M	1	1	1, 5, 2		1	1
2	2	1/4	1/4	2/4	2	1		V2		e	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
3	3	0	0	2/4	2	1		V64		e	i		V64		V		64					M	1	1	2, 1, 5		1	2
3	3	1/4	1/4	2/4	2	1		i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	4	0	0	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
4	4	1/4	1/4	2/4	2	1		v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
5	5	0	0	2/4	2	1		v		e	i		v		v							m	1	1	1, -2, 2		1	1
5	5	1/4	1/4	2/4	2	1		VIM7		e	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
6	6	0	0	2/4	2	1		V2		e	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
6	6	1/4	1/4	2/4	2	1		V64		e	i		V64		V		64					M	1	1	2, 1, 5		1	2
7	7	1/4	1/4	2/4	2	1		vo64}		e	i		vo64		v	o	64				}	o	1	1	-5, 1, -2		1	-5
9	9	0	0	2/4	2	1		i64{		e	i		i64		i		64				{	m	1	1	1, 0, -3		0	1
13	13	1/4	1/4	2/4	2	1		V(b5)/V		e	i		V(b5)/V		V			b5	V			M	1	1	2, 6, -4		2	2
17	17	0	0	2/4	2	1		V		e	i		V		V							M	1	1	1, 5, 2		1	1
17	17	1/4	1/4	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
18	18	1/4	1/4	2/4	2	1		#vio		e	i		#vio		#vi	o						o	1	1	3, 0, -3		3	3
20	20	1/4	1/4	2/4	2	1		V		e	i		V		V							M	1	1	1, 5, 2		1	1
22	22	0	0	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
23	23	0	0	2/4	2	1		ii%43	Fr6	e	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
28	28	0	0	2/4	2	1		V		e	i		V		V							M	1	1	1, 5, 2		1	1
28	28	3/8	3/8	2/4	2	1		bV		e	i		bV		bV							M	1	1	-6, -2, -5		-6	-6
29	29	1/4	1/4	2/4	2	1		IV		e	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
30	30	1/8	1/8	2/4	2	1		bIV		e	i		bIV		bIV							M	1	1	-8, -4, -7		-8	-8
31	31	0	0	2/4	2	1		III	i6	e	i		III		III							M	1	1	-3, 1, -2		-3	-3
32	32	1/8	1/8	2/4	2	1		V64		e	i		V64		V		64					M	1	1	2, 1, 5		1	2
33	33	1/8	1/8	2/4	2	1		vo64		e	i		vo64		v	o	64					o	1	1	-5, 1, -2		1	-5
35	35	1/8	1/8	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
36	36	1/4	1/4	2/4	2	1		v2		e	i		v2		v		2					mm7	1	1	-1, 1, -2, 2		1	-1
43	43	0	0	2/4	2	1		V}		e	i		V		V						}	M	1	1	1, 5, 2		1	1
47	47	0	0	2/4	2	1		i[i{		e	i	i	i		i						{	m	1	1	0, -3, 1		0	0
47	47	1/4	1/4	2/4	2	1		V7		e	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
48	48	0	0	2/4	2	1		i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
48	48	1/4	1/4	2/4	2	1		V		e	i	i	V		V							M	1	1	1, 5, 2		1	1
49	49	0	0	2/4	2	1		i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
49	49	1/4	1/4	2/4	2	1		V7		e	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
50	50	0	0	2/4	2	1		i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
50	50	1/4	1/4	2/4	2	1		V		e	i	i	V		V							M	1	1	1, 5, 2		1	1
51	51	0	0	2/4	2	1		i]		e	i	i	i		i							m	1	1	0, -3, 1		0	0
51	51	1/4	1/4	2/4	2	1		VM43		e	i		VM43		V	M	43					MM7	1	1	2, 6, 1, 5		1	2
52	52	0	0	2/4	2	1		i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
52	52	1/4	1/4	2/4	2	1		VM43		e	i		VM43		V	M	43					MM7	1	1	2, 6, 1, 5		1	2
53	53	0	0	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
53	53	1/4	1/4	2/4	2	1		V64		e	i		V64		V		64					M	1	1	2, 1, 5		1	2
54	54	0	0	2/4	2	1		i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
54	54	1/4	1/4	2/4	2	1		V64		e	i		V64		V		64					M	1	1	2, 1, 5		1	2
55	55	0	0	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
56	56	0	0	2/4	2	1		#vio65		e	i		#vio65		#vi	o	65					o7	1	1	0, -3, -6, 3		3	0
57	57	0	0	2/4	2	1		V43/VII		e	i		V43/VII		V		43		VII			Mm7	1	1	0, -3, -1, 3		-1	0
58	58	0	0	2/4	2	1		Ger7		e	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	6, -4, 0, -3		6	6
58	58	1/4	1/4	2/4	2	1		i(#4)		e	i		i(#4)		i			#4				m	1	1	0, -3, 6		0	0
58	58	3/8	3/8	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
59	59	0	0	2/4	2	1		V65/ii		e	i		V65/ii		V		65		ii			Mm7	1	1	7, 4, 1, 3		3	7
59	59	1/4	1/4	2/4	2	1		V43		e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
60	60	0	0	2/4	2	1		i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
61	61	0	0	2/4	2	1		VI(4)		e	i		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4
61	61	1/4	1/4	2/4	2	1		VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
62	62	0	0	2/4	2	1		VI(4)		e	i		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4
62	62	1/4	1/4	2/4	2	1		VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
63	63	0	0	2/4	2	1		Fr6		e	i		Fr6	Fr	V		7	b5	V			Fr	1	1	2, 6, -4, 0		2	2
66	66	0	0	2/4	2	1		V[iM65		e	i	V	iM65		i	M	65					mM7	1	1	-3, 1, 5, 0		0	-3
66	66	3/8	3/8	2/4	2	1		i%65		e	i	V	i%65		i	%	65					%7	1	1	-3, -6, -2, 0		0	-3
67	67	1/4	1/4	2/4	2	1		#vii%65		e	i	V	#vii%65		#vii	%	65					%7	1	1	2, -1, 3, 5		5	2
68	68	1/8	1/8	2/4	2	1		vii%65		e	i	V	vii%65		vii	%	65					%7	1	1	-5, -8, -4, -2		-2	-5
69	69	0	0	2/4	2	1		#vi%65		e	i	V	#vi%65		#vi	%	65					%7	1	1	0, -3, 1, 3		3	0
69	69	1/4	1/4	2/4	2	1		V(9)]		e	i	V	V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
70	70	0	0	2/4	2	1		v6(4)		e	i		v6(4)		v		6	4				m	1	1	0, 2, 1		1	0
71	71	0	0	2/4	2	1		It6/bII		e	i		It6/bII	It	vii	o	6	b3	V/bII			It	1	1	-9, -5, 1		1	-9
71	71	1/4	1/4	2/4	2	1		i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
72	72	0	0	2/4	2	1		V43(4)		e	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
72	72	1/4	1/4	2/4	2	1		V43		e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
73	73	0	0	2/4	2	1		i}		e	i		i		i						}	m	1	1	0, -3, 1		0	0
74	74	0	0	2/4	2	1		i(9)		e	i		i(9)		i			9				m	1	1	0, -3, 1	2	0	0
75	75	0	0	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
76	76	0	0	2/4	2	1		i(9)		e	i		i(9)		i			9				m	1	1	0, -3, 1	2	0	0
77	77	0	0	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
77	77	1/4	1/4	2/4	2	1		i(9)		e	i		i(9)		i			9				m	1	1	0, -3, 1	2	0	0
78	78	0	0	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
78	78	1/4	1/4	2/4	2	1		i(9)		e	i		i(9)		i			9				m	1	1	0, -3, 1	2	0	0
81	81	0	0	2/4	2	1		i		e	i		i		i							m	1	1	0, -3, 1		0	0
85	85	0	0	2/4	2	1		V7(9)/VII{		e	i		V7(9)/VII		V		7	9	VII		{	Mm7	1	1	-1, 3, 0, -3	1	-1	-1
87	87	1/4	1/4	2/4	2	1		V2/VII		e	i		V2/VII		V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
88	88	1/4	1/4	2/4	2	1		ii7		e	i		ii7		ii		7					mm7	1	1	2, -1, 3, 0		2	2
89	89	1/4	1/4	2/4	2	1		i}		e	i		i		i						}	m	1	1	0, -3, 1		0	0
