mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	1	1	.A.I(+6){	A	I		I(+6)	I			+6			{	M	0	0	0, 4, 1	3	0	0
6	6	0	0	6/8	1	1	.bI7(4)	A	I		bI7(4)	bI		7	4				Mm7	0	0	-7, -1, -6, -9		-7	-7
7	7	3/8	3/8	6/8	1	1	.bI7(+64)	A	I		bI7(+64)	bI		7	+64				Mm7	0	0	-7, -1, -6, -9	3	-7	-7
8	8	3/8	3/8	6/8	1	1	.bI7(4)	A	I		bI7(4)	bI		7	4				Mm7	0	0	-7, -1, -6, -9		-7	-7
9	9	3/8	3/8	6/8	1	1	.bI7	A	I		bI7	bI		7					Mm7	0	0	-7, -3, -6, -9		-7	-7
10	10	0	0	6/8	1	1	.bi(+#6)	A	I		bi(+#6)	bi			+#6				m	0	0	-7, -10, -6	10	-7	-7
14	14	0	0	6/8	1	1	.bVII7(4)	A	I		bVII7(4)	bVII		7	4				Mm7	0	0	-2, 4, -1, -4		-2	-2
15	15	3/8	3/8	6/8	1	1	.bVII7(+64)	A	I		bVII7(+64)	bVII		7	+64				Mm7	0	0	-2, 4, -1, -4	1	-2	-2
16	16	3/8	3/8	6/8	1	1	.bVII7(4)	A	I		bVII7(4)	bVII		7	4				Mm7	0	0	-2, 4, -1, -4		-2	-2
17	17	3/8	3/8	6/8	1	1	.bVII7	A	I		bVII7	bVII		7					Mm7	0	0	-2, 2, -1, -4		-2	-2
18	18	0	0	6/8	1	1	.bVII2(9)	A	I		bVII2(9)	bVII		2	9				Mm7	0	0	-4, -2, 2, -1	0	-2	-4
20	20	0	0	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
21	21	0	0	6/8	1	1	iii	A	I		iii	iii							m	0	0	4, 1, 5		4	4
22	22	0	0	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
23	23	0	0	6/8	1	1	.bIII	A	I		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
24	24	0	0	6/8	1	1	I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
25	25	0	0	6/8	1	1	I+	A	I		I+	I	+						+	0	0	0, 4, 8		0	0
25	25	5/8	5/8	6/8	1	1	I(+6){	A	I		I(+6)	I			+6			{	M	0	0	0, 4, 1	3	0	0
30	30	0	0	6/8	1	1	.bI7(4)	A	I		bI7(4)	bI		7	4				Mm7	0	0	-7, -1, -6, -9		-7	-7
31	31	3/8	3/8	6/8	1	1	.bI7(+64)	A	I		bI7(+64)	bI		7	+64				Mm7	0	0	-7, -1, -6, -9	3	-7	-7
32	32	3/8	3/8	6/8	1	1	.bI7(4)	A	I		bI7(4)	bI		7	4				Mm7	0	0	-7, -1, -6, -9		-7	-7
33	33	3/8	3/8	6/8	1	1	.bI7	A	I		bI7	bI		7					Mm7	0	0	-7, -3, -6, -9		-7	-7
34	34	0	0	6/8	1	1	.bi(+#6)	A	I		bi(+#6)	bi			+#6				m	0	0	-7, -10, -6	10	-7	-7
38	38	0	0	6/8	1	1	.bVII7(4)	A	I		bVII7(4)	bVII		7	4				Mm7	0	0	-2, 4, -1, -4		-2	-2
39	39	3/8	3/8	6/8	1	1	.bVII7(+64)	A	I		bVII7(+64)	bVII		7	+64				Mm7	0	0	-2, 4, -1, -4	1	-2	-2
40	40	3/8	3/8	6/8	1	1	.bVII7(4)	A	I		bVII7(4)	bVII		7	4				Mm7	0	0	-2, 4, -1, -4		-2	-2
41	41	3/8	3/8	6/8	1	1	.bVII7	A	I		bVII7	bVII		7					Mm7	0	0	-2, 2, -1, -4		-2	-2
42	42	0	0	6/8	1	1	.bVII2(9)	A	I		bVII2(9)	bVII		2	9				Mm7	0	0	-4, -2, 2, -1	0	-2	-4
44	44	0	0	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
45	45	0	0	6/8	1	1	V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
46	46	0	0	6/8	1	1	.bIII+	A	I		bIII+	bIII	+						+	0	0	-3, 1, 5		-3	-3
47	47	0	0	6/8	1	1	V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
48	48	0	0	6/8	1	1	V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
49	49	0	0	6/8	1	1	V43(9)/bVII	A	I		V43(9)/bVII	V		43	9	bVII			Mm7	0	0	0, -3, -1, 3	1	-1	0
50	50	0	0	6/8	1	1	.bIII64	A	I		bIII64	bIII		64					M	0	0	-2, -3, 1		-3	-2
51	51	0	0	6/8	1	1	vi%7	A	I		vi%7	vi	%	7					%7	0	0	3, 0, -3, 1		3	3
52	52	0	0	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
53	53	0	0	6/8	1	1	iii	A	I		iii	iii							m	0	0	4, 1, 5		4	4
54	54	0	0	6/8	1	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
55	55	0	0	6/8	1	1	.bIII	A	I		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
56	56	0	0	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
57	57	0	0	6/8	1	1	ii%65	A	I		ii%65	ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
58	58	0	0	6/8	1	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
59	59	0	0	6/8	1	1	ii%65	A	I		ii%65	ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
60	60	0	0	6/8	1	1	I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
