mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	3/4	4/4	2	1	e.III{	i6{	e	i		III		III						{	M	1	1	-3, 1, -2		-3	-3
2	1	1	1.0	0	0	4/4	2	1	V/V		e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
2	1	2	1.0	1/4	1/4	4/4	2	1	bII64		e	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
2	1	3	1.0	1/2	1/2	4/4	2	1	I64		e	i		I64		I		64					M	1	1	1, 0, 4		0	1
2	1	4	1.0	3/4	3/4	4/4	2	1	#VII6	IV6/bV	e	i		#VII6		#VII		6					M	1	1	9, 6, 5		5	9
3	2	5	1.0	0	0	4/4	2	1	ii%7/bV		e	i		ii%7/bV		ii	%	7		bV			%7	1	1	-4, -7, -10, -6		-4	-4
3	2	6	0.5	1/4	1/4	4/4	2	1	Ger2/iv	V43/bV	e	i		Ger2/iv	Ger	vii	o	2	b3	V/iv			Ger	1	1	-4, 5, -5, -1		5	-4
3	2	13/2	0.5	3/8	3/8	4/4	2	1	V7(b5)		e	i		V7(b5)		V		7	b5				Mm7	1	1	1, 5, -5, -1		1	1
3	2	7	1.0	1/2	1/2	4/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
3	2	8	1.0	3/4	3/4	4/4	2	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
4	3	9	1.0	0	0	4/4	2	1	iv6		e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
4	3	10	1.0	1/4	1/4	4/4	2	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	11	1.0	1/2	1/2	4/4	2	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
4	3	12	1.0	3/4	3/4	4/4	2	1	v6		e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
