mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	16.0	0	0	2/4	2	1	D.I[I{	D	I	I	I	I						{	M	0	0	0, 4, 1		0	0
9	9	16	16	8.0	0	0	2/4	2	1	V	D	I	I	V	V							M	0	0	1, 5, 2		1	1
13	13	24	24	2.0	0	0	2/4	2	1	V(9)	D	I	I	V(9)	V			9				M	0	0	1, 5, 2	3	1	1
14	14	26	26	1.0	0	0	2/4	2	1	V7	D	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	27	27	1.0	1/4	1/4	2/4	2	1	I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
15	15	28	28	4.0	0	0	2/4	2	1	V	D	I	I	V	V							M	0	0	1, 5, 2		1	1
17	17	32	32	2.0	0	0	2/4	2	1	V(9)	D	I	I	V(9)	V			9				M	0	0	1, 5, 2	3	1	1
18	18	34	34	1.0	0	0	2/4	2	1	V7	D	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	35	35	1.0	1/4	1/4	2/4	2	1	I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
19	19	36	36	4.0	0	0	2/4	2	1	V	D	I	I	V	V							M	0	0	1, 5, 2		1	1
21	21	40	40	1.0	0	0	2/4	2	1	V7	D	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	41	41	1.0	1/4	1/4	2/4	2	1	I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
22	22	42	42	1.0	0	0	2/4	2	1	V7	D	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	22	43	43	1.0	1/4	1/4	2/4	2	1	I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
23	23	44	44	4.0	0	0	2/4	2	1	V	D	I	I	V	V							M	0	0	1, 5, 2		1	1
25	25	48	48	1.0	0	0	2/4	2	1	V7	D	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	49	49	1.0	1/4	1/4	2/4	2	1	I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
26	26	50	50	1.0	0	0	2/4	2	1	V7	D	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	51	51	1.0	1/4	1/4	2/4	2	1	I	D	I	I	I	I							M	0	0	0, 4, 1		0	0
27	27	52	52	4.0	0	0	2/4	2	1	V	D	I	I	V	V							M	0	0	1, 5, 2		1	1
29	29	56	56	20.0	0	0	2/4	2	1	I]}	D	I	I	I	I						}	M	0	0	0, 4, 1		0	0
