mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	5/8	4/4	2	1		G.V7{		G	I		V7		V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
3	2	0	0	4/4	2	1		vii%65/IV	ii%65/ii	G	I		vii%65/IV		vii	%	65		IV			%7	0	0	1, -2, 2, 4		4	1
3	2	3/4	3/4	4/4	2	1		ii2/IV	iv2/ii	G	I		ii2/IV		ii		2		IV			mm7	0	0	-1, 1, -2, 2		1	-1
3	2	7/8	7/8	4/4	2	1		Fr2/ii		G	I		Fr2/ii	Fr	V		2	b5	V/ii			Fr	0	0	2, 4, 8, -2		4	2
4	3	0	0	4/4	2	1		V43/ii		G	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
4	3	1/4	1/4	4/4	2	1		Fr6/V	V43(b5)/ii	G	I		Fr6/V	Fr	V		7	b5	V/V			Fr	0	0	3, 7, -3, 1		3	3
4	3	1/2	1/2	4/4	2	1		V7/V		G	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
5	4	0	0	4/4	2	1		V7}		G	I		V7		V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
5	4	1/4	1/4	4/4	2	1		V7(9)		G	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
6	5	0	0	4/4	2	1		I6{		G	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
6	5	3/4	3/4	4/4	2	1		I6(#5)		G	I		I6(#5)		I		6	#5				M	0	0	4, 8, 0		0	4
7	6	0	0	4/4	2	1		ii65		G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
8	7	0	0	4/4	2	1		vii%65/IV		G	I		vii%65/IV		vii	%	65		IV			%7	0	0	1, -2, 2, 4		4	1
8	7	3/4	3/4	4/4	2	1		bVI+		G	I		bVI+		bVI	+						+	0	0	-4, 0, 4		-4	-4
8	7	7/8	7/8	4/4	2	1		iv6		G	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
9	8	0	0	4/4	2	1		V43(9)/V		G	I		V43(9)/V		V		43	9	V			Mm7	0	0	3, 0, 2, 6	4	2	3
10	9	0	0	4/4	2	1		V(964)		G	I		V(964)		V			964				M	0	0	1, 0, 4	3	1	1
10	9	1/2	1/2	4/4	2	1		V7(94)		G	I		V7(94)		V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
10	9	3/4	3/4	4/4	2	1		V7		G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	0	0	4/4	2	1		I(9)}		G	I		I(9)		I			9			}	M	0	0	0, 4, 1	2	0	0
11	10	1/4	1/4	4/4	2	1		I|PAC		G	I		I		I					PAC		M	0	0	0, 4, 1		0	0
12	11	0	0	4/4	2	1		i/iii{		G	I		i/iii		i				iii		{	m	0	0	4, 1, 5		4	4
13	12	0	0	4/4	2	1		i6/iii		G	I		i6/iii		i		6		iii			m	0	0	1, 5, 4		4	1
14	13	0	0	4/4	2	1		v/iii		G	I		v/iii		v				iii			m	0	0	5, 2, 6		5	5
15	14	0	0	4/4	2	1		iv/iv/iii		G	I		iv/iv/iii		iv				iv/iii			m	0	0	2, -1, 3		2	2
16	15	0	0	4/4	2	1		iv/iii		G	I		iv/iii		iv				iii			m	0	0	3, 0, 4		3	3
17	16	1/4	1/4	4/4	2	1		vi/iii		G	I		vi/iii		vi				iii			m	0	0	0, -3, 1		0	0
18	17	0	0	4/4	2	1		V7(96)/iii		G	I		V7(96)/iii		V		7	96	iii			Mm7	0	0	5, 9, 1, 3	0	5	5
19	18	1/4	1/4	4/4	2	1		vi/iii		G	I		vi/iii		vi				iii			m	0	0	0, -3, 1		0	0
20	19	0	0	4/4	2	1		V7(96)/iii		G	I		V7(96)/iii		V		7	96	iii			Mm7	0	0	5, 9, 1, 3	0	5	5
21	20	1/4	1/4	4/4	2	1		vi/vi		G	I		vi/vi		vi				vi			m	0	0	-1, -4, 0		-1	-1
22	21	0	0	4/4	2	1		V7(96)/vi		G	I		V7(96)/vi		V		7	96	vi			Mm7	0	0	4, 8, 0, 2	-1	4	4
23	22	1/4	1/4	4/4	2	1		vi/vi		G	I		vi/vi		vi				vi			m	0	0	-1, -4, 0		-1	-1
24	23	0	0	4/4	2	1		V7(96)/vi}		G	I		V7(96)/vi		V		7	96	vi		}	Mm7	0	0	4, 8, 0, 2	-1	4	4
31	30	1/4	1/4	4/4	2	1		iv{		G	I		iv		iv						{	m	0	0	-1, -4, 0		-1	-1
33	32	1/4	1/4	4/4	2	1		iio6(b2)	iv7	G	I		iio6(b2)		ii	o	6	b2				o	0	0	-1, -4, -3		2	-1
34	33	3/4	3/4	4/4	2	1		iio6		G	I		iio6		ii	o	6					o	0	0	-1, -4, 2		2	-1
35	34	1/4	1/4	4/4	2	1		iio6(4b2)	iv7(9)	G	I		iio6(4b2)		ii	o	6	4b2				o	0	0	1, -4, -3		2	1
36	35	3/4	3/4	4/4	2	1		iio6		G	I		iio6		ii	o	6					o	0	0	-1, -4, 2		2	-1
37	36	1/4	1/4	4/4	2	1		iv%7	ii%7/bIII	G	I		iv%7		iv	%	7					%7	0	0	-1, -4, -7, -3		-1	-1
38	37	0	0	3/4	2	1		V/bIII		G	I		V/bIII		V				bIII			M	0	0	-2, 2, -1		-2	-2
38	37	1/2	1/2	3/4	2	1		ii%7}	vii%7/bIII}	G	I		ii%7		ii	%	7				}	%7	0	0	2, -1, -4, 0		2	2
40	39	5/8	5/8	4/4	2	1		V(4){		G	I		V(4)		V			4			{	M	0	0	1, 0, 2		1	1
41	40	1/2	1/2	4/4	2	1		V7		G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	41	0	0	4/4	2	1		vii%65/IV	ii%65/ii	G	I		vii%65/IV		vii	%	65		IV			%7	0	0	1, -2, 2, 4		4	1
42	41	3/4	3/4	4/4	2	1		ii2/IV	iv2/ii	G	I		ii2/IV		ii		2		IV			mm7	0	0	-1, 1, -2, 2		1	-1
42	41	7/8	7/8	4/4	2	1		Fr2/ii		G	I		Fr2/ii	Fr	V		2	b5	V/ii			Fr	0	0	2, 4, 8, -2		4	2
43	42	0	0	4/4	2	1		V43/ii		G	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
43	42	1/4	1/4	4/4	2	1		Fr6/V	V43(b5)/ii	G	I		Fr6/V	Fr	V		7	b5	V/V			Fr	0	0	3, 7, -3, 1		3	3
43	42	1/2	1/2	4/4	2	1		V7/V		G	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
44	43	0	0	4/4	2	1		V7}		G	I		V7		V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
44	43	1/4	1/4	4/4	2	1		V7(9)		G	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
45	44	0	0	4/4	2	1		I6{		G	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
45	44	3/4	3/4	4/4	2	1		I6(#5)		G	I		I6(#5)		I		6	#5				M	0	0	4, 8, 0		0	4
46	45	0	0	4/4	2	1		ii65		G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
47	46	0	0	4/4	2	1		vii%65/IV		G	I		vii%65/IV		vii	%	65		IV			%7	0	0	1, -2, 2, 4		4	1
47	46	3/4	3/4	4/4	2	1		bVI+		G	I		bVI+		bVI	+						+	0	0	-4, 0, 4		-4	-4
