mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1/4	1/4	6/4	3	1		F#.I{	F#	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	0	0	6/4	3	1		I64	F#	I		I64	I		64					M	0	0	1, 0, 4		0	1
3	3	9/8	9/8	6/4	3	1		vi	F#	I		vi	vi							m	0	0	3, 0, 4		3	3
4	4	3/4	3/4	6/4	3	1		I64	F#	I		I64	I		64					M	0	0	1, 0, 4		0	1
4	4	9/8	9/8	6/4	3	1		I6	F#	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	0	0	6/4	3	1		IV64	F#	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
5	5	3/4	3/4	6/4	3	1		ii	F#	I		ii	ii							m	0	0	2, -1, 3		2	2
6	6	0	0	6/4	3	1		I6	F#	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	0	0	6/4	3	1		I64	F#	I		I64	I		64					M	0	0	1, 0, 4		0	1
7	7	3/4	3/4	6/4	3	1		IM2	F#	I		IM2	I	M	2					MM7	0	0	5, 0, 4, 1		0	5
7	7	1	1	6/4	3	1		vi	F#	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	5/4	5/4	6/4	3	1		I64	F#	I		I64	I		64					M	0	0	1, 0, 4		0	1
8	8	0	0	6/4	3	1		vi	F#	I		vi	vi							m	0	0	3, 0, 4		3	3
8	8	3/8	3/8	6/4	3	1		I64	F#	I		I64	I		64					M	0	0	1, 0, 4		0	1
8	8	3/4	3/4	6/4	3	1		I6	F#	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	8	9/8	9/8	6/4	3	1		I	F#	I		I	I							M	0	0	0, 4, 1		0	0
9	9	0	0	6/4	3	1		IV64	F#	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
9	9	3/4	3/4	6/4	3	1		IVM2	F#	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
9	9	1	1	6/4	3	1		ii	F#	I		ii	ii							m	0	0	2, -1, 3		2	2
9	9	5/4	5/4	6/4	3	1		IV64	F#	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
10	10	0	0	6/4	3	1		I6	F#	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	0	0	6/4	3	1		I+6	F#	I		I+6	I	+	6					+	0	0	4, 8, 0		0	4
11	11	3/4	3/4	6/4	3	1		I+	F#	I		I+	I	+						+	0	0	0, 4, 8		0	0
12	12	0	0	6/4	3	1		vi64	F#	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
12	12	3/4	3/4	6/4	3	1		vi	F#	I		vi	vi							m	0	0	3, 0, 4		3	3
13	13	0	0	6/4	3	1		I+6	F#	I		I+6	I	+	6					+	0	0	4, 8, 0		0	4
13	13	3/4	3/4	6/4	3	1		I+	F#	I		I+	I	+						+	0	0	0, 4, 8		0	0
14	14	0	0	6/4	3	1		vi64	F#	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
15	15	0	0	6/4	3	1		bVI+64	F#	I		bVI+64	bVI	+	64					+	0	0	4, -4, 0		-4	4
15	15	9/8	9/8	6/4	3	1		bVI64	F#	I		bVI64	bVI		64					M	0	0	-3, -4, 0		-4	-3
16	16	0	0	6/4	3	1		bIII+	F#	I		bIII+	bIII	+						+	0	0	-3, 1, 5		-3	-3
16	16	3/4	3/4	6/4	3	1		V64	F#	I		V64	V		64					M	0	0	2, 1, 5		1	2
17	17	0	0	6/4	3	1		II+	F#	I		II+	II	+						+	0	0	2, 6, 10		2	2
17	17	3/4	3/4	6/4	3	1		II+(2)	F#	I		II+(2)	II	+		2				+	0	0	4, 6, 10		2	4
17	17	9/8	9/8	6/4	3	1		II+6	F#	I		II+6	II	+	6					+	0	0	6, 10, 2		2	6
18	18	0	0	6/4	3	1		V64	F#	I		V64	V		64					M	0	0	2, 1, 5		1	2
18	18	1	1	6/4	3	1		V	F#	I		V	V							M	0	0	1, 5, 2		1	1
18	18	5/4	5/4	6/4	3	1		V(b8)	F#	I		V(b8)	V			b8				M	0	0	1, 5, 2		1	1
19	19	0	0	6/4	3	1		V2	F#	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
19	19	1	1	6/4	3	1		iii	F#	I		iii	iii							m	0	0	4, 1, 5		4	4
19	19	5/4	5/4	6/4	3	1		bIII+	F#	I		bIII+	bIII	+						+	0	0	-3, 1, 5		-3	-3
20	20	3/4	3/4	6/4	3	1		V64	F#	I		V64	V		64					M	0	0	2, 1, 5		1	2
20	20	5/4	5/4	6/4	3	1		bIII+	F#	I		bIII+	bIII	+						+	0	0	-3, 1, 5		-3	-3
21	21	0	0	6/4	3	1		vi64	F#	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
21	21	3/4	3/4	6/4	3	1		vi2	F#	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
21	21	1	1	6/4	3	1		viio/V	F#	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
21	21	5/4	5/4	6/4	3	1		vi64	F#	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
22	22	0	0	6/4	3	1		V}	F#	I		V	V						}	M	0	0	1, 5, 2		1	1
23	23	0	0	6/4	3	1		V7{	F#	I		V7	V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
24	24	0	0	6/4	3	1		viio2	F#	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
24	24	3/4	3/4	6/4	3	1		V7	F#	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	0	0	6/4	3	1		iio64	F#	I		iio64	ii	o	64					o	0	0	-4, 2, -1		2	-4
26	26	0	0	6/4	3	1		V7	F#	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	0	6/4	3	1		viio7	F#	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
28	28	0	0	6/4	3	1		ii%2	F#	I		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
28	28	3/4	3/4	6/4	3	1		viio7	F#	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
29	29	0	0	6/4	3	1		iv64	F#	I		iv64	iv		64					m	0	0	0, -1, -4		-1	0
30	30	0	0	6/4	3	1		viio7	F#	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
31	31	1/4	1/4	6/4	3	1		iv64	F#	I		iv64	iv		64					m	0	0	0, -1, -4		-1	0
31	31	3/4	3/4	6/4	3	1		viio7	F#	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
32	32	1/4	1/4	6/4	3	1		iv64	F#	I		iv64	iv		64					m	0	0	0, -1, -4		-1	0
32	32	3/4	3/4	6/4	3	1		viio7	F#	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
33	33	1/4	1/4	6/4	3	1		viio65(4)	F#	I		viio65(4)	vii	o	65	4				o7	0	0	4, -1, -4, 5		5	4
33	33	3/4	3/4	6/4	3	1		viio65	F#	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
34	34	1/4	1/4	6/4	3	1		viio65(4)	F#	I		viio65(4)	vii	o	65	4				o7	0	0	4, -1, -4, 5		5	4
34	34	3/4	3/4	6/4	3	1		viio65	F#	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
