mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	4.0	1/4	1/4	4/4	2	1	b.v{		b	i		v		v						{	m	1	1	1, -2, 2		1	1
2	2	5	2.0	1/4	1/4	4/4	2	1	i6		b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	2	7	1.0	3/4	3/4	4/4	2	1	V64		b	i		V64		V		64					M	1	1	2, 1, 5		1	2
3	3	8	2.0	0	0	4/4	2	1	i[i		b	i	i	i		i							m	1	1	0, -3, 1		0	0
3	3	10	2.0	1/2	1/2	4/4	2	1	v		b	i	i	v		v							m	1	1	1, -2, 2		1	1
4	4	12	2.0	0	0	4/4	2	1	i}{		b	i	i	i		i						}{	m	1	1	0, -3, 1		0	0
4	4	14	2.0	1/2	1/2	4/4	2	1	v		b	i	i	v		v							m	1	1	1, -2, 2		1	1
5	5	16	2.0	0	0	4/4	2	1	i		b	i	i	i		i							m	1	1	0, -3, 1		0	0
5	5	18	2.0	1/2	1/2	4/4	2	1	v		b	i	i	v		v							m	1	1	1, -2, 2		1	1
6	6	20	2.0	0	0	4/4	2	1	i7		b	i	i	i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
6	6	22	2.25	1/2	1/2	4/4	2	1	v7		b	i	i	v7		v		7					mm7	1	1	1, -2, 2, -1		1	1
7	7	97/4	1.75	1/16	1/16	4/4	2	1	V64		b	i	i	V64		V		64					M	1	1	2, 1, 5		1	2
7	7	26	2.0	1/2	1/2	4/4	2	1	ii%7/vii]		b	i	i	ii%7/vii		ii	%	7		vii			%7	1	1	0, -3, -6, -2		0	0
8	8	28	2.0	0	0	4/4	2	1	IV	V/vii	b	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
8	8	30	2.0	1/2	1/2	4/4	2	1	VI		b	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
9	9	32	4.0	0	0	4/4	2	1	i|PC}		b	i		i		i					PC	}	m	1	1	0, -3, 1		0	0
10	10	36	2.0	0	0	4/4	2	1	v.i[i{		b	v	i	i		i						{	m	1	1	0, -3, 1		0	0
10	10	38	2.0	1/2	1/2	4/4	2	1	v		b	v	i	v		v							m	1	1	1, -2, 2		1	1
11	11	40	2.0	0	0	4/4	2	1	i		b	v	i	i		i							m	1	1	0, -3, 1		0	0
11	11	42	2.0	1/2	1/2	4/4	2	1	v		b	v	i	v		v							m	1	1	1, -2, 2		1	1
12	12	44	2.0	0	0	4/4	2	1	i7		b	v	i	i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
12	12	46	2.25	1/2	1/2	4/4	2	1	v7		b	v	i	v7		v		7					mm7	1	1	1, -2, 2, -1		1	1
13	13	193/4	1.75	1/16	1/16	4/4	2	1	V64		b	v	i	V64		V		64					M	1	1	2, 1, 5		1	2
13	13	50	2.0	1/2	1/2	4/4	2	1	ii%7/vii]		b	v	i	ii%7/vii		ii	%	7		vii			%7	1	1	0, -3, -6, -2		0	0
14	14	52	2.0	0	0	4/4	2	1	IV	V/vii	b	v		IV		IV							M	1	1	-1, 3, 0		-1	-1
14	14	54	2.0	1/2	1/2	4/4	2	1	VI		b	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
15	15	56	4.0	0	0	4/4	2	1	i|PC}		b	v		i		i					PC	}	m	1	1	0, -3, 1		0	0
16	16	60	2.0	0	0	4/4	2	1	vii.ii%43{		b	vii		ii%43		ii	%	43				{	%7	1	1	-4, 0, 2, -1		2	-4
16	16	62	2.0	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	vii		i64(9)		i		64	9				m	1	1	1, 0, -3	2	0	1
17	17	64	2.0	0	0	4/4	2	1	ii%43		b	vii		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
17	17	66	2.0	1/2	1/2	4/4	2	1	i64(9)	v(4)	b	vii		i64(9)		i		64	9				m	1	1	1, 0, -3	2	0	1
18	18	68	4.0	0	0	4/4	2	1	ii%65		b	vii		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
19	19	72	1.0	0	0	4/4	2	1	i6	ii%7(2)	b	vii		i6		i		6					m	1	1	-3, 1, 0		0	-3
