mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	11	0	0	4/4	2	1		iii	G	I		iii		iii							m	0	0	4, 1, 5		4	4
12	11	1/2	1/2	4/4	2	1		vi7	G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
13	12	0	0	4/4	2	1		V7/V	G	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
13	12	1/4	1/4	4/4	2	1		V}	G	I		V		V						}	M	0	0	1, 5, 2		1	1
13	12	3/4	3/4	4/4	2	1		{	G	I										{		0	0				
14	13	0	0	4/4	2	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
14	13	1/4	1/4	4/4	2	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
14	13	1/2	1/2	4/4	2	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
14	13	3/4	3/4	4/4	2	1		vi64	G	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
14	13	7/8	7/8	4/4	2	1		ii7	G	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
15	14	0	0	4/4	2	1		V(6)	G	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
15	14	1/4	1/4	4/4	2	1		V2	G	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
15	14	1/2	1/2	4/4	2	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	15	0	0	4/4	2	1		IVM2	G	I		IVM2		IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
16	15	1/2	1/2	4/4	2	1		ii7	G	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
16	15	3/4	3/4	4/4	2	1		viio6	G	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
17	16	0	0	4/4	2	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
17	16	1/2	1/2	4/4	2	1		IM7	G	I		IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
18	17	0	0	4/4	2	1		V2/V	G	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
18	17	1/2	1/2	4/4	2	1		VM65	G	I		VM65		V	M	65					MM7	0	0	5, 2, 6, 1		1	5
19	18	0	0	4/4	2	1		IM2	G	I		IM2		I	M	2					MM7	0	0	5, 0, 4, 1		0	5
19	18	1/2	1/2	4/4	2	1		#iv%65	G	I		#iv%65		#iv	%	65					%7	0	0	3, 0, 4, 6		6	3
20	19	0	0	4/4	2	1		vii2	G	I		vii2		vii		2					mm7	0	0	3, 5, 2, 6		5	3
20	19	1/2	1/2	4/4	2	1		iii65	G	I		iii65		iii		65					mm7	0	0	1, 5, 2, 4		4	1
21	20	0	0	4/4	2	1		vi2	G	I		vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
21	20	1/2	1/2	4/4	2	1		V43/iii	G	I		V43/iii		V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
22	21	0	0	4/4	2	1		iii	G	I		iii		iii							m	0	0	4, 1, 5		4	4
22	21	1/2	1/2	4/4	2	1		vi7	G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
22	21	3/4	3/4	4/4	2	1		vi(+#6)	G	I		vi(+#6)		vi			+#6				m	0	0	3, 0, 4	6	3	3
23	22	0	0	4/4	2	1		VII	G	I		VII		VII							M	0	0	5, 9, 6		5	5
23	22	1/4	1/4	4/4	2	1		V/VII	G	I		V/VII		V				VII			M	0	0	6, 10, 7		6	6
23	22	3/4	3/4	4/4	2	1		V6/iii	G	I		V6/iii		V		6		iii			M	0	0	9, 6, 5		5	9
24	23	0	0	4/4	2	1		iii	G	I		iii		iii							m	0	0	4, 1, 5		4	4
24	23	1/2	1/2	4/4	2	1		vi7	G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
25	24	0	0	4/4	2	1		V7/V	G	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
25	24	1/4	1/4	4/4	2	1		V}	G	I		V		V						}	M	0	0	1, 5, 2		1	1
26	25	0	0	4/4	2	1		V[V7(9){	G	I	V	V7(9)		V		7	9			{	Mm7	0	0	1, 5, 2, -1	3	1	1
27	26	0	0	4/4	2	1		IV6	G	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
28	27	0	0	4/4	2	1		v%7	G	I	V	v%7		v	%	7					%7	0	0	1, -2, -5, -1		1	1
29	28	0	0	4/4	2	1		V2/V	G	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
30	29	0	0	4/4	2	1		bIIIM65	G	I	V	bIIIM65		bIII	M	65					MM7	0	0	1, -2, 2, -3		-3	1
31	30	0	0	4/4	2	1		iii%65	G	I	V	iii%65		iii	%	65					%7	0	0	1, -2, 2, 4		4	1
32	31	0	0	4/4	2	1		v%7]	G	I	V	v%7		v	%	7					%7	0	0	1, -2, -5, -1		1	1
33	32	0	0	4/4	2	1		bV	G	I		bV		bV							M	0	0	-6, -2, -5		-6	-6
34	33	0	0	4/4	2	1		v%2	G	I		v%2		v	%	2					%7	0	0	-1, 1, -2, -5		1	-1
35	34	0	0	4/4	2	1		bvii%43	G	I		bvii%43		bvii	%	43					%7	0	0	-8, -4, -2, -5		-2	-8
36	35	0	0	4/4	2	1		Fr6/V	G	I		Fr6/V	Fr	V		7	b5	V/V			Fr	0	0	3, 7, -3, 1		3	3
37	36	0	0	4/4	2	1		V7/V	G	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
37	36	1/2	1/2	4/4	2	1		V7(9)}	G	I		V7(9)		V		7	9			}	Mm7	0	0	1, 5, 2, -1	3	1	1
38	37	3/4	3/4	4/4	2	1		V{	G	I		V		V						{	M	0	0	1, 5, 2		1	1
39	38	0	0	4/4	2	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
39	38	1/4	1/4	4/4	2	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
39	38	1/2	1/2	4/4	2	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
39	38	3/4	3/4	4/4	2	1		vi64	G	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
39	38	7/8	7/8	4/4	2	1		ii7	G	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
40	39	0	0	4/4	2	1		V(6)	G	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
40	39	1/4	1/4	4/4	2	1		V2	G	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	39	1/2	1/2	4/4	2	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
40	39	3/4	3/4	4/4	2	1		V2/IV	G	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
41	40	0	0	4/4	2	1		IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
41	40	1/4	1/4	4/4	2	1		bVIIM2	G	I		bVIIM2		bVII	M	2					MM7	0	0	3, -2, 2, -1		-2	3
41	40	1/2	1/2	4/4	2	1		v7	G	I		v7		v		7					mm7	0	0	1, -2, 2, -1		1	1
41	40	3/4	3/4	4/4	2	1		viio6/IV	G	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
42	41	0	0	4/4	2	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
42	41	1/2	1/2	4/4	2	1		IVM7	G	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
43	42	0	0	4/4	2	1		V2	G	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
43	42	1/2	1/2	4/4	2	1		IM65	G	I		IM65		I	M	65					MM7	0	0	4, 1, 5, 0		0	4
44	43	0	0	4/4	2	1		IVM2	G	I		IVM2		IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
44	43	1/2	1/2	4/4	2	1		vii%65	G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
45	44	0	0	4/4	2	1		iii2	G	I		iii2		iii		2					mm7	0	0	2, 4, 1, 5		4	2
45	44	1/2	1/2	4/4	2	1		vi65	G	I		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
46	45	0	0	4/4	2	1		ii2	G	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
46	45	1/2	1/2	4/4	2	1		V43/vi	G	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
47	46	0	0	4/4	2	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
47	46	1/2	1/2	4/4	2	1		ii7	G	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
47	46	3/4	3/4	4/4	2	1		ii(+6)	G	I		ii(+6)		ii			+6				m	0	0	2, -1, 3	5	2	2
48	47	0	0	4/4	2	1		III	G	I		III		III							M	0	0	4, 8, 5		4	4
48	47	1/4	1/4	4/4	2	1		V/III	G	I		V/III		V				III			M	0	0	5, 9, 6		5	5
48	47	3/4	3/4	4/4	2	1		V6/vi	G	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
49	48	0	0	4/4	2	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
49	48	1/2	1/2	4/4	2	1		ii7	G	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
50	49	0	0	4/4	2	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	49	1/4	1/4	4/4	2	1		I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
51	50	0	0	4/4	2	1		V[V7(9){	G	I	V	V7(9)		V		7	9			{	Mm7	0	0	1, 5, 2, -1	3	1	1
52	51	0	0	4/4	2	1		IV6	G	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
53	52	0	0	4/4	2	1		v%7	G	I	V	v%7		v	%	7					%7	0	0	1, -2, -5, -1		1	1
54	53	0	0	4/4	2	1		V2/V	G	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
55	54	0	0	4/4	2	1		bIIIM65	G	I	V	bIIIM65		bIII	M	65					MM7	0	0	1, -2, 2, -3		-3	1
56	55	0	0	4/4	2	1		iii%65	G	I	V	iii%65		iii	%	65					%7	0	0	1, -2, 2, 4		4	1
57	56	0	0	4/4	2	1		v%7]	G	I	V	v%7		v	%	7					%7	0	0	1, -2, -5, -1		1	1
58	57	0	0	4/4	2	1		bV	G	I		bV		bV							M	0	0	-6, -2, -5		-6	-6
59	58	0	0	4/4	2	1		v%2	G	I		v%2		v	%	2					%7	0	0	-1, 1, -2, -5		1	-1
60	59	0	0	4/4	2	1		bvii%43	G	I		bvii%43		bvii	%	43					%7	0	0	-8, -4, -2, -5		-2	-8
61	60	0	0	4/4	2	1		Fr6/V	G	I		Fr6/V	Fr	V		7	b5	V/V			Fr	0	0	3, 7, -3, 1		3	3
62	61	0	0	4/4	2	1		V7/V	G	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
62	61	1/2	1/2	4/4	2	1		V7(9)}	G	I		V7(9)		V		7	9			}	Mm7	0	0	1, 5, 2, -1	3	1	1
63	62	3/4	3/4	4/4	2	1		V{	G	I		V		V						{	M	0	0	1, 5, 2		1	1
64	63	0	0	4/4	2	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
64	63	1/4	1/4	4/4	2	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
64	63	1/2	1/2	4/4	2	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
64	63	3/4	3/4	4/4	2	1		vi64	G	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
64	63	7/8	7/8	4/4	2	1		ii7	G	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
65	64	0	0	4/4	2	1		V(6)	G	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
65	64	1/4	1/4	4/4	2	1		V2	G	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
65	64	1/2	1/2	4/4	2	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
65	64	3/4	3/4	4/4	2	1		V2/IV	G	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
66	65	0	0	4/4	2	1		IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
66	65	1/4	1/4	4/4	2	1		bVIIM2	G	I		bVIIM2		bVII	M	2					MM7	0	0	3, -2, 2, -1		-2	3
66	65	1/2	1/2	4/4	2	1		v7	G	I		v7		v		7					mm7	0	0	1, -2, 2, -1		1	1
66	65	3/4	3/4	4/4	2	1		viio6/IV	G	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
67	66	0	0	4/4	2	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
67	66	1/2	1/2	4/4	2	1		IVM7	G	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
68	67	0	0	4/4	2	1		V2	G	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
68	67	1/2	1/2	4/4	2	1		IM65	G	I		IM65		I	M	65					MM7	0	0	4, 1, 5, 0		0	4
69	68	0	0	4/4	2	1		IVM2	G	I		IVM2		IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
69	68	1/2	1/2	4/4	2	1		vii%65	G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
70	69	0	0	4/4	2	1		iii2	G	I		iii2		iii		2					mm7	0	0	2, 4, 1, 5		4	2
70	69	1/2	1/2	4/4	2	1		vi65	G	I		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
71	70	0	0	4/4	2	1		ii2	G	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
71	70	1/2	1/2	4/4	2	1		V43/vi	G	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
72	71	0	0	4/4	2	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
72	71	1/2	1/2	4/4	2	1		ii7	G	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
72	71	3/4	3/4	4/4	2	1		ii(+6)	G	I		ii(+6)		ii			+6				m	0	0	2, -1, 3	5	2	2
73	72	0	0	4/4	2	1		III	G	I		III		III							M	0	0	4, 8, 5		4	4
73	72	1/4	1/4	4/4	2	1		V/III	G	I		V/III		V				III			M	0	0	5, 9, 6		5	5
73	72	3/4	3/4	4/4	2	1		V6/vi	G	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
74	73	0	0	4/4	2	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
74	73	1/2	1/2	4/4	2	1		ii7	G	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
75	74	0	0	4/4	2	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	74	1/4	1/4	4/4	2	1		I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
76	75	0	0	4/4	2	1		vii%7/IV{	G	I		vii%7/IV		vii	%	7		IV		{	%7	0	0	4, 1, -2, 2		4	4
76	75	1/2	1/2	4/4	2	1		V7(9)/IV	G	I		V7(9)/IV		V		7	9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
77	76	0	0	4/4	2	1		vi%7	G	I		vi%7		vi	%	7					%7	0	0	3, 0, -3, 1		3	3
77	76	1/2	1/2	4/4	2	1		vi%65	G	I		vi%65		vi	%	65					%7	0	0	0, -3, 1, 3		3	0
78	77	0	0	4/4	2	1		ii%7	G	I		ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2
78	77	1/2	1/2	4/4	2	1		I[ii%2	G	I	I	ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
79	78	0	0	4/4	2	1		bII	G	I	I	bII		bII							M	0	0	-5, -1, -4		-5	-5
79	78	1/2	1/2	4/4	2	1		Ger7/IV	G	I	I	Ger7/IV	Ger	vii	o	7	b3	V/IV			Ger	0	0	5, -5, -1, -4		5	5
79	78	3/4	3/4	4/4	2	1		bVII	G	I	I	bVII		bVII							M	0	0	-2, 2, -1		-2	-2
79	78	7/8	7/8	4/4	2	1		V2/bIII	G	I	I	V2/bIII		V		2		bIII			Mm7	0	0	-4, -2, 2, -1		-2	-4
80	79	0	0	4/4	2	1		I]	G	I	I	I		I							M	0	0	0, 4, 1		0	0
81	80	0	0	4/4	2	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
82	81	0	0	4/4	2	1		I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
