mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	2	1		E.I[I{		E	I	I	I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	4/4	2	1		IV6	I(64)	E	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
1	1	1/2	1/2	4/4	2	1		IM7		E	I	I	IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
2	2	0	0	4/4	2	1		ii6		E	I	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
2	2	1/4	1/4	4/4	2	1		vii%65		E	I	I	vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
2	2	1/2	1/2	4/4	2	1		I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	4/4	2	1		IV6	I(64)	E	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	1/2	1/2	4/4	2	1		IM7		E	I	I	IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0
3	3	3/4	3/4	4/4	2	1		I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	4/4	2	1		ii6		E	I	I	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	1/4	1/4	4/4	2	1		vii%65		E	I	I	vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
4	4	1/2	1/2	4/4	2	1		I]		E	I	I	I	I							M	0	0	0, 4, 1		0	0
5	5	0	0	4/4	2	1		vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
5	5	1/4	1/4	4/4	2	1		V64/V		E	I		V64/V	V		64		V			M	0	0	3, 2, 6		2	3
5	5	1/2	1/2	4/4	2	1		iii(4)		E	I		iii(4)	iii			4				m	0	0	4, 3, 5		4	4
5	5	3/4	3/4	4/4	2	1		iii		E	I		iii	iii							m	0	0	4, 1, 5		4	4
6	6	0	0	4/4	2	1		IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	1/4	1/4	4/4	2	1		viio64		E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
6	6	1/2	1/2	4/4	2	1		vii	ii/V	E	I		vii	vii							m	0	0	5, 2, 6		5	5
6	6	3/4	3/4	4/4	2	1		viio6/V	V43/V	E	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
7	7	0	0	4/4	2	1		ii7/V		E	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
7	7	1/4	1/4	4/4	2	1		ii7(9)/v		E	I		ii7(9)/v	ii		7	9	v			mm7	0	0	3, 0, 4, 1	-2	3	3
7	7	1/2	1/2	4/4	2	1		V7(9)/V		E	I		V7(9)/V	V		7	9	V			Mm7	0	0	2, 6, 3, 0	4	2	2
7	7	3/4	3/4	4/4	2	1		V7/V		E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	8	0	0	4/4	2	1	1	I(64)/V}		E	I		I(64)/V	I			64	V		}	M	0	0	1, 0, 4		1	1
8	8	1/4	1/4	4/4	2	1	1	I/V|PAC		E	I		I/V	I				V	PAC		M	0	0	1, 5, 2		1	1
8	8	1/2	1/2	4/4	2	1	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	3/4	3/4	4/4	2	1	1	V7(9)		E	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
9	8	0	0	4/4	2	1	2	I(64)/V}		E	I		I(64)/V	I			64	V		}	M	0	0	1, 0, 4		1	1
9	8	1/4	1/4	4/4	2	1	2	I(#7)/V		E	I		I(#7)/V	I			#7	V			M	0	0	1, 5, 2	13	1	1
9	8	1/2	1/2	4/4	2	1	2	I/V|PAC		E	I		I/V	I				V	PAC		M	0	0	1, 5, 2		1	1
10	9	0	0	4/4	2	1		ii{		E	I		ii	ii						{	m	0	0	2, -1, 3		2	2
11	10	0	0	4/4	2	1		V		E	I		V	V							M	0	0	1, 5, 2		1	1
12	11	0	0	4/4	2	1		ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
13	12	0	0	4/4	2	1		V7(9)		E	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
13	12	1/2	1/2	4/4	2	1		V		E	I		V	V							M	0	0	1, 5, 2		1	1
14	13	0	0	4/4	2	1		ii/IV		E	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
15	14	0	0	4/4	2	1		V/IV		E	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
16	15	0	0	4/4	2	1		ii/IV		E	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
17	16	0	0	4/4	2	1		V7(9)/IV		E	I		V7(9)/IV	V		7	9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
17	16	1/2	1/2	4/4	2	1		V/IV		E	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
18	17	0	0	4/4	2	1		IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	17	1/4	1/4	4/4	2	1		IVM2		E	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
18	17	1/2	1/2	4/4	2	1		vii%65		E	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
18	17	3/4	3/4	4/4	2	1		vii%7		E	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
19	18	0	0	4/4	2	1		iii		E	I		iii	iii							m	0	0	4, 1, 5		4	4
19	18	1/4	1/4	4/4	2	1		iii2		E	I		iii2	iii		2					mm7	0	0	2, 4, 1, 5		4	2
19	18	1/2	1/2	4/4	2	1		vi65		E	I		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
19	18	3/4	3/4	4/4	2	1		vi7		E	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
20	19	0	0	4/4	2	1		ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
20	19	1/4	1/4	4/4	2	1		ii2		E	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
20	19	1/2	1/2	4/4	2	1		V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
20	19	3/4	3/4	4/4	2	1		V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	20	0	0	4/4	2	1		I		E	I		I	I							M	0	0	0, 4, 1		0	0
21	20	1/4	1/4	4/4	2	1		IM2		E	I		IM2	I	M	2					MM7	0	0	5, 0, 4, 1		0	5
21	20	1/2	1/2	4/4	2	1		IVM65		E	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
21	20	3/4	3/4	4/4	2	1		IVM7		E	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
22	21	0	0	4/4	2	1		viio		E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
22	21	1/4	1/4	4/4	2	1		vii%7		E	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
22	21	1/2	1/2	4/4	2	1		V7/vi		E	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
22	21	3/4	3/4	4/4	2	1		V7/ii		E	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
23	22	0	0	4/4	2	1		viio7/V	V7(2)/V	E	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
23	22	1/4	1/4	4/4	2	1		V7(9)/V		E	I		V7(9)/V	V		7	9	V			Mm7	0	0	2, 6, 3, 0	4	2	2
26	25	0	0	4/4	2	1		V7(9)/bII}	Ger6(9)}	E	I		V7(9)/bII	V		7	9	bII		}	Mm7	0	0	-4, 0, -3, -6	-2	-4	-4
