mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	crescendo_hairpin
76	76	455/2	455/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	847									
76	76	225	225	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	848									
76	76	226	226	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	849									
76	76	453/2	453/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	850									
76	76	455/2	455/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	851									
76	76	225	225	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	852									
76	76	226	226	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	853									
76	76	453/2	453/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	854									
76	76	455/2	455/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	855									
77	77	228	228	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	856									
77	77	229	229	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	857									
77	77	917/4	917/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	858									
77	77	459/2	459/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	859		articAccentAbove							
77	77	228	228	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	860									
77	77	229	229	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	861									
77	77	459/2	459/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	862									
77	77	461/2	461/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	863									
77	77	228	228	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	864									
77	77	229	229	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	865									
77	77	459/2	459/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	866									
77	77	461/2	461/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	867									
78	78	231	231	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	868									
78	78	232	232	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	869									
78	78	232	232	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16	1/16	1	870									
78	78	232	232	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	871									
78	78	465/2	465/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	872									
78	78	233	233	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	873									
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	874									
78	78	231	231	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	875									
78	78	232	232	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	876									
78	78	465/2	465/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	877									
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	878									
78	78	231	231	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	879									
78	78	232	232	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	880									
78	78	465/2	465/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	881									
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	882									
79	79	234	234	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	883									
79	79	471/2	471/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>poco rit."						
79	79	471/2	471/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	884		articAccentAbove							
79	79	234	234	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	885									
79	79	235	235	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	886									
79	79	471/2	471/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	887									
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	888									
79	79	234	234	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	889									
79	79	235	235	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	890									
79	79	471/2	471/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	891									
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	892									
80	80	237	237	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	893									
80	80	237	237	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	894									
80	80	238	238	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	895									
80	80	477/2	477/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	896									
80	80	479/2	479/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	897									
80	80	237	237	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	898									
80	80	238	238	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	899									
80	80	477/2	477/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	900									
80	80	479/2	479/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	901									
81	81	240	240	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""12.2776""/><font face=""Plantin MT Std""/><b>Tempo I</b>"						
81	81	240	240	0.0	0	0	Dynamic	6/8	1	1	0					p								
81	81	240	240	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	902									
81	81	483/2	483/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	903									
81	81	240	240	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	904									
81	81	241	241	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	905									
81	81	483/2	483/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	906									
81	81	485/2	485/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	907									
81	81	240	240	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	908									
81	81	241	241	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	909									
81	81	483/2	483/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	910									
81	81	485/2	485/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	911									
82	82	243	243	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	912									
82	82	489/2	489/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	913									
82	82	489/2	489/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	914									
82	82	245	245	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	915									
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	916									
82	82	243	243	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	917									
82	82	244	244	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	918									
82	82	489/2	489/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	919									
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	920									
82	82	243	243	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	921									
82	82	244	244	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	922									
82	82	489/2	489/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	923									
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	924									
83	83	246	246	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	925									
83	83	495/2	495/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	926		articAccentAbove							
83	83	246	246	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	927									
83	83	247	247	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	928									
83	83	495/2	495/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	929									
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	930									
83	83	246	246	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	931									
83	83	247	247	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	932									
83	83	495/2	495/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	933									
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	934									
84	84	249	249	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	935									
84	84	501/2	501/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	936									
84	84	501/2	501/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	937									
84	84	251	251	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	938									
84	84	503/2	503/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	939									
84	84	249	249	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	940									
84	84	250	250	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	941									
84	84	501/2	501/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	942									
84	84	503/2	503/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	943									
84	84	249	249	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	944									
84	84	250	250	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	945									
84	84	501/2	501/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	946									
84	84	503/2	503/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	947									
85	85	252	252	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	948									
85	85	507/2	507/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	949		articAccentAbove							
85	85	252	252	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	950									
85	85	253	253	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	951									
85	85	507/2	507/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	952									
85	85	509/2	509/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	953									
85	85	252	252	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	954									
85	85	253	253	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	955									
85	85	507/2	507/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	956									
85	85	509/2	509/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	957									
86	86	255	255	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	958									
86	86	513/2	513/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	959									
86	86	513/2	513/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	960									
86	86	257	257	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	961									
86	86	515/2	515/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	962									
86	86	255	255	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	963									
86	86	256	256	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	964									
86	86	513/2	513/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	965									
86	86	515/2	515/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	966									
86	86	255	255	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	967									
86	86	256	256	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	968									
86	86	513/2	513/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	969									
86	86	515/2	515/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	970									
87	87	258	258	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	971									
87	87	519/2	519/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	972		articAccentAbove							
87	87	258	258	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	973									
87	87	259	259	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	974									
87	87	519/2	519/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	975									
87	87	521/2	521/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	976									
87	87	258	258	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	977									
87	87	259	259	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	978									
87	87	519/2	519/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	979									
87	87	521/2	521/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	980									
88	88	261	261	0.0	0	0	Spanner	6/8	1	1	0													4
88	88	261	261	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	981									4
88	88	527/2	527/2	0.0	5/8	5/8	Spanner	6/8	1	1	0													
88	88	261	261	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	982									
88	88	262	262	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	983									
88	88	525/2	525/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	984									
88	88	527/2	527/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	985									
88	88	261	261	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	986									
88	88	262	262	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	987									
88	88	525/2	525/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	988									
88	88	527/2	527/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	989									
89	89	264	264	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	990									
89	89	531/2	531/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	991		articAccentAbove							
89	89	264	264	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	992									
89	89	265	265	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	993									
89	89	531/2	531/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	994									
89	89	533/2	533/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	995									
89	89	264	264	0.0	0	0	Dynamic	6/8	2	1	0					f								
89	89	264	264	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	996									
89	89	265	265	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	997									
89	89	531/2	531/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	998									
89	89	533/2	533/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	999									
90	90	267	267	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1000									
90	90	537/2	537/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1001									
90	90	537/2	537/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1002									
90	90	269	269	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1003									
90	90	539/2	539/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1004									
90	90	267	267	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1005									
90	90	268	268	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1006									
90	90	537/2	537/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1007									
90	90	539/2	539/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1008									
90	90	267	267	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1009									
90	90	268	268	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1010									
90	90	537/2	537/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1011									
90	90	539/2	539/2	0.0	5/8	5/8	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim."						
90	90	539/2	539/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1012									
91	91	270	270	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1013									
91	91	543/2	543/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1014		articAccentAbove							
91	91	270	270	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1015									
91	91	271	271	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1016									
91	91	543/2	543/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1017									
91	91	545/2	545/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1018									
91	91	270	270	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1019									
91	91	271	271	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1020									
91	91	543/2	543/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1021									
91	91	545/2	545/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1022									
92	92	273	273	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1023									
92	92	549/2	549/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1024									
92	92	549/2	549/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1025									
92	92	275	275	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1026									
92	92	551/2	551/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1027									
92	92	273	273	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1028									
92	92	274	274	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1029									
92	92	549/2	549/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1030									
92	92	551/2	551/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1031									
92	92	273	273	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1032									
92	92	274	274	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1033									
92	92	549/2	549/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1034									
92	92	551/2	551/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1035									
93	93	276	276	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1036									
93	93	555/2	555/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1037		articAccentAbove							
93	93	276	276	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1038									
93	93	277	277	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1039									
93	93	555/2	555/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1040									
93	93	557/2	557/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1041									
93	93	276	276	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1042									
93	93	277	277	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1043									
93	93	555/2	555/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1044									
93	93	557/2	557/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1045									
94	94	279	279	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1046									
94	94	561/2	561/2	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1047									
94	94	561/2	561/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1048									
94	94	281	281	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1049									
94	94	563/2	563/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1050									
94	94	279	279	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1051									
94	94	280	280	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1052									
94	94	561/2	561/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1053									
94	94	563/2	563/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1054									
94	94	279	279	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1055									
94	94	280	280	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1056									
94	94	561/2	561/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1057									
94	94	563/2	563/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1058									
95	95	282	282	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1059									
95	95	567/2	567/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1060		articAccentAbove							
95	95	282	282	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1061									
95	95	283	283	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1062									
95	95	567/2	567/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1063									
95	95	569/2	569/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1064									
95	95	282	282	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1065									
95	95	283	283	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1066									
95	95	567/2	567/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1067									
95	95	569/2	569/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1068									
96	96	285	285	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1069									
96	96	573/2	573/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1070									
96	96	285	285	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1071									
96	96	286	286	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1072									
96	96	573/2	573/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1073									
96	96	575/2	575/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1074									
96	96	285	285	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1075									
96	96	286	286	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1076									
96	96	573/2	573/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1077									
96	96	575/2	575/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1078									
97	97	288	288	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1079									
97	97	579/2	579/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1080		articAccentAbove							
97	97	288	288	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1081									
97	97	289	289	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1082									
97	97	579/2	579/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1083									
97	97	581/2	581/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1084									
97	97	288	288	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>dim."						
97	97	288	288	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1085									
97	97	289	289	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1086									
97	97	579/2	579/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1087									
97	97	581/2	581/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1088									
98	98	291	291	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1089									
98	98	585/2	585/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1090									
98	98	291	291	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1091									
98	98	292	292	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1092									
98	98	585/2	585/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1093									
98	98	587/2	587/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1094									
98	98	291	291	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>sempre"						
98	98	291	291	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1095									
98	98	292	292	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1096									
98	98	585/2	585/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1097									
98	98	587/2	587/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1098									
99	99	294	294	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1099									
99	99	591/2	591/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1100		articAccentAbove							
99	99	294	294	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1101									
99	99	295	295	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1102									
99	99	591/2	591/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1103									
99	99	593/2	593/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1104									
99	99	294	294	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1105									
99	99	295	295	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1106									
99	99	591/2	591/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1107									
99	99	593/2	593/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1108									
100	100	297	297	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1109									
100	100	597/2	597/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1110									
100	100	599/2	599/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1111									
100	100	297	297	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1112									
100	100	297	297	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1113									
101	101	300	300	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1114									
101	101	603/2	603/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1115		articAccentAbove							
101	101	300	300	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1116									
101	101	301	301	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1117									
101	101	603/2	603/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1118									
101	101	605/2	605/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1119									
101	101	300	300	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1120									
101	101	301	301	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1121									
101	101	603/2	603/2	0.0	3/8	3/8	StaffText	6/8	2	1	0							"<font size=""11.2544""/><font face=""Plantin MT Std""/>ritard."						
101	101	603/2	603/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1122									
101	101	605/2	605/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1123									
102	102	303	303	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1124									
102	102	609/2	609/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1125									
102	102	611/2	611/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1126									
102	102	303	303	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1127									
102	102	303	303	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1128									
