mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
3	2	5	5	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	13						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	14						
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	15						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	16						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	17						
3	2	5	5	1.5	0	0	Chord	4/4	2	2	3/8		1/4	3/2	18						
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	19						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	20						
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	21				3		
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	22				3		
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	23						
4	3	12	12	0.0	3/4	3/4	Spanner	4/4	1	1	0										1
4	3	12	12	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	24		articAccentAbove		4		1
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	25						1
4	3	9	9	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	26				5		1
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	27						1
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	28				6		
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	29				6		
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	30						
5	4	13	13	0.0	0	0	Spanner	4/4	1	1	0										
5	4	13	13	0.0	0	0	Spanner	4/4	1	1	0									1	
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	31				7	1	
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	32				7	1	
5	4	15	15	0.0	1/2	1/2	Spanner	4/4	1	1	0										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	33						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	34		articAccentAbove		8		
5	4	13	13	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	35				9		
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	36						
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	37						
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	38						
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	39						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	40						
5	4	13	13	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	41				10		
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	42				10		
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	43				10		
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	44						
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	45				8		
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	46				8		
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	47				8		
6	5	20	20	0.0	3/4	3/4	Spanner	4/4	1	1	0								8		2
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	48				8, 11		2
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	49		articAccentAbove				
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	50						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	51		articAccentBelow				
7	6	21	21	0.0	0	0	Spanner	4/4	1	1	0								8		
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	52				8		
7	6	22	22	0.0	1/4	1/4	Spanner	4/4	1	1	0								8	2	
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	53				8	2	
7	6	23	23	0.0	1/2	1/2	Spanner	4/4	1	1	0										
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	54						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	55		articAccentAbove				
7	6	21	21	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	56						
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	57						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	58						
7	6	21	21	2.0	0	0	Chord	4/4	1	3	1/2		1/2	1	59						
7	6	21	21	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	60						
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	61						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	62						
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	63				12		
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	64				12		
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	65						
8	7	28	28	0.0	3/4	3/4	Spanner	4/4	1	1	0										3
8	7	28	28	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	66		articAccentAbove		13		3
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	67						3
8	7	25	25	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	68						3
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	69				14		
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	70				14		
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	71						
9	8	29	29	0.0	0	0	Spanner	4/4	1	1	0										
9	8	29	29	0.0	0	0	Spanner	4/4	1	1	0									3	
9	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	72				15	3	
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	73				15	3	
9	8	31	31	0.0	1/2	1/2	Spanner	4/4	1	1	0										
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	74						
9	8	29	29	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	75				16		
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	76						
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	77						
9	8	30	30	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	78						
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	79						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	80						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	81						
9	8	29	29	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	82				17		
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	83				17		
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	84				17		
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	85						
10	9	33	33	0.0	0	0	StaffText	4/4	1	1	0							molto			
10	9	34	34	0.0	1/4	1/4	StaffText	4/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>ben tenuto</i>"			
10	9	34	34	0.0	1/4	1/4	Dynamic	4/4	1	1	0					other-dynamics					
10	9	34	34	3.0	1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	86						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	87				18		
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	88				18		
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	89				18		
10	9	33	33	0.0	0	0	Spanner	4/4	2	1	0										4
10	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	90				19		4
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	91						4
10	9	34	34	0.0	1/4	1/4	Spanner	4/4	2	1	0										
10	9	34	34	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	92						
11	10	37	37	0.0	0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	93						
11	10	37	37	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	94						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	95						
11	10	38	38	0.0	1/4	1/4	StaffText	4/4	1	1	0							rit.			
11	10	38	38	0.0	1/4	1/4	Spanner	4/4	1	1	0									4	
11	10	38	38	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	96		articAccentAbove			4	
11	10	38	38	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	97				20	4	
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	98				20	4	
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	99					4	
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	100						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	101				21		
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	102						
11	10	38	38	2.0	1/4	1/4	Chord	4/4	2	2	1/2		1/2	1	103						
12	10	40	40	0.0	0	3/4	StaffText	4/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>a tempo
con moto</i>"			
12	10	40	40	0.0	0	3/4	Dynamic	4/4	1	1	0					p					
12	10	40	40	0.0	0	3/4	Spanner	4/4	1	1	0										
12	10	40	40	1.0	0	3/4	Chord	4/4	1	1	1/4		1/4	1	104				22		
13	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	105				22		
13	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	106				22		
13	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	107				22		
13	11	44	44	0.0	3/4	3/4	Spanner	4/4	1	1	0								22		5
13	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	108				22		5
13	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	109						
14	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	110				22		5
14	12	46	46	0.0	1/4	1/4	Spanner	4/4	1	1	0								22		
14	12	46	46	0.0	1/4	1/4	Spanner	4/4	1	1	0								22	5	
14	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	111				22	5	
14	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	112					5	
14	12	48	48	0.0	3/4	3/4	Spanner	4/4	1	1	0										
14	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	113		articAccentBelow				
14	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	114						
14	12	46	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	115						
14	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	116						
15	13	49	49	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	117				23		
15	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	118				23		
15	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	119						
15	13	52	52	0.0	3/4	3/4	Spanner	4/4	1	1	0										6
15	13	52	52	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	120		articAccentAbove		24		6
15	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	121						6
15	13	49	49	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	122				25		6
15	13	51	51	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	123						6
15	13	49	49	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	124				26		
15	13	50	50	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	125				26		
15	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	126						
16	14	53	53	0.0	0	0	Spanner	4/4	1	1	0										
16	14	53	53	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	127				27		
16	14	54	54	0.0	1/4	1/4	Spanner	4/4	1	1	0								27	6	
16	14	54	54	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	128				27	6	
16	14	55	55	0.0	1/2	1/2	Spanner	4/4	1	1	0										
16	14	55	55	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	129						
16	14	56	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	130				28		
16	14	53	53	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	131				29		
16	14	55	55	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	132						
16	14	53	53	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	133						
16	14	54	54	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	134						
16	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	135						
16	14	55	55	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	136						
16	14	53	53	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	137				30		
16	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	138				30		
16	14	54	54	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	139				30		
16	14	55	55	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	140						
17	15	57	57	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	141				28		
17	15	58	58	0.0	1/4	1/4	Spanner	4/4	1	1	0								28		7
17	15	58	58	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	142				28		7
17	15	59	59	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	143				28		7
17	15	60	60	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	144				28		7
17	15	60	60	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	145						
18	16	61	61	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	146				28		7
18	16	62	62	0.0	1/4	1/4	Spanner	4/4	1	1	0								28		
18	16	62	62	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	147				28		
18	16	63	63	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	148						
18	16	64	64	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	149		articAccentAbove				
18	16	61	61	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	150						
18	16	62	62	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	151						
18	16	63	63	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	152						
19	17	65	65	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	153				31		
19	17	66	66	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	154				31		
19	17	67	67	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	155						
19	17	68	68	0.0	3/4	3/4	Spanner	4/4	1	1	0										8
19	17	68	68	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	156		articAccentAbove		32		8
19	17	137/2	137/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	157						8
19	17	65	65	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	158				33		8
19	17	67	67	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	159						8
19	17	65	65	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	160				34		
19	17	66	66	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	161				34		
19	17	67	67	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	162						
20	18	69	69	0.0	0	0	Spanner	4/4	1	1	0										
20	18	69	69	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	163				35		
20	18	70	70	0.0	1/4	1/4	Spanner	4/4	1	1	0								35	7	
20	18	70	70	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	164				35	7	
20	18	71	71	0.0	1/2	1/2	Spanner	4/4	1	1	0										
20	18	71	71	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	165						
20	18	72	72	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	166		articAccentAbove				
20	18	69	69	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	167				36		
20	18	71	71	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	168						
20	18	69	69	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	169						
20	18	70	70	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	170						
20	18	141/2	141/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	171						
20	18	71	71	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	172						
20	18	69	69	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	173				37		
20	18	139/2	139/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	174				37		
20	18	70	70	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	175				37		
20	18	71	71	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	176						
21	19	73	73	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"			
21	19	73	73	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	177				38		
21	19	74	74	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	178				38		
21	19	75	75	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	179						
21	19	76	76	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	180		articAccentAbove		39		
21	19	153/2	153/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	181						
21	19	73	73	0.0	0	0	Chord	4/4	1	2	0	acciaccatura	1/8	1	182						
21	19	73	73	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	183				40		
21	19	75	75	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	184						
21	19	74	74	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	185				41		
21	19	75	75	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	186						
22	20	77	77	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>più cresc.</i>"			
22	20	77	77	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	187				42		
22	20	78	78	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	188				42		
22	20	79	79	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	189						
22	20	80	80	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f					
22	20	80	80	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	190						
22	20	77	77	0.0	0	0	Chord	4/4	1	2	0	acciaccatura	1/8	1	191						
22	20	77	77	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	192						
22	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	193						
22	20	78	78	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	194						
22	20	79	79	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	195						
22	20	78	78	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	196				43		
22	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	197				43		
22	20	79	79	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	198				43		
22	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	199						
22	20	78	78	0.0	1/4	1/4	Chord	4/4	2	2	0	acciaccatura	1/8	1	200						
22	20	78	78	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	201						
22	20	79	79	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	202						
23	21	81	81	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	203		articAccentAbove				
23	21	83	83	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	204		articAccentAbove				
23	21	81	81	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	205						
23	21	82	82	0.0	1/4	1/4	Spanner	4/4	1	2	0										9
23	21	82	82	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	206						9
23	21	83	83	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	207						9
23	21	84	84	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	208						9
23	21	82	82	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	209						
23	21	83	83	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	210						
23	21	84	84	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	211						
23	21	83	83	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	212						
24	22	85	85	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	213						
24	22	171/2	171/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	214						
24	22	86	86	0.0	1/4	1/4	StaffText	4/4	1	1	0							rit.			
24	22	86	86	0.0	1/4	1/4	Spanner	4/4	1	1	0									8	
24	22	86	86	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	215		articAccentAbove			8	
24	22	88	88	0.0	3/4	3/4	StaffText	4/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"			
24	22	88	88	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p					
24	22	88	88	0.0	3/4	3/4	Spanner	4/4	1	1	0										
24	22	88	88	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	216		articAccentAbove		44		
24	22	85	85	0.0	0	0	Spanner	4/4	1	2	0										
24	22	85	85	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	217						
24	22	86	86	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	218						
24	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	219						
24	22	87	87	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	220						
24	22	85	85	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	221						
24	22	86	86	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	222						
24	22	173/2	173/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	223						
24	22	87	87	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	224						
24	22	85	85	3.0	0	0	Chord	4/4	2	2	3/4		1/2	3/2	225						
25	23	89	89	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	226				44		
25	23	90	90	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	227				44		
25	23	91	91	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	228				44		
25	23	92	92	0.0	3/4	3/4	Spanner	4/4	1	1	0								44		10
25	23	92	92	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	229				44		10
25	23	90	90	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	230		articAccentBelow				10
25	23	91	91	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	231						10
25	23	92	92	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	232				45		10
25	23	92	92	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	233		articAccentBelow				
26	24	93	93	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	234				44		
26	24	94	94	0.0	1/4	1/4	Spanner	4/4	1	1	0								44	9	
26	24	94	94	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	235				44	9	
26	24	95	95	0.0	1/2	1/2	Spanner	4/4	1	1	0										
26	24	95	95	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	236						
26	24	96	96	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	237		articAccentAbove				
26	24	93	93	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	238						
26	24	94	94	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	239						
26	24	95	95	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	240						
26	24	93	93	2.0	0	0	Chord	4/4	1	3	1/2		1/2	1	241						
26	24	93	93	0.0	0	0	Spanner	4/4	2	1	0										
26	24	93	93	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	242						
26	24	189/2	189/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	243						
26	24	95	95	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	244						
27	25	97	97	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	245				46		
27	25	98	98	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	246				46		
27	25	99	99	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	247						
