mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
153	153	458	458	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1301								
153	153	917/2	917/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1302								
154	154	459	459	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1303								
154	154	1837/4	1837/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1304								
154	154	919/2	919/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1305								
154	154	1839/4	1839/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1306								
154	154	460	460	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1307								
154	154	459	459	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1308		articAccentBelow		86				
154	154	461	461	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1309								
155	155	462	462	0.0	0	0	StaffText	3/4	1	1	0							<i>dim.</i>					
155	155	462	462	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1310								
155	155	1849/4	1849/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1311								
155	155	925/2	925/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1312								
155	155	1851/4	1851/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1313								
155	155	463	463	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1314								
155	155	462	462	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1315				87				
155	155	464	464	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1316								
156	156	465	465	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1317								
156	156	1861/4	1861/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1318								
156	156	931/2	931/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1319								
156	156	1863/4	1863/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1320								
156	156	466	466	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1321								
156	156	1865/4	1865/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1322								
156	156	933/2	933/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1323								
156	156	1867/4	1867/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1324								
156	156	467	467	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1325								
156	156	1869/4	1869/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1326								
156	156	935/2	935/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1327								
156	156	1871/4	1871/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1328								
156	156	466	466	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1329				88				
156	156	467	467	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1330				88				
157	157	468	468	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1331								
157	157	1873/4	1873/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1332								
157	157	937/2	937/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1333								
157	157	1875/4	1875/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1334								
157	157	469	469	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1335								
157	157	1877/4	1877/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1336								
157	157	939/2	939/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1337								
157	157	1879/4	1879/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1338								
157	157	470	470	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1339								
157	157	1881/4	1881/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1340								
157	157	941/2	941/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1341								
157	157	1883/4	1883/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1342								
157	157	468	468	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1343				88				
157	157	469	469	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1344				88				
157	157	470	470	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1345								
158	158	471	471	0.0	0	0	Dynamic	3/4	1	1	0					p							
158	158	471	471	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1346								
158	158	1885/4	1885/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1347								
158	158	943/2	943/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1348								
158	158	1887/4	1887/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1349								
158	158	472	472	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1350								
158	158	1889/4	1889/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1351								
158	158	945/2	945/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1352								
158	158	1891/4	1891/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1353								
158	158	473	473	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1354								
158	158	1893/4	1893/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1355								
158	158	947/2	947/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1356								
158	158	1895/4	1895/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1357								
158	158	943/2	943/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1358				89				
158	158	472	472	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1359				89				
158	158	945/2	945/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1360				89				
158	158	473	473	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1361				89				
158	158	947/2	947/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1362				89				
159	159	474	474	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1363								
159	159	1897/4	1897/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1364								
159	159	949/2	949/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1365								
159	159	1899/4	1899/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1366								
159	159	475	475	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1367								
159	159	1901/4	1901/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1368								
159	159	951/2	951/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1369								
159	159	1903/4	1903/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1370								
159	159	476	476	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1371								
159	159	1905/4	1905/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1372								
159	159	953/2	953/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1373								
159	159	1907/4	1907/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1374								
159	159	474	474	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1375				89				
159	159	949/2	949/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1376								
160	160	477	477	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1377								
160	160	1909/4	1909/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1378								
160	160	955/2	955/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1379								
160	160	1911/4	1911/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1380								
160	160	478	478	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1381								
160	160	1913/4	1913/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1382								
160	160	957/2	957/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1383								
160	160	1915/4	1915/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1384								
160	160	479	479	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1385								
160	160	1917/4	1917/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1386								
160	160	959/2	959/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1387								
160	160	1919/4	1919/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1388								
160	160	955/2	955/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1389				90				
160	160	478	478	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1390				90				
160	160	957/2	957/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1391				90				
160	160	479	479	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1392				90				
160	160	959/2	959/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1393				90				
161	161	480	480	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1394								
161	161	1921/4	1921/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1395								
161	161	961/2	961/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1396								
161	161	1923/4	1923/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1397								
161	161	481	481	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1398								
161	161	1925/4	1925/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1399								
161	161	963/2	963/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1400								
161	161	1927/4	1927/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1401								
161	161	482	482	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1402								
161	161	1929/4	1929/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1403								
161	161	965/2	965/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1404								
161	161	1931/4	1931/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1405								
161	161	480	480	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1406				90				
161	161	961/2	961/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1407								
162	162	483	483	0.0	0	0	StaffText	3/4	1	1	0							<i>dim.</i>					
162	162	483	483	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1408								
162	162	1933/4	1933/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1409								
162	162	967/2	967/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1410								
162	162	1935/4	1935/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1411								
162	162	484	484	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1412								
162	162	1937/4	1937/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1413								
162	162	969/2	969/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1414								
162	162	1939/4	1939/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1415								
162	162	485	485	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1416								
162	162	1941/4	1941/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1417								
162	162	971/2	971/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1418								
162	162	1943/4	1943/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1419								
162	162	967/2	967/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1420				91				
162	162	484	484	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1421				91				
162	162	969/2	969/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1422				91				
162	162	485	485	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1423								
163	163	486	486	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1424								
163	163	1945/4	1945/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1425								
163	163	973/2	973/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1426								
163	163	1947/4	1947/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1427								
163	163	487	487	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1428								
163	163	1949/4	1949/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1429								
163	163	975/2	975/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1430								
163	163	1951/4	1951/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1431								
163	163	488	488	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1432								
163	163	1953/4	1953/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1433								
163	163	977/2	977/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1434								
163	163	1955/4	1955/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1435								
163	163	973/2	973/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1436				92				
163	163	487	487	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1437				92				
163	163	975/2	975/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1438				92				
163	163	488	488	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1439								
164	164	489	489	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1440								
164	164	1957/4	1957/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1441								
164	164	979/2	979/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1442								
164	164	1959/4	1959/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1443								
164	164	490	490	0.0	1/4	1/4	Spanner	3/4	1	1	0										2		
164	164	490	490	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1444						2		
164	164	1961/4	1961/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1445						2		
164	164	981/2	981/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1446						2		
164	164	1963/4	1963/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1447						2		
164	164	491	491	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1448						2		
164	164	1965/4	1965/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1449						2		
164	164	983/2	983/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1450						2		
164	164	1967/4	1967/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1451						2		
164	164	979/2	979/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1452				93				
164	164	490	490	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1453				93				
164	164	981/2	981/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1454				93				
164	164	491	491	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1455								
165	165	492	492	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1456						2		
165	165	1969/4	1969/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1457						2		
165	165	985/2	985/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1458						2		
165	165	1971/4	1971/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1459						2		
165	165	493	493	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1460						2		
165	165	1973/4	1973/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1461						2		
165	165	987/2	987/2	0.0	3/8	3/8	Spanner	3/4	1	1	0												
165	165	987/2	987/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1462								
165	165	1975/4	1975/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1463								
165	165	494	494	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1464								
165	165	1977/4	1977/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1465								
165	165	989/2	989/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1466								
165	165	1979/4	1979/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1467								
165	165	985/2	985/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1468				94				
165	165	493	493	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1469				94				
165	165	987/2	987/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1470				94				
165	165	494	494	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1471								
166	166	495	495	0.0	0	0	Dynamic	3/4	1	1	0					pp							
166	166	495	495	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1472								
166	166	1981/4	1981/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1473								
166	166	991/2	991/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1474								
166	166	1983/4	1983/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1475								
166	166	496	496	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1476								
166	166	1985/4	1985/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1477								
166	166	993/2	993/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1478								
166	166	1987/4	1987/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1479								
166	166	497	497	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1480								
166	166	1989/4	1989/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1481								
166	166	995/2	995/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1482								
166	166	1991/4	1991/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1483								
166	166	991/2	991/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1484				95				
166	166	496	496	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1485				95				
166	166	993/2	993/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1486				95				
166	166	497	497	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1487								
167	167	498	498	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1488								
167	167	1993/4	1993/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1489								
167	167	997/2	997/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1490								
167	167	1995/4	1995/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1491								
167	167	499	499	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1492								
167	167	1997/4	1997/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1493								
167	167	999/2	999/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1494								
167	167	1999/4	1999/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1495								
167	167	500	500	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1496								
167	167	2001/4	2001/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1497								
167	167	1001/2	1001/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1498								
167	167	2003/4	2003/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1499								
168	168	501	501	0.0	0	0	Dynamic	3/4	1	1	0					ppp							
168	168	501	501	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1500								
168	168	2005/4	2005/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1501								
168	168	1003/2	1003/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1502								
168	168	2007/4	2007/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1503								
168	168	502	502	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1504								
168	168	2009/4	2009/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1505								
168	168	1005/2	1005/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1506								
168	168	2011/4	2011/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1507								
168	168	503	503	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1508								
168	168	2013/4	2013/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1509								
168	168	1007/2	1007/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1510								
168	168	2015/4	2015/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1511								
168	168	501	501	0.0	0	0	Spanner	3/4	2	1	0											44	44
168	168	1003/2	1003/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1512				96			44	44
168	168	502	502	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1513				96			44	44
168	168	1005/2	1005/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1514				96			44	44
168	168	503	503	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1515							44	44
169	169	504	504	0.0	0	0	StaffText	3/4	1	1	0							<i>poco rit.</i>					
169	169	504	504	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1516								
169	169	2017/4	2017/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1517								
169	169	1009/2	1009/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1518								
169	169	2019/4	2019/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1519								
169	169	505	505	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1520								
169	169	2021/4	2021/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1521								
169	169	1011/2	1011/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1522								
169	169	2023/4	2023/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1523								
169	169	506	506	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1524								
169	169	2025/4	2025/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1525								
169	169	1013/2	1013/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1526								
169	169	2027/4	2027/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1527								
170	170	508	508	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f							
170	170	508	508	0.0	1/4	1/4	Spanner	3/4	1	1	0									0			
170	170	508	508	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1528		articAccentBelow			0			
170	170	1525/3	1525/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1529		articAccentBelow			0			
170	170	1526/3	1526/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1530		articAccentBelow			0			
170	170	509	509	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1531		articAccentBelow			0			
170	170	507	507	0.0	0	0	Spanner	3/4	2	1	0												
171	171	510	510	0.0	0	0	Spanner	3/4	1	1	0												
171	171	510	510	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1532								
171	171	1023/2	1023/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1533								
171	171	512	512	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1534								
171	171	512	512	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1535								
171	171	512	512	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1536								
171	171	1025/2	1025/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1537								
172	172	513	513	0.0	0	0	StaffText	3/4	1	1	0							<i>rit.</i>					
172	172	513	513	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1538		articAccentBelow						
172	172	514	514	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p							
172	172	514	514	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1539								
172	172	514	514	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	1540								
173	173	516	516	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1541								
173	173	517	517	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1542								
173	173	517	517	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	1543								
